552bdb0e169dae35474f9631490d98245d78e0315fe527187ded9561cad0c086,15dcd78b29a686098cc275352fef2159069969c1144a4e1c027fddddebc0cb9d,545caaf3a3ea2aaa40849cbc64ea89294b39841f9baf1cf38b7021fb3085236b,de33ca8f835906dbd63568b837e3d833cd4f089246b717ba63223e200050806b,8f33bc2c2f52e3d3eb7c7ba46db9958bacb8b29987910850ee8755b27ae4a292,85c4c9537736f8fb93456a7c9f8b133e1aa3f78deed4660a576005839f6d914c,299bc32769c8f7a6b71c6a010b0c34317dcd89b9eda7e564b0bdee5687928378,c40802da1f9786d9b02db7432f6c0f2dc2bfa026cbae86e4741e8beb27e10c5c,b0e0dd475b7365f9d105f998d421b6d9a828fb1f79316d3566b037c27f04f10b,cc10d76973359ef08a502f4c396966d05b30c4329f06ae6813adc166bfec8b52,ac4e0c896fc76bdc17edee821cdfcc923974328440f23afc9cf7a9eb8c6d2c9d,fad3d47dd1e8bb446e13c4dc2cc7e8ac54115c452cdbaa55492cba409a7c4df5,9f8d64d1edb1b8e892f6f8909f5450eb787482acd5ec83a1742f8cee9cfc7327,c051b787b828cb1d43e60246edb9eac73a3e561fe5f79f92058815f597b93744,a4796ff1b6608ca310c9131ffff8803afe82cc83c9583a0e39a01e8c4f2fcaeb,593efae666249f37b00b94a658d0d0a997d9329aea63107dd3d26f2e01270d36,82e7444efdb08fb964781530d7fa01f0ea6d4aa63e6389faaead43017d8b4e2d,37ef5c046ecd48aedd9bad97171e57411d048ebb5c6581ff47e76d1aa5994c21,4c90197abbe448223ced8e4d86f7c196dc6ee0feb95519f053dd6b8cd8a118cc
"1","100101","94000","0","20000000","0","0","1100101","0","0","120","2","0","0","12","41001","31001","0","0"
"1","100201","94000","0","20000000","0","0","1100201","0","0","120","2","0","0","12","41002","31002","0","0"
"1","100301","94000","0","20000000","0","0","1100301","0","0","120","2","0","0","12","41003","31003","0","0"
"1","100401","94000","0","20000000","0","0","1100401","0","0","120","2","0","0","12","41004","31004","0","0"
"1","100501","94000","0","20000000","0","0","1100501","0","0","120","2","0","0","12","41005","31005","0","0"
"1","100601","94000","0","20000000","0","0","1100601","0","0","120","2","0","0","12","41006","31006","0","0"
"1","100701","94000","0","20000000","0","0","1100701","0","0","120","2","0","0","12","41007","31007","0","0"
"1","100801","94000","0","20000000","0","0","1100801","0","0","120","2","0","0","12","41008","31008","0","0"
"1","100901","94000","0","20000000","0","0","1100901","0","0","120","2","0","0","12","41009","31009","0","0"
"1","101001","94000","0","20000000","0","0","1101001","0","0","120","2","0","0","12","41010","31010","0","0"
"1","101101","94000","0","20000000","0","0","1101101","0","0","120","2","0","0","12","41011","31011","0","0"
"1","101201","94000","0","20000000","0","0","1101201","0","0","120","2","0","0","12","41012","31012","0","0"
"1","101301","94000","0","20000000","0","0","1101301","0","0","120","2","0","0","12","41013","31013","0","0"
"1","101401","94000","0","20000000","0","0","1101401","0","0","120","2","0","0","12","41014","31014","0","0"
"1","101501","94000","0","20000000","0","0","1101501","0","0","120","2","0","0","12","41015","31015","0","0"
"1","101601","94000","0","20000000","0","0","1101601","0","0","120","2","0","0","12","41016","31016","0","0"
"1","101701","94000","0","20000000","0","0","1101701","0","0","120","2","0","0","12","41017","31017","0","0"
"1","101801","94000","0","20000000","0","0","1101801","0","0","120","2","0","0","12","41018","31018","0","0"
"1","102001","94000","0","20000000","0","0","1102001","0","0","120","2","0","0","12","41020","31020","0","0"
"1","102101","94000","0","20000000","0","0","1102101","0","0","120","2","0","0","12","41021","31021","0","0"
"1","102201","94000","0","20000000","0","0","1102201","0","0","120","2","0","0","12","41022","31022","0","0"
"1","102301","94000","0","20000000","0","0","1102301","0","0","120","2","0","0","12","41023","31023","0","0"
"1","102501","94000","0","20000000","0","0","1102501","0","0","120","2","0","0","12","41025","31025","0","0"
"1","102601","94000","0","20000000","0","0","1102601","0","0","120","2","0","0","12","41026","31026","0","0"
"1","102701","94000","0","20000000","0","0","1102701","0","0","120","2","0","0","12","41027","31027","0","0"
"1","102801","94000","0","20000000","0","0","1102801","0","0","120","2","0","0","12","41028","31028","0","0"
"1","102901","94000","0","20000000","0","0","1102901","0","0","120","2","0","0","12","41029","31029","0","0"
"1","103001","94000","0","20000000","0","0","1103001","0","0","120","2","0","0","12","41030","31030","0","0"
"1","103101","94000","0","20000000","0","0","1103101","0","0","120","2","0","0","12","41031","31031","0","0"
"1","103201","94000","0","20000000","0","0","1103201","0","0","120","2","0","0","12","41032","31032","0","0"
"1","103301","94000","0","20000000","0","0","1103301","0","0","120","2","0","0","12","41033","31033","0","0"
"1","103401","94000","0","20000000","0","0","1103401","0","0","120","2","0","0","12","41034","31034","0","0"
"1","103601","94000","0","20000000","0","0","1103601","0","0","120","2","0","0","12","41036","31036","0","0"
"1","103701","94000","0","20000000","0","0","1103701","0","0","120","2","0","0","12","41037","31037","0","0"
"1","103801","94000","0","20000000","0","0","1103801","0","0","120","2","0","0","12","41038","31038","0","0"
