650d7cb581017353b21d9514017ccf3004b750228a62134c80a1b92471136579,45ce10a1bb7791a64368fd0fc3d9280621d80ccebc2d7a9ec3aec9e3abc4ac88,02a68ba0ce1661790292951734f66222a8f938d8c33121c0f6b16e7cc6a8566a,110b11c6a295fd0515f67fff091fddefb73077722f6216f86f4ded261c7d5eed,445e81f5d812f850055890546c2c857ec59a9a58e2fec05095f632d7b3651884,1b2018de46d98f41f4a1b39866c6a863901ac10062163aae5d06418b7b326c28,4ebdf2353245e4766533fa91d05995558a5c3b56dfedd57d56868dc5bc89ea6d,115e4f41115adfa0ad0acaf8f015e35ad9cd4b4123262ed2e751039673731376,d706cff41f23bc94f622e306d0f58f09ddd81cd2ac11f5e26e122a7d81a06ae4,ec9a9978f12b3df63dce189d0b567c39efa909a435d3f1ef85bb506a462b28d7,259158c985826103acf7f8d2faa16c8021ee3d9767983ff247c84005aadbeaa0,871e22fe74b37cf87268a5d3cc1f588ef05933ff2534e821c01bae8ffb614958,349a1ceda9f93cd504cdf591c513605f2fb7dad01320fd50859c0a8c9bfba49d,0ca568b3cdf229a30a35d6ec92e2251aac386dbe1883d91279218792df855037
"-1","180","1","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","2","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","3","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","4","0","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","5","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","6","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","7","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","180","8","1","-1","0","19","180","-1","-1","-1","1","0","-1"
"-1","215","9","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","10","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","11","0","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","12","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","13","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","14","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","15","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","215","16","1","-1","0","23","215","-1","-1","-1","1","0","-1"
"-1","250","17","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","250","18","0","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","250","20","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","250","21","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","250","22","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","260","23","0","-1","0","28","260","-1","-1","-1","1","0","-1"
"-1","250","24","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","250","25","1","-1","0","26","250","-1","-1","-1","1","0","-1"
"-1","280","26","0","-1","0","29","280","-1","-1","-1","1","0","-1"
"-1","280","27","1","-1","0","29","280","-1","-1","-1","1","0","-1"
"-1","280","28","1","-1","0","29","280","-1","-1","-1","1","0","-1"
