4bbe4e67a09201a1b5e6aa46295c35f59a8c29b7d99e953794d281f5546e8bf0,3d5b766a3a89457ecf9c7a957e37aac87b7de2d5ac57f58d92b4466115c27d2d,359e834babee7acaeea4c1c679b91b173febe5b824aab30a4fb4d4a0e7bb0480,c4d09013c19d0a22cff089971b61d1b2a877b73e0469fb7f24c6d67d7340b7ba,e21b82aa57b515e39fbc444a0a410f8c916f0acb345e24f07ebd663fa22e89c8,d7a7ea001ecebe101807b29d8872aeb35f8f527a6c327f3fbf0dfda73d1f50cb,019493c177b0236b726475262574fd850017df2665054d0f19ba005da71f8f2b,5429a5037d8a64a47989ce329ac3a723790ba08a7cfd956b8eafbeced734aaf2,15bec766b85510879530dc39f77882796af043f59ddcce0bd802f140ea1ee72e,69871e221b7ec4b2c6ab575060203da734bd4ca15bd2c142ac35db9000cd1f37,b483a6f298a55ef52a5c216af526aba240203a76fabc92e7dae6d6b0df5d0fed,ba5387441d8175b656882af85f8886f7cd4b6db1097296d1185111422e350962,ba3bc4ed23d911c68b6360292e58e81cf79bae5690ec7fa4c36b424acc00c66e,64c35c5e6ab7b55e95af2ca61adf93bc53b74de877d28b99340e0da48bf01d7b
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11001010","1","402001","0","51001001"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11002012","1","402001","0","51001002"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11003012","1","402001","0","51001003"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11004013","1","402001","0","51001004"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11005013","1","402001","0","51001005"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11006014","1","402001","0","51001006"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11007014","1","402001","0","51001007"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11008015","1","402001","0","51001008"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11009015","1","402001","0","51001009"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11010017","1","402001","0","51001010"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11011017","1","402001","0","51001011"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11012017","1","402001","0","51001012"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11013017","1","402001","0","51001013"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11014014","1","402001","0","51001014"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11015014","1","402001","0","51001015"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11016014","1","402001","0","51001016"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11017014","1","402001","0","51001017"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11018014","1","402001","0","51001018"
"0","1001","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","101","11019014","1","402001","0","51001019"
"0","1001","0","2020/02/18 16:00:00","2030/04/01 14:59:59","201","","0","101","11020014","1","402001","0","51001020"
"0","1001","0","2020/02/18 16:00:00","2030/04/01 14:59:59","201","","0","101","11021014","1","402001","0","51001021"
"0","1001","0","2020/02/18 16:00:00","2030/04/01 14:59:59","201","","0","101","11022014","1","402001","0","51001022"
"0","1001","0","2020/02/18 16:00:00","2030/04/01 14:59:59","201","","0","101","11023014","1","402001","0","51001023"
"0","1001","0","2020/02/18 16:00:00","2030/04/01 14:59:59","201","","0","101","11024014","1","402001","0","51001024"
"0","1003","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","102","12001003","1","403001","0","51003001"
"0","1003","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","102","12002003","1","403001","0","51003002"
"0","1003","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","102","12003003","1","403001","0","51003003"
"0","1003","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","102","12004003","1","403001","0","51003004"
"0","1003","0","2015/04/01 15:00:00","2030/04/01 14:59:59","201","","0","102","12005003","1","403001","0","51003005"
