5c0842d567bb9f9a9a705d4fe8573da394be757767a07715ce7a68fc4560ea38,c137899d5eddf5f680e207d5f74269922ed164b026be084e706e16465bb91adf,4b886c18980754d8e7478bce766d630acb993e52c73be38acde1e607e733cade,5ace30dcd4c163ee70fc47dedb82303a476d8db7de7e32ade9145addd7c284d4,ea00c88427c97c60bd3eaf029056722eb534bcb17d278cbd508c49ed9b35b550,4d3861595c8b04930b96f40d6cf5fb083563202f40d21e4ac5b1fb6906792c0d,e1ea0b24194c0b7b8a3e902e49e5fec049b84602dd1cca22fdb90b25570f5d19,440689745e4efd1403cd253fd87871834d3a6aea0cfc3303c02a4fa8c271545c,69787454c418016a22a356c555f7dcaa6466d83d9e55101178a292eb799f9421,a9455c1dd2e557bcf12cf97ba91e86c9eab5ef37efb3f5354b0722a2f714bb3e,02b6d6f8512c03260378a8c25785a154ec5203d6d9ef5382c62c5382067b05b0
"","25011","2","0","0","30000","11","","0","1","10000"
"","25012","2","0","0","30000","12","","0","2","10000"
"","25021","2","0","0","30000","13","","0","3","5000"
"","91002","8","0","0","30000","14","","0","4","50"
"","25013","2","0","0","30000","15","","0","5","10000"
"","91002","8","0","0","30000","16","","0","6","50"
"","25014","2","0","0","30000","17","","0","7","10000"
"","25021","2","0","0","30000","18","","0","8","5000"
"","91002","8","0","0","30000","19","","0","9","80"
"","24001","2","0","0","30000","20","","0","10","1"
"","91002","8","0","0","30000","21","","0","11","80"
"","25015","2","0","0","30000","22","","0","12","10000"
"","25021","2","0","0","30000","23","","0","13","5000"
"","91002","8","0","0","30000","24","","0","14","100"
"","24001","2","0","0","30000","25","","0","15","1"
"今天是紀念日，要慶祝才行呢！\n燒肉、壽司、披薩、蛋糕～☆\n能和你一起開派對，\n我好幸福～♪","91002","8","0","107501","40001","27","貪吃佩可","1","1","150"
"能夠在今天迎來這個紀念日，\n全拜主人的器量所賜。\n真不愧是主人呢。\n真了不起真了不起♪","91002","8","0","107601","40001","28","可可蘿","1","2","150"
"你還挺能幹的嘛！\n我有點…還蠻…非、非常\n對你刮目相看了呢。\n我就誇誇你吧♪","91002","8","0","107801","40001","29","凱留","1","3","150"
"對您和我來說，\n今天是個特別的日子。\n因為有了您的支持，\n我才能夠如此努力！","91002","8","0","107701","40001","30","鈴莓","1","4","150"
"今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪","91002","8","0","107901","40001","31","珠希","1","5","150"
"嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪","91002","8","0","107501","40001","32","貪吃佩可","2","6","150"
"夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。","91002","8","0","107601","40001","33","可可蘿","2","7","150"
"嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！","91002","8","0","107801","40001","34","凱留","2","8","150"
" 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪","91002","8","0","107701","40001","35","鈴莓","2","9","150"
"明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？","91002","8","0","107901","40001","36","珠希","2","10","150"
"","91002","8","0","0","20000","47","","0","1","300"
"","23001","2","0","0","20000","48","","0","1","20"
"","91002","8","0","0","20000","49","","0","2","300"
"","23001","2","0","0","20000","50","","0","2","20"
"","91002","8","0","0","20000","51","","0","3","300"
"","23001","2","0","0","20000","52","","0","3","20"
"","91002","8","0","0","20000","53","","0","4","300"
"","23001","2","0","0","20000","54","","0","4","20"
"","91002","8","0","0","20000","55","","0","5","500"
"","23001","2","0","0","20000","56","","0","5","20"
"","91002","8","0","0","20000","57","","0","6","300"
"","23001","2","0","0","20000","58","","0","6","20"
"","91002","8","0","0","20000","59","","0","7","300"
"","23001","2","0","0","20000","60","","0","7","20"
"","91002","8","0","0","20000","61","","0","8","300"
"","23001","2","0","0","20000","62","","0","8","20"
"","91002","8","0","0","20000","63","","0","9","300"
"","23001","2","0","0","20000","64","","0","9","20"
"","91002","8","0","0","20000","65","","0","10","600"
"","23001","2","0","0","20000","66","","0","10","20"
"","91002","8","0","0","49001","67","","0","1","150"
"","91002","8","0","0","49001","68","","0","2","150"
"","91002","8","0","0","49001","69","","0","3","150"
