ff2c9c05decb17022219949f37e4f7576116e62ae805ffc3d334860c724dd329,fa1fd192e772ffaa751f131d7bc4b8dc82c9b2cb44cb582c3c29ef85a0ed4ee6,cf9f371c5efd15399449f033e31c93912af9c85706495e57b007a292cb1de4b7,488d943f016614b4a20010c7ce213f616f4ba74c134d86d2224824d65d507b85,b885cc17c180e065d1cac5107395f2cf859f9a4f322148d943e96259d3aa8e95,1073672a5b5680314a04cb89ea7d0abe85a74a0dddc8a442a20c7a7f4017416b,aa74dcfcc40753e561aa658265f74fe1240e42c1fba22cc1337d94ea3e77d6b7,f192d73c32285670709272dcc3959d653edb74c923bf09329bdc617a5b4244dc,fecfa1cf821e2c8a95f191e34e3dcf27eae63615b0497e9adedf10bb8c102aea,1e79868edbeee901f442d2177a1d3e1d0fc946cb674bd06ef38da3b10e4c848f,cc5096bc5f186549a10a3d42c35c0cace2d9954145f5bf800001b03d545f1c47,6c832f53366a8a233eb3c88ec5bc23b91254503c84c603f1917a19a87aaf670a,11d037a084c864156ba77f474bd1bc7fe127b1218d3090e90a4a8232d1223aae,36958bc2108a78cfa7f189f582b5dd1cf1e15a87e9bf865ba61dd4efb17e2c05,c7708fabf597892eda529beae3951dd02f263a94fe6d02520c5a0ec70e75b570,841c91a368d69860facf4edf5762d00c1d1dc61118fdb4732aceb2fc8d82c7eb,83cc8771d2fef87cbd2fd24c3b62d77b2f5f27678a9cc396d996ede7297d0fc0,228316766985bf642ec5edf246712dae53a0b0598978aecd4af8f315fdbbc92d,71fbd5bae49093ebc0853ad1c2f6c6d6b27baf30b87ab64228146be5613423fe,6db1c1e462d7f5cc14e7b1407f8fd88b2f9fa24756c2acd916b9cd52c5c6961f,29bb5893d4bc680a0e1030a15fdaa487177ec1cbc49c89a2315aaae69e78353c,b79eff8451954514d28866a2543917fff7936676ae38f37eea9e58c9be328d9a,07a63cfbadbe20c0487586c40d9534ae768672a2c3bdb944eae07980c4c80461,76aa2c088e7ca9a27fc6d971faaba4a47ec6cb89ba4340990e86b5dc29791b4b,70507844da7e95cea9b465856f6e0c6ebcb70f587f7cb335269628e6c73a0051,9167822048382e77a0ab42f61a5760d6a94fa5dc302c8bae98329d2dd324fb1e,811fed097f7a475958bb47bf82861260c434333601c8b72f71c3cf5fe62d8bb6,660faf1125384f61a065dc90f5e854f8e819985436b4619cb2a914e5fb35bc04,73a44879f67966d3320d634d3daa583458e5378ebd581a7d166f52c130a113b0,c1f6523b0d037d7caa199667c145034dd9ee41ab866fbc850dcfd72c222e636c,aae63748109634ca9a15615e0eac2ac884c7632299a85c217a119d77b5d2bc47,949983442063a9a4e8f61bbb66c398bd2d529e995dbda625109072fc682a9ffc,c75ddbfd5acba1534971a31a4fd7d824b84e9ecec3babeb9a526572d95f228e9,52b056842ba20b2c162e84264cfa3ea877989cafdf57834695220cdb690ba5ef,9670a548ea9b4983f2ef8c6304ed2fe3dcd86b7b5e65b32b87a27998ec8fe3f7,ad72c83a99f3886f23ea83af1d0f3cf9e10a842dc820255d79ea6ba334d15033,886f8bfc73e559a32e91ed95de8f272db917fb2951439d2e7ff70dc8939a2b2c,4003fe6bbc8ebaee5da7e2fb08b667fa25ade745f81526b1854330f8767965bb,05334761412b6844be81f7802f469251712ec3e79f19fcd44da6820b1bba25dc,f6323747a0bceabbb2c79729f137147e54ec5072583979977eb6b9a1513e5532,7ce3e09aaece85d3cd92b18e11bbde8fa839342acd113082c55e2e84c2de3d71,815f7ade5f9f0b2acec18dd9710441e44ea6e2e9584b0b422511600cec06bfca,ddd6bac5a7e60fbb39970e4e580a67a1842237f6c22c74ef36dd04f6032e6dff,951a34679c909df61c1bdd3d13e8d454754458c36638c1cdf13d1ecd19f9527e
"0","0","0","0","1","350","750000101","105000000","309401","0","0","0","0","70","0","僕役‧刀刃（物理）","0","0","0","1","0","0","0","0","0","50000","0","0","0","10000","0","0","10000","10000","300000019","0","0","1200","0","0","0","1200","60","10000"
"0","0","0","0","1","500","750000102","1000000","217300","9000","250","0","0","0","0","爆裂敵人","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100","100","300000008","0","150","0","0","0","0","0","100","0"
"0","0","10000","0","1","353","750000201","100000000","322800","10000","0","0","0","70","27000","奄美魔物","0","0","0","1","0","0","0","10000","0","27000","0","0","0","10000","0","0","0","0","300000008","0","10000","300","0","0","0","300","60","10000"
"0","0","0","0","1","353","750000202","70000","208014","0","0","0","0","0","0","小奄美魔物","0","10000","0","1","0","0","0","10000","0","20000","0","0","0","0","0","0","10000","10000","300000008","0","0","1600","0","0","0","1600","60","10000"
"0","0","0","0","1","353","750000203","70000","208015","0","0","0","0","0","0","小奄美魔物","0","10000","0","1","0","0","0","10000","0","20000","0","0","0","0","0","0","10000","10000","300000008","0","0","1600","0","0","0","1600","60","10000"
"0","0","0","0","1","353","750000204","70000","208016","0","0","0","0","0","0","小奄美魔物","0","10000","0","1","0","0","0","10000","0","20000","0","0","0","0","0","0","10000","10000","300000008","0","0","1600","0","0","0","1600","60","10000"
"0","0","0","0","1","500","750000205","1000000","217300","9000","250","0","0","0","0","爆裂敵人","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100","100","300000008","0","150","0","0","0","0","0","100","0"
"0","0","0","0","1","356","750000301","109000000","309501","0","0","0","0","90","46000","僕役‧魔能（魔法）","0","0","0","1","0","0","0","0","0","0","0","0","0","10000","0","0","10000","10000","300000008","0","0","1200","0","0","0","1200","60","10000"
"0","0","0","0","1","500","750000302","1000000","217300","9000","250","0","0","0","0","爆裂敵人","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100","100","300000008","0","150","0","0","0","0","0","100","0"
"0","0","0","0","1","359","750000401","143000000","308409","0","0","0","0","90","42000","幻影男爵","0","10000","0","1","0","0","0","0","0","21000","0","0","0","10000","0","0","10000","10000","300000001","0","0","700","0","0","0","700","60","10000"
"0","0","0","0","1","500","750000402","1000000","217300","9000","250","0","0","0","0","爆裂敵人","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100","100","300000008","0","150","0","0","0","0","0","100","0"
"0","0","0","0","1","362","750000501","190000000","313502","100","0","0","0","130","0","卡里莎","0","100","0","1","0","0","0","100","0","0","0","0","0","10000","0","0","100","10000","300000008","0","0","0","0","0","0","0","60","10000"
"0","0","0","0","1","362","750000502","3000000","313502","0","0","0","0","0","1000","紅","0","0","0","1","0","0","0","0","0","40000","0","0","0","0","0","0","0","0","300000008","0","0","500","0","0","0","500","60","0"
"0","0","0","0","1","362","750000503","99999999","313502","0","0","0","0","0","0","黃","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","0","0","2400","0","0","0","2400","60","0"
"0","0","0","0","1","362","750000504","2000000","313502","0","0","0","0","0","0","藍","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","0","0","10000","0","0","0","10000","60","0"
"0","0","0","0","1","362","750000505","3000000","313502","0","0","0","0","0","0","卡里莎","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","0","0","700","0","0","0","700","60","0"
"0","0","0","0","1","500","750000506","1000000","217300","9000","250","0","0","0","0","爆裂敵人","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","100","100","300000008","0","150","0","0","0","0","0","100","0"
