e0d5efc2504ca5d278cf91564ebaff8e14405198737187b94f97ba41163bc31a,948f0d4e338cd397ed0b8d4ebf2369d027edecdee2c19204890298471d33b93d,27d4ad897f4fde2cb977d3422bf4f67f68a427ee41257c301303bc47a4d28d0b,e4b39f1d12f9325cd227ec73e0b047f01bb84b1786e3fc8f14d8ca2e20f8a5ca,87e9720ba94b66489c58adaf896cddefd3daedeb89484dfe1cad86b9ea3fc163,1b0e7fdb491d50b0bfebc264ae7f341783420032c172d94aebfac7bd4dbde6b2,77c0660bdd6ecf1e352cdc39207f0ee5c10ccabd376020a35e1e66753e387b07,56e64480fc38ddd14b419b30d44c2b06ebfd32fa0122c1952abb187705dc72c0,89780be3e86ae2b7b616ccfecab353e831c2f46154dce2a50ed8bf1057d2003c,c86f979bd32197ed4bd85a6f92b13b43bdb79481ffab3610c586dadea1497cdd,a81ec3e639c6b9aebce16e0cea474f9b069ac042277c4998e6984713f476fd49,3f09e929cab12a17063ccca9c4dcfeb8a84e99c7f58c52ffef6bbca0a2a953bc,0fabbff4f9ce8321763e6ff4ba6c2773a7be2022cbac1701e506e1e4418912a5,7e79c297c97ecf1f19cdf7a0ce6a416e7a2952c147038563c4b3eab354111c1b,17416c020d301950ba9ab9649c5d94b746fdbe9dba9aa427b2a4006b611ed2de
"1","0","0","2","0","20012","1","0","20011","1","7","0","0","40001","2001"
"1","0","0","2","0","20022","1","0","20021","1","7","0","0","40001","2002"
"1","0","0","2","0","20032","1","0","20031","1","7","0","0","40001","2003"
"1","0","0","2","0","20042","1","0","20041","1","7","0","0","40001","2004"
"1","0","0","2","0","20052","1","0","20051","1","7","0","0","40001","2005"
"1","0","0","2","0","20062","1","0","20061","1","7","0","0","40001","2006"
"1","0","0","2","0","20072","1","0","20071","1","7","0","0","40001","2007"
"1","0","0","2","0","20082","1","0","20081","1","7","0","0","40001","2008"
"1","0","0","2","0","20092","1","0","20091","1","7","0","0","40001","2009"
"1","0","0","2","0","20102","1","0","20101","1","7","0","0","40001","2010"
"1","0","0","2","0","20112","1","0","20111","1","7","0","0","40001","2011"
"1","0","0","2","0","20122","1","0","20121","1","7","0","0","40001","2012"
"1","0","0","2","0","20132","1","0","20131","1","7","0","0","40001","2013"
"1","0","0","2","0","20142","1","0","20141","1","7","0","0","40001","2014"
"1","0","0","2","0","20152","1","0","20151","1","7","0","0","40001","2015"
"1","0","0","2","0","20162","1","0","20161","1","7","0","0","40001","2016"
"1","0","0","2","0","20172","1","0","20171","1","7","0","0","40001","2017"
"1","0","0","2","0","20182","1","0","20181","1","7","0","0","40001","2018"
"1","0","0","2","0","20192","1","0","20191","1","7","0","0","40001","2019"
"1","0","0","2","0","20202","1","0","20201","1","7","0","0","40001","2020"
"1","0","0","2","0","20212","1","0","20211","1","7","0","0","40001","2021"
"1","0","0","2","0","20222","1","0","20221","1","7","0","0","40001","2022"
"1","0","0","2","0","20232","1","0","20231","1","7","0","0","40001","2023"
"1","0","0","2","0","20242","1","0","20241","1","7","0","0","40001","2024"
"1","0","0","2","0","20252","1","0","20251","1","7","0","0","40001","2025"
"1","0","0","2","0","20262","1","0","20261","1","7","0","0","40001","2026"
"1","0","0","2","0","20272","1","0","20271","1","7","0","0","40001","2027"
"1","0","0","2","0","20282","1","0","20281","1","7","0","0","40001","2028"
"1","40","0","1","0","30012","1","0","30011","1","7","0","0","40001","3001"
"1","40","0","1","0","30022","1","0","30021","5","7","0","0","40001","3002"
"1","40","0","1","0","30032","1","0","30031","6","7","0","0","40001","3003"
"1","-58","0","1","0","30042","2","0","30041","6","0","0","0","40001","3004"
"1","-42","0","1","0","30052","1","0","30051","1","-20","0","0","40001","3005"
"1","-42","0","1","0","30062","1","0","30061","5","-20","0","0","40001","3006"
"1","0","0","1","0","30072","1","0","30071","1","40","0","0","40001","3007"
"1","0","0","1","0","30082","1","0","30081","5","40","0","0","40001","3008"
"1","0","0","1","0","30092","1","0","30091","6","40","0","0","40001","3009"
"2","0","0","1","0","40012","1","0","40011","1","0","0","0","40001","4001"
"2","0","0","1","0","40022","1","0","40021","5","0","0","0","40001","4002"
"2","0","0","1","0","40052","1","0","40051","1","0","0","0","40001","4005"
"2","0","0","1","0","40062","1","0","40061","5","0","0","0","40001","4006"
"2","0","0","1","0","40072","2","0","40071","6","0","0","0","40001","4007"
"2","0","0","1","0","40092","2","0","40091","6","0","0","0","40004","4009"
"2","0","0","1","0","40102","1","0","40101","1","0","0","0","40004","4010"
"2","0","0","1","0","40112","1","0","40111","5","0","0","0","40004","4011"
"2","0","0","1","0","40122","1","0","40121","6","0","0","0","40001","4012"
"2","0","0","1","0","40132","1","0","40131","1","0","0","0","40004","4013"
"2","0","0","1","0","40142","1","0","40141","5","0","0","0","40004","4014"
"2","0","0","1","0","40152","1","0","40151","6","0","0","0","40001","4015"
"2","0","0","1","0","40162","1","0","40161","1","0","0","0","40004","4016"
"2","0","0","1","0","40172","1","0","40171","5","0","0","0","40004","4017"
"2","0","0","1","0","40182","1","0","40181","6","0","0","0","40001","4018"
