a250227ff8e2038766c090a01cac88bc940800d3e41335ec9465ecc0a886443b,16517c211fe69ddd58945d6b67cb73bb9c4587514eeac782a9663d2a07656812,32cb959e11cb8bad9a3f2b81ee5adc195a5070a5ebc8040f2676b642c982c406,80d1f8c2f5d93fa993637bd266a767908294c0e1adf85f9a265c963592a733a9,1a125ea9741dee6cf8dc2baa781bc97974d68f0f8537a7da9762dee950a9f77a,8ede7cf045ff15d0bf4bba9ff6e5af5cb6ad215dd9a9991780474cda1d886005,1371cf69a683c2fe13d80098e6d11b5e14a01a049ba9f8a8fbae912694fc94cb,f5a9dba5e72bea9d3a8f7c418f8589d5918371c535508f5c1b254c82270e4865,c858a42759d30c2cbbc8d7f6a48c905cf87ec746663ce4af6ba2c90c507dbfbd,2657ab772c684e265c755c89f720fc2f89d5ed567128165677a3a408ca33fd93,3a2768f484fa0cee05c0d3623895bac177459d228b0bee5448e5365e3c734417,398f365dae6a75320eec7df4942bd5f86c0763e1bd82cad68d0929e6050d868d,e90dfbf4ad7c3d9d4e085563dce0fb253d5450dba8ca3273adee684df577cb28,4cdaacc51ce38cdc86dca3a4f2f49be0950b13a8b70aefc38b33bc46fb20bc1e,0f9eb6ed58660dbc907cdbd4d12b1150b20c630749cf09a5628941d20175e631,92651e983261b3c9b2df8ffa1956409445fc95733790145d3afa3ec2f2abe046,c8b0db7c27812e971649779affdef5222dabea27ab0289d12d85f3ff6cacab2e,219727904de234c292903ef74bb86c65e7c32606bddfd5d8b96a358a1edd4cf7,ffb8acdf779394f9560fa7ed4882ddcfc976cfc41fe80ba8c2f889c0efc48b10,6d42778928d4cde5f2f996d46a334a4c7e38072f48bd8d73645e3eb0cabfc1db,f485eaf4cdceb7b99d42c03a382161b351c527ca023a5ffc43ea5fe849bdc961,c440e77d34c71f0bfae6761ec4adce5923261ba578ef71f1200dcda0323222e9,fcb569baa838908989c5cdab3296d2593703b761203ee52090366808c7e10113,35a01913e25fa8d6fb530e6ecfd525822e342a20702971bfc05256717749dc22,67174ea66126f6d3067f5b96cd30b2ef5959cbb483bf0982dd832067e814a58f
"0","5","100101","160","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32001","1","50","0","0"
"0","3","100101","80","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31001","2","50","0","0"
"0","0","100101","100","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","0"
"0","0","100101","200","10","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","0"
"0","0","100101","300","20","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","0"
"0","0","100101","400","30","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","0"
"0","2","100101","500","40","0","2","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","0"
"0","0","100201","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","10","32002","1","50","0","100"
"0","0","100201","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","10","31002","2","50","0","60"
"0","0","100201","0","0","0","0","0","0","2","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","20"
"0","0","100201","0","0","0","0","0","0","4","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","40"
"0","0","100201","0","0","0","0","0","0","6","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","60"
"0","0","100201","0","0","0","0","0","0","8","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","80"
"0","0","100201","0","0","0","0","0","0","10","1","0","600000","5","0","0","15","0","0","10","25001","3","30","0","100"
"0","5","100301","160","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32003","1","50","0","0"
"0","3","100301","80","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31003","2","50","0","0"
"0","0","100301","100","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","0"
"0","0","100301","200","10","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","0"
"0","0","100301","300","20","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","0"
"0","0","100301","400","30","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","0"
"0","2","100301","500","40","0","2","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","0"
"0","3","100401","60","0","0","0","0","0","0","1","0","100000","1","0","14","18","0","0","0","32004","1","50","0","0"
"0","2","100401","30","0","0","0","0","0","0","1","0","100000","1","0","7","11","0","0","0","31004","2","50","0","0"
"0","0","100401","50","0","0","0","0","0","0","0","0","100000","1","0","3","15","0","0","0","25001","3","10","0","0"
"0","0","100401","150","0","0","0","0","0","0","0","0","200000","2","0","6","15","0","0","0","25001","3","15","0","0"
"0","0","100401","225","0","0","0","0","0","0","0","0","400000","3","0","9","15","0","0","0","25001","3","20","0","0"
"0","0","100401","270","0","0","0","0","0","0","0","0","500000","4","0","12","15","0","0","0","25001","3","25","0","0"
"0","5","100401","320","0","0","0","0","10","0","1","0","600000","5","0","15","15","0","0","0","25001","3","30","0","0"
"0","3","100501","0","0","0","0","1500","0","0","1","0","100000","1","0","0","18","0","0","0","32005","1","50","0","0"
"0","2","100501","0","0","0","0","1000","0","0","1","0","100000","1","0","0","11","0","0","0","31005","2","50","0","0"
"0","0","100501","40","0","0","0","0","0","2","0","0","100000","1","0","2","15","0","0","0","25001","3","10","0","0"
"0","0","100501","80","0","0","0","0","0","4","0","0","200000","2","0","4","15","0","0","0","25001","3","15","0","0"
"0","0","100501","120","0","0","0","0","0","6","0","0","400000","3","0","6","15","0","0","0","25001","3","20","0","0"
"0","0","100501","160","0","0","0","0","0","8","0","0","500000","4","0","8","15","0","0","0","25001","3","25","0","0"
"0","5","100501","200","0","0","0","0","0","10","1","0","600000","5","0","10","15","0","0","0","25001","3","30","0","0"
"10","3","100601","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32006","1","50","0","160"
"5","2","100601","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31006","2","50","0","80"
"0","0","100601","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","90"
"5","0","100601","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","180"
"10","0","100601","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","270"
"15","0","100601","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","360"
"20","5","100601","0","0","0","0","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","450"
"0","0","100701","0","0","0","0","1500","4","0","1","0","100000","1","0","10","18","0","0","0","32007","1","50","0","0"
"0","0","100701","0","0","0","0","1000","5","0","1","0","100000","1","0","15","11","0","0","0","31007","2","50","0","0"
"0","0","100701","0","0","0","0","0","2","0","0","0","100000","1","0","6","15","0","0","0","25001","3","10","0","0"
"0","0","100701","0","0","0","0","0","4","0","0","0","200000","2","0","12","15","0","0","0","25001","3","15","0","0"
"0","0","100701","0","0","0","0","0","6","0","0","0","400000","3","0","18","15","0","0","0","25001","3","20","0","0"
"0","0","100701","0","0","0","0","0","8","0","0","0","500000","4","0","24","15","0","0","0","25001","3","25","0","0"
"0","0","100701","0","0","0","0","0","10","0","1","0","600000","5","0","30","15","0","0","0","25001","3","30","0","0"
"0","5","100801","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32008","1","50","0","240"
"0","3","100801","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31008","2","50","0","120"
"5","0","100801","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","130"
"10","0","100801","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","260"
"15","0","100801","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","390"
"20","0","100801","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","520"
"25","2","100801","0","0","0","0","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","1","650"
"10","5","100901","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32009","1","50","0","360"
"10","3","100901","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31009","2","50","0","180"
"10","0","100901","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","180"
"20","0","100901","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","360"
"20","0","100901","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","540"
"30","0","100901","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","720"
"50","2","100901","0","0","0","0","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","900"
"0","0","101001","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","10","32010","1","50","0","100"
"0","0","101001","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","10","31010","2","50","0","60"
"0","0","101001","0","0","0","0","0","0","0","0","0","100000","1","0","2","15","0","0","0","25001","3","10","0","20"
"0","0","101001","0","0","0","0","0","0","0","0","0","200000","2","0","4","15","0","0","0","25001","3","15","0","40"
"0","0","101001","0","0","0","0","0","0","0","0","0","400000","3","0","6","15","0","0","0","25001","3","20","0","60"
"0","0","101001","0","0","0","0","0","0","0","0","0","500000","4","0","8","15","0","0","0","25001","3","25","0","80"
"0","0","101001","0","0","0","0","0","0","0","1","0","600000","5","0","10","15","0","0","10","25001","3","30","0","100"
"0","5","101101","160","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32011","1","50","0","0"
"0","3","101101","80","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31011","2","50","0","0"
"0","0","101101","100","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","0"
"0","0","101101","200","10","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","0"
"0","0","101101","300","20","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","0"
"0","0","101101","400","30","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","0"
"0","2","101101","500","40","0","2","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","0"
"10","3","101201","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32012","1","50","0","160"
"5","2","101201","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31012","2","50","0","80"
"5","0","101201","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","100"
"10","0","101201","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","200"
"15","0","101201","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","300"
"20","0","101201","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","400"
"25","0","101201","0","0","0","2","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","500"
"10","3","101301","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32013","1","50","0","160"
"5","2","101301","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31013","2","50","0","80"
"5","0","101301","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","85"
"10","0","101301","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","170"
"15","0","101301","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","255"
"20","0","101301","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","340"
"25","5","101301","0","0","0","2","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","425"
"0","0","101401","0","0","0","0","0","0","0","1","0","100000","1","0","25","18","0","0","0","32014","1","50","0","240"
"0","0","101401","0","0","0","0","0","0","25","1","0","100000","1","0","0","11","0","0","0","31014","2","50","0","120"
"0","0","101401","0","0","0","0","0","0","4","0","0","100000","1","0","4","15","0","0","0","25001","3","10","0","130"
"0","0","101401","0","0","0","0","0","0","8","0","0","200000","2","0","8","15","0","0","0","25001","3","15","0","260"
"0","0","101401","0","0","0","0","0","0","12","0","0","400000","3","0","12","15","0","0","0","25001","3","20","0","390"
"0","0","101401","0","0","0","0","0","0","16","0","0","500000","4","0","16","15","0","0","0","25001","3","25","0","520"
"0","0","101401","0","0","0","0","0","0","18","1","0","600000","5","0","18","15","0","0","0","25001","3","30","0","650"
"0","5","101501","0","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32015","1","50","0","160"
"0","3","101501","0","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31015","2","50","0","80"
"0","0","101501","0","0","0","0","0","0","0","0","0","100000","1","0","0","15","0","0","0","25001","3","10","0","100"
"0","0","101501","0","0","0","0","0","0","0","0","0","200000","2","0","0","15","0","0","0","25001","3","15","0","220"
"0","0","101501","0","0","0","0","0","0","0","0","0","400000","3","0","0","15","0","0","0","25001","3","20","0","330"
"0","0","101501","0","0","0","0","0","0","0","0","0","500000","4","0","0","15","0","0","0","25001","3","25","0","440"
"0","2","101501","0","0","0","0","0","0","0","1","0","600000","5","0","0","15","0","0","0","25001","3","30","0","550"
"0","5","101601","160","0","0","0","0","0","0","1","0","100000","1","0","0","18","0","0","0","32016","1","50","0","0"
"0","3","101601","80","0","0","0","0","0","0","1","0","100000","1","0","0","11","0","0","0","31016","2","50","0","0"
