556ff2decdca5ce915f7791459d7995437427c93586ec62818377fb857813a93,6987c77348188d7cc48b0320a0d1a4ee61d75167544d66b7db9c644795029e01,94d1cddcf5dc9bfdc79e6bde3e021f0978ec81a5fe9e10e2511a8c7fee238839,cbcb61d8715e4efc497dfedb94144bafcba843e1ce56290333638cd75b829a4d,a4c0e09252a425eb5ea438540002e59339de7bcd9a21f66ce01493267605ea78,983e3aeba54d1d825be11f8afaaa9dc6dd185a9db7a41434d3d6a75a42bc96e8,61273f6e9185cd62fbee0aa14dee7e7a517e28302aa565a65a19556bedd32f97,f377e7ae770ee117eb33224df6ce41a581f42531412f6e279aafa5173ed140c1,d648eb0266de45cb1b49f51d5927686807a8a29e2ae2618b92b87692a8662459,9dffddf25642bf1c105117ab9d737e772321068f1228356273e411870fe448c9,228b08552017f6a1b4505a19f729fe63127a8967b6ebc36654028880c6668463,26f7d3e8b10b0d3a706668102decd889def94b8641b0e91588dadbad303fd3b8,2fe96388ccf0f87d4546e2f7f14c758aabefa7fc95579a29ca89add31b284bdb,2a349274029b0931104c83ea7daf0541b396b757793d20308cf36337921c04dc
"2020/07/31 12:00:00","綾音","24001","0","10046","24","2","401","2030/12/17 14:59:59","0","102301","2","太棒了，噗吉！\n這樣就能當\n哥哥他們的榜樣了！","0"
"2020/07/31 12:00:00","綾音","24002","2.21","10046","24","2","402","2030/12/17 14:59:59","0","102301","1","我們贏了！\n有噗吉和我在一起，\n不管來了怎麼樣的球，\n我都會打出全壘打的！","0"
"2020/07/31 12:00:00","綾音","24003","0","10046","24","2","403","2030/12/17 14:59:59","0","102301","2","好耶好耶！\n哥哥你有看見嗎？\n我有好好努力喔！","0"
"2020/07/31 12:00:00","旭","24004","1.99","10046","24","1","701","2030/12/17 14:59:59","0","192201","2","特訓好像有成果了！\n照著這個步調繼續練習，\n持續進步下去吧！","0"
"2020/07/31 12:00:00","旭","24005","2.21","10046","24","2","702","2030/12/17 14:59:59","0","192201","1","很好，感覺很棒！\n看樣子我應該能夠好好地\n盡到隊長的職責。","0"
"2020/07/31 12:00:00","旭","24006","3.33","10046","24","1","703","2030/12/17 14:59:59","0","192201","2","比賽將近，\n我似乎有抓到感覺了！\n一口氣邁向全國大賽吧！","0"
"2020/07/31 12:00:00","社員3","24007","0","10046","24","2","801","2030/12/17 14:59:59","0","192301","2","這點程度輕鬆得很，\n畢竟我們可是\n以全國大賽為目標啊。","0"
"2020/07/31 12:00:00","社員3","24008","2.68","10046","24","2","802","2030/12/17 14:59:59","0","192301","1","我也算是\n沙灘棒球選手啊，\n不管什麼球來了，\n我都會把它打飛到觀眾席去的。","0"
"2020/07/31 12:00:00","社員3","24009","0","10046","24","2","803","2030/12/17 14:59:59","0","192301","2","感覺很不錯，\n這樣比賽時應該也能好好活躍，\n我要大肆表現一番！","0"
"2020/07/31 12:00:00","","24010","0","10046","24","1","501","2030/12/17 14:59:59","0","192501","1","太好了！","0"
