dec16ff4084af57bf33e3c8a39159340b82d577ccf369fe0c488e48ef71ffe26,4788a741ea3b86ee16f7e2aa185381b02c75c09baa4fa8b9fa4613a108611a5d,d0c1216751b49e444b39325a7ee45f78a6987c8a17a55dcfb9d1a8679e1fd56d,6d8f6208e85c8027c286a389236d2445d2ace9f89dd81ef13147a7409b17c139,e19d6babecbb803eb0c4957910a2e97652ae4052d2ce328bc9f52b622c54bdb9,3358bc4d47012d9dfd6c0602ae6df53e9ffd2406f6137b03bdccdcbdc0e5e993,1815336e15bb1c55dd0b0eb161a2e35576c93f532411b7a6082e44977478bd13,3739c02535cae40731ba0aa6a763e4a9b1cac22a1421138c09183c32f47ce487,0376f0c07d4ba8bab7206ab8327a20e29dcd57c522b4849b28e0702e52fee82b,c3ee61a3d3052f6cf2a651f9980af1ee85b75483169eadac038ce83a9dab062d,2ff001f212d9312b44974191846cbe297a92e44c16c2abdc1c5643fe518810a0,01d3eafdf651ff5f72f9a6cc3554a3a36fecf6da6f68978851de5577f6340566,c1a5d1197a89e256ab5ff321f71104ffdce6968c2d3458c24854d891bd475af5,b05e908945648e66bb8d2a84cd3e90056a7d2a8fcc004210d472420f503b6d3e,2e829a6ca673d0ea34852340e6679cdabc2eaddb5869e696a9e9b601de2119bc
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","100198","92407110","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","100198","92407120","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","100198","92407130","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","100198","92407140","-30"
"100198","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1.45","2","0","100198","92407210","-30"
"100198","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1.45","2","0","100198","92407220","-30"
"100198","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1.45","2","0","100198","92407230","-30"
"100198","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1.45","2","0","100198","92407240","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.4","3","0","100198","92407310","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.4","3","0","100198","92407320","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.4","3","0","100198","92407330","-30"
"100198","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.4","3","0","100198","92407340","-30"
"101822","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","0.9","1","0","101822","92408110","-30"
"101822","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","0.9","1","0","101822","92408120","-30"
"101822","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","0.9","1","0","101822","92408130","-30"
"101822","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","0.9","1","0","101822","92408140","-30"
"101822","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101822","92408210","-30"
"101822","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101822","92408220","-30"
"101822","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101822","92408230","-30"
"101822","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101822","92408240","-30"
"101822","94002","bgm_MC170","0","0","0","bgm_MC170","0","0","0.9","3","0","101822","92408310","-30"
"101822","94002","bgm_MC170","0","0","0","bgm_MC170","0","0","0.9","3","0","101822","92408320","-30"
"101822","94002","bgm_MC170","0","0","0","bgm_MC170","0","0","0.9","3","0","101822","92408330","-30"
"101822","94002","bgm_MC170","0","0","0","bgm_MC170","0","0","0.9","3","0","101822","92408340","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","1","0","101191","92409110","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","1","0","101191","92409120","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","1","0","101191","92409130","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","1","0","101191","92409140","-30"
"101191","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101191","92409210","-30"
"101191","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101191","92409220","-30"
"101191","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101191","92409230","-30"
"101191","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1","2","0","101191","92409240","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","3","0","101191","92409310","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","3","0","101191","92409320","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","3","0","101191","92409330","-30"
"101191","94002","bgm_MC170","-30","-50","0","bgm_MC170","0","0","1.25","3","0","101191","92409340","-30"
"103013","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","103013","92410110","-30"
"103013","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","103013","92410120","-30"
"103013","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","103013","92410130","-30"
"103013","94002","bgm_MC170","-30","0","0","bgm_MC170","0","0","1.3","1","0","103013","92410140","-30"
"103013","94002","bgm_MC170","20","0","0","bgm_MC170","0","0","1.45","2","0","103013","92410210","-30"
