2bd3dd619443ae11530a4eccf2ec1f3665e59715cef4fd8fb57d0c187a6352af,3744f3723a25ee3dcac140d3b9e3ec5fb0073cfa3d529a82d0c8b7e741bd53f2,c579b350b0f52d6712c40ba6b79dd1102bcf92e5702ccb2143d72957c30b9bcb,98f42579b83812f69e52c611536cbd2f43b148421ef2b0f0970e8fbb60d9290b,6ccf1b30b02f11af736eb1a5567ac1092794edb7c4acd6ec5d1df7fc2e732099
"81000104","70","bgm_M125","1","0"
"81000104","110","bgm_M125","2","0"
"81000104","130","bgm_M125","3","0"
"81000104","150","bgm_M125","4","0"
"81000104","170","bgm_M125","5","0"
"81000104","190","bgm_M125","6","0"
"81000104","210","bgm_M125","7","0"
"81000104","230","bgm_M125","8","0"
"81000104","250","bgm_M125","9","0"
"81000104","270","bgm_M125","10","0"
"81000104","290","bgm_M125","11","0"
"81000104","310","bgm_M125","12","0"
"81000104","330","bgm_M125","13","0"
"81000104","350","bgm_M125","14","73140350"
"81000104","360","bgm_M125","15","73150360"
"81000104","370","bgm_M125","16","73160370"
"81000104","380","bgm_M125","17","73170380"
"81000104","390","bgm_M125","18","73180390"
"81000104","400","bgm_M125","19","73190400"
"81000104","410","bgm_M125","20","73200410"
"81000104","420","bgm_M125","21","73210420"
"81000104","430","bgm_M125","22","73220430"
"81000104","440","bgm_M125","23","73230440"
"81000104","450","bgm_M125","24","73240450"
"81000104","460","bgm_M125","25","73250460"
"81000104","470","bgm_M125","26","73260470"
"81000104","480","bgm_M125","27","73270480"
"81000104","490","bgm_M125","28","73280490"
"81000104","500","bgm_M125","29","73290500"
"81000104","510","bgm_M125","30","73300510"
"81000104","520","bgm_M125","31","73310520"
"81000104","530","bgm_M125","32","73320530"
"81000104","540","bgm_M125","33","73330540"
"81000104","550","bgm_M125","34","73340550"
"81000104","560","bgm_M125","35","73350560"
"81000104","570","bgm_M125","36","73360570"
"81000104","580","bgm_M125","37","73370580"
"81000104","590","bgm_M125","38","73380590"
"81000104","600","bgm_M125","39","73390600"
"81000104","610","bgm_M125","40","73400610"
"81000104","620","bgm_M125","41","73410620"
"81000104","630","bgm_M125","42","73420630"
"81000104","640","bgm_M125","43","73430640"
"81000104","650","bgm_M125","44","73440650"
"81000104","660","bgm_M125","45","73450660"
"81000104","670","bgm_M125","46","73460670"
"81000104","680","bgm_M125","47","73470680"
"81000104","690","bgm_M125","48","73480690"
"81000104","700","bgm_M125","49","73490700"
"81000104","710","bgm_M125","50","73500710"
"81000104","720","bgm_M125","51","73510720"
"81000104","730","bgm_M125","52","73520730"
"81000104","740","bgm_M125","53","73530740"
"81000104","750","bgm_M125","54","73540750"
"81000104","760","bgm_M125","55","73550760"
