b1a5ba8ae255dd5308663d8c97c26cb46478ae33ae8faab4ee06bca454eee68a,a2e58f382cc3cf684c933706e3d468baf89a6d936d54c08c59317c085031c3f7,47983c5157d73f72ac900ac51b1fe873af95c13b77ebb750bafd59cd36121065,963b58e10dbfa06572a3bb12339ac23a63656c830be179d33eb35eca2ebc4130,28655d2ac39c6ddf7e0710f431eae70bcb8539ba23f3a321ef8bad2a97e8a864,7ab63bfa33a5944228bb855badcf2f93fd8e7916525325f66cd2b5dc3dd6c632,3c6d104b9d0e96d0c9cac86b033b7a01e3830df95007c46940da6a6628c0b30a,c469b6bd3648f2b7acec074afcd96271f228b8c8fd3025ffabfffc6849647362,e20268b5646476280c1542be0c3a26e42d0971f0d3a7d97eb83be1d7b7717de9,8a22827c54d4b68eda7e2d5ed97d548e81e06780bcb8938d1e79cf9689ecafb0,0e65fc074919bf222d20944e7ccccec68c3ca4ffb7d6c1a9bab6f3584e738039,a86c887e67e4eb31632835b95115bde2f7449d0b866048941c485239ee44c838,fa397316fc8379df43b4d77162f253197283472887f832fe85810366b1e41f2b,de07ab92558cb54082e398216a3161427daca81e95acfbfb244beaf969a05c97
"2025/06/01 16:00:00","2","3.414","1","1000001","1","62","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","1","2030/01/01 14:59:59","190801","0","-416.5","花凜"
"2025/06/01 16:00:00","2","3.099","2","1000002","1","62","將任務完成，\n並獲得獎勵吧！","1","2030/01/01 14:59:59","190801","0","-416.5","花凜"
"2025/06/01 16:00:00","2","2.801","3","1000003","1","63","似乎有能夠\n領取的獎勵了，\n請確認看看","1","2030/01/01 14:59:59","190801","0","-416.5","花凜"
"2025/06/01 16:00:00","2","0","4","1000004","1","63","能夠領取獎勵了！\n請檢查看看","2","2030/01/01 14:59:59","190801","0","-416.5","花凜"
"2025/06/01 16:00:00","1","2.12","5","1000005","1","64","這裡是公會管理協會！\n如果您持有活動獎勵券，就能夠交換各種道具哦","2","2030/01/01 14:59:59","190801","0","-363","花凜"
"2025/06/01 16:00:00","2","1.68","6","1000006","1","64","辛苦了！\n在這裡，能夠以活動獎勵券來換取道具哦","1","2030/01/01 14:59:59","190801","0","-363","花凜"
"2025/06/01 16:00:00","1","2.33","7","1000007","1","64","一直以來都很謝謝你！\n要交換獎勵嗎？\n那就以活動獎勵券來進行交換吧","2","2030/01/01 14:59:59","190801","0","-363","花凜"
"2025/06/01 16:00:00","7","5.18","101","1020101","10201","61","這次的敵人對我來說\n也是無法置之不理的存在\n少年，我也會全力以赴\n一起保護這個世界吧","3","2030/01/01 14:59:59","133701","-6","-285","拉比林斯達"
"2025/06/01 16:00:00","2","8.77","201","1020102","10201","61","感覺到能消除無聊的\n戰鬥的氣息了啊，小子\n趕快帶我過去吧\n我會順手幫忙保護這個世界","1","2030/01/01 14:59:59","133901","-2","-285","克莉絲提娜"
"2025/06/01 16:00:00","1","15.5","301","1020103","10201","61","哦，需要我的力量……是嗎？\n格列戈爾會去幫忙的喔\n看你一臉想問我是不是不上場\n……我會考慮的","6","2030/01/01 14:59:59","133801","0","-285","似似花"
"2025/07/01 16:00:00","5","9.061","101","1020201","10202","61","只屬於我的演唱……\n你願意一起尋找嗎……？\n有你在身邊……\n我就能更加努力……","2","2030/01/01 14:59:59","134301","0","-285","蘭法"
"2025/07/01 16:00:00","2","7.699","201","1020202","10202","61","作為唱喚士，作為夥伴\n我都會盡我的全力\n……這些，都是\n多虧了你在背後推了我一把哦","1","2030/01/01 14:59:59","134401","0","-285","千歌"
"2025/08/01 16:00:00","2","8.595","101","1020301","10203","61","世界和平由我跟克蘿茜肩負了對吧？\n雖然對我這種邊緣人來說有點沉重，\n但、但如果是兩個人的話，\n我會扛下來給你看的！","1","2030/01/01 14:59:59","134601","0","-285","碧"
"2025/08/01 16:00:00","2","7.758","201","1020302","10203","61","靠著這對新獲得的翅膀……\n無論騎士先生在哪裡，\n我都會馬上飛馳而去！\n克蘿茜‧航空軀體，出動！","1","2030/01/01 14:59:59","134501","0","-285","克蘿茜"
