0b760b61dc912abb2f12fe76b3e860e6f5a362a92b88b70a3c31503744c00bf1,5f71c75551227fe8b4db05e4d8351cc2c03f343118685e029820f91d5328aa2c,59794e8d06a69edfbf1f38b6a00f8944555479c62722a2069796448b048c0a5c,0e92417f068b43dc99b8557a12529b9b38e42254967e09ea003f6b0d6b6f6359,749c0b177747c5364424e617f809ee797064e3da3481a5d2d3a93e6cbeb7ffe8,7b4c198e4e610dc18bb18d9fdd23640087ba6b659c49b9831d79f6d272c6d8dc
"500","2","10","1","10","1"
"500","3","20","1","10","1"
"500","4","30","1","10","1"
"500","5","40","1","10","1"
"500","6","50","1","10","1"
"500","7","60","1","10","1"
"500","8","70","1","10","1"
"500","9","80","1","10","1"
"500","10","90","1","10","1"
"500","11","105","1","15","1"
"500","12","120","1","15","1"
"500","13","135","1","15","1"
"500","14","150","1","15","1"
"500","15","165","1","15","1"
"500","16","180","1","15","1"
"500","17","195","1","15","1"
"500","18","210","1","15","1"
"500","19","225","1","15","1"
"500","20","240","1","15","1"
"500","21","265","1","25","1"
"500","22","290","1","25","1"
"500","23","315","1","25","1"
"500","24","340","1","25","1"
"500","25","365","1","25","1"
"500","26","390","1","25","1"
"500","27","415","1","25","1"
"500","28","440","1","25","1"
"500","29","465","1","25","1"
"500","30","490","1","25","1"
"500","31","530","2","40","1"
"500","32","570","2","40","1"
"500","33","610","2","40","1"
"500","34","650","2","40","1"
"500","35","690","2","40","1"
"500","36","730","2","40","1"
"500","37","770","2","40","1"
"500","38","810","2","40","1"
"500","39","850","2","40","1"
"500","40","890","2","40","1"
"500","41","940","2","50","1"
"500","42","990","2","50","1"
"500","43","1040","2","50","1"
"500","44","1090","2","50","1"
"500","45","1140","2","50","1"
"500","46","1190","2","50","1"
"500","47","1240","2","50","1"
"500","48","1290","2","50","1"
"500","49","1340","2","50","1"
"500","50","1390","2","50","1"
"500","51","1450","3","60","1"
"500","52","1510","3","60","1"
"500","53","1570","3","60","1"
"500","54","1630","3","60","1"
"500","55","1690","3","60","1"
"500","56","1750","3","60","1"
"500","57","1810","3","60","1"
"500","58","1870","3","60","1"
"500","59","1930","3","60","1"
"500","60","1990","3","60","1"
"600","61","2065","3","75","1"
"600","62","2140","3","75","1"
"600","63","2215","3","75","1"
"600","64","2290","3","75","1"
"600","65","2365","3","75","1"
"600","66","2440","3","75","1"
"600","67","2515","3","75","1"
"600","68","2590","3","75","1"
"600","69","2665","3","75","1"
"600","70","2740","3","75","1"
"600","71","2840","4","100","1"
"600","72","2940","4","100","1"
"600","73","3040","4","100","1"
"600","74","3140","4","100","1"
"600","75","3240","4","100","1"
"600","76","3340","4","100","1"
"600","77","3440","4","100","1"
"600","78","3540","4","100","1"
"600","79","3640","4","100","1"
"600","80","3740","4","100","1"
"600","81","3865","4","125","1"
"600","82","3990","4","125","1"
"600","83","4115","4","125","1"
"600","84","4240","4","125","1"
"600","85","4365","4","125","1"
"600","86","4490","4","125","1"
"600","87","4615","4","125","1"
"600","88","4740","4","125","1"
"600","89","4865","4","125","1"
"600","90","4990","4","125","1"
"600","91","5140","5","150","1"
"600","92","5290","5","150","1"
"600","93","5440","5","150","1"
"600","94","5590","5","150","1"
"600","95","5740","5","150","1"
"600","96","5890","5","150","1"
"600","97","6040","5","150","1"
"600","98","6190","5","150","1"
"600","99","6340","5","150","1"
"600","100","6490","5","150","1"
"600","101","6665","5","175","1"
"600","102","6840","5","175","1"
"600","103","7015","5","175","1"
"600","104","7190","5","175","1"
"600","105","7365","5","175","1"
"600","106","7540","5","175","1"
"600","107","7715","5","175","1"
"600","108","7890","5","175","1"
"600","109","8065","5","175","1"
"600","110","8240","5","175","1"
"600","111","8440","6","200","1"
"600","112","8640","6","200","1"
"600","113","8840","6","200","1"
"600","114","9040","6","200","1"
"600","115","9240","6","200","1"
"600","116","9440","6","200","1"
"600","117","9640","6","200","1"
"600","118","9840","6","200","1"
"600","119","10040","6","200","1"
"600","120","10240","6","200","1"
"600","121","10465","6","225","1"
"600","122","10690","6","225","1"
"600","123","10915","6","225","1"
"600","124","11140","6","225","1"
"600","125","11365","6","225","1"
"600","126","11590","6","225","1"
"600","127","11815","6","225","1"
"600","128","12040","6","225","1"
"600","129","12265","6","225","1"
"600","130","12490","6","225","1"
"600","131","12740","7","250","1"
"600","132","12990","7","250","1"
"600","133","13240","7","250","1"
"600","134","13490","7","250","1"
"600","135","13740","7","250","1"
"600","136","13990","7","250","1"
"600","137","14240","7","250","1"
"600","138","14490","7","250","1"
"600","139","14740","7","250","1"
"600","140","14990","7","250","1"
"600","141","15240","8","250","1"
"600","142","15490","8","250","1"
"600","143","15740","8","250","1"
"600","144","15990","8","250","1"
"600","145","16240","8","250","1"
"600","146","16490","8","250","1"
"600","147","16740","8","250","1"
"600","148","16990","8","250","1"
"600","149","17240","8","250","1"
"600","150","17490","8","250","1"
"600","151","17740","9","250","1"
"600","152","17990","9","250","1"
"600","153","18240","9","250","1"
"600","154","18490","9","250","1"
"600","155","18740","9","250","1"
"600","156","18990","9","250","1"
"600","157","19240","9","250","1"
"600","158","19490","9","250","1"
"600","159","19740","9","250","1"
"600","160","19990","9","250","1"
"600","161","20240","10","250","1"
"600","162","20490","10","250","1"
"600","163","20740","10","250","1"
"600","164","20990","10","250","1"
"600","165","21240","10","250","1"
"600","166","21490","10","250","1"
"600","167","21740","10","250","1"
"600","168","21990","10","250","1"
"600","169","22240","10","250","1"
"600","170","22490","10","250","1"
"600","171","22740","11","250","1"
"600","172","22990","11","250","1"
"600","173","23240","11","250","1"
"600","174","23490","11","250","1"
"600","175","23740","11","250","1"
"600","176","23990","11","250","1"
"600","177","24240","11","250","1"
"600","178","24490","11","250","1"
"600","179","24740","11","250","1"
"600","180","24990","11","250","1"
"600","181","25240","12","250","1"
"600","182","25490","12","250","1"
"600","183","25740","12","250","1"
"600","184","25990","12","250","1"
"600","185","26240","12","250","1"
"600","186","26490","12","250","1"
"600","187","26740","12","250","1"
"600","188","26990","12","250","1"
"600","189","27240","12","250","1"
"600","190","27490","12","250","1"
"600","191","27740","13","250","1"
"600","192","27990","13","250","1"
"600","193","28240","13","250","1"
"600","194","28490","13","250","1"
"600","195","28740","13","250","1"
"600","196","28990","13","250","1"
"600","197","29240","13","250","1"
"600","198","29490","13","250","1"
"600","199","29740","13","250","1"
"600","200","29990","13","250","1"
"600","201","30240","14","250","1"
"600","202","30490","14","250","1"
"600","203","30740","14","250","1"
"600","204","30990","14","250","1"
"600","205","31240","14","250","1"
"600","206","31490","14","250","1"
"600","207","31740","14","250","1"
"600","208","31990","14","250","1"
"600","209","32240","14","250","1"
"600","210","32490","14","250","1"
"680","211","32740","15","250","1"
"680","212","32990","15","250","1"
"680","213","33240","15","250","1"
"680","214","33490","15","250","1"
"680","215","33740","15","250","1"
"680","216","33990","15","250","1"
"680","217","34240","15","250","1"
"680","218","34490","15","250","1"
"680","219","34740","15","250","1"
"680","220","34990","15","250","1"
"680","221","35240","16","250","1"
"680","222","35490","16","250","1"
"680","223","35740","16","250","1"
"680","224","35990","16","250","1"
"680","225","36240","16","250","1"
"680","226","36490","16","250","1"
"680","227","36740","16","250","1"
"680","228","36990","16","250","1"
"680","229","37240","16","250","1"
"680","230","37490","16","250","1"
"680","231","37740","17","250","1"
"680","232","37990","17","250","1"
"680","233","38240","17","250","1"
"680","234","38490","17","250","1"
"680","235","38740","17","250","1"
"680","236","38990","17","250","1"
"680","237","39240","17","250","1"
"680","238","39490","17","250","1"
"680","239","39740","17","250","1"
"680","240","39990","17","250","1"
"680","241","40240","18","250","1"
"680","242","40490","18","250","1"
"680","243","40740","18","250","1"
"680","244","40990","18","250","1"
"680","245","41240","18","250","1"
"680","246","41490","18","250","1"
"680","247","41740","18","250","1"
"680","248","41990","18","250","1"
"680","249","42240","18","250","1"
"680","250","42490","18","250","1"
"680","251","42740","19","250","1"
"680","252","42990","19","250","1"
"680","253","43240","19","250","1"
"680","254","43490","19","250","1"
"680","255","43740","19","250","1"
"680","256","43990","19","250","1"
"680","257","44240","19","250","1"
"680","258","44490","19","250","1"
"680","259","44740","19","250","1"
"680","260","44990","19","250","1"
"680","261","45240","20","250","1"
"680","262","45490","20","250","1"
"680","263","45740","20","250","1"
"680","264","45990","20","250","1"
"680","265","46240","20","250","1"
"680","266","46490","20","250","1"
"680","267","46740","20","250","1"
"680","268","46990","20","250","1"
"680","269","47240","20","250","1"
"680","270","47490","20","250","1"
"680","271","47740","21","250","1"
"680","272","47990","21","250","1"
"680","273","48240","21","250","1"
"680","274","48490","21","250","1"
"680","275","48740","21","250","1"
"680","276","48990","21","250","1"
"680","277","49240","21","250","1"
"680","278","49490","21","250","1"
"680","279","49740","21","250","1"
"680","280","49990","21","250","1"
"680","281","50240","22","250","1"
"680","282","50490","22","250","1"
"680","283","50740","22","250","1"
"680","284","50990","22","250","1"
"680","285","51240","22","250","1"
"680","286","51490","22","250","1"
"680","287","51740","22","250","1"
"680","288","51990","22","250","1"
"680","289","52240","22","250","1"
"680","290","52490","22","250","1"
"680","291","52740","23","250","1"
"680","292","52990","23","250","1"
"680","293","53240","23","250","1"
"680","294","53490","23","250","1"
"680","295","53740","23","250","1"
"680","296","53990","23","250","1"
"680","297","54240","23","250","1"
"680","298","54490","23","250","1"
"680","299","54740","23","250","1"
"680","300","54990","23","250","1"
"680","301","55240","24","250","1"
"680","302","55490","24","250","1"
"680","303","55740","24","250","1"
"680","304","55990","24","250","1"
"680","305","56240","24","250","1"
"680","306","56490","24","250","1"
"680","307","56740","24","250","1"
"680","308","56990","24","250","1"
"680","309","57240","24","250","1"
"680","310","57490","24","250","1"
"680","311","57740","25","250","1"
"680","312","57990","25","250","1"
"680","313","58240","25","250","1"
"680","314","58490","25","250","1"
"680","315","58740","25","250","1"
"680","316","58990","25","250","1"
"680","317","59240","25","250","1"
"680","318","59490","25","250","1"
"680","319","59740","25","250","1"
"680","320","59990","25","250","1"
"680","321","60240","26","250","1"
"680","322","60490","26","250","1"
"680","323","60740","26","250","1"
"680","324","60990","26","250","1"
"680","325","61240","26","250","1"
"680","326","61490","26","250","1"
"680","327","61740","26","250","1"
"680","328","61990","26","250","1"
"680","329","62240","26","250","1"
"680","330","62490","26","250","1"
"680","331","62740","27","250","1"
"680","332","62990","27","250","1"
"680","333","63240","27","250","1"
"680","334","63490","27","250","1"
"680","335","63740","27","250","1"
"680","336","63990","27","250","1"
"680","337","64240","27","250","1"
"680","338","64490","27","250","1"
"680","339","64740","27","250","1"
"680","340","64990","27","250","1"
"680","341","65240","28","250","1"
"680","342","65490","28","250","1"
"680","343","65740","28","250","1"
"680","344","65990","28","250","1"
"680","345","66240","28","250","1"
"680","346","66490","28","250","1"
"680","347","66740","28","250","1"
"680","348","66990","28","250","1"
"680","349","67240","28","250","1"
"680","350","67490","28","250","1"
"680","351","67740","29","250","1"
"680","352","67990","29","250","1"
"680","353","68240","29","250","1"
"680","354","68490","29","250","1"
"680","355","68740","29","250","1"
"680","356","68990","29","250","1"
"680","357","69240","29","250","1"
