e86fa2f6a7da155a95fa55a68da2000b17ccd8eb4c9f465d7e842c5cac8d7013,ff51c0864e94bdd9b820ce98610634a0f703200ad934b8f00c64b012fd70be01,92a9943749748f8e5b2b9045e723800ecdb6d632b66a5aee17de83e9afc46226,33f35315473ad556c14f593fccfcd387091a6f8ae5fade30c3c8ce4861d82f04,86b519e209bdb4e5e90b4e9d36a6de231527804d30930adf02adcf7f046692bd,9ed17d956e94263dcc9e678f23649a06111043b8a7aba6f81e2097016f900e87,5988308611e992fc97fbc004a55306c98e1a711f556903e98176a2d4ff86f009,f8e303218e5291e21b6aafdfbf5289f333227a83024c020943175aa8e6c1d9e7,f3d7b836504ccd2e4953e20f2190a6424bb34eb25a8c6446c44ea36df5cc62a8,b7667fc8fe488a861fe46431e2a900297ac19e1a9804affc982c890d744f99c5,84145e3ff77320e1a79404163b5606647f74329085c224e6fcf0cb447d733ddb,71fab12f1acb4d668bb8d4086f7445a1ef0004c6351b9712c8d1d5e38dbc34b3,28f4985595c01599012bc5d391ae4dd93305d2058023e9959f54e81927597683,8fe496fd5650ec3b76fa55130e03f4b7f38b5b9ff61ca455bdd1c00e61de51b8,e516adb3ba8ad1c25360d612b6810f4e2b5315a85c93f4ab77364eeed9ccc4d9,ebc7ed301304ef73a6855a987d428edfb5b610ac76f3320d82d152ca14e57438,17155614e48b02cb613c974e0ddb73c4107d2e2f167f4650a4a4c61f3dbfb44c,39456b2c9b097926d059833ecfb5e38698f9c814709f533c156bcaefeac480f0,beaeb8781004b5fb40924fc0021fa6f816e85cdaab6b423716923d78c28feab3
"0","31001","0","0","0","100101","94000","2","20000000","0","0","0","0","120","12","1","41001","0","1100101"
"0","31002","0","0","0","100201","94000","2","20000000","0","0","0","0","120","12","1","41002","0","1100201"
"0","31003","0","0","0","100301","94000","2","20000000","0","0","0","0","120","12","1","41003","0","1100301"
"0","31004","0","0","0","100401","94000","2","20000000","0","0","0","0","120","12","1","41004","0","1100401"
"0","31005","0","0","0","100501","94000","2","20000000","0","0","0","0","120","12","1","41005","0","1100501"
"0","31006","0","0","0","100601","94000","2","20000000","0","0","0","0","120","12","1","41006","0","1100601"
"0","31007","0","0","0","100701","94000","2","20000000","0","0","0","0","120","12","1","41007","0","1100701"
"0","31008","0","0","0","100801","94000","2","20000000","0","0","0","0","120","12","1","41008","0","1100801"
"0","31009","0","0","0","100901","94000","2","20000000","0","0","0","0","120","12","1","41009","0","1100901"
"0","31010","0","0","0","101001","94000","2","20000000","0","0","0","0","120","12","1","41010","0","1101001"
"0","31011","0","0","0","101101","94000","2","20000000","0","0","0","0","120","12","1","41011","0","1101101"
"0","31012","0","0","0","101201","94000","2","20000000","0","0","0","0","120","12","1","41012","0","1101201"
"0","31013","0","0","0","101301","94000","2","20000000","0","0","0","0","120","12","1","41013","0","1101301"
"0","31014","0","0","0","101401","94000","2","20000000","0","0","0","0","120","12","1","41014","0","1101401"
"0","31015","0","0","0","101501","94000","2","20000000","0","0","0","0","120","12","1","41015","0","1101501"
"0","31016","0","0","0","101601","94000","2","20000000","0","0","0","0","120","12","1","41016","0","1101601"
"0","31017","0","0","0","101701","94000","2","20000000","0","0","0","0","120","12","1","41017","0","1101701"
"0","31018","0","0","0","101801","94000","2","20000000","0","0","0","0","120","12","1","41018","0","1101801"
"0","31020","0","0","0","102001","94000","2","20000000","0","0","0","0","120","12","1","41020","0","1102001"
"0","31021","0","0","0","102101","94000","2","20000000","0","0","0","0","120","12","1","41021","0","1102101"
"0","31022","0","0","0","102201","94000","2","20000000","0","0","0","0","120","12","1","41022","0","1102201"
"0","31023","0","0","0","102301","94000","2","20000000","0","0","0","0","120","12","1","41023","0","1102301"
"0","31025","0","0","0","102501","94000","2","20000000","0","0","0","0","120","12","1","41025","0","1102501"
"0","31026","0","0","0","102601","94000","2","20000000","0","0","0","0","120","12","1","41026","0","1102601"
"0","31027","0","0","0","102701","94000","2","20000000","0","0","0","0","120","12","1","41027","0","1102701"
"0","31028","0","0","0","102801","94000","2","20000000","0","0","0","0","120","12","1","41028","0","1102801"
"0","31029","0","0","0","102901","94000","2","20000000","0","0","0","0","120","12","1","41029","0","1102901"
"0","31030","0","0","0","103001","94000","2","20000000","0","0","0","0","120","12","1","41030","0","1103001"
"0","31031","0","0","0","103101","94000","2","20000000","0","0","0","0","120","12","1","41031","0","1103101"
"0","31032","0","0","0","103201","94000","2","20000000","0","0","0","0","120","12","1","41032","0","1103201"
"0","31033","0","0","0","103301","94000","2","20000000","0","0","0","0","120","12","1","41033","0","1103301"
"0","31034","0","0","0","103401","94000","2","20000000","0","0","0","0","120","12","1","41034","0","1103401"
"0","31036","0","0","0","103601","94000","2","20000000","0","0","0","0","120","12","1","41036","0","1103601"
"0","31037","0","0","0","103701","94000","2","20000000","0","0","0","0","120","12","1","41037","0","1103701"
"0","31038","0","0","0","103801","94000","2","20000000","0","0","0","0","120","12","1","41038","0","1103801"
"0","31040","0","0","0","104001","94000","2","20000000","0","0","0","0","120","12","1","41040","0","1104001"
"0","31042","0","0","0","104201","94000","2","20000000","0","0","0","0","120","12","1","41042","0","1104201"
"0","31043","0","0","0","104301","94000","2","20000000","0","0","0","0","120","12","1","41043","0","1104301"
"0","31044","0","0","0","104401","94000","2","20000000","0","0","0","0","120","12","1","41044","0","1104401"
"0","31045","0","0","0","104501","94000","2","20000000","0","0","0","0","120","12","1","41045","0","1104501"
"0","31046","0","0","0","104601","94000","2","20000000","0","0","0","0","120","12","1","41046","0","1104601"
"0","31047","0","0","0","104701","94000","2","20000000","0","0","0","0","120","12","1","41047","0","1104701"
"0","31048","0","0","0","104801","94000","2","20000000","0","0","0","0","120","12","1","41048","0","1104801"
"0","31049","0","0","0","104901","94000","2","20000000","0","0","0","0","120","12","1","41049","0","1104901"
