7b67507e135d372ec69d7e19351e87931214d4e6dc1d81483585661f7c382b75,0267f5a40493f211ec327e663d18413a536a456b4ff35ba787693448e504bf16,7afa6d7f0e301a12dde179811cd7490d8a66926392fafb967ffc69b74a1dd9f7,8656c5a1be9c401c8b01893fbdf632fd9422360b37421a44d17ef93f6cb5f44a,9b912412308f20cf959ff2882559fb67c9420930a1584f2cf447c80850eb88cd,c7ea8583ca79a83a51458ad0c70aedc2347f8146d8dd558dc95465b46d371fb6,aa9bc2f3846a4be5bc7d23bd747a88639486e646b43ab048a25393fa928b4e82,5eb3e440d41fea05179cd1c38cfde4ea70b706b1452822eea12eb9b67696f9ca
"2018/08/27 16:00:00","5","2099/04/24 14:59:59","0","初音的禮物大作戰","20001","1","5001"
"2018/10/03 16:00:00","5","2099/04/26 14:59:59","0","小小甜心大冒險！","20002","1","5002"
"2018/11/01 16:00:00","5","2030/04/24 14:59:59","0","吸血鬼獵人 with伊莉亞","20003","1","5003"
"2018/12/01 16:00:00","5","2030/04/24 14:59:59","0","危險的假期！海岸邊的美食家公主","20004","1","5004"
"2019/01/03 16:00:00","5","2030/04/24 14:59:59","0","珠希和美冬的無人島０盧幣生活","20005","1","5005"
"2019/02/01 12:00:00","5","2030/04/24 14:59:59","0","黑鐵的亡靈","20006","1","5006"
"2019/03/06 16:00:00","5","2030/04/24 14:59:59","0","不給布丁就搗蛋！約定的萬聖節派對","20007","1","5007"
"2019/04/03 16:00:00","5","2030/04/24 14:59:59","0","暮光破壞者","20008","1","5008"
"2019/05/02 16:00:00","5","2030/04/24 14:59:59","0","忘却的頌歌","20009","1","5009"
"2019/06/03 16:00:00","5","2030/04/24 14:59:59","0","新春破曉之星大危機！","20010","1","5010"
"2019/07/01 16:00:00","5","2030/04/24 14:59:59","0","情人節之戰！ 正中紅心的甜蜜戰鬥","20011","1","5011"
"2019/07/17 16:00:00","5","2030/04/24 14:59:59","0","王都的名偵探 嘆息的追緝者","20012","1","5012"
"2019/08/01 16:00:00","5","2030/04/24 14:59:59","0","在阿斯特朗盛開的雙輪之花","20013","1","5013"
"2019/09/03 16:00:00","5","2030/04/25 14:59:59","0","將軍道中記　白翼的武士","20014","1","5015"
"2019/10/01 16:00:00","5","2030/04/26 14:59:59","0","Re:從零開始聚集的異世界餐桌","10153","1","5017"
"2019/11/01 16:00:00","5","2030/04/24 14:59:59","0","鈴奈的彩虹舞臺！","20015","1","5019"
"2020/11/17 16:00:00","5","2030/04/24 14:59:59","0","盛夏的真步真步王國 浪花拍岸的靈魂之夏！","20016","1","5021"
"2020/01/02 16:00:00","5","2030/04/24 14:59:59","0","森林的膽小鬼與神聖學院的問題兒童","20017","1","5023"
"2020/02/04 16:00:00","5","2030/04/24 14:59:59","0","小小勇敢的萬聖節之夜！","20018","1","5025"
"2020/03/02 16:00:00","5","2030/04/24 14:59:59","0","龍的探索者們","20019","1","5027"
"2020/04/01 16:00:00","5","2030/04/24 14:59:59","0","禮物大恐慌！蘭德索爾的聖誕老人們","20020","1","5029"
"2020/05/05 16:00:00","5","2030/04/24 14:59:59","0","狂奔！　蘭德索爾的公會競速賽","20021","1","5031"
"2020/06/03 16:00:00","5","2030/04/24 14:59:59","0","魔法少女　兩人是Misty&Purely","20022","1","5033"
"2020/09/28 16:00:00","5","2030/04/24 14:59:59","0","星光公主　Re:M@STER！","10174","1","5035"
"2020/10/12 16:00:00","5","2030/04/24 14:59:59","0","星光公主　Re:M@STER！","10175","1","5036"
"2020/07/02 16:00:00","5","2030/04/24 14:59:59","0","恩賜的財團與神聖學院的問題兒童","20023","1","5038"
"2020/08/03 16:00:00","5","2030/04/24 14:59:59","0","牧場的四農士　貧窮農場奮鬥記","20024","1","5040"
"2020/09/04 16:00:00","5","2030/04/24 14:59:59","0","不可思議之國的璃乃 小小愛麗絲與希望的繪本","20025","1","5042"
"2020/10/29 16:00:00","5","2030/04/24 14:59:59","0","七夕劍客旅情譚 天際川流夏之戀","20026","1","5044"
"2020/12/01 16:00:00","5","2030/04/24 14:59:59","0","美里的夏日聲援！　追夢的盛夏棒球隊","20027","1","5046"
"2020/12/28 16:00:00","5","2030/04/24 14:59:59","0","Happy・Change・Angels","20028","1","5048"
"2021/02/01 16:00:00","5","2030/04/24 14:59:59","0","迴響！尖叫！萬聖鬼怪狂歡節","20029","1","5050"
"2021/03/02 16:00:00","5","2030/04/24 14:59:59","0","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","20030","1","5052"
"2021/03/30 16:00:00","5","2030/04/24 14:59:59","0","名媛初登夢想秘境　聖誕夜的戀愛遊戲","20031","1","5054"
"2021/05/01 16:00:00","5","2030/04/24 14:59:59","0","新春美食公主！　賭上關鍵一擲的少女們","20032","1","5056"
"2021/06/02 16:00:00","5","2030/04/24 14:59:59","0","羈絆相連。心相繫。","20033","1","5058"
"2021/06/02 16:00:00","5","2030/04/24 14:59:59","0","羈絆相連。心相繫。","20034","1","5059"
"2021/07/02 16:00:00","5","2030/04/24 14:59:59","0","灰姑娘課程　璀璨的日子有著蘋果的滋味","20035","1","5061"
"2021/07/30 16:00:00","5","2030/04/24 14:59:59","0","鋼鐵聖女與神聖學院的問題兒童","20036","1","5064"
"2021/08/30 16:00:00","5","2030/04/24 14:59:59","0","祈梨ＳＯＳ！！ 踏上時空旅行的龍人族","20037","1","5066"
"2021/09/28 16:00:00","5","2030/04/24 14:59:59","0","心電感應！碧與玩具朋友們","20038","1","5068"
"2021/10/29 16:00:00","5","2030/04/24 14:59:59","0","永不完結的夏日計畫 盛夏的雙人獨佔樂園","20039","1","5070"
"2021/11/29 16:00:00","5","2030/04/24 14:59:59","0","慈樂之音的夏日演唱會　Just a Moment！","20040","1","5072"
"2021/12/30 16:00:00","5","2030/04/24 14:59:59","0","大江戶的非法病歷　\nDr.深月的診療室","20041","1","5074"
"2022/01/30 16:00:00","5","2030/04/24 14:59:59","0","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","20042","1","5076"
"2022/02/26 16:00:00","5","2030/04/24 14:59:59","0","魔法少女外傳　\n黑暗魔法★三人組！","20043","1","5078"
"2022/03/28 16:00:00","5","2030/04/24 14:59:59","0","聖誕布丁快樂！　\n飛舞的少女與飽含真心的點心","20044","1","5080"
"2022/04/29 16:00:00","5","2030/04/24 14:59:59","0","新春美食回憶　\n雪菲的跑腿大作戰！","20045","1","5082"
"2022/05/30 16:00:00","5","2030/04/24 14:59:59","0","Re:member　我的心願編織出的未來","20046","1","5084"
"2022/05/30 16:00:00","5","2030/04/24 14:59:59","0","Re:member　我的心願編織出的未來","20047","1","5085"
"2022/06/28 16:00:00","5","2030/04/24 14:59:59","0","Sweet Tiny Stage！　\n初出茅廬的女演員與小小淑女","20048","1","5088"
"2022/07/29 16:00:00","5","2030/04/24 14:59:59","0","交出寶物！透明怪盜雙人組","20049","1","5090"
"2022/08/29 16:00:00","5","2030/04/24 14:59:59","0","Episode of Pirate　\n海盜島上被詛咒的遺寶","20050","1","5092"
"2022/09/29 16:00:00","5","2030/04/24 14:59:59","0","Enjoy＆Refresh！　\n天差地遠的女孩露營","20051","1","5094"
"2022/10/30 16:00:00","5","2030/04/24 14:59:59","0","破曉之星的夏日遊戲　\n於夏海閃耀的三份心意","20052","1","5096"
"2022/11/29 16:00:00","5","2030/04/24 14:59:59","0","小小夏日回憶錄　\n在海邊發現的小小幸福","20053","1","5098"
"2022/12/30 16:00:00","5","2030/04/24 14:59:59","0","真步真步的神奇旅程！　\n旅行的少女與邊境的大樹","20054","1","5100"
"2023/01/30 16:00:00","5","2030/04/24 14:59:59","0","點讚！最愛！大集合！　\n至高祭典與少女祕密的本命任務","20055","1","5102"
"2023/02/26 16:00:00","5","2030/04/24 14:59:59","0","部族精神　\n高揭之劍與榮耀和平之橋","20056","1","5104"
"2023/03/30 16:00:00","5","2030/04/24 14:59:59","0","Happy Happening　\n幸福的雙子天使與聖誕夜的禮物","20057","1","5106"
"2023/04/28 16:00:00","5","2030/04/24 14:59:59","0","煙霧繚繞忘年奇譚　\n為旭日初升舉杯","20058","1","5108"
"2023/05/29 16:00:00","5","2030/04/24 14:59:59","0","解放自由的伊甸園　\n有朝一日重逢的未來","20059","1","5110"
"2023/05/29 16:00:00","5","2030/04/24 14:59:59","0","解放自由的伊甸園　\n有朝一日重逢的未來","20060","1","5111"
"2023/06/28 16:00:00","5","2030/04/24 14:59:59","0","貓與懷舊點心的咖啡廳 \n歡迎光臨Café Naschkatze","20061","1","5114"
