7e593cb21e6a49df8efe9b9ece3da3c247cb437ab74be3114200567a9468ec8f,4e32f0de5e810d5addab8b691f996315c05308f24b6306d8bc27768513972740,4035044d9c1eabdfe5e707796339f3b4d52e5ef198535d55d2c91bf9657a18fe,cdf86bbf0ef815d315f96c205ce9c3f6f0a623b616ed9c4e6e716ac4d998d261,93c8eb59b252f931af5892f7cab2ead10d74b859429e073583a2785c88b613b5,51bc51ed2e50d0d575e35998823c5c0123b432924067585dd1e6d89430cb23e0,0d90f8a4a5433053258c93322f9c02b9801d313d9b18fc0cc2deb07ca0018b5a,07e590fb18ec00a8657493b3ed37f9de4a1d7eb60a2ca1bebde1b006b5e5a7be,c84f1d836f87f9e746c7355447c5ffbf8250b5c1788e3fbb4610405617cf0282,cf6afc5140f313b28db541f7257c1f0a0b98da2ecc79590cfedab2d62e459220,ce865241be43d632ef598d04d3d98fb78401cdba9e0eabbf990bde35fb01eb4b,8dd3da26b50e8767d25fcce9109a9c22ed0aced3b7e454c6c5d5005bacff5a43,9634950ab5372191bc64f52dad5f375fa7ab3ec41b12596241d76633cb5364c1,5dc124295ab75f66d85f86dc75c6b9c157ffa3c68410c71b972c508c825b7f83,db695c18a2fce36312d7857df53733b589d2f5547393d870e3c35c17ff6d5134,2bddb266c6a00aa1d7e9179c4d6756a0c371779843de929feb848f5e6730fe67,d3507d728501624c85e5b7d24d798ea78c47aeb96f718342b38f9ed29e33d64a,d53c2cd9a1a850533068aadace4f3d9ec2e1477499605442cd4e08202d9ad516
"1","1","0","0","0","0","0","10","0","91002","0","0","0","0","500","8","0","0"
"11","2","0","0","0","0","0","100","0","91002","0","0","0","0","50","8","0","0"
"101","3","0","0","0","0","0","200","0","91002","0","0","0","0","30","8","0","0"
"201","4","0","0","0","0","0","500","0","91002","0","0","0","0","10","8","0","0"
"501","5","0","0","0","0","0","1000","0","91002","0","0","0","0","5","8","0","0"
"1001","6","0","0","0","0","0","2000","0","91002","0","0","0","0","3","8","0","0"
"2001","7","0","0","0","0","0","4000","0","91002","0","0","0","0","2","8","0","0"
"4001","8","0","0","0","0","0","7999","0","91002","0","0","0","0","1","8","0","0"
"8000","9","0","0","0","0","0","8000","0","91002","0","0","0","0","30","8","0","0"
"8100","10","0","0","0","0","0","8100","0","91002","0","0","0","0","30","8","0","0"
"8200","11","0","0","0","0","0","8200","0","91002","0","0","0","0","30","8","0","0"
"8300","12","0","0","0","0","0","8300","0","91002","0","0","0","0","30","8","0","0"
"8400","13","0","0","0","0","0","8400","0","91002","0","0","0","0","30","8","0","0"
"8500","14","0","0","0","0","0","8500","0","91002","0","0","0","0","30","8","0","0"
"8600","15","0","0","0","0","0","8600","0","91002","0","0","0","0","30","8","0","0"
"8700","16","0","0","0","0","0","8700","0","91002","0","0","0","0","30","8","0","0"
"8800","17","0","0","0","0","0","8800","0","91002","0","0","0","0","30","8","0","0"
"8900","18","0","0","0","0","0","8900","0","91002","0","0","0","0","30","8","0","0"
"9000","19","0","0","0","0","0","9000","0","91002","0","0","0","0","30","8","0","0"
"9100","20","0","0","0","0","0","9100","0","91002","0","0","0","0","30","8","0","0"
"9200","21","0","0","0","0","0","9200","0","91002","0","0","0","0","30","8","0","0"
"9300","22","0","0","0","0","0","9300","0","91002","0","0","0","0","30","8","0","0"
"9400","23","0","0","0","0","0","9400","0","91002","0","0","0","0","30","8","0","0"
"9500","24","0","0","0","0","0","9500","0","91002","0","0","0","0","30","8","0","0"
"9600","25","0","0","0","0","0","9600","0","91002","0","0","0","0","30","8","0","0"
"9700","26","0","0","0","0","0","9700","0","91002","0","0","0","0","30","8","0","0"
"9800","27","0","0","0","0","0","9800","0","91002","0","0","0","0","30","8","0","0"
"9900","28","0","0","0","0","0","9900","0","91002","0","0","0","0","30","8","0","0"
"10000","29","0","0","0","0","0","10000","0","91002","0","0","0","0","30","8","0","0"
"10100","30","0","0","0","0","0","10100","0","91002","0","0","0","0","30","8","0","0"
"10200","31","0","0","0","0","0","10200","0","91002","0","0","0","0","30","8","0","0"
"10300","32","0","0","0","0","0","10300","0","91002","0","0","0","0","30","8","0","0"
"10400","33","0","0","0","0","0","10400","0","91002","0","0","0","0","30","8","0","0"
"10500","34","0","0","0","0","0","10500","0","91002","0","0","0","0","30","8","0","0"
"10600","35","0","0","0","0","0","10600","0","91002","0","0","0","0","30","8","0","0"
"10700","36","0","0","0","0","0","10700","0","91002","0","0","0","0","30","8","0","0"
"10800","37","0","0","0","0","0","10800","0","91002","0","0","0","0","30","8","0","0"
"10900","38","0","0","0","0","0","10900","0","91002","0","0","0","0","30","8","0","0"
"11000","39","0","0","0","0","0","11000","0","91002","0","0","0","0","30","8","0","0"
"11100","40","0","0","0","0","0","11100","0","91002","0","0","0","0","30","8","0","0"
"11200","41","0","0","0","0","0","11200","0","91002","0","0","0","0","30","8","0","0"
"11300","42","0","0","0","0","0","11300","0","91002","0","0","0","0","30","8","0","0"
"11400","43","0","0","0","0","0","11400","0","91002","0","0","0","0","30","8","0","0"
"11500","44","0","0","0","0","0","11500","0","91002","0","0","0","0","30","8","0","0"
"11600","45","0","0","0","0","0","11600","0","91002","0","0","0","0","30","8","0","0"
"11700","46","0","0","0","0","0","11700","0","91002","0","0","0","0","30","8","0","0"
"11800","47","0","0","0","0","0","11800","0","91002","0","0","0","0","30","8","0","0"
"11900","48","0","0","0","0","0","11900","0","91002","0","0","0","0","30","8","0","0"
"12000","49","0","0","0","0","0","12000","0","91002","0","0","0","0","30","8","0","0"
"12100","50","0","0","0","0","0","12100","0","91002","0","0","0","0","30","8","0","0"
"12200","51","0","0","0","0","0","12200","0","91002","0","0","0","0","30","8","0","0"
"12300","52","0","0","0","0","0","12300","0","91002","0","0","0","0","30","8","0","0"
"12400","53","0","0","0","0","0","12400","0","91002","0","0","0","0","30","8","0","0"
"12500","54","0","0","0","0","0","12500","0","91002","0","0","0","0","30","8","0","0"
"12600","55","0","0","0","0","0","12600","0","91002","0","0","0","0","30","8","0","0"
"12700","56","0","0","0","0","0","12700","0","91002","0","0","0","0","30","8","0","0"
"12800","57","0","0","0","0","0","12800","0","91002","0","0","0","0","30","8","0","0"
"12900","58","0","0","0","0","0","12900","0","91002","0","0","0","0","30","8","0","0"
"13000","59","0","0","0","0","0","13000","0","91002","0","0","0","0","30","8","0","0"
"13100","60","0","0","0","0","0","13100","0","91002","0","0","0","0","30","8","0","0"
"13200","61","0","0","0","0","0","13200","0","91002","0","0","0","0","30","8","0","0"
"13300","62","0","0","0","0","0","13300","0","91002","0","0","0","0","30","8","0","0"
"13400","63","0","0","0","0","0","13400","0","91002","0","0","0","0","30","8","0","0"
"13500","64","0","0","0","0","0","13500","0","91002","0","0","0","0","30","8","0","0"
"13600","65","0","0","0","0","0","13600","0","91002","0","0","0","0","30","8","0","0"
"13700","66","0","0","0","0","0","13700","0","91002","0","0","0","0","30","8","0","0"
"13800","67","0","0","0","0","0","13800","0","91002","0","0","0","0","30","8","0","0"
"13900","68","0","0","0","0","0","13900","0","91002","0","0","0","0","30","8","0","0"
"14000","69","0","0","0","0","0","14000","0","91002","0","0","0","0","30","8","0","0"
"14100","70","0","0","0","0","0","14100","0","91002","0","0","0","0","30","8","0","0"
"14200","71","0","0","0","0","0","14200","0","91002","0","0","0","0","30","8","0","0"
"14300","72","0","0","0","0","0","14300","0","91002","0","0","0","0","30","8","0","0"
"14400","73","0","0","0","0","0","14400","0","91002","0","0","0","0","30","8","0","0"
"14500","74","0","0","0","0","0","14500","0","91002","0","0","0","0","30","8","0","0"
"14600","75","0","0","0","0","0","14600","0","91002","0","0","0","0","30","8","0","0"
"14700","76","0","0","0","0","0","14700","0","91002","0","0","0","0","30","8","0","0"
"14800","77","0","0","0","0","0","14800","0","91002","0","0","0","0","30","8","0","0"
"14900","78","0","0","0","0","0","14900","0","91002","0","0","0","0","30","8","0","0"
"15000","79","0","0","0","0","0","15000","0","91002","0","0","0","0","30","8","0","0"
