8cdd69f9fdd087fb9fd1c18a11047e2bd7248039481fff3bed36e4c619871b8e,78361a08681205f3c8f3669a056b1fa8a26a6ec0fb56a02690272b0371408d46,393cbe9b34cdd7fd72b5889733c8f4ac8ffafe122441cee1bdf596dd05a4aa06,e51b52e4fc8d7759b72722d12c294b9603e716414e6b30e8afcec69dff166bcc,ee6d3271e9e58d725ddcef3a25ce5e8454ec298cb39daddd43288852ba9ca8e8,44091e44836c0e66193884fe25116ab8b729d4d42070e8051c5f765fc064f1b5,d5050e9a8a1bfc88b72fbdf68703537049fa6f5ad97f237594407d848eda6fce,51c20b2ac70c3c4b353d08b98593af85777e73a6157e90e88af8ff73cbc37aee,b6a8f2d01b753e4065819ca1a786dbbdf61ecdea927f1ab82233a0ec8d77eaae,ef8fc5b47d9a7cae66af44d2a1d213f64e622aa897576f83ad572e4a41831888,2acc7a3dea986752f961d4c25958d7961020cded57c6138f0951f8b0f089fe83,03d44b998fde9232b92299ccd8e9f8dfe48870fb5943d4adb0c789913beadcbe,c79cbc8e0049cebe05106f5b0c6705ea804c248d41568acbc0f2cb6d32475e30,5b4cec817b79819dde5436d8d1fc1b5cf838a3b8bb65df6ae9f736f22e0f0764,f6cf6d328c21515781c5e6ae5528349d1dd513978db3fe44f0380762e4cef29f,b1445fb2551b8526e33abf3f83a1d24845ed7611115930009ec71b298768b586,c22ffd90237b977d005ed17e2b8147aa06cb0e7b84c6dfbc68edab010092a5e4,8d3231fb36b179b52eee9f9f6a429b5af16d5a0a238d18b09362b6c5fd091b26,67caeb011a5980a3b55664456d3784bae335872fcf92dd4a81920f20e5f36cc5,ccd0e001e01ff8ecc9e4f9d10f787e577bc7da04009c9869d19c87739a250548,fa71713bc11f812a96ad2372c7336e9417e2a7f30d16e40ec907db34fed16303,b85426d67c0d8c3b8112f17e2a5c238265a258a52c8a423a390b5aae7b3ed7e6,d9bf644d54228bea3c400c4bd3ba9f8ee9afa989507497cac386b2f0eb7d7285,e852a5585d9032086129a0452a0655b44267a90bbadc93960a4bbf8829c1be48,230ff4f0964eed772182e9cf5468f02416c2a1178791974a17c0c7648dd0f876,2419817d82e81191eb678a2b91f36cb70ceb65147f7992651a5eb5dfbaadbf44,7377846376d3b4ac1c13f54cd087f169f2fdfe7480e864dab3ab7a2e8e15b043,4c82d1901f2077127d98c4095cf910c843c8f896db5774a5d9c5f9b0bcc0dd0d,420fce294565f27f4419fb51677532e68ed6965a8f0e0f221b9df9bccfef262b,6bcd5fbbc43aedc1cb89acbc1f554b1f225acb01151a4f940eb20e71edb590b1,31440943e8d575c0138cb4dcc8bb4544e2c909f6ed338511028be7577082fb33,965bf207563aca0ff64d9bf2a530f75231539d5204f7112459f30fb4b2a92bcf,eb6e280305528a6872b6e89aae3d697518290aaa0b7beb0e5fc7894830b89b30,d9540e0a2fc629f005a1296a14336984bdfd6c95b7438fdcf950883941fa9136,019750a066a10852f095f2027cc4938ed0035817d3dfe5a412f690a8b7127a82,9287e04008a3621cf392615c7b5995f580dd594cfa059d42be3e39be8f6eb9e6,55799867d2bcf52330e2c5410042f8eb7b26e7a5fe243022f3802c31a856bd0a,cfc706ba30d1e5e5e79621ff519aa8bedf75f5fafe17f1587c1a0e45a1bf50af,b855d804399f91bac051973a06939d3d313533b14842db59aaa8a0890a0e8b92,eb2bf99679fb565786c727d9b6d847a74c8de192e74cbd8e598dbf7156607ce5,3a5c409a4b84025fcee432a369079ade5c2ab1e47d9ba7d7e6abb8be8a2f8db5,68dd6e7e55f96ecfa5a03f3da22c8d9779f8410e23f8789908b8282d6a0370aa
"71","600101","0","0","1","日和的闇影","0","51","0","0","11536","10","1","0","1150","0","71","21","0","1","30","0","0","0","10","71","710000101","0","0","1","0","0","0","200000001","0","0","31","0","71","0","0","0"
"71","203200","0","0","1","搗蛋惡魔","0","51","0","0","13553","10","1","0","0","0","71","52","0","1","30","0","0","0","10","71","710000102","0","0","1","0","0","0","200000001","0","0","35","0","71","0","0","792"
"71","202500","0","0","1","洞窟蝙蝠","0","51","0","0","11969","10","1","0","0","0","71","48","0","1","30","0","0","0","10","71","710000103","0","0","1","0","0","0","200000001","0","0","35","0","71","0","0","600"
"71","201200","0","0","1","魔像","0","51","0","0","12917","10","1","0","1047","0","71","57","0","1","30","0","0","0","10","71","710000104","0","0","1","0","0","0","200000001","0","0","300","0","71","0","0","0"
"71","201100","0","0","1","狗頭人","0","51","0","0","10383","10","1","0","729","0","71","35","0","1","30","0","0","0","10","71","710000105","0","0","1","0","0","0","200000001","0","0","40","0","71","0","0","0"
"72","600301","0","0","1","怜的闇影","0","52","0","0","13844","10","1","0","1150","0","72","20","0","1","30","0","0","0","10","72","710000201","0","0","1","0","0","0","200000001","0","0","32","0","72","0","0","0"
"72","203700","0","0","1","堅果射手","0","52","0","0","16614","10","1","0","897","0","72","31","0","1","30","0","0","0","10","72","710000202","0","0","1","0","0","0","200000001","0","0","40","0","72","0","0","0"
"72","203500","0","0","1","鑽頭鼴鼠","0","52","0","0","17787","10","1","0","673","0","72","35","0","1","30","0","0","0","10","72","710000203","0","0","1","0","0","0","200000001","0","0","48","0","72","0","0","0"
"72","203800","0","0","1","獸人","0","52","0","0","25070","10","1","0","1310","0","72","35","0","1","30","0","0","0","10","72","710000204","0","0","1","0","0","0","200000001","0","0","48","0","72","0","0","0"
"72","202600","0","0","1","岩窟蝸牛","0","52","0","0","14842","10","1","0","0","0","72","44","0","1","30","0","0","0","10","72","710000205","0","0","1","0","0","0","200000001","0","0","31","0","72","0","0","973"
"73","602101","0","0","1","胡桃的闇影","0","53","0","0","14709","10","1","0","1169","0","73","21","0","1","30","0","0","0","10","73","710000301","0","0","1","0","0","0","200000001","0","0","34","0","73","0","0","0"
"73","203300","0","0","1","哥布林護衛","0","53","0","0","8081","10","1","0","853","0","73","40","0","1","30","0","0","0","10","73","710000302","0","0","1","0","0","0","200000001","0","0","300","0","73","0","0","0"
"73","202901","0","0","1","岩石蜥蜴","0","53","0","0","20072","10","1","0","1193","0","73","35","0","1","30","0","0","0","10","73","710000303","0","0","1","0","0","0","200000001","0","0","53","0","73","0","0","0"
"73","202700","0","0","1","寄居蟹騎士","0","53","0","0","16153","10","1","0","1125","0","73","53","0","1","30","0","0","0","10","73","710000304","0","0","1","0","0","0","200000001","0","0","66","0","73","0","0","0"
"73","203100","0","0","1","幼年巨蜥","0","53","0","0","14384","10","1","0","0","0","73","49","0","1","30","0","0","0","10","73","710000305","0","0","1","0","0","0","200000001","0","0","36","0","73","0","0","856"
"74","600401","0","0","1","禊的闇影","0","54","0","0","14709","10","1","0","1169","0","74","22","0","1","30","0","0","0","10","74","710000401","0","0","1","0","0","0","200000001","0","0","33","0","74","0","0","0"
"74","201200","0","0","1","魔像","0","54","0","0","18818","10","1","0","1246","0","74","58","0","1","30","0","0","0","10","74","710000402","0","0","1","0","0","0","200000001","0","0","300","0","74","0","0","0"
"74","200100","0","0","1","擲岩猴","0","54","0","0","12818","10","1","0","816","0","74","36","0","1","30","0","0","0","10","74","710000403","0","0","1","0","0","0","200000001","0","0","40","0","74","0","0","0"
"74","202200","0","0","1","翼耳兔","0","54","0","0","18979","10","1","0","0","0","74","49","0","1","30","0","0","0","10","74","710000404","0","0","1","0","0","0","200000001","0","0","36","0","74","0","0","926"
"74","201000","0","0","1","怨火之顱","0","54","0","0","18979","10","1","0","0","0","74","49","0","1","30","0","0","0","10","74","710000405","0","0","1","0","0","0","200000001","0","0","36","0","74","0","0","926"
"75","605001","0","0","1","美咲的闇影","0","55","0","0","11681","10","1","0","0","0","75","36","0","1","30","0","0","0","10","75","710000501","0","0","1","0","0","0","200000001","0","0","22","0","75","0","0","1090"
"75","202901","0","0","1","岩石蜥蜴","0","55","0","0","21344","10","1","0","1328","0","75","36","0","1","30","0","0","0","10","75","710000502","0","0","1","0","0","0","200000001","0","0","54","0","75","0","0","0"
"75","203100","0","0","1","幼年巨蜥","0","55","0","0","18407","10","1","0","0","0","75","49","0","1","30","0","0","0","10","75","710000503","0","0","1","0","0","0","200000001","0","0","36","0","75","0","0","866"
"75","203301","0","0","1","叢林護衛","0","55","0","0","27466","10","1","0","2608","0","75","70","0","1","30","0","0","0","10","75","710000504","0","0","1","0","0","0","200000001","0","0","400","0","75","0","0","0"
"75","204400","0","0","1","惡魔寶寶","0","55","0","0","14514","10","1","0","0","0","75","45","0","1","30","0","0","0","10","75","710000505","0","0","1","0","0","0","200000001","0","0","32","0","75","0","0","766"
"0","605201","0","0","1","莉瑪的闇影","0","56","0","0","20765","10","1","0","1069","0","0","25","0","1","30","0","0","0","10","76","710000601","0","0","1","0","0","0","200000001","0","0","47","0","76","0","0","0"
"76","600201","0","0","1","優衣的闇影","0","56","0","0","11032","10","1","0","0","0","76","36","0","1","30","0","0","0","10","76","710000602","0","0","1","0","0","0","200000001","0","0","20","0","76","0","0","1232"
"76","200500","0","0","1","狂野角鹿","0","56","0","0","24716","10","1","0","1508","0","76","36","0","1","30","0","0","0","10","76","710000603","0","0","1","0","0","0","200000001","0","0","45","0","76","0","0","0"
"76","202500","0","0","1","洞窟蝙蝠","0","56","0","0","18407","10","1","0","0","0","76","49","0","1","30","0","0","0","10","76","710000604","0","0","1","0","0","0","200000001","0","0","36","0","76","0","0","1016"
"76","203500","0","0","1","鑽頭鼴鼠","0","56","0","0","20462","10","1","0","984","0","76","36","0","1","30","0","0","0","10","76","710000605","0","0","1","0","0","0","200000001","0","0","50","0","76","0","0","0"
"77","603401","0","0","1","優花梨的闇影","0","57","0","0","13015","10","1","0","1188","0","77","25","0","1","30","0","0","0","10","77","710000701","0","0","1","0","0","0","200000001","0","0","36","0","77","0","0","0"
"77","602201","0","0","1","依里的闇影","0","57","0","0","12330","10","1","0","0","0","77","38","0","1","30","0","0","0","10","77","710000702","0","0","1","0","0","0","200000001","0","0","24","0","77","0","0","1200"
"77","202700","0","0","1","寄居蟹騎士","0","57","0","0","18360","10","1","0","1400","0","77","54","0","1","30","0","0","0","10","77","710000703","0","0","1","0","0","0","200000001","0","0","66","0","77","0","0","0"
"77","200100","0","0","1","擲岩猴","0","57","0","0","14066","10","1","0","1010","0","77","36","0","1","30","0","0","0","10","77","710000704","0","0","1","0","0","0","200000001","0","0","41","0","77","0","0","0"
"77","203500","0","0","1","鑽頭鼴鼠","0","57","0","0","20858","10","1","0","1010","0","77","36","0","1","30","0","0","0","10","77","710000705","0","0","1","0","0","0","200000001","0","0","50","0","77","0","0","0"
"78","602501","0","0","1","鈴莓的闇影","0","58","0","0","12870","10","1","0","0","0","78","42","0","1","30","0","0","0","10","78","710000801","0","0","1","0","0","0","200000001","0","0","23","0","78","0","0","1382"
