000687d791ff4177c179c3ae898650816b58a783dfa295aaa933872c5f76cb69,59c848d6079f0c1472d4c5cb1f920992d9efc00a862bb02a0a4c4efa400c8c0e,88c0f844f9f6b1d5cf60610211699e91d4e61d4207eb9ac8b6a3c12d4af26788,a8081a76f2d32667ec466e06600f64e8b8eeb465ccc2b73cffb3ccad0d399f4b,24533b7186c2607a3bfc29ae203ab5d4cc3696c4b66549eb9a66025c11cfbb59,78f91ea31af1441e5d118bb28f7e896e84c0e282c8ac7896a8d34c769142164f,96f2ea94358e4d5b4aa2bfe1a902088f419723e57505854611c1faeea3d0fdfe,3949e4c0487091773ce0db6761c28312571c1ae6f551a44ad0899f7d01e42d12,f4e8fe853f1bca804ceaccaea2685a15afb3a1ee435dad2f383abc05602f8119,129e828f374c94361b558ad0b1f17d5388cb2174f7bcd7876c09d401b0940924,08da66f5557f7546ed42d5245ffb347e8d10f1035899c0f6fc53d194817ae8ef,ab9f0905777b74780e6688701a5c14b50b29cf0944d96b173ec1f606fc548aa9,0feb0c7b34f4ef5a08eaf8b9cddbd3d813edf5bfedcffb1b81f8cf07e6d7bad6,d19efef91aa63e88960d08662fc9109755a76ed018f544ad268c84bade40e8ab
"110501","2030/12/17 14:59:59","1","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","1","4","10021","啊啊～好可惜～\n難道你的魂被奄美魔物奪走了嗎～？","24015"
"110501","2030/12/17 14:59:59","1","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","2","4","10021","今天的舞蹈也跳得很糟糕呢～\n吃點像苦瓜的東西恢復元氣吧～！","24016"
"110501","2030/12/17 14:59:59","1","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","3","4","10021","到處都是奄美魔物，看得我眼花瞭亂～！\n腦袋也昏昏的～！","24017"
"110501","2030/12/17 14:59:59","1","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","4","1","10021","船到橋頭自然直、船到橋頭自然直\n下次再努力就好了～！\n到海邊游泳，讓自己煥然一新吧～！","24018"
"110501","2030/12/17 14:59:59","1","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","5","5","10021","丟臉的一面\n被你看見了～\n泳裝？　我指的不是泳裝喔～？","24019"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","6","2","10021","狀態絕佳～！　就按照這個步調\n取回大海的和平吧～！\n歡樂的夏天正在等著我們～！","24020"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","7","1","10021","不管有幾隻魔物來襲，\n我都不會嚇掉魂喔～！\n哈啾！　啊……不過可能會因為剛剛的噴嚏而掉魂～？","24021"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","8","2","10021","咿――呀――呀――啊――♪\n戰鬥結束後跳個舞蹈，\n精神百倍呀～！","24022"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","9","6","10021","咦～？　戰鬥途中\n泳衣不知道跑去哪了～？\n喂，你有看到嗎～？\n為什麼要離開呢～？","24023"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","10","1","10021","我還很有精神喔～！\n不管是奄美魔物還是別的，\n儘管來～吧～♪","24024"
"110501","2030/12/17 14:59:59","3","香織（夏日）","2.3","24","0","0","2019/12/02 16:00:00","11","2","10021","我的空手道可是世界最強的～！\n只要夏日陽光和蔚藍大海常伴左右，\n我們就能所向無敵喔～！","24025"
