d5611607ec7255c978c4570cf372f27f5d0270dfcb1cb36c915de980e9eba477,2fcee7d443e68461a5d8942b7fe2979869bb4acbf920545ae2e391659aed1b89,2b9444af613479caadf7d4dce73243cfbf5e84e5cd2fdf3a1770c441d6fc0bc3,907a5bea83863c5b618c98da01898fd922a7e88a119453af994c77b2e19a4f49,74394e6eac67eee3af0c505c57bc39ff8e6f1aaaeaa9c2b858b9ac4c22466a14,c12f128700d3b67673a0458d19e170b560cd97b972ae132a60422a269e5ea10d,e5eb98fdc0509bfcbd8fd7ac2e4156b89e8dc45c837d84d6f046c86cc1077765,68c3ca4d46c31b808ec57168308aec7b0b15f8c6dcef5b34dd722ffcbba6dd5c,9842320d9d038d2b609d4db239c2828a5d4fc3444e784e4dd9c65a2f0276e714,0a63979cd571fe1f9693d81e3b2f994976a5a61b7c6de54f3f1de7491fba8885,4f59e9801cab32bf2999e4b228c284430515e94286ee786d8f0bb8d370aec0ec,8405d1a36e13209dbc250341c9a62ea128de0dcabb2c48079de7c264a4a2cc59,22daf880c3d74cee1e8751e89519a68c58c4958ba27208802bd8f6634fbb2d9d,d2707c91513f35ef2cbd8785c7110977816b4d32137cc8a5967a39f58a46a14d,cd75111410f50ee9738f489e5fccc03ff667594bb52ac81aff7377d7cdc8b028,92b1e95a7c296e636f8c89465271bf812ff97afc8f4f1430680bcb6e23f78d00,af4f220da99552bd6dacc2d658f5263c5f21babb21c9b568cdc894829e18dbc3,f26a97767515f82a5951c21f5638f12fb2efccb9bf808818f049dabd7adc1f5c,565050812d547db03f9298a4657b1af78b6b65830ddf341eba6ac63e566acd55,fddc53c5d77e0e2486308f0ca6dfafd78959092b47988d72026a6c11c8184e10
"1","0","1001002","100100201","0","0","0","0","0","0","1","0","0","0","0","0","1001","0","100111","0"
"0","0","1001008","100100801","0","0","1","-840","0","0","1","0","0","0","0","0","1001","0","0","0"
"1","0","1001011","100101101","0","0","0","0","0","0","1","0","0","1001011","0","0","1001","0","100131","0"
"1","0","1001011","100101102","0","0","0","0","0","0","1","0","0","1001011","0","0","1001","0","100131","0"
"1","0","1002001","100200101","0","0","0","0","0","0","1","0","0","0","0","0","1002","0","100211","0"
"0","0","1002008","100200801","0","0","1","-920","0","0","1","0","0","0","0","0","1002","0","0","0"
"0","0","1002011","100201101","0","0","1","-920","0","0","1","0","0","0","0","0","1002","0","0","0"
"1","0","1002011","100201102","0","0","0","0","0","0","1","0","0","0","0","0","1002","0","100231","0"
"1","0","1003003","100300301","0","0","0","0","0","0","1","0","0","0","0","0","1003","0","100311","0"
"0","0","1003008","100300801","0","0","1","-820","0","0","1","0","0","0","0","0","1003","0","0","0"
"1","0","1003011","100301101","0","0","0","0","0","0","1","0","0","1003011","0","0","1003","0","100332","0"
"1","0","1003011","100301102","0","0","0","0","0","0","1","0","0","1003011","0","0","1003","0","100332","0"
"1","0","1004007","100400701","0","0","0","0","0","0","1","0","0","0","0","0","1004","0","100411","0"
"0","0","1004008","100400801","0","0","1","-900","0","0","1","0","0","0","0","1","1004","0","0","0"
"1","0","1004011","100401101","0","0","0","0","0","0","1","0","0","0","0","0","1004","0","100431","0"
"1","0","1005006","100500601","0","0","0","0","0","0","1","0","0","1005006","0","0","1005","0","100511","0"
"1","0","1005006","100500602","0","0","0","0","0","0","1","0","0","1005006","0","0","1005","0","100511","0"
"1","0","1005006","100500603","0","0","0","0","0","0","1","0","0","1005006","0","0","1005","0","100511","0"
"0","0","1005008","100500801","0","0","1","-840","0","0","1","0","0","0","0","1","1005","0","0","0"
"1","0","1005011","100501101","0","0","0","0","0","0","1","0","0","1005011","0","0","1005","0","100531","0"
"1","0","1005011","100501102","0","0","0","0","0","0","1","0","0","1005011","0","0","1005","0","100531","0"
"1","0","1006003","100600301","0","0","0","0","0","0","1","0","0","0","0","0","1006","0","100611","0"
"0","0","1006008","100600801","0","0","1","-840","0","0","1","0","0","0","0","1","1006","0","0","0"
"1","0","1006011","100601101","0","0","0","0","0","0","1","0","0","0","0","0","1006","0","100631","0"
"1","0","1007001","100700101","0","0","0","0","0","0","1","0","0","0","0","0","1007","0","100711","0"
"0","0","1007008","100700801","0","0","1","-800","0","0","1","0","0","0","0","1","1007","0","0","0"
"1","0","1007011","100701101","0","0","0","0","0","0","1","0","0","1007011","0","0","1007","0","100731","0"
"1","0","1007011","100701102","0","0","0","0","0","0","1","0","0","1007011","0","0","1007","0","100731","0"
"1","0","1008001","100800101","0","0","0","0","0","0","1","0","0","1008001","0","0","1008","0","100811","0"
"1","0","1008001","100800102","0","0","0","0","0","0","1","0","0","1008001","0","0","1008","0","100811","0"
"0","0","1008004","100800401","0","0","1","0","0","0","1","0","0","0","0","1","1008","0","0","0"
"1","0","1008011","100801101","0","0","0","0","0","0","1","0","0","1008011","0","0","1008","0","100832","0"
"1","0","1008011","100801102","0","0","0","0","0","0","1","0","0","1008011","0","0","1008","0","100832","0"
"1","0","1009001","100900101","0","0","0","0","0","0","1","0","0","0","0","0","1009","0","100911","0"
"0","0","1009008","100900801","0","0","1","-960","0","0","1","0","0","0","0","1","1009","0","0","0"
"1","0","1009011","100901101","0","100931","0","0","0","0","1","0","0","1009011","0","0","1009","0","100011","0"
"1","0","1009011","100901102","0","100931","0","0","0","0","1","0","0","1009011","0","0","1009","0","100011","0"
"1","0","1010006","101000601","0","0","0","0","0","0","1","0","0","0","0","0","1010","0","101011","0"
"0","0","1010008","101000801","0","0","1","-890","0","0","1","0","0","0","0","1","1010","0","0","0"
"1","0","1010011","101001101","0","0","0","0","0","0","1","0","0","1010011","0","0","1010","0","101032","0"
"1","0","1010011","101001102","0","0","0","0","0","0","1","0","0","1010011","0","0","1010","0","101032","0"
"1","0","1011005","101100501","0","0","0","0","0","0","1","0","0","0","0","0","1011","0","101111","0"
"0","0","1011008","101100801","0","0","1","-960","0","0","1","0","0","0","0","0","1011","0","0","0"
"1","0","1011011","101101101","0","0","0","0","0","0","1","0","0","0","0","0","1011","0","101131","0"
"1","0","1012003","101200301","0","103811","0","0","0","0","1","0","0","0","0","0","1012","0","101211","0"
"0","0","1012008","101200801","0","0","1","-960","0","0","1","0","0","0","0","1","1012","0","0","0"
"1","0","1012011","101201101","0","0","0","0","0","0","1","0","0","1012011","0","0","1012","0","101231","0"
"1","0","1012011","101201102","0","0","0","0","0","0","1","0","0","1012011","0","0","1012","0","101231","0"
"1","0","1013002","101300201","0","0","0","0","0","0","1","0","0","1013002","0","0","1013","0","101311","0"
"1","0","1013002","101300202","0","101311","0","0","0","0","1","0","0","1013002","0","0","1013","0","811","0"
"0","0","1013008","101300801","0","0","1","-960","0","0","1","0","0","0","0","0","1013","0","0","0"
"1","0","1013011","101301101","0","0","0","0","0","0","1","0","0","1013011","0","0","1013","0","101332","0"
"1","0","1013011","101301102","0","0","0","0","0","0","1","0","0","1013011","0","0","1013","0","101332","0"
"1","0","1014004","101400401","0","0","0","0","0","0","1","0","0","1014004","0","0","1014","0","101411","0"
"1","0","1014004","101400402","0","0","0","0","0","0","1","0","0","1014004","0","0","1014","0","0","0"
"1","0","1014004","101400403","0","0","0","0","0","0","1","0","0","1014004","0","0","1014","0","101411","0"
"1","0","1014008","101400801","0","0","0","0","0","0","1","0","0","1014008","0","0","1014","0","101431","0"
"1","0","1014008","101400802","0","0","0","0","0","0","1","0","0","1014008","0","0","1014","0","101431","0"
"1","0","1014011","101401101","0","101431","0","0","0","0","1","0","0","1014011","0","0","1014","0","3731","0"
"1","0","1014011","101401102","0","101431","0","0","0","0","1","0","0","1014011","0","0","1014","0","3731","0"
"1","0","1015002","101500201","0","0","0","0","0","0","1","0","0","0","0","0","1015","0","101511","0"
"0","0","1015008","101500801","0","0","1","-960","0","0","1","0","0","0","0","0","1015","0","0","0"
"1","0","1015011","101501101","0","0","0","0","0","0","1","0","0","0","0","0","1015","0","101532","0"
"1","0","1016001","101600101","0","0","0","0","0","0","1","0","0","0","0","0","1016","0","101611","0"
"1","0","1016005","101600501","0","0","1","-830","0","0","1","0","0","0","0","1","1016","0","0","0"
"0","0","1016008","101600801","0","0","1","-910","0","0","1","0","0","0","0","0","1016","0","0","0"
"1","0","1016011","101601101","0","0","0","0","0","0","1","0","0","1016011","0","0","1016","0","101631","0"
"1","0","1016011","101601102","0","0","0","0","0","0","1","0","0","1016011","0","0","1016","0","101631","0"
"1","0","1017002","101700201","0","0","0","0","0","0","1","0","0","0","0","0","1017","0","101711","0"
"0","0","1017008","101700801","0","0","1","-900","0","0","1","0","0","0","0","0","1017","0","0","0"
"1","0","1017011","101701101","0","0","0","0","0","0","1","0","0","0","0","0","1017","0","101732","0"
"1","0","1018001","101800101","0","0","1","-850","0","0","1","0","0","0","0","1","1018","0","0","0"
"1","0","1018002","101800201","0","0","0","0","0","0","1","0","0","0","0","0","1018","0","101811","0"
"0","0","1018004","101800401","0","0","1","-800","0","0","1","0","0","0","0","0","1018","0","0","0"
"0","0","1018008","101800801","0","0","1","-800","0","0","1","0","0","0","0","0","1018","0","0","0"
"1","0","1018011","101801101","0","0","0","0","0","0","1","0","0","0","0","0","1018","0","101831","0"
"1","0","1020003","102000301","0","0","0","0","0","0","1","0","0","0","0","0","1020","0","102011","0"
"1","0","1020011","102001101","0","0","0","0","0","0","1","0","0","0","0","0","1020","0","102031","0"
"1","0","1021001","102100101","0","0","0","0","0","0","1","0","0","0","0","0","1021","0","102111","0"
"0","0","1021008","102100801","0","0","1","-800","0","0","1","0","0","0","0","0","1021","0","0","0"
"1","0","1021011","102101101","0","0","0","0","0","0","1","0","0","1021011","0","0","1021","0","102131","0"
"1","0","1021011","102101102","0","0","0","0","0","0","1","0","0","1021011","0","0","1021","0","102131","0"
"1","0","1022003","102200301","0","0","0","0","0","0","1","0","0","0","0","0","1022","0","102211","0"
"0","0","1022008","102200801","0","0","1","-840","0","0","1","0","0","0","0","0","1022","0","0","0"
"1","0","1022011","102201101","0","0","0","0","0","0","1","0","0","0","0","0","1022","0","102232","0"
"1","0","1023003","102300301","0","0","0","0","0","0","1","0","0","0","0","0","1023","0","102311","0"
"0","0","1023008","102300801","0","0","1","-880","0","0","1","0","0","0","0","0","1023","0","0","0"
"1","0","1023011","102301101","0","0","0","0","0","0","1","0","0","1023011","0","0","1023","0","102332","0"
"1","0","1023011","102301102","0","0","0","0","0","0","1","0","0","1023011","0","0","1023","0","102332","0"
"1","0","1025003","102500301","0","0","0","0","0","0","1","0","0","0","0","0","1025","0","102511","0"
"0","0","1025008","102500801","0","0","1","-870","0","0","1","0","0","0","0","0","1025","0","0","0"
"0","0","1025009","102500901","0","0","0","0","0","0","1","1","0","1025009","0","0","1025","0","0","0"
"0","0","1025009","102500902","0","0","0","0","0","0","1","1","0","1025009","0","0","1025","0","0","0"
"1","0","1025011","102501101","0","0","0","0","0","0","1","0","0","0","0","0","1025","0","102531","0"
"0","0","1026004","102600401","0","0","1","-870","0","0","1","0","0","0","0","0","1026","0","0","0"
"1","0","1026007","102600701","0","0","0","0","0","0","1","0","0","1026007","0","0","1026","0","102611","0"
"1","0","1026007","102600702","0","0","0","0","0","0","1","0","0","1026007","0","0","1026","0","102611","0"
"0","0","1026008","102600801","0","0","1","-870","0","0","1","0","0","0","0","0","1026","0","0","0"
"1","0","1026011","102601101","0","0","0","0","0","0","1","0","0","0","0","0","1026","0","102632","0"
"1","0","1027001","102700101","0","0","0","0","0","0","1","0","0","0","0","0","1027","0","102711","0"
"0","0","1027004","102700401","0","0","1","-870","0","0","1","0","0","0","0","0","1027","0","0","0"
"0","0","1027008","102700801","0","0","1","-910","0","0","1","0","0","0","0","0","1027","0","0","0"
"1","0","1027011","102701101","0","0","0","0","0","0","1","0","0","0","0","0","1027","0","102731","0"
"1","0","1028006","102800601","0","0","0","0","0","0","1","0","0","0","0","0","1028","0","0","0"
"0","0","1028008","102800801","0","0","1","-950","0","0","1","0","0","0","0","0","1028","0","0","0"
"1","0","1028011","102801101","0","0","0","0","0","0","1","0","0","1028011","0","0","1028","0","102832","0"
"1","0","1028011","102801102","0","0","0","0","0","0","1","0","0","1028011","0","0","1028","0","102832","0"
"1","0","1029006","102900601","0","0","0","0","0","0","1","0","0","0","0","0","1029","0","102912","0"
"0","0","1029008","102900801","0","0","1","-870","0","0","1","0","0","0","0","0","1029","0","0","0"
"1","0","1029011","102901101","0","0","0","0","0","0","1","0","0","0","0","0","1029","0","102931","0"
"1","0","1030002","103000201","0","0","0","0","0","0","1","0","0","0","0","0","1030","0","103011","0"
"0","0","1030008","103000801","0","0","1","-810","0","0","1","0","0","0","0","0","1030","0","0","0"
"1","0","1030011","103001101","0","0","0","0","0","0","1","0","0","1030011","0","0","1030","0","103031","0"
"1","0","1030011","103001102","0","0","0","0","0","0","1","0","0","1030011","0","0","1030","0","103031","0"
"1","0","1031002","103100201","0","0","0","0","0","0","1","0","0","0","0","0","1031","0","103111","0"
"0","0","1031008","103100801","0","0","1","-850","0","0","1","0","0","0","0","0","1031","0","0","0"
"1","0","1031011","103101101","0","103131","0","0","0","0","1","0","0","0","0","0","1031","0","1331","0"
"1","0","1032006","103200601","0","0","0","0","0","0","1","0","0","1032006","0","0","1032","0","103211","0"
"1","0","1032006","103200602","0","0","0","0","0","0","1","0","0","1032006","0","0","1032","0","0","0"
"0","0","1032008","103200801","0","0","1","-840","0","0","1","0","0","0","0","0","1032","0","0","0"
"1","0","1032011","103201101","0","0","0","0","0","0","1","0","0","1032011","0","0","1032","0","103231","0"
"1","0","1032011","103201102","0","0","0","0","0","0","1","0","0","1032011","0","0","1032","0","103231","0"
"1","0","1033001","103300101","0","0","0","0","0","0","1","0","0","0","0","0","1033","0","103311","0"
"0","0","1033008","103300801","0","0","1","-850","0","0","1","0","0","0","0","0","1033","0","0","0"
"1","0","1033011","103301101","0","0","0","0","0","0","1","0","0","0","0","0","1033","0","103332","0"
"1","0","1034002","103400201","0","0","0","0","0","0","1","0","0","0","0","0","1034","0","103411","0"
"0","0","1034008","103400801","0","0","1","-910","0","0","1","0","0","0","0","0","1034","0","0","0"
"1","0","1034011","103401101","0","103431","0","0","0","0","1","0","0","1034011","0","0","1034","0","100011","0"
"1","0","1034011","103401102","0","103431","0","0","0","0","1","0","0","1034011","0","0","1034","0","100011","0"
