bf135f4a65690ab71d6b058c4b77a9699a058845366d7225928e88c928a3250d,89c62ca85607388e0567b92a77b6b8e4859ec10e180927adbb9d78e391dec325,a52183947308b41e3f66fce7a39dac4dc1a590d274454620baecaee184eb58a2,96fc863184f9a4f8829ab623974e31051fa95a04f33cfa8ab0856bf897cee6cf,e50370d0d2772e34a28bad9874bf1312b388fe3044bf5c520d3e557711b5f6c1,36cbb60e51cb103107387bb960c16c97e5b1a8a2baebbc19df0aa39080768951,a7927ca89bc973010b607a62ccb4a3c5a241ca4ac70eb0402e8fc9e357f1e775,b69f2f11f28e15f53263af67d40bce22569a51960412a852dda7d055b33d88a1,874d0f19b3546ec23ff04ca2760a5ed53dc1f141d59343c697d94194ac66010e,0767917b3e3efa38c0c6bbe82bb4247afdaa6e18dc54b18b380d68787f2f3414,fbb55808557d62fec1e09b41926b3187d049667db8e69ac7ac41927e40d865a6,90febd76f4b32db44190721533c8eb3e0f86508dfb2ca0a1edbe2ea3ef081f18,58955ecce37af3eea0ec9ec3fe3c0fe2bfc4df02ae45dc28aba800888d6f9409,f1691962ca245a893be6d98d179967f6cdcc1f973acf8bf2cfc1f83006066409,26edd28085ce752c91d44d530d320c9587fe109c3b78510f752b86360f47c1b6,aee4f9b132dfc2827a056343247a5893b3c638ba9ef79e827caffdb684d3a9ad,33ad910ccafb797929ce1bea62062648a85dc535daa0ee323a1346db0c53073b,e20e3aa7a233eb5bc2320c5c04202e964bd73b7ecef93af9ca564eaa5743154a,58f6348b2650c14e58948593cfd70fd345eaac8641f0b5ae1f56ac8f39f112e0,9ec7ae8a8061746bb42d4e94e1d9907d0dbac651b78397c8f2e0d937a736a9e9,c821a03836be8bbe19a3ad7f9dc464a8068ee3f249a9cb41ec247c9ea9b77259,ae74e8bacefd55bd73a9368b3da7bf2f1c7d47ce927184f3feaf3e098c1f0e41,b8a79decb2618e866b9a90e95d6e82357dc7e31a501e8c5fdab713cf3c2f04d7,22bd3b21dfaf8260a3a23856be3163ccef8cce496987ec40e528065c3be6b821,90fa72eedacd80ae787edf10fd13ada769976a1f51c1bebcbd976460f5ee5eae,4875413cbf01ade93257f5ad421a81be4ede52e98c464365e1b5d9270a0a7b52,2ab882641d21c1d3ec452484259defbdba617af90cff8da622dfd194ef7b45a8,087672552baf3557883c576234c936cbfb47dcb5cb561927bbec30da1735a5d2,a3cc1b0a973254f77b367be00873969e58e590d98a9af4a8ed33ffe035a1d161,f2bcabfe6deefae0e74cb90b6b7df900790672a71887ef474959d6e70d19710d,191a223a3c1a325f1b91ef50879d52c6570c386aaa5bc69c579c362c9b9f14a4,9e0b9888c9f2d4b4fb4eabe86c1eaca36169e6179c6927828ff65eab14906881,dc71b086d6d95b2a13bf12756d689eb2731c5f71894dcdf17bbc5f26e4ee09cf,54b0e04d124e4cc421ab73231a6ccf6b3eed0d02c005562a2ec081429a41d42b,d71c53dd266c4d6c632fbcd51280740556ccebd41fbf3289de0d22e97c4bdd15,e160be91776584f00e26291e65fc86aece52c49fab495479e426c3729a76554d,e0253b684e5f31e1f38c202b7084c229c420402557b16f2c90d59e2c39d44191,f6ef5c4c8df480178b0d6d133d3ee56b502ff6c6c9d5427709cc4d52d63eb499,7b0583d3fdd5a9b0e7314ee6323768505dbb37e3399b0881a7b080ff058d5276,8312160332197d6dffdae9c0f0bfd1bd8259fe67f1eb0b59ce3fa8cd7f1d513b,04fad3bf03a253837c73d0cedac932b8499341e7405e7af2c622542094c79f2d,a2b65d4365f475037389548bf1e86f8a2dbce02b465c0f67a3e07626e9eebdc1,b2676d9b1bbade8a72bc6f23065a65db0518ac47aead379419c7231a4edb59a6,fbec06415cd3e96583d827e1034e80441453428cc33c2c447d12d3a20a5c8d46,4a3020119ed21c1785092bb573d2fb345a50bfaa2bb68899311cd4ebf8a9a2d5,50229b023decec27f155d639f64ed79662e0a24409df842e4afd59f904bf4712,a5f2f25c0cf29ab63aca961cf78106fdd236997cf2f4137f553cf32c8877876b,354a2732451c42352c97c9d296e4f1d4e1683cd6b80510349e0d2896cb26a1b2,8c61496306ae709520c7bf4dd3c3d30b53137a61454f41d214e79e2da602b8bb,0aa8084184ae519b27082c6952c3831f544ba767cfcaee95ec90712389594652,069483e804e5f327ff9f894e9eb19b78467ddde27afc55e6cfa50860832d6455,bc4698312af597b004ec310df169591519e89851eba87e06c2422e4ff0259393,342e4151f15ddc36a900bf2aa1057c03e9b96065d1999c823f54592717c3521b
"bgm_M06","0","0","2015/12/17 15:00:00","101010103","bgm_M06","-500","0","8","110010011","100023","11001","110010011","96","101010102","0","0","朱諾平原 1-1","0","6","bgm_M06","0","100021","211001000","110010012","0","101011","bgm_M06","0","0","0","0","101010104","90","11001001","2030/12/31 14:59:59","bgm_M06","0","0","100022","100050","0","110010013","0","-20","101281","bgm_M06","0","0","0","101581","100022","6"
"bgm_M06","0","0","2015/12/17 15:00:00","101010203","bgm_M06","-330","0","8","110010021","100063","11001","110010021","120","101010203","0","0","朱諾平原 1-2","0","8","bgm_M06","0","100061","211001000","110010022","0","101251","bgm_M06","0","0","0","0","101010202","90","11001002","2030/12/31 14:59:59","bgm_M06","0","0","100062","100010","0","110010023","0","30","101521","bgm_M06","101010202","0","0","101551","100062","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010303","bgm_M06","-220","0","8","110010031","100069","11001","110010031","120","101010303","0","0","朱諾平原 1-3","0","8","bgm_M06","0","100067","211001000","110010032","0","101161","bgm_M06","0","0","0","0","101010304","90","11001003","2030/12/31 14:59:59","bgm_M06","0","0","100068","100010","0","110010033","0","-100","101431","bgm_M06","0","0","0","101611","100068","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010403","bgm_M06","-135","0","8","110010041","100113","11001","110010041","120","101010402","0","0","朱諾平原 1-4","0","8","bgm_M06","0","100111","211001000","110010042","0","101101","bgm_M06","0","0","0","0","101010404","90","11001004","2030/12/31 14:59:59","bgm_M06","0","0","100112","100050","0","110010043","0","30","101371","bgm_M06","0","0","0","101551","100112","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010504","bgm_M06","-43","0","8","110010051","100074","11001","110010051","120","101010504","0","0","朱諾平原 1-5","0","8","bgm_M06","0","100072","211001000","110010052","0","101161","bgm_M06","0","0","0","0","101010503","90","11001005","2030/12/31 14:59:59","bgm_M06","0","0","100073","100010","0","110010053","0","-75","101521","bgm_M06","101010505","0","0","101011","100073","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010605","bgm_M06","100","0","8","110010061","100113","11001","110010061","120","101010601","0","0","朱諾平原 1-6","0","8","bgm_M06","0","100111","211001000","110010062","0","101071","bgm_M06","0","0","0","0","101010606","90","11001006","2030/12/31 14:59:59","bgm_M06","0","0","100112","100050","0","110010063","0","-101","101431","bgm_M06","0","0","0","101401","100112","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010705","bgm_M06","227","0","8","110010071","100113","11001","110010071","120","101010705","0","0","朱諾平原 1-7","0","8","bgm_M06","0","100111","211001000","110010072","0","101191","bgm_M06","0","0","0","0","101010706","90","11001007","2030/12/31 14:59:59","bgm_M06","0","0","100112","100050","0","110010073","0","-48","101251","bgm_M06","101010704","0","0","101611","100112","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010804","bgm_M06","188","0","8","110010081","100079","11001","110010081","120","101010804","0","0","朱諾平原 1-8","0","8","bgm_M06","0","100077","211001000","110010082","0","101101","bgm_M06","0","0","0","0","101010805","90","11001008","2030/12/31 14:59:59","bgm_M06","0","0","100078","100010","0","110010083","0","70","101281","bgm_M06","0","0","0","122311","100078","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101010905","bgm_M06","360","0","8","110010091","100016","11001","110010091","120","101010902","0","0","朱諾平原 1-9","0","8","bgm_M06","0","100014","211001000","110010092","0","101131","bgm_M06","0","0","0","0","101010906","90","11001009","2030/12/31 14:59:59","bgm_M06","0","0","100015","100020","0","110010093","0","25","101551","bgm_M06","101010904","0","0","122371","100015","8"
"bgm_M17_02","0","0","2015/12/17 15:00:00","0","bgm_M17","455","0","8","110010101","100359","11001","110010101","120","0","0","9001105","朱諾平原 1-10","0","8","bgm_M63","9001106","100357","211001000","110010102","0","101011","bgm_M17_02","0","0","0","0","101011001","90","11001010","2030/12/31 14:59:59","bgm_M17","0","0","100358","100020","0","110010103","0","-120","101401","bgm_M63","0","0","0","102611","100358","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020101","bgm_M06","-470","0","8","110020011","100033","11002","110020011","130","101020106","0","0","帕拉斯高原 2-1","0","8","bgm_M06","0","100031","211001000","110020012","0","102011","bgm_M06","0","0","0","0","101020105","90","11002001","2030/12/31 14:59:59","bgm_M06","0","0","100032","100010","0","110020013","0","-200","101191","bgm_M06","0","0","0","101011","100032","8"
