7bf8fc5eb9ab7320c34dfa8cf085b6cf7f9778ac4ddb471f96826559e0266df6,72fe54c8ee37efceea06fc3f203f6708a6678ecb8c530820c25047112a675fc6,1d9695774e59dbbb0b27739173cc67978a4675ff05fe005b2449a2c2ad371178,d4cac1e00d97e698f3d6742a709bb7e9c9f1b31c13e81c1d04cc4534e60e5327,def065ea867726630aa355bd66c16b7393bdb297af186ff78e2a5a1c2c7d195b,abaf041ef160d264732437a51168c42413c94168d0eac73d35f93a12eff37711,a0549c38106b85e0fe9029773bbef6ba795b313dfd543d69cbeb09eca01a0b9c,d34357b539e36aa40fc8e1034130926b862d7551d3f5d2545f374356ba77f498,2a630dd08ee580b37306a2b44b0d27aa4b76a76f534855d9f18c054fa029d842,33be7bdf78e62cd9e6494393056be1d6b0b4d90a2350c0ff698981ad1288dc4a,8788360f27858f71844acd44c75886e6c32e4127a75086be2a51d29b365d83ae,7534907b9fb1149b5a4e044ff9832f385faeddf90243fa535b09a85c6f30ecd4,14981d87dbec0d85e712810c602a2760398473fb9876bb1b116a6d72e442f244,2d9fc0a7739e877347ea3284dc84837642e14b744bf9389c095ae239516343bd,3e203dfbc9a960f0db17972983ad3e677799db417a0959ef658bd6c76fe715b3,1565d3138d855f88d88053feb3105576788fa401853b04259d30155721883f92,bbfdaaca229a02ece921369b001bf7e3b00bc00b7cf732eec3ca3ce683979002,5ce40a09926358d0e4172b6b4dc9542ad0f128b5915f1ff594bcc948730fbe02,ff098a44bc944637c2eaa8a8d0a7ad60509c95b2556648b0019b0b676f69d8bb,4958c47e1cdccc02d31648fc621f02db1598f449909148be3f575fdc9cc5a50f,67ea03a0121f50358e73a3bd743664704bd4d71f3dd1aff9770b5d24217fea7a,9077ec8d75bc5125121cdce254f9161f66e1e483791786c2efd0f79c84efefd3,d9b8d5305c6e365ea121296b2f580e46e5332a0e6d2afec2875cbb14b3df8376,8d865338a1c659b90e69410379e2caf678f6b52f09ea863a4bb1becc87d3d2bf,e94143760231f7f7a05c45a05b344dec3aca737e3d6db1a7414a04f437c7d4a7,75fbd1fdd330c35ee2c37258ce71fe55599bbfb12fd5b2dcda5f4d7d544b98a5,9ea73d61a2e2633601e2aedce51c7119da94edcbe3ffb96c78aa9c8c9bdd7249,b6f88acaaa8f0c9ecda174f3818fdcd1ea12264449e16bbbf78af6c6857768a4,b1598355b8c2b081f44c1bc9afdd7d12a82b6d3379dfb8774cc652f0e03aab7f,df6172f216183b22081f53fc4691cd25593535c5658af1e28d133e2634b3ce49,0a3b6307163a4c9d7c915c8de04386c600e3e247aca312e3952e13dc502aba7d,f001111abdf1a2477da8180b91c157073342c286707fc3daee7656347140bada,c4efa9cc5c13c17dde553d5abf0dcdb4e75b8cb77786fb2ce6bd67290b5dbb48,6bbb8b44a1417a9b26353b74187f8d5fc81543f46b1dcbe5b07bb3ccaa4513ed,cad7d293f98fae571d0dc09655566703b79511bcf3bbb78cde1626793f591053,bf5cbb80e928849419f8cd9078cc6eb44c6e216c8bd9f8c4be448b8ea5321869,04fdc2ccfe552b58c43069339d70d7ab7d2aed68a83e2d06206e5b298628e59e,f99cfb51f0a4ab05885a3648bda88329736074a31da615ee9b12ad7bef198e92,8c903c71be186fa56b19258bcc6a3806710c27e1b8da19cafa08720412ec5daa,57c90add101a5a36dc655ca200e4ffd9633ee1e8fbed9e97cf40a4d68c53fcbb,e69f2332e076d728694f64209870a552dff346206dcc3d06c80f62d160c93752,8641b779ed9dfc044a5907435299f6fba2aaa6e276360acf9f5f8ec17cd07393,b1cbd1a29516a2ee191af932016fff2b75b8f19c895815b6bde356992378240b,0c948fa479dc1e76fab82ef6411870bae2701a701b6b0b3580ccfadb121bfa0f,cd83f9fd214043f21748dc3de756982c729a64bbbafb059e4760a2c16329b066,2e714da08d6940fd9529470497dc00c67ddb1e82b1738bb2e59d120bc7fd1651,b6dc0fd846163e7b66a20c2b0364599770c97861d9015f937b3f8136ff278ee1
"31075","100001","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31078","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31077","100002","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31079","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31057","100003","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31063","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31081","100004","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31083","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31056","100005","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31013","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","31027","0","10","0","0","0","0","0","0","100000"
"31084","100006","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31086","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31088","100007","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31087","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31091","100008","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31100","100009","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31103","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31104","100010","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31106","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31092","100011","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31094","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31111","100012","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31095","100013","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31096","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31100","100014","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31103","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31115","100015","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31104","100016","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31106","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31120","100017","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31119","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31075","100018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31078","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
"31107","100019","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","31108","0","0","0","0","0","5","1","0","0","5","0","0","0","0","0","0","0","10","0","0","0","0","0","0","100000"
