47956176c8ba4bca30ea17a679ef52ffc36a7e9bab689e9b9040141d0274639a,44ea41492c32417512dc2072fa36fcf95349ed8d9944a6d9b7567baaeb70a361,a4b3542bfb0cb75dcc48221b002072e2cd37b04d2b291522268cb84a5ae0cd8f,0a2d482e3fa548277dc8404d24ec5c9acd1f25d5c75cabfe6b3d18e45c8d35ef,21211a109c662c815f6699d2c13a1d292a75fcac26fac1d4f12a4d8d4f8e5018,58bb5fe93e1690997c110f953f9bc0bdc771dbf396d5a346e330324cd35aeb40,0fdf44e7e2b010f083f3d73c58564defc4b230d8e4bcb8bd3409d9cba4efc9ae,a90f0dab7bc2f30ee654a33da9017fd3f57a079e6d7766ed2b6e36266f71f1c7,97b972e8517ee12f8eca6f22b111ab59384e65367ec09c04f9cb1552b81feea2,370d52f5e2f0987a76f105c929df094ef16496fba910547291e91fc3b0bb387c,170f953620991116c1d43172b07caed9431790f6b1a901407368fcdb5aef0379,38c9ef716117b03a8c13cecd8a9af09630fde16435243331a35d9a20f40262d0,73bebd617f7963fbbc6af68f087130793c2e1d8cae20cc0a6e9c17a13e240364,409ea1bda2f32cb88032dd756f10c49889cb2b4129c132f66e38ba46598f2065,e271c25e18bfab8482912a5cf5b1366fef9d12de6016ee2acb1d036c6f163f77,931526ed57fa7a29d1ba0be359c0a9677a7bd2c2e2d973708942a8325c077c61,f806e3b335d80ffcffc9406b7e9a34142c2c63ebd66868c5f5de4a9ca68145e5,0c82d976aa4dca3acc0c0ec0ad39239fb8b87748f822f6fafd1454b55c668b8b,5fdcd4b75a5aa0ff6c7592bf675730e5b9d78b9564a0bee9ba21a6440d9c4bca,3f68d6bdb05b68709c2b1921535a1cc431b4f82b926fd948664a58b7f9fa599e,11769b192a12998d5ac3e53ca44f4ea10eb3f33fc85ca8370f7afbe193ae5730,13dfa3c24aa4129f99ed694e8af45791e1897b8c873444f167879bf96b03bb2b,b4a54988a6919f25401363496880d17312d0443ef61ab1b500797d5a8a79dcd2,3b356ae0fd972b92aeaab0cfd48170f2cc0167b53516693ff44bf3d3f8cda9b4,ad01baf42a107238c51bbc1b74842a4a42ad9fcf4b2b6f0d71e22db56c7483e6,14679827ffeb07976fa2db08cdad2c109950250ba742a814562fe1acfd010585,56f53361deef2a58d0e6834973cb9b88a4b849bc59ae27560c9e221bd04d992f,6ea778220d905bc0925651303961ca5b1de93a64468a6259c3b8a5bc3ae83de4,6919ef943c091da7ab8052a1a3ff0fde1ff390a5c2210e09768ae229a2d7204a,2aad4c0f0a965eb7ab5bbe4fdcc6d1385ce38434fb39534f0192959ccb1ac0ee,f48c0c5217db932ad62c540f8de0b78f2db14d4a46ed768e40c9a81baf7aa293,db3ef0d119438e3e33f97dc3083f3cd5ce9e434f9b16983957e9949b5aba2511,400bdde4dc33b6501d2aa1d6323142dea6652f0fb5b62d09061a5b90b91f404c,b9af12f813988fd64fe3b04e8227150888bd2c8e29252a3ca5c801610c1de533,ca1edf9818734a73bb1239916c5e91cda145ff06a6e6259e28ef18faffd0ebe5,f4e47e7a57b4fecc16c98485dc0fecae8885abaf5fe4f0f8251226cf8713ed70,396c766bcbb45cbfd7146fd87d98cfbc6dddc2e9dd5289fc288db5e45e801ceb,2280eca04c91910af6d470a72c3d247463d8fc055e11929d95208e3af9b011ec
"0","bgm_M06","100053","2015/12/17 15:00:00","0","瑪那冒險 Lv1","21001","210010013","0","0","100051","bgm_M06","0","2030/12/17 14:59:59","201010104","0","201010105","100052","0","80","0","bgm_M06","210010012","1","0","23001","bgm_M06","94002","0","bgm_M06","90","201010103","221001001","201010106","210010011","100052","21001001","bgm_M06"
"0","bgm_M06","100053","2015/12/17 15:00:00","0","瑪那冒險 Lv2","21001","210010023","0","0","100051","bgm_M06","21001001","2030/12/17 14:59:59","201010207","0","201010204","100052","0","100","0","bgm_M06","210010022","1","0","23001","bgm_M06","94002","11004001","bgm_M06","90","201010204","221001002","201010206","210010021","100052","21001002","bgm_M06"
"0","bgm_M06","100053","2015/12/17 15:00:00","0","瑪那冒險 Lv3","21001","210010033","0","0","100051","bgm_M06","21001002","2030/12/17 14:59:59","201010305","0","201010306","100052","0","140","0","bgm_M06","210010032","1","0","23001","bgm_M06","94002","11006001","bgm_M06","90","201010307","221001003","201010305","210010031","100052","21001003","bgm_M06"
"0","bgm_M06","100053","2015/12/17 15:00:00","0","瑪那冒險 Lv4","21001","210010043","201010408","0","100051","bgm_M06","21001003","2030/12/17 14:59:59","201010406","0","201010409","100052","0","180","0","bgm_M06","210010042","1","0","23001","bgm_M06","94002","11007001","bgm_M06","90","201010401","221001004","201010407","210010041","100052","21001004","bgm_M06"
"0","bgm_M06","100053","2015/12/17 15:00:00","0","瑪那冒險 Lv5","21001","210010053","201010508","0","100051","bgm_M06","21001004","2030/12/17 14:59:59","201010502","0","201010507","100052","0","200","0","bgm_M06","210010052","1","0","23001","bgm_M06","94002","11008001","bgm_M06","90","201010501","221001005","201010505","210010051","100052","21001005","bgm_M06"
"0","bgm_M06","100053","2019/03/06 16:00:00","0","瑪那冒險 Lv6","21001","210010063","201010603","0","100051","bgm_M06","21001005","2030/12/17 14:59:59","201010602","0","201010609","100052","0","250","0","bgm_M06","210010062","1","0","23001","bgm_M06","94002","11010001","bgm_M06","90","201010607","221001006","201010608","210010061","100052","21001006","bgm_M06"
"0","bgm_M06","100053","2019/08/01 16:00:00","0","瑪那冒險 Lv7","21001","210010073","201010708","0","100051","bgm_M06","21001006","2030/12/17 14:59:59","201010703","0","201010701","100052","0","300","0","bgm_M06","210010072","1","0","23001","bgm_M06","94002","11011001","bgm_M06","90","201010702","221001007","201010707","210010071","100052","21001007","bgm_M06"
"0","bgm_M06","100053","2020/02/18 16:00:00","0","瑪那冒險 Lv8","21001","210010083","201010808","0","100051","bgm_M06","21001007","2030/12/17 14:59:59","201010806","0","201010807","100052","0","350","0","bgm_M06","210010082","1","0","23001","bgm_M06","94002","11013001","bgm_M06","90","201010803","221001008","201010802","210010081","100052","21001008","bgm_M06"
"0","bgm_M06","100053","2020/08/03 16:00:00","0","瑪那冒險 Lv9","21001","210010093","201010907","0","100051","bgm_M06","21001008","2030/12/17 14:59:59","201010909","0","201010908","100052","0","400","0","bgm_M06","210010092","1","0","23001","bgm_M06","94002","11015001","bgm_M06","90","201010901","221001009","201010903","210010091","100052","21001009","bgm_M06"
"0","bgm_M06","100053","2021/02/09 05:00:00","0","瑪那冒險Lv10","21001","210010103","201011004","0","100051","bgm_M06","21001009","2030/12/17 14:59:59","201011009","0","201011001","100052","0","450","0","bgm_M06","210010102","1","0","23001","bgm_M06","94002","11020001","bgm_M06","90","201011002","221001010","201011007","210010101","100052","21001010","bgm_M06"
