f0269711184094bf527cd221932cc35ed595b0b587c17c26808c47fa3417c548,bd835de1eb9afaedbc202996dbb6859a6fadc0dc18ad6650e700419f2ac7382f,7ae65e4cd6016d1929b4d7ba0d458b15f191adf5ddeaa4d71a28d2ecd7f4b86a,2372646cbc03ab49b721fa7537c2de42e15569e54dc0b0058d41c668dfa56ab4,b3339faa41a3418cddb2a525e7c00db40998215dc17e76289ca2f0f6417ab948,469ab7195365fa0472802a8e21319fdbb9e11d8d2ce0fa95b756692869b66f3c,cad3f0b09cba1c5d5f001e3ebc132f8aa1392b20af189e1bdffb727665f665a7,8fb183603d55a1ca0896c8afc4e047847e4364318970724dc903309cde59aaea,04b01febe9a237041fde0039135074176154927d56f37c3fc5c941afcdf2810d,4934fde0afd4c532e2f0fe730d81cbeb6bd34c179927d90076cc8caff04abfbd,a0ce4c77e3c3e77144b6409863f690ac4bdd23f8dfaef44e30a73f125a3bfcb7,b3365ad12aa5d8bff007273eb0d1045283b57be6b4ee681787faae59eac56acf,3777fb09b464169f510be7d964f1dcec6788e67ce09c65b3ba6d3a9218530482,eeadf280e951166f1d6783587c92040316911898f99d2d1b8335f1904d71cc04
"2024/08/01 16:00:00","惠理子","0","100","1","100","10.85","10142","129901","恭喜你們，訓練成功。\n在該誇獎時，好好地誇獎，\n也是教官的職責。還是說，\n你們比較喜歡被痛罵呢？嘻嘻。","0","24","7","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","101","1","101","11.15","10142","129901","就算是嚴苛的訓練，結束後回顧，\n還是會覺得時光稍縱即逝呢。\n坦白說，我甚至鬧得不夠盡興……\n沒事，沒什麼。嘻嘻。","0","24","2","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","102","7","102","6.4","10142","129901","將擋住去路的可恨礙事者全部擊垮，\n漂亮地抵達終點……！\n簡直就是象徵我與那位大人的\n人生路途……","0","24","5","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","103","3","103","0","10142","129901","這結果太令人失望了。\n但是，還有挽回的機會。\n為了擺脫垃圾蟲的地位，\n你們下次要拚死努力。聽到了嗎？","0","24","3","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","104","2","104","2.43","10142","129901","嘻嘻……啊，您毋須擔心，\n我只是在思考要給予\n留下這種難看成績的傢伙們\n什麼樣的處罰才適合……嘻嘻嘻。","0","24","8","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","105","4","105","9.08","10142","129901","要是我沒能以教官的身分得到認可，\n就會讓那位大人感到失望……\n唯獨這件事絕對不能發生，\n你們也很清楚吧？","0","24","3","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","106","6","106","0","10142","129901","雖然這結果不算差，\n但要是這點程度就感到滿足，\n那可傷腦筋了。身為惠理子班的一員，\n你們還得以更高的境界為目標才行。","0","24","6","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","107","3","107","10.6","10142","129901","接受我的指導，卻交出這種結果……\n我得更認真思考才行呢。\n思考如要讓你們時刻不敢懈怠，\n需要什麼樣的管教……嘻嘻。","0","24","8","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","108","6","108","7.54","10142","129901","要因完成訓練而獎勵，\n還是因沒能完全發揮實力而懲罰……\n這樣的結果該如何處置各位，\n讓我有些傷腦筋呢。","0","24","4","2030/12/17 14:59:59"
"2024/08/01 16:00:00","惠理子","0","109","2","109","11.5","10142","129901","剛才的奮戰英姿值得誇讚。\n這也是你們的努力，\n與我這位優秀教官的教育結果。\n是吧？嘻嘻嘻……","0","24","7","2030/12/17 14:59:59"
