e3f0445101fc098f1052a74d37b10b9dd8e29f7a15687aa5da85bcd0fffbf3eb,fb68d64863721943669ac4f13e2bf6fe3a9958cffc1750c1a710b1bc1231ef50,737bb57e3d1933b5d92df012fb3499e42f99d0a79c9a6f915a2d9c19311208b9,1039603b8f66cb8ebc07ea6111344fc8903d635a288064dd18d84c42a343e898,2f6bdb31e0e05d1cee8732a0007ae53ed439b2d78977051854cf5e94c466c14b,506fa950ead9163ebe1e872a251e68955b4923b786b28bee019c474f7f1f41b3,6e2cef3f0b44a083cbc1d55ce4689657ee947ca98e34918629029278e8c00b6b,2452b4db73aecae19424e1e1849bcf7409a3b732c5b7674e4e981db90ef3ceb9,43f550f129826d609c4abcc9180dd91fafb2678ae520758686240b1514779a68,6150a0b85477f4000a1c5f850ea972050f93c5c14d30538beead61a9ce8db611,8a3f5338721564a4689179f39f73c5fd11575a5fbbfe06b0c247cce0db58df1a,eb6097ee2bc40e3a03e41ef22954413d79339984ee28a528bda4b293ffd7b47b,e66a3dd64b9476cce022a11aed61840ad691941f3edcc43bf6d31ac1a035d3d7,623d294f9390ff2c08f23cd9ff7c40982ae858b98ce9ea0df371d9cc7f2d88dd,af12a4fc89275f13b72ecb8cd2c4ac38a45763a2c895c0e6755169f3d24c6c0d
"0","701000101","1","bgm_M57","100113","100113","0","110001","0","1","EASY","1","90","bgm_M57","90110001"
"0","701000102","1","bgm_M57","100113","100113","0","110001","0","2","NORMAL","1","90","bgm_M57","90110002"
"0","701000103","1","bgm_M57","100113","100113","0","110001","0","3","HARD","1","90","bgm_M57","90110003"
"0","701000104","1","bgm_M57","100113","100113","0","110001","0","4","VERY HARD","1","90","bgm_M57","90110004"
"0","701000105","1","bgm_M57","100113","100113","0","110001","0","5","EXTREME","1","90","bgm_M57","90110005"
"0","701000201","1","bgm_M169","103013","103013","0","120001","0","1","EASY","2","90","bgm_M169","90120001"
"0","701000202","1","bgm_M169","103013","103013","0","120001","0","2","NORMAL","2","90","bgm_M169","90120002"
"0","701000203","1","bgm_M169","103013","103013","0","120001","0","3","HARD","2","90","bgm_M169","90120003"
"0","701000204","1","bgm_M169","103013","103013","0","120001","0","4","VERY HARD","2","90","bgm_M169","90120004"
"0","701000205","1","bgm_M169","103013","103013","0","120001","0","5","EXTREME","2","90","bgm_M169","90120005"
"0","701000301","1","bgm_M64","100113","100113","0","130001","0","1","EASY","3","90","bgm_M64","90130001"
"0","701000302","1","bgm_M64","100113","100113","0","130001","0","2","NORMAL","3","90","bgm_M64","90130002"
"0","701000303","1","bgm_M64","100113","100113","0","130001","0","3","HARD","3","90","bgm_M64","90130003"
"0","701000304","1","bgm_M64","100113","100113","0","130001","0","4","VERY HARD","3","90","bgm_M64","90130004"
"0","701000305","1","bgm_M64","100113","100113","0","130001","0","5","EXTREME","3","90","bgm_M64","90130005"
"0","701000401","1","bgm_M07","100113","100113","0","140001","0","1","EASY","4","90","bgm_M07","90140001"
"0","701000402","1","bgm_M07","100113","100113","0","140001","0","2","NORMAL","4","90","bgm_M07","90140002"
"0","701000403","1","bgm_M07","100113","100113","0","140001","0","3","HARD","4","90","bgm_M07","90140003"
"0","701000404","1","bgm_M07","100113","100113","0","140001","0","4","VERY HARD","4","90","bgm_M07","90140004"
"0","701000405","1","bgm_M07","100113","100113","0","140001","0","5","EXTREME","4","90","bgm_M07","90140005"
"0","701000501","1","bgm_M170","103013","103013","0","150001","0","1","EASY","5","90","bgm_M170","90150001"
"0","701000502","1","bgm_M170","103013","103013","0","150001","0","2","NORMAL","5","90","bgm_M170","90150002"
"0","701000503","1","bgm_M170","103013","103013","0","150001","0","3","HARD","5","90","bgm_M170","90150003"
"0","701000504","1","bgm_M170","103013","103013","0","150001","0","4","VERY HARD","5","90","bgm_M170","90150004"
"0","701000505","1","bgm_M170","103013","103013","0","150001","0","5","EXTREME","5","90","bgm_M170","90150005"
