6d31e9d9de73caac5370c1f32b37f171d365d82dcaa016f4824df291809abc4f,0dea46abfe1c8aeaa68d4ac0e9737f4d2e7ea74104880a3089ef13476fc58a04,27d9e59bd47b4f28ab72f340b0a0fbb1a80b0ed0c217582c911c7cbb1d27b174,b0f056658e8b2133e703f4b2fffbe7575eae3e3acbbb501031a4907a6e7a2146,198f5322b344f9ff5aa7e5773fd91d8380b03b64f4f100f63dfb9b5877963524,904c5b342e4ebd8c5148abd3a475035b790bc146e002eed82724e6ac7d73473d,17bafc75443bbc18e8e38eb92c0df9465bd3a5e6621302afc5d7db440c0e2eaa,6d53a8cb0daefb65b42f81d66092414f3e352ac4f8c14063d639ac07c8679697,38624457227ee58097227f5a950109afb1e138327bea8c6f59a6716676849cb5,f14f2659d34f80ba87cf57f26592de5c8c4b09fe82e073ea471495aff6941d4c,31121af3381e5d586cda2bcd18a0d2a4567ed4d919a2d0e49fc61cb628fefbe2
"0","0","100701","0","0","0","0","0","1001","0","0"
"0","0","100301","0","0","0","0","0","1010","0","0"
"0","0","105201","0","0","0","0","0","1011","0","0"
"0","0","104601","0","0","0","0","0","1012","0","0"
"0","0","101301","0","0","0","0","0","1013","0","0"
"0","0","111001","0","0","0","0","0","1014","0","0"
"0","0","101801","0","0","0","0","0","1015","0","0"
"0","0","102001","0","0","0","0","0","1016","0","0"
"0","0","103001","0","0","0","0","0","1017","0","0"
"0","0","102801","0","0","0","0","0","1018","0","0"
"0","0","103301","0","0","0","0","0","1019","0","0"
"0","0","103601","0","0","0","0","0","1020","0","0"
"0","0","102301","0","0","0","0","0","1021","0","0"
"0","0","106101","0","0","0","0","0","1022","0","0"
"0","0","110901","0","0","0","0","0","1023","0","0"
"0","0","100101","0","0","0","0","0","1096","0","0"
"0","0","101201","0","0","0","0","0","1099","0","0"
"0","0","106501","0","0","0","0","0","1100","0","0"
"0","0","101601","0","0","0","0","0","1101","0","0"
"0","0","107101","0","0","0","0","0","1140","0","0"
"0","0","107001","0","0","0","0","0","1164","0","0"
"0","0","102801","0","0","0","0","0","1166","0","0"
"0","0","105901","0","0","0","0","0","1171","0","0"
"0","0","105701","0","0","0","0","0","1174","0","0"
"0","0","100601","0","0","0","0","0","1175","0","0"
"0","0","104301","0","0","0","0","0","1210","0","0"
"0","0","102801","0","0","0","0","0","1214","0","0"
"0","0","100701","0","0","0","0","0","1218","0","0"
"0","0","106801","0","0","0","0","0","1221","0","0"
"0","0","101001","0","0","0","0","0","1223","0","0"
"0","0","106001","0","0","0","0","0","1225","0","0"
"0","0","103801","0","0","0","0","0","1231","0","0"
"0","0","100701","0","0","0","0","0","1232","0","0"
"0","0","104901","0","0","0","0","0","1233","0","0"
"0","0","107001","0","0","0","0","0","1239","0","0"
"0","0","100801","0","0","0","0","0","1240","0","0"
"0","0","101601","0","0","0","0","0","1246","0","0"
"0","0","101301","0","0","0","0","0","1255","0","0"
"0","0","102001","0","0","0","0","0","1261","0","0"
"0","0","104301","0","0","0","0","0","1262","0","0"
"0","0","101101","0","0","0","0","0","1263","0","0"
"0","0","100801","0","0","0","0","0","1264","0","0"
"0","0","101701","0","0","0","0","0","1265","0","0"
"0","0","106001","0","0","0","0","0","1266","0","0"
"0","0","105301","0","0","0","0","0","1267","0","0"
"0","0","101001","0","0","0","0","0","2088","0","0"
"0","0","110901","0","0","0","0","0","2089","0","0"
"0","0","110901","0","0","0","0","0","2091","0","0"
"0","0","101201","0","0","0","0","103801","2128","0","0"
"0","0","105801","0","0","0","0","106001","2129","105901","0"
"0","0","104701","100501","0","0","0","107101","2130","103701","0"
"0","0","101401","0","0","0","0","104301","2135","0","0"
"0","0","103001","105501","0","0","105301","100801","2137","104501","0"
"0","0","101601","0","0","0","0","101801","2139","105001","0"
"0","0","104401","0","0","0","0","102901","2143","107101","0"
"0","0","101101","106701","0","0","0","106601","2148","100101","0"
"0","0","102201","0","0","0","0","100601","2149","0","0"
"0","0","105301","101401","0","0","0","103701","2151","103801","0"
"0","0","102801","0","0","0","0","103201","2154","0","0"
"0","0","105201","0","0","0","0","101001","2157","103301","0"
"0","0","104901","0","0","0","0","102701","2162","0","0"
"0","0","104001","110801","0","0","0","111001","2163","110901","0"
"0","0","104401","0","0","0","0","101001","2164","101701","0"
"0","0","101701","0","0","0","0","103001","2167","101601","0"
"0","0","105801","102501","0","0","0","105901","2169","106001","0"
"0","0","104301","101701","0","0","0","101001","2229","101401","0"
"0","0","106001","0","0","0","0","0","2230","0","0"
"0","0","102801","102501","0","0","0","102301","2231","102101","0"
"0","0","101601","0","0","0","0","0","2248","0","0"
"0","0","100401","0","0","0","0","102001","2279","103601","0"
"0","0","105301","101401","0","0","0","103701","2280","103801","0"
"0","0","104901","0","0","0","0","101801","2281","104501","0"
"0","0","106701","0","0","0","0","106501","2282","106601","0"
"0","0","104701","100501","0","0","0","107101","2283","103701","0"
"0","0","102301","0","0","0","0","102101","2284","104201","0"
"0","0","104801","0","0","0","0","103201","2285","104601","0"
"0","0","104001","0","0","0","0","0","2287","0","0"
"0","0","103601","0","0","0","0","0","2288","0","0"
"0","0","102101","0","0","0","0","0","2289","0","0"
"0","0","102101","0","0","0","0","0","2290","0","0"
"0","0","100901","0","0","0","0","0","3002","0","0"
"0","0","105901","0","0","0","0","0","3016","0","0"
"0","0","106001","0","0","0","0","0","3020","0","0"
"0","0","102001","0","0","0","0","0","3026","0","0"
"0","0","101201","0","0","0","0","0","3029","0","0"
"0","0","104001","0","0","0","0","0","3066","0","0"
"0","0","101201","0","0","0","0","103801","3067","0","0"
"0","0","107101","0","0","0","0","0","3068","0","0"
"0","0","100501","0","0","0","0","0","3069","0","0"
"0","0","102301","0","0","0","0","0","3070","0","0"
"0","0","104801","0","0","0","0","0","3073","0","0"
"0","0","104601","0","0","0","0","0","3074","0","0"
"0","0","101801","0","0","0","0","0","3075","0","0"
"0","0","105001","0","0","0","0","0","3076","0","0"
"0","0","100801","0","0","0","0","0","3077","0","0"
"0","0","106301","0","0","0","0","0","3080","0","0"
"0","0","109401","0","0","0","0","0","3082","0","0"
"0","0","111401","0","0","0","0","0","3085","0","0"
"0","0","104901","0","0","0","0","102701","3086","0","0"
"0","0","104501","0","0","0","0","0","3087","0","0"
"0","0","101701","0","0","0","0","0","3088","0","0"
"0","0","106501","0","0","0","0","106601","3089","0","0"
"0","0","102601","0","0","0","0","0","3090","0","0"
"0","0","101501","0","0","0","0","0","3091","0","0"
"0","0","100701","0","0","0","0","0","3103","0","0"
"0","0","102901","0","0","0","0","0","3124","0","0"
"0","0","100601","0","0","0","0","0","3134","0","0"
"0","0","105801","106401","0","0","0","106001","3143","105901","0"
"0","0","105801","106401","0","0","0","106001","3144","105901","0"
"0","0","106001","0","0","0","0","0","3145","0","0"
"0","0","102801","0","0","0","0","102501","3146","0","0"
"0","0","101101","0","0","0","0","104901","3147","0","0"
"0","0","101401","0","0","0","0","104301","3148","0","0"
"0","0","103001","105501","0","0","105301","100801","3149","104501","0"
"0","0","101601","0","0","0","0","101801","3150","105001","0"
"0","0","110901","0","0","0","0","111001","3151","110801","0"
"100201","0","105801","106401","0","0","100101","106001","3152","105901","100301"
"0","0","103301","0","0","0","0","102601","3153","0","0"
"0","0","100301","0","0","0","0","105401","3154","0","0"
"0","0","102901","0","0","0","0","104201","3155","105401","0"
"0","0","100801","0","0","0","0","0","3156","0","0"
"0","0","110901","0","0","0","0","111001","3157","110801","0"
"0","0","100701","0","0","0","0","0","3158","0","0"
"0","0","104501","0","0","0","0","0","3167","0","0"
"0","0","104501","0","0","0","0","0","3168","0","0"
"0","0","104501","0","0","0","0","0","3169","0","0"
"0","0","104501","0","0","0","0","0","3171","0","0"
"0","0","104501","0","0","0","0","0","3173","0","0"
"0","0","104501","0","0","0","0","0","3174","0","0"
"0","0","104501","0","0","0","0","0","3175","0","0"
"0","0","104501","0","0","0","0","0","3177","0","0"
"0","0","106501","0","0","0","0","106601","3179","0","0"
"0","0","102901","0","0","0","0","104201","3244","105401","0"
"0","0","102901","0","0","0","0","104201","3245","105401","0"
"0","0","101601","0","0","0","0","0","3287","0","0"
"0","0","103301","102601","0","0","0","105201","4017","103801","0"
"0","0","111001","0","0","0","0","0","4049","0","0"
"0","0","104001","0","0","0","0","104601","4050","104801","0"
"0","0","106501","0","0","0","0","106601","4053","0","0"
"0","0","105801","0","0","0","0","105901","4054","106001","0"
"0","0","110901","0","0","0","0","0","4087","0","0"
"0","0","111001","0","0","0","0","0","4088","0","0"
"0","0","105901","0","0","0","0","0","4200","0","0"
"0","0","101201","0","0","0","0","0","4204","0","0"
"0","0","101601","0","0","0","0","0","4212","0","0"
"0","0","107001","0","0","0","0","0","4218","0","0"
"0","0","104001","0","0","0","0","0","5003","0","0"
"0","0","105801","0","0","0","0","0","5032","0","0"
"0","0","105801","0","0","0","0","0","5035","0","0"
"0","0","104601","0","0","0","0","0","5036","0","0"
"0","0","102701","105601","0","0","105101","100901","5038","101301","0"
"0","0","100701","104401","0","0","103101","102201","5039","100601","0"
"0","0","105301","105501","0","0","103001","100801","5040","104501","0"
"0","0","102601","103801","0","0","0","103301","5041","105201","0"
"0","0","106801","0","0","0","0","0","5042","0","0"
"0","0","104701","100501","0","0","0","107101","5043","103701","0"
"0","0","104801","0","0","0","0","103201","5044","104601","0"
"0","0","105801","0","0","0","0","0","5049","0","0"
"0","0","101001","0","0","0","0","0","5103","0","0"
"0","0","105801","106401","0","0","0","106001","5107","105901","0"
"0","0","106801","0","0","0","0","0","5112","0","0"
"0","0","105901","0","0","0","0","0","5116","0","0"
"0","0","118001","0","0","0","0","0","5209","0","0"
"0","0","105901","0","0","0","0","0","5220","0","0"
"0","0","105801","0","0","0","0","106001","5221","105901","0"
"0","0","107101","0","0","0","0","102901","5223","104401","0"
"0","0","103601","0","0","0","0","0","6003","0","0"
"0","0","111001","0","0","0","0","0","6004","0","0"
"0","0","110901","0","0","0","0","0","6005","0","0"
"0","0","110801","0","0","0","0","0","6006","0","0"
"0","0","118001","0","0","0","0","105801","6020","0","0"
"0","0","102201","0","0","0","0","0","6021","0","0"
"0","0","110901","0","0","0","0","0","6024","0","0"
"0","0","100901","0","0","0","0","0","6025","0","0"
"0","0","101501","0","0","0","0","0","6028","0","0"
"0","0","106001","0","0","0","0","0","6041","0","0"
"0","0","101401","0","0","0","0","104301","6042","105501","0"
"0","0","101101","0","0","0","0","0","6043","0","0"
"0","0","105601","0","0","0","0","100901","6044","101301","0"
"0","0","105901","0","0","0","0","105801","6045","106001","0"
"0","0","102901","0","0","0","0","104201","6046","105401","0"
"0","0","104501","0","0","0","0","101801","6047","104901","0"
"0","0","105001","0","0","0","0","0","6048","0","0"
"0","0","105301","0","0","0","0","0","6055","0","0"
"0","0","105101","0","0","0","0","0","6056","0","0"
"0","0","101301","0","0","0","0","0","6057","0","0"
"0","0","105701","0","0","0","0","0","6058","0","0"
"0","0","106101","0","0","0","0","0","6065","0","0"
"0","0","100901","0","0","0","0","0","6066","0","0"
"0","0","105801","0","0","0","0","0","6067","0","0"
"0","0","101801","0","0","0","0","0","6070","0","0"
"0","0","118001","0","0","0","0","0","6071","0","0"
"0","0","106001","0","0","0","0","0","6074","0","0"
"0","0","106401","0","0","0","0","0","6080","0","0"
"0","0","102901","0","0","0","0","0","6085","0","0"
"0","0","104201","0","0","0","0","0","6086","0","0"
"0","0","100501","0","0","0","0","0","6088","0","0"
"0","0","107001","0","0","0","0","0","6091","0","0"
"0","0","106501","0","0","0","0","0","6092","0","0"
"0","0","103201","0","0","0","0","0","6094","0","0"
"0","0","106101","0","0","0","0","0","6095","0","0"
"0","0","118001","0","0","0","0","0","6096","0","0"
"0","0","107101","0","0","0","0","107001","6097","0","0"
"0","0","106601","0","0","0","0","0","6100","0","0"
"0","0","104401","0","0","0","0","0","6102","0","0"
"0","0","102001","0","0","0","0","100401","6104","103601","0"
"0","0","102701","0","0","0","0","0","6105","0","0"
"0","0","105801","0","0","0","0","0","6112","0","0"
"0","0","106801","0","0","0","0","0","6114","0","0"
"0","0","106801","0","0","0","0","0","6115","0","0"
"0","0","104401","0","0","0","0","0","6117","0","0"
"0","0","101101","0","0","0","0","0","6132","0","0"
"0","0","102201","0","0","0","0","100601","6135","0","0"
"0","0","104601","0","0","0","0","0","6136","0","0"
