eec27f511cc4bbd6bb27f39601cee4b7e808e25ce766ba7d436ad32c153aeb7e,713b04c5edccd3d1775d990efd3da1722c71a313dec72e8b5b95e19b740c06b6,04fa933ea2820bd77ad8e2111adbaf73b2e671f966cae4b684357174ee5f49c3,788a44dfd32f991936a985713389641b1962d2742922e45dd555cc472f57f98e,32e6bd23ea5d3c277da5f3eaec9003e6951340252a92799e0ff124c5745ad4ea,da52111e52fa6b33ae596c564d3fd27cb270296312b0abb74e1a4b48eaf701df,8c09e4f991722dbeca12a5b087b7817f9b63fe238fa328b7cceeb0a6657f5a5c,e3da978fa2e26d6e7112311fa8af19cea2dad71213c8871a6af0929a5a7ae7f9,4fe5382287fc490448175cdde73e0ef93324c738a1a124bbcc8a07a9bcd497e2,0efbd04f79485acd090f0e11d8b970b8e1a31ab9d6f2ca5c2b2fae38f2aa9d77,ab87344ff86f210d9cc110f1e83935fff6b977fdde859c39b30a1e7d82e5bd1d,46704f3997d8bab29cc0622d04ca530d0a2f03c52ef677bf79d017e11e567364,5131047eba7ac77d45db9e0fca697d974a740a01f9baaec450392c8586e11e80,70f364ede600fadc8e1072c9fd27708cc61ee60ae9f8edf46e08463664d02f2b
"9012","0","61001001","10001","1","0","0","2018/08/28 16:00:00","61001001","挑戰席茲1次（NORMAL、HARD共通）","6008","2018/09/19 15:59:59","601","101"
"9004","0","61001002","10001","10","0","0","2018/08/28 16:00:00","61001002","完成10次活動冒險","6004","2018/09/19 15:59:59","601","102"
"9012","0","61002001","10002","1","0","0","2018/10/03 16:00:00","61002001","挑戰阿爾瑪1次（NORMAL、HARD共通）","6008","2018/10/28 15:59:59","601","101"
"9004","0","61002002","10002","10","0","0","2018/10/03 16:00:00","61002002","完成10次活動冒險","6004","2018/10/28 15:59:59","601","102"
"9012","0","61003001","10003","1","0","0","2018/11/01 15:59:59","61003001","挑戰食屍巨狼1次（NORMAL、HARD共通） ","6008","2018/11/25 15:59:59","601","101"
"9004","0","61003002","10003","10","0","0","2018/11/01 15:59:59","61003002","完成10次活動冒險","6004","2018/11/25 15:59:59","601","102"
"9012","0","61004001","10004","1","0","0","2018/12/01 16:00:00","61004001","挑戰1次天塔帕斯（全難度共通）","6008","2018/12/24 15:59:59","601","101"
"9004","0","61004002","10004","10","0","0","2018/12/01 16:00:00","61004002","完成10次活動冒險","6004","2018/12/24 15:59:59","601","102"
"9012","0","61005001","10005","1","0","0","2019/01/03 16:00:00","61005001","挑戰1次島鯨（全難度共通）","6008","2019/01/25 15:59:59","601","101"
"9004","0","61005002","10005","10","0","0","2019/01/03 16:00:00","61005002","完成10次活動冒險","6004","2019/01/25 15:59:59","601","102"
"9012","0","61006001","10006","1","0","0","2019/02/01 12:00:00","61006001","挑戰1次亡靈鎧甲（全難度共通）","6008","2019/02/22 15:59:59","601","101"
"9004","0","61006002","10006","10","0","0","2019/02/01 12:00:00","61006002","完成10次活動冒險","6004","2019/02/22 15:59:59","601","102"
"9012","0","61007001","10007","1","0","0","2019/03/06 16:00:00","61007001","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","6008","2019/03/28 15:59:59","601","101"
"9004","0","61007002","10007","10","0","0","2019/03/06 16:00:00","61007002","完成10次活動冒險","6004","2019/03/28 15:59:59","601","102"
"9012","0","61008001","10008","1","0","0","2019/04/03 16:00:00","61008001","挑戰 1 次奧拉姆吧（全難易度皆可） ","6008","2019/04/21 15:59:59","601","101"
"9004","0","61008002","10008","10","0","0","2019/04/03 16:00:00","61008002","完成10次活動冒險","6004","2019/04/21 15:59:59","601","102"
"9012","0","61009001","10009","1","0","0","2019/05/02 16:00:00","61009001","挑戰 1 次霧奇吧（全難易度皆可） ","6008","2019/05/19 15:59:59","601","101"
"9004","0","61009002","10009","10","0","0","2019/05/02 16:00:00","61009002","完成10次活動冒險","6004","2019/05/19 15:59:59","601","102"
"9012","0","61010001","10010","1","0","0","2019/06/03 16:00:00","61010001","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","6008","2019/06/21 15:59:59","601","101"
"9004","0","61010002","10010","10","0","0","2019/06/03 16:00:00","61010002","完成10次活動冒險","6004","2019/06/21 15:59:59","601","102"
"9012","0","61011001","10011","1","0","0","2019/07/01 16:00:00","61011001","挑戰 1 次醜陋可愛吧（全難易度共通） ","6008","2019/07/18 15:59:59","601","101"
"9004","0","61011002","10011","10","0","0","2019/07/01 16:00:00","61011002","完成10次活動冒險","6004","2019/07/18 15:59:59","601","102"
"9011","0","61011003","10011","1","0","0","2019/07/01 16:00:00","61011003","打敗 1 次醜陋可愛吧（全難易度共通） ","6008","2019/07/18 15:59:59","601","103"
"9012","0","61012001","10012","1","0","0","2019/07/17 16:00:00","61012001","挑戰 1 次哀嘆之女神吧（全難易度共通） ","6008","2019/08/03 15:59:59","601","101"
"9004","0","61012002","10012","10","0","0","2019/07/17 16:00:00","61012002","完成10次活動冒險","6004","2019/08/03 15:59:59","601","102"
"9012","0","61013001","10013","1","0","0","2019/08/01 16:00:00","61013001","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","6008","2019/08/19 15:59:59","601","101"
"9004","0","61013002","10013","10","0","0","2019/08/01 16:00:00","61013002","完成10次活動冒險","6004","2019/08/19 15:59:59","601","102"
"9012","0","61014001","10014","1","0","0","2019/08/16 16:00:00","61014001","挑戰1次席茲吧（全難易度皆可） ","6008","2019/08/26 15:59:59","601","101"
"9004","0","61014002","10014","10","0","0","2019/08/16 16:00:00","61014002","完成10次活動冒險","6004","2019/08/26 15:59:59","601","102"
"9012","0","61015001","10015","1","0","0","2019/09/03 16:00:00","61015001","挑戰 1 次惡代官吧（全難易度皆可） ","6008","2019/09/18 15:59:59","601","101"
"9004","0","61015002","10015","10","0","0","2019/09/03 16:00:00","61015002","完成10次活動冒險","6004","2019/09/18 15:59:59","601","102"
"9012","0","61016001","10016","1","0","0","2019/09/17 16:00:00","61016001","挑戰1次阿爾瑪吧（全難易度皆可）","6008","2019/09/27 15:59:59","601","101"
"9004","0","61016002","10016","10","0","0","2019/09/17 16:00:00","61016002","完成10次活動冒險","6004","2019/09/27 15:59:59","601","102"
"9012","0","61017001","10017","1","0","0","2019/10/01 16:00:00","61017001","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","6008","2019/10/18 15:59:59","601","101"
"9004","0","61017002","10017","10","0","0","2019/10/01 16:00:00","61017002","完成10次活動冒險","6004","2019/10/18 15:59:59","601","102"
"9012","0","61018001","10018","1","0","0","2019/10/17 16:00:00","61018001","挑戰食屍巨狼1次（全難易度皆可）","6008","2019/10/27 15:59:59","601","101"
"9004","0","61018002","10018","10","0","0","2019/10/17 16:00:00","61018002","完成10次活動冒險","6004","2019/10/27 15:59:59","601","102"
"9012","0","61019001","10019","1","0","0","2019/11/01 16:00:00","61019001","挑戰 1 次雨神大人吧（全難易度皆可）","6008","2019/11/18 15:59:59","601","101"
"9004","0","61019002","10019","10","0","0","2019/11/01 16:00:00","61019002","完成10次活動冒險","6004","2019/11/18 15:59:59","601","102"
"9012","0","61020001","10020","1","0","0","2019/11/17 16:00:00","61020001","挑戰1次天塔帕斯（全難易度皆可）","6008","2019/11/27 15:59:59","601","101"
"9004","0","61020002","10020","10","0","0","2019/11/17 16:00:00","61020002","完成10次活動冒險","6004","2019/11/27 15:59:59","601","102"
"9012","0","61021001","10021","1","0","0","2019/12/02 16:00:00","61021001","挑戰 1 次奄美魔物吧（全難易度皆可）","6008","2019/12/17 15:59:59","601","101"
"9004","0","61021002","10021","10","0","0","2019/12/02 16:00:00","61021002","完成10次活動冒險","6004","2019/12/17 15:59:59","601","102"
"9012","0","61022001","10022","1","0","0","2019/12/17 16:00:00","61022001","挑戰1次島鯨（全難易度皆可）","6008","2019/12/26 15:59:59","601","101"
"9004","0","61022002","10022","10","0","0","2019/12/17 16:00:00","61022002","完成10次活動冒險","6004","2019/12/26 15:59:59","601","102"
"9012","0","61023001","10023","1","0","0","2020/01/02 16:00:00","61023001","挑戰 1 次劇毒曼德拉草吧（全難易度皆可）","6008","2020/01/19 15:59:59","601","101"
"9004","0","61023002","10023","10","0","0","2020/01/02 16:00:00","61023002","完成10次活動冒險","6004","2020/01/19 15:59:59","601","102"
"9012","0","61024001","10024","1","0","0","2020/01/16 16:00:00","61024001","挑戰1次亡靈鎧甲（全難度共通）","6008","2020/01/26 15:59:59","601","101"
"9004","0","61024002","10024","10","0","0","2020/01/16 16:00:00","61024002","完成10次活動冒險","6004","2020/01/26 15:59:59","601","102"
"9012","0","61025001","10025","1","0","0","2020/02/04 16:00:00","61025001","挑戰 1 次幻影男爵吧（全難易度共通） ","6008","2020/02/21 15:59:59","601","101"
"9004","0","61025002","10025","10","0","0","2020/02/04 16:00:00","61025002","完成10次活動冒險","6004","2020/02/21 15:59:59","601","102"
"9012","0","61026001","10026","1","0","0","2020/02/18 16:00:00","61026001","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","6008","2020/02/28 15:59:59","601","101"
"9004","0","61026002","10026","10","0","0","2020/02/18 16:00:00","61026002","完成10次活動冒險","6004","2020/02/28 15:59:59","601","102"
"9012","0","61027001","10027","1","0","0","2020/03/02 16:00:00","61027001","挑戰 1 次似龍生物吧（全難易度共通） ","6008","2020/03/19 15:59:59","601","101"
"9004","0","61027002","10027","10","0","0","2020/03/02 16:00:00","61027002","完成10次活動冒險","6004","2020/03/19 15:59:59","601","102"
"9012","0","61028001","10028","1","0","0","2020/03/16 16:00:00","61028001","挑戰 1 次奧拉姆吧（全難易度皆可） ","6008","2020/03/26 15:59:59","601","101"
"9004","0","61028002","10028","10","0","0","2020/03/16 16:00:00","61028002","完成10次活動冒險","6004","2020/03/26 15:59:59","601","102"
"9012","0","61029001","10029","1","0","0","2020/04/01 16:00:00","61029001","挑戰 1 次復仇者馴鹿吧（全難易度共通） ","6008","2020/04/19 15:59:59","601","101"
"9004","0","61029002","10029","10","0","0","2020/04/01 16:00:00","61029002","完成10次活動冒險","6004","2020/04/19 15:59:59","601","102"
"9012","0","61030001","10030","1","0","0","2020/04/15 16:00:00","61030001","挑戰 1 次霧奇吧（全難易度皆可） ","6008","2020/04/26 15:59:59","601","101"
"9004","0","61030002","10030","10","0","0","2020/04/15 16:00:00","61030002","完成10次活動冒險","6004","2020/04/26 15:59:59","601","102"
"9012","0","61031001","10031","1","0","0","2020/05/05 16:00:00","61031001","挑戰 1 次山神大人吧（全難易度共通） ","6008","2020/05/22 15:59:59","601","101"
"9004","0","61031002","10031","10","0","0","2020/05/05 16:00:00","61031002","完成10次活動冒險","6004","2020/05/22 15:59:59","601","102"
"9012","0","61032001","10032","1","0","0","2020/05/19 16:00:00","61032001","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","6008","2020/05/29 15:59:59","601","101"
