101bfa332f258aabab152af71c34d85fd9c99b8ac5e13888ade7e926c408b60f,86531f902cec5f0fefff95d8a46e8d14d499c3d08a0123c2ea9858145f87d0bb,33e8f4d695c2ade5d0910160b768d0f31d1c7573331634e2d6c4ca220c444d53,9aabccf05bcee4932dfc692b35edc4907d4df4330ccc63ae42fca50f085de7a7,725cd566f3bc12fd6f770502a113dd60e5c401cbc475feaa6fee2b326f1b5f1f,5c1ac628b931159630ba0e4fd56fbe2faa4aee74e9ef83f11c4733ac66cb9409,3778ebd9f00802b8d507e81ebea22e94039ef046ac6199e86d1fa1c306048100,d035c7560b166450c5d7dec6103d082ff9f424ff76a7ee6b1ec10bf99914bba5,27d046ef87b06749b845de926b60a91e7232c678a2de97741bbf760b4a1f3016,3cd3cd55eac07080fb20e4e201e64e28e1c487efa3f7c113e828cee71ddf6537,5cd815cd45af6eefe61ce9d80eb780a80dadd65ad0202204e01979a48e183507,2769548147a0c8542f68d44563fcde064a49461c32f2141ec8cb0893e658364a,c39febeb95feb3bc0e5d4bbe47919cafc43736e15d08daaffff905737d2b74fb,8a10e7116bfbef6a1565d478141bf34b3ea2a15eaca825d59f4d921571a6df09,f885c8f457ca5bd9f1bbf69303671eb98dd3000f27f89ca01f5dd81c4d7fbbb4
"4003001","11002012","4003002","雲霧繚繞的山脈","400","400","200010","10","0","45","31001","501010001","雲海山脈","1","195"
"4003003","11005013","4003004","立於森林深處的一棵大樹","300","300","200020","10","0","30","31002","501010002","密林大樹","1","-110"
"4003005","11007014","4003006","位於斷崖絕壁處的遺跡","200","200","200030","10","0","-190","31003","501010003","斷崖遺跡","1","-570"
"4003007","11011017","4003008","矗立於大海中謎樣的巨塔","100","100","200040","10","0","-30","31004","501010004","蒼海孤塔","1","750"
"4003009","11014014","4003010","受瘴氣籠罩的暗闇孤峰","100","100","200050","10","0","20","31005","501010005","毒瘴闇稜","1","465"
"4003011","11026014","4003012","佇立於山頂的龍之寢床","100","100","200060","10","0","90","31006","501010006","綠龍骸嶺","1","360"
"4003013","11035014","4003014","天空守衛靜靜沉眠的聖城","100","100","200070","10","0","90","31007","501010007","天上浮游城","1","130"
"4003017","11047014","4003018","沙之大瀑布墜落盡頭的都市","100","100","200080","10","0","120","31008","501010008","砂瀑底都","1","-50"
"4003019","11057014","4003020","聳立於蔚藍海底的海王城寨","100","100","200090","10","0","70","31009","501010009","蔚藍王寨","1","-360"
"4003021","11062014","4003022","四季繽紛的靈狐仙境","100","0","0","10","0","0","31010","501010010","四彩的靈峰","1","0"
"4003015","0","4003016","挑戰完成期間限定地下城","100","100","0","10","31006","0","32001","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32002","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32003","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32004","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32005","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32006","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32007","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32008","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32009","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32010","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32011","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32012","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32013","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32014","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32015","0","特殊地下城","1","0"
"0","0","0","挑戰完成期間限定地下城","100","100","0","10","31006","0","32016","0","特殊地下城","1","0"
