f630f13d8bd19855d08b767f345e45e6ad7a96e9c33e6f35f5edb4833d41ff8e,760db61328a8f99ba71c24a1a94f512abe16fcd022786b55f5620023cb900924,abfbbf8b983f7abaaf372c591a9d6bff2677744d1dc6a4ab7f4dd6690be61a5b,4c6a7e18175bd93496268c4948cfafbadb6d43ac308fb3ddeb375798d0f96409,0d55c97730f1840818aaab0720ff94d7ed47d01ca2e961041cd1dfd7156a97e1,022f7d85e2f6c457d751fe70e81cb671c0c4a38990f183253cbf35946742bb41,ee8bee1b5f8d477176e53f2a163cb195ec559a7aa7c0575890b03faa06fdf16d,89619630828a26f372ed10e8c63a10b6097b2bbe99f23708715d302e549a5189,c381746f494e188cd089a36a7ffc0f3c14aa9e56cd509c39495b1e54e3571148,826bd6c0742b89351f4e8a57830592809685aa4cf51303ab370fa80710be509e,40e70edbb4edb000db649e02a871eee4e154def1ee49d52a0c6f29f3d5d04e3e,8b9467cd7362f9c1454b4f101a5846f5ce5967a50f54551bcaf6f2dee56c257b,374284815d8a68130f6e5f4e7d492ebc18767092bac544492c2e0cb7acd4dea8,eaa1cce584badb7f5a173ade4f1c88ea0116647a7832c1196184331d5c4d52f1,05c78b264606e7a3ab15138c85513991eb1633b966bf0250507a601249f85464,d41be0425c77c3d1cb0ea3ee39cb1c63be53d9a380da05d6d1f6eeab8995dde9,1f58f4034aa242c167543696f8253aacb217005aca07f39109654a3497b71356,49822b294eaf5c8397f4aac089ad4cf4a4574b42fe2a9591e4d193e4f0fe22e7,8d4eb2487033404da96faefb5eed923912b94862a13c0b7ac694f0b60842cc06,f160c1f0147b32cbe650e94d1bacfa9bb192fbd629c5d9543f9c5e47e3a64092,f42f47789c5549735e67224bc7e7af9f90b8bd5c984c7cada562887d69345951,326596e07648acd0ee86f5825695dd9b43b77c1eda967b7381c7b047cc91e5fb,ea3b92cab7877a70288b58b6bd729fe792a8e6dc24dedd113a2040e12840925c,59cfba67e7e773a641cba6fed40c6e4e727d2e7437356ce17123dfcbe71d1a77,eba819837a98718395b821d9415a69209d1e2faf36bf255f9b3071411d6469cc,22c8aa2b4372b29df42e6e34488a042e4fa3f2f8eb647c6a8cd90a38750dfd52,93d8b3c5d593962cc1e665cdc2da702a88dcf528d0e0dc091e45184b463d1f25,db39f2b441d56c94a49a66e6e531db39ef1f4d9cb7cff3d389ae24c0a4d1fad5,29aba92ab44bdbf7177cab6ebc3acf1e26103082dd8e87a7bdde04e7c487e31c,82382afaacb9ee51b6b77172ea5cdac9a4bf66bd33973ab0775f36f2ecb9309a,9bf3493bc273aa0b45e8c1b0433165df00a9f2b721c2630efa2d508a61b456aa,f4e2f61de7a5365b78f2a728b0a54abdc03ce97124b1dcb46dec9606a42bee44,9a7fe5266efe4e13d078a06fcdc41f2cc3d99f588ca984aeecbe1e1842b1c7a6,9f32081fc65b83826ffbfb94f4f694f87086aa2b6416a30094cde50b32ef9c66,35cbda1c23a12cf9e02cc186dd4361877ee6a969dd5ccdbf5e73bf32097d9f90,e42757b87e0e8301b4ab24d87ef9d3e663be24ba8a2d8bc3dd4e416d89cb697b,8be66df72c3396bbb35bb693fb891af8e84fbc076538c89fc32500c2c9aa64bc,1f87ce969b282e84da2aa2011cfdb8ec5d6d9f4e503fd6dc3b0ad74fc0654f21,45f830f61ee2e3015a785aeb5d55b3c430c2b57e6185fff178d51b4292c4a2d0,d1a2234cec1b2532561b5aaacd860418f2f95ec86fca4cbca682d1d461229e1b,d490f8aa3699ccf59fd384635b87876e37fff3280dad7a50b3ca2d3fdd74374a,9822bd9f698cb9471a2c0a991afa37222411ef45c298c5293f7bc4a4db1cab1b,b1d43cfe5a591f870829c4e513eb5806b731e6293eb8ba3947af970759d87940
"0","0","0","寶石蜘蛛A","5000","0","50","900","0","0","0","0","0","1","200","0","0","0","0","0","804100111","0","0","900000","900","1","2500","0","0","0","2500","0","200000001","217601","0","0","0","0","0","2500","0","0","0"
"0","0","0","寶石蜘蛛B","5000","0","50","600","0","0","0","0","0","1","200","0","0","0","0","0","804100121","0","0","900000","600","1","2500","0","0","0","2500","0","200000001","217602","0","0","0","0","0","2500","0","0","0"
"0","0","0","寶石蜘蛛C","5000","0","50","300","0","0","0","0","0","1","200","0","0","0","0","0","804100131","0","0","900000","300","1","2500","0","0","0","2500","0","200000001","217603","0","0","0","0","0","2500","0","0","0"
"0","0","0","倭","12000","0","50","700","0","0","0","70","0","1","600","0","0","0","0","0","804100201","0","0","18000000","700","1","2500","0","2500","100","2500","0","300000008","319901","0","0","0","0","0","2500","0","0","0"
"0","0","0","若菜","0","0","50","200","0","0","0","0","0","1","600","0","0","0","0","0","804100211","0","0","14000000","200","1","100","0","0","0","0","0","300000008","319801","0","0","0","0","0","100","0","0","0"
"0","0","0","布武機","10000","0","50","200","0","0","0","130","0","1","600","0","0","0","0","0","804100221","0","0","9000000","200","1","100","0","2500","0","0","0","300000008","319701","0","0","0","0","0","300","0","0","0"
"0","0","0","芙蕾雅","16000","0","50","1200","0","0","0","100","0","1","600","0","0","0","0","0","804100301","16000","0","67000000","1200","1","2500","0","2500","100","2500","0","300000008","321500","0","0","0","0","0","2500","0","0","0"
"0","0","0","飛龍","12000","0","50","500","0","0","0","0","0","1","600","0","0","0","0","0","804100311","0","0","12000000","500","1","2500","0","0","0","2500","0","300000008","217700","0","0","0","0","0","2500","0","0","0"
"30","0","0","阿剌克涅","14000","0","50","600","0","0","0","160","0","1","700","0","0","0","0","0","804100401","16000","2500","80000000","600","1","2500","0","2500","2500","2500","0","300000008","321600","0","0","0","0","0","2500","0","0","0"
"30","0","0","阿剌克涅","14000","0","50","600","0","0","0","110","0","1","700","0","0","0","0","0","804100402","16000","0","80000000","600","1","2500","0","2500","2500","2500","0","300000008","321603","0","0","0","0","0","2500","0","0","0"
"0","0","0","六凶‧魔蜘蛛阿剌克涅","36000","0","50","50000","0","0","0","0","0","1","750","0","0","0","0","0","804100501","50000","0","600000000","50000","1","5000","0","0","0","0","0","300000009","321601","0","0","0","0","0","5000","0","0","0"
"5000","0","0","六凶‧魔蜘蛛阿剌克涅","36000","0","50","1200","0","0","0","130","0","1","750","0","0","0","0","150","804100502","40000","150","600000000","1200","1","5000","0","5000","5000","5000","0","300000009","321602","0","0","0","0","0","5000","0","0","0"
"0","0","0","雪菲","40000","0","50","1000","0","0","0","50","0","1","316","0","0","0","0","0","804100601","0","0","150000","1000","1","0","0","316","0","0","0","900000001","192701","0","0","0","0","0","316","0","1500","0"
