a00417e46192f492c018f2fda7fb3d69a4e25a95fadee519303f452e8c397825,2d88723f4fb9c3131d53d51c0df002cec5cfb63044f5df00f831453a637c5008,e4e1f17f61c1c4d3da10e15ec5621124cd813bfaf54a72b60762a45698f0774c,b41972edd4423f674712e97b88b71ef9e953fafd3cfce4a86a64d7841756741b,bd06c4c4b29fbe59011989c5bf65db15c6c8eff522f3e7367f0644ea0906d3be,d21dd628cd4cea3979fdd534f559ba9c5c114131b9f56af1285e211f00681f7a,9538a59429ed1b9a3aa57ca24ad977e1ad5cd45356e5d928f9ecb71ab492bf8c,c493ed36cf8b24f1bc41c60a4c6ae7dad7fb95b4066463cacb7c37af75b67c91,fb809744d6789e7750af960e2e08bc54b1a8117f10c2b2583beafa422b13300e,0d8fbf1e6b0c6099d5e26d161745c9bd7634ad38a118a34f1244f95e900e4831,f870dfd669e0476453bc70dcac774cb403a3d42db5fa77162b26b5f04d892809,c2773c67fa0d00571bdbc1ac255845df0d0c87d2436cd5c7c521eaf1b61a0227,a9dca21d3b9e5c8b3449df2d622afd1a98e984febd168f6a8b13c7762908df7d,1fb65a888b18d3207145fcea624635e6894dbfd759935ae514d95f2d95aa8b81,347ddc9cc06aeb738de7904d07ddc1edce9e3c9cd0e694c4445ba6308f4f5d76,a08a4b3df5bce650319caa5bddd9b57e728464e784d174faab8d8da4f9293fe8,453a9f49f91eb6603aacd3c83cb4aeac92794e304d7d2425e42c3c46046bcbda,a565c59b3795bdb9780633a777a178c701a11a77e892a859311af6134ed2fd6a
"90013","76010001","bgm_M299","-250","0","-100","0.95","霸瞳皇帝的領域1層","26202","bgm_M299","0.85","102271","0","-100","102271","99011","0","-200"
"90013","76010002","bgm_M299","-250","0","-100","0.95","霸瞳皇帝的領域2層","26202","bgm_M299","0.85","102271","0","-100","102271","99011","0","-200"
"90013","76010003","bgm_M299","-250","0","-100","0.95","霸瞳皇帝的領域3層","26202","bgm_M299","0.85","102271","0","-100","102271","99011","0","-200"
"90013","76010004","bgm_M299","-250","0","-100","0.95","霸瞳皇帝的領域4層","26202","bgm_M299","0.85","102271","0","-100","102271","99011","0","-200"
"90013","76010005","bgm_M299","-250","0","-100","0.95","霸瞳皇帝的領域5層","26202","bgm_M299","0.85","102271","0","-100","102271","99011","0","-200"
"90013","76020001","bgm_M506","0","0","0","1.3","贊恩的領域1層","26202","bgm_M506","1.2","102891","0","-100","102891","99011","0","0"
"90013","76020002","bgm_M506","0","0","0","1.3","贊恩的領域2層","26202","bgm_M506","1.2","102891","0","-100","102891","99011","0","0"
"90013","76020003","bgm_M506","0","0","0","1.3","贊恩的領域3層","26202","bgm_M506","1.2","102891","0","-100","102891","99011","0","0"
"90013","76020004","bgm_M506","0","0","0","1.3","贊恩的領域4層","26202","bgm_M506","1.2","102891","0","-100","102891","99011","0","0"
"90013","76020005","bgm_M506","0","0","0","1.3","贊恩的領域5層","26202","bgm_M506","1.2","102891","0","-100","102891","99011","0","0"
