8df51ccb900335ccc3bf8a35e3f30411c7c410c8c5d28e232585bb78ecacd2a5,2620b955ba454fbc5bd759fd89fba1f7569edaf199aa12a89de18cd8e5311a85,abd099b2c68089755a2a58b3c20eed03aa03ca96ffa57e3fa3ef65d95de9cc4e,6a79b9e0dddc53c1cb0f7bf3892e191df3af6ff19057014f67f6bbdbcf0e01b5,d42b8d92be732237a771d2616b47567116a29d28b8ba3e0eb0d01461d306ce13,419b6fec6c89f1d096fcaf7d7072f3c54e0f4c8e130c367f0beedd06173cd6ab
"0","111011101","1","1","101001","1110111"
"0","111021101","1","1","101002","1110211"
"0","133011101","3","1","301","1330111"
"0","133011201","3","1","301","1330112"
"500","133020101","3","0","302","1330201"
"500","133020201","3","0","302","1330202"
"1","133030101","3","0","303","1330301"
"250","133030201","3","0","303","1330302"
"1","133030301","3","0","303","1330303"
"1","133030401","3","0","303","1330304"
"250","133030501","3","0","303","1330305"
"1","133030601","3","0","303","1330306"
"1000","133040101","3","0","304","1330401"
"1000","133040201","3","0","304","1330402"
"1000","133040301","3","0","304","1330403"
"1000","133040401","3","0","304","1330404"
"0","133051101","3","1","305","1330511"
"0","133051201","3","1","305","1330512"
"1","134010101","3","0","401","1340101"
"1","134010201","3","0","401","1340102"
"0","134021101","3","1","402","1340211"
"0","134021201","3","1","402","1340212"
"1","140010101","4","0","1","1400101"
"1","140010201","4","0","1","1400102"
"10","140010301","4","0","1","1400103"
"0","140020101","4","0","2","1400201"
"0","210000101","1","0","0","2100001"
"0","211030101","1","0","101003","2110301"
"0","221010101","2","0","100001","2210101"
"0","221020101","2","0","100002","2210201"
"0","221030101","2","0","100003","2210301"
"0","221050101","2","0","100005","2210501"
"0","221070101","2","0","100007","2210701"
"0","221080101","2","0","100008","2210801"
"0","221090101","2","0","100009","2210901"
"0","221100101","2","0","100010","2211001"
"0","221110101","2","0","100011","2211101"
"0","221120101","2","0","100012","2211201"
"0","221130101","2","0","100013","2211301"
"0","221140101","2","0","100014","2211401"
"0","221160101","2","0","100016","2211601"
"0","221170101","2","0","100017","2211701"
"0","222020101","1","0","201020","2220201"
"0","222040101","1","0","201040","2220401"
"0","222050101","1","0","201050","2220501"
"0","222060101","1","0","201060","2220601"
"0","222070101","1","0","201070","2220701"
"0","222080101","1","0","201080","2220801"
"0","222090101","1","0","201090","2220901"
"0","222100101","1","0","201100","2221001"
"0","222110101","1","0","201110","2221101"
"0","222130101","1","0","201130","2221301"
"0","222140101","1","0","201140","2221401"
"0","222160101","1","0","201160","2221601"
"0","222180101","1","0","201180","2221801"
"0","222190101","1","0","201190","2221901"
"0","222200101","1","0","201200","2222001"
"0","222210101","1","0","201210","2222101"
"0","222220101","1","0","201220","2222201"
"0","222230101","1","0","201230","2222301"
"0","222240101","1","0","201240","2222401"
"0","222250101","1","0","201250","2222501"
"0","222270101","1","0","201270","2222701"
"0","222280101","1","0","201280","2222801"
"0","222290101","1","0","201290","2222901"
"0","222300101","1","0","201300","2223001"
"0","222320101","1","0","201320","2223201"
"0","222340101","1","0","201340","2223401"
"0","222350101","1","0","201350","2223501"
"0","222360101","1","0","201360","2223601"
"0","222370101","1","0","201370","2223701"
"0","222380101","1","0","201380","2223801"
"0","222390101","1","0","201390","2223901"
"0","222400101","1","0","201400","2224001"
"0","222410101","1","0","201410","2224101"
"0","222430101","1","0","201430","2224301"
"0","222440101","1","0","201440","2224401"
"0","222470101","1","0","201470","2224701"
"0","222480101","1","0","201480","2224801"
"0","222490101","1","0","201490","2224901"
"1000","233010101","3","0","301","2330101"
"1000","233050101","3","0","305","2330501"
"0","234020101","3","0","402","2340201"
"0","234030101","3","0","403","2340301"
"0","240010101","4","0","1","2400101"
"0","310000101","1","0","0","3100001"
"0","310000102","1","0","0","3100002"
"0","311010101","1","0","101001","3110101"
"0","311020101","1","0","101002","3110201"
