21862c41e268e67b5daa042da14dad75860e7dacd820b4ef9787160e020b5319,9c23d6346372b75f4c6cd6caf7e32e3a800bbca061f0daec5f00554f78a973ac,95f4fbf0b719a90d1e2290f62c87d82b9b776fd2b12f8096083a7e2b99bb8950,743b37870cb02a3af567648e77fcef5912fbc6484097f235ac5f981b1d5b6dc2,e3ded5c927d5cb03f4a403b25779bcce9aabf012a0d176047d59ee1c0634244a,aad62c3ee0a62fb1a7b83e32970d09bf2dd06c097d1c152879cff4b15f99d170,25063329cb32dbd03ea2da7bd118388db898bf6ce5935c8f0b0a59adc4adb86c,c70f2882a6befca7d47bd8d5fb64dc599256b26b880d7721adf67e18c1d75762
"0","0","0","610201001","600060001","0","600130001","600090001"
"0","0","0","610201002","600090001","0","600070001","600300101"
"0","0","600230001","610201003","600380001","0","600420001","600050001"
"0","0","0","610201004","600090103","0","600110003","600300003"
"0","0","0","610201005","600120001","0","600390003","600300003"
"0","0","600340003","610201006","600290103","0","600160003","600380102"
"0","0","0","610201007","600370004","0","600440004","600060004"
"0","0","0","610201008","600330002","0","600080004","600210104"
"0","0","600160004","610201009","600270004","0","600420004","600380103"
"0","0","0","610201010","600380009","0","600340010","600320010"
"0","0","0","610201011","600050009","0","600140010","600300010"
"0","0","600130110","610201012","600330008","0","600250010","600290210"
"0","0","0","610201013","600030011","0","600020011","600280011"
"0","0","0","610201014","600210111","0","600280011","600010011"
"0","0","600210111","610201015","600040010","0","600100011","600030011"
"0","0","0","610201016","600060013","0","600130013","600090013"
"0","0","0","610201017","600090013","0","600070013","600300113"
"0","0","600230013","610201018","600380012","0","600420013","600050012"
"0","0","0","610201019","600090114","0","600110014","600300014"
"0","0","0","610201020","600120012","0","600390014","600300014"
"0","0","600340014","610201021","600290114","0","600160014","600380113"
"0","0","0","610201022","600370016","0","600440016","600060016"
"0","0","0","610201023","600330014","0","600080016","600210116"
"0","0","600160016","610201024","600270016","0","600420016","600380115"
"0","0","0","610201025","600380016","0","600340017","600320017"
"0","0","0","610201026","600050016","0","600140017","600300017"
"0","0","600130117","610201027","600330015","0","600250017","600290217"
"0","0","0","610201028","600030019","0","600020019","600280019"
"0","0","0","610201029","600210119","0","600280019","600010019"
"0","0","600210119","610201030","600040018","0","600100019","600030019"
"0","0","0","610201031","600030020","0","600390020","600290120"
"0","0","0","610201032","600060020","0","600300120","600230018"
"0","0","600020020","610201033","600130120","0","600050020","600040020"
"0","0","0","610201034","600090022","0","600110022","600400022"
"0","0","0","610201035","600070022","0","600430022","600090122"
"0","0","600140022","610201036","600120022","0","600420022","600380122"
"0","0","0","610201037","600090023","0","600110023","600400023"
"0","0","0","610201038","600280022","0","600010021","600270023"
"0","0","600150023","610201039","600240023","0","600220023","600380123"
"0","0","0","610201101","610201101","0","0","0"
"0","0","0","610201102","610201201","0","0","0"
"0","0","0","610201103","610201202","0","0","0"
"0","0","0","610201104","610201203","0","0","0"
"0","0","0","610201105","610201301","0","0","0"
"0","0","0","610201106","610201302","0","0","0"
"0","0","0","610201107","610201303","0","0","0"
"0","0","0","610201151","610201151","0","0","0"
"0","0","610201453","610201152","610201251","0","610201452","610201451"
"0","0","0","610201153","610201252","0","0","0"
"0","0","0","610201154","610201253","0","0","0"
"0","0","610201553","610201155","610201351","0","610201552","610201551"
"0","0","0","610201156","610201352","0","0","0"
"0","0","0","610201157","610201353","0","0","0"
"0","0","0","610202101","610202101","0","0","0"
"0","610202404","610202403","610202102","610202201","0","610202402","610202401"
"0","0","0","610202103","610202202","0","0","0"
"0","0","0","610202104","610202203","0","0","0"
"0","610202504","610202503","610202105","610202301","0","610202502","610202501"
"0","0","0","610202106","610202302","0","0","0"
"0","0","0","610202107","610202303","0","0","0"
"0","0","0","610203101","610203101","0","0","0"
"0","610203404","610203403","610203102","610203201","0","610203402","610203401"
"0","0","0","610203103","610203202","0","0","0"
"0","0","0","610203104","610203203","0","0","0"
"0","610203504","610203503","610203105","610203301","0","610203502","610203501"
"0","0","0","610203106","610203302","0","0","0"
"0","0","0","610203107","610203303","0","0","0"
"0","0","0","610204101","610204101","0","0","0"
"0","610204404","610204403","610204102","610204201","0","610204402","610204401"
"0","0","0","610204103","610204202","0","0","0"
"0","0","0","610204104","610204203","0","0","0"
"0","610204504","610204503","610204105","610204301","0","610204502","610204501"
"0","0","0","610204106","610204302","0","0","0"
"0","0","0","610204107","610204303","0","0","0"
"0","0","0","610205101","610205101","0","0","0"
"0","610205404","610205403","610205102","610205201","0","610205402","610205401"
"0","0","0","610205103","610205202","0","0","0"
"0","0","0","610205104","610205203","0","0","0"
"0","610205504","610205503","610205105","610205301","0","610205502","610205501"
"0","0","0","610205106","610205302","0","0","0"
"0","0","0","610205107","610205303","0","0","0"
"0","0","0","610206101","610206101","0","0","0"
"0","610206404","610206403","610206102","610206201","0","610206402","610206401"
"0","610206408","610206407","610206103","610206202","0","610206406","610206405"
"0","0","0","610206104","610206203","0","0","0"
"0","610206504","610206503","610206105","610206301","0","610206502","610206501"
"0","610206508","610206507","610206106","610206302","0","610206506","610206505"
"0","0","0","610206107","610206303","0","0","0"
"0","0","0","610207101","610207101","0","0","0"
"0","610207404","610207403","610207102","610207201","0","610207402","610207401"
"0","0","0","610207103","610207202","0","0","0"
"0","0","0","610207104","610207203","0","0","0"
"0","610207504","610207503","610207105","610207301","0","610207502","610207501"
"0","0","0","610207106","610207302","0","0","0"
"0","0","0","610207107","610207303","0","0","0"
"0","0","0","610208101","610208101","0","0","0"
"0","0","0","610208102","610208201","0","610208402","610208401"
"0","0","0","610208103","610208202","0","0","0"
"0","0","0","610208104","610208203","0","0","0"
"0","0","0","610208105","610208301","0","610208502","610208501"
"0","0","0","610208106","610208302","0","0","0"
"0","0","0","610208107","610208303","0","0","0"
"0","0","0","610209101","610209101","0","0","0"
"0","610209404","610209403","610209102","610209201","0","610209402","610209401"
"0","0","0","610209103","610209202","0","0","0"
"0","0","0","610209104","610209203","0","0","0"
"0","610209504","610209503","610209105","610209301","0","610209502","610209501"
"0","0","0","610209106","610209302","0","0","0"
"0","0","0","610209107","610209303","0","0","0"
"0","0","0","610210101","610210101","0","0","0"
"0","610210404","610210403","610210102","610210201","0","610210402","610210401"
"0","0","0","610210103","610210202","0","0","0"
"0","0","0","610210104","610210203","0","0","0"
"0","610210504","610210503","610210105","610210301","0","610210502","610210501"
"0","0","0","610210106","610210302","0","0","0"
"0","0","0","610210107","610210303","0","0","0"
"0","0","0","610211101","610211101","0","0","0"
"0","610211404","610211403","610211102","610211201","0","610211402","610211401"
"0","0","0","610211103","610211202","0","0","0"
"0","0","0","610211104","610211203","0","0","0"
"0","610211504","610211503","610211105","610211301","0","610211502","610211501"
"0","0","0","610211106","610211302","0","0","0"
"0","0","0","610211107","610211303","0","0","0"
"0","0","0","610212101","610212101","0","0","0"
"0","0","610212403","610212102","610212201","0","610212402","610212401"
"0","0","0","610212103","610212202","0","0","0"
"0","0","0","610212104","610212203","0","0","0"
"0","0","610212503","610212105","610212301","0","610212502","610212501"
"0","0","0","610212106","610212302","0","0","0"
"0","0","0","610212107","610212303","0","0","0"
"0","0","0","610213101","610213101","0","0","0"
"0","610213404","610213403","610213102","610213201","0","610213402","610213401"
"0","0","0","610213103","610213204","0","0","0"
"0","0","0","610213104","610213207","0","0","0"
"0","610213504","610213503","610213105","610213301","0","610213502","610213501"
"0","0","0","610213106","610213304","0","0","0"
"0","0","0","610213107","610213307","0","0","0"
"0","0","0","610213151","610213151","0","0","0"
"0","610213454","610213453","610213152","610213251","0","610213452","610213451"
"0","0","0","610213153","610213252","0","0","0"
"0","0","0","610213154","610213253","0","0","0"
"0","610213554","610213553","610213155","610213351","0","610213552","610213551"
"0","0","0","610213156","610213352","0","0","0"
"0","0","0","610213157","610213353","0","0","0"
"0","0","0","610214101","610214101","0","0","0"
"0","610214404","610214403","610214102","610214201","0","610214402","610214401"
"0","610214408","610214407","610214103","610214202","0","610214406","610214405"
"0","0","0","610214104","610214203","0","0","0"
"0","610214504","610214503","610214105","610214301","0","610214502","610214501"
"0","610214508","610214507","610214106","610214302","0","610214506","610214505"
"0","0","0","610214107","610214303","0","0","0"
"0","0","0","610215101","610215101","0","0","0"
"0","610215404","610215403","610215102","610215201","0","610215402","610215401"
"0","0","610215407","610215103","610215202","0","610215406","610215405"
"0","0","0","610215104","610215203","0","0","0"
"0","610215504","610215503","610215105","610215301","0","610215502","610215501"
"0","0","610215507","610215106","610215302","0","610215506","610215505"
"0","0","0","610215107","610215303","0","0","0"
