840b5064323bc994f950f8429737798d6ef9d53f3f3f84bbd84db0ad0ccc16bc,59b779335dab47859d08acf2c12730b0917819fe687b17883e9e48adc652f8d3,907487a7ba6487274c6f88f373ac2a015a3a235da640f7abc8fafb124cab3508,83edb02e12f6730ef0e7ceadc9c37cdae4b4176cde2399a04a8be60b977e9cec,61cb41ee4fedf40793282ed489ffb719f631a904855caf5bbbef221bb9573d15,8355cd44d39aadb75b6f09e2ee1ee433a7cb7e079c4b4c528bbed391e94e48fa,7a8df7f4e85e2a770bb78a21ac4eb4b9c35b7993e362ccc2049f84b38ab7776d,ff498c55c0375bc79cb5e8f265f5f4980657a3979a1c8bb52fb6a6172637684e,b6f6b7cfbce9305439bb19e0c25e4560aadbaccbb16b46286d9d9665ddc19285,603cb11f5c3a6a3962908e8754104119858780c663b52e5812f06f4971601631,43b4bf80c2125c8583c6c11cfa171513588f7972ce52e05b8c679888a52aa814,5cd5ea95c01f6a0c148873f690082c8bc571547f0a12a93a456aa3b577323cfa,c53053ae8427e2afc7eed13f4d8d5038d8e8b2c865a49cc4bb29dc491762ce74,74bf76a5d871f6d9e6f7335b821f249dc4d793d89d60122cbd76f8b7533ea5ef,988afb0e153c73274d0d0baa5a22af062cb430ceb1ea31708a7b3bd50df3a915,f78e55fc452957f71698b7364e7f105b87aef27fa245bd0f5f3580c9eb9f51c7,4c49fee34fcc7059af2417df7bc5958d2d62c14973cf9138edfb078a2b7eedc1,77e21baabca79acec4b25855e44e7286af76e2c497df604e7537bafe47b99c2a,76b8fbb7969e20818da78fc292e508922ed4ff05f3d3add4bfa47633d8ae780b
"0","0","0","0","1","100101","0","10","16","0","0","75","2","0","0","1","0","0","65"
"0","0","0","0","3","100101","0","30","68","0","0","125","3","0","0","2","0","0","185"
"0","0","0","0","7","100101","0","60","158","0","0","260","4","0","0","4","0","3","420"
"0","0","0","0","12","100101","0","100","293","0","0","420","5","0","0","7","0","7","810"
"0","0","3","0","17","100101","0","130","486","0","0","630","6","0","0","11","0","11","1340"
"0","0","6","0","26","100101","0","155","731","0","0","1235","7","0","0","15","0","17","1660"
"0","9","9","0","35","100101","0","180","1030","10","0","1795","8","0","0","15","0","24","2290"
"0","23","9","0","46","100101","0","205","1459","40","0","1795","9","0","5","16","0","27","2540"
"0","37","9","10","51","100101","0","205","1941","100","0","1795","10","0","10","16","0","35","2740"
"0","37","9","20","55","100101","3","205","2439","158","0","1795","11","0","15","16","0","44","3100"
"0","37","9","20","66","100101","36","205","2871","198","0","2045","12","0","15","18","0","46","3470"
"0","37","9","20","79","100101","56","230","3345","251","0","2045","13","0","15","18","0","54","3720"
"0","37","9","20","97","100101","56","255","3840","328","0","2045","14","0","15","20","0","68","3880"
"0","37","9","20","111","100101","56","255","4412","448","0","2045","15","0","15","20","0","82","3880"
"0","37","9","20","124","100101","59","255","5015","586","0","2045","16","0","15","20","0","94","3880"
"0","37","9","20","142","100101","62","255","5656","711","0","2045","17","0","15","20","0","103","3930"
"0","37","9","20","157","100101","62","255","6351","856","0","2045","18","0","15","20","0","119","3980"
"0","37","9","20","173","100101","62","255","7154","984","0","2045","19","0","15","20","0","135","4075"
"0","37","9","20","203","100101","62","255","8017","1065","0","2045","20","0","15","20","0","147","4270"
"0","37","9","20","232","100101","62","255","8971","1160","0","2045","21","0","15","20","0","157","4580"
"0","37","9","20","259","100101","62","255","10078","1262","0","2045","22","0","15","20","0","176","4790"
"0","37","9","20","287","100101","62","255","11352","1343","0","2045","23","0","15","20","0","199","4880"
"0","37","9","20","308","100101","62","255","12783","1416","0","2045","24","0","15","20","0","221","4970"
"0","37","9","20","331","100101","62","255","14334","1471","0","2045","25","0","15","20","0","247","5230"
"0","37","9","20","359","100101","62","255","15835","1495","0","2045","26","0","15","20","0","280","6835"
"0","37","9","20","387","100101","62","255","17449","1513","0","2045","27","0","15","20","0","313","8440"
