e67a25aefa8c1807d63ccad8fd589d6a7004bb8fb9b7adb41a3ed3916fb971ed,ada04f3bc06f86ce3c14e30266c22081da1a7db2209c4a0dc97d842205e1e50d,b1f3b86e92421f7f5b71c61e463818afb1a9372cff81a96fca102663623b5e60,f4539548eb213ad05cd4ab06fcedcf61aba088217e8a7c87cde576e016d81cb0,b7a805225be772ce99aaf7f5939c1afd01c2a58312bd0f13c3c0bf82133d9e8e,f184232b4102f1c12ea2665fc8627a8095b9262a7d1ff1b8d4b8ddae92a8e967,e429971abe8954d6f6d3b0d8a99d39017bb16e108bc4da62318e111f79187afc,0dacf0d992d47dce5a26970f36fd2826433443562b755b8ebf6cd90cc0ac0899,104f0658c941e3857c673be7a3fa4d9b987bec6d26dcbe582fb43d3858be2217,0d72111c74e97936087bb89226dc0c09d879e368b476b958a806c3a43f398bf2,ffd10984c796d77e9681b876d4b94c6192864e6a69a1dd75221baf1b819f8591,cd0e387935f2a02dd99a061ac1caa7c43a2b5f780745b2a9a372e7f0531793a2,42e8e1fbec3414a3c4b7662e8748d5b6d96c0a6f420e7f7e8cc5b0dc70614086,bcd64e3ae8e5c14db9b7669c7e00a4cbc34f407eeb5932a9812da2ef5541742f
"0","401","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24001","綾音","102301","2","10046","0","0","24","太棒了，噗吉！\n這樣就能當\n哥哥他們的榜樣了！"
"0","402","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24002","綾音","102301","1","10046","0","2.21","24","我們贏了！\n有噗吉和我在一起，\n不管來了怎麼樣的球，\n我都會打出全壘打的！"
"0","403","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24003","綾音","102301","2","10046","0","0","24","好耶好耶！\n哥哥你有看見嗎？\n我有好好努力喔！"
"0","701","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24004","旭","192201","2","10046","0","1.99","24","特訓好像有成果了！\n照著這個步調繼續練習，\n持續進步下去吧！"
"0","702","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24005","旭","192201","1","10046","0","2.21","24","很好，感覺很棒！\n看樣子我應該能夠好好地\n盡到隊長的職責。"
"0","703","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24006","旭","192201","2","10046","0","3.33","24","比賽將近，\n我似乎有抓到感覺了！\n一口氣邁向全國大賽吧！"
"0","801","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24007","社員3","192301","2","10046","0","0","24","這點程度輕鬆得很，\n畢竟我們可是\n以全國大賽為目標啊。"
"0","802","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24008","社員3","192301","1","10046","0","2.68","24","我也算是\n沙灘棒球選手啊，\n不管什麼球來了，\n我都會把它打飛到觀眾席去的。"
"0","803","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24009","社員3","192301","2","10046","0","0","24","感覺很不錯，\n這樣比賽時應該也能好好活躍，\n我要大肆表現一番！"
"0","501","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24010","","192501","1","10046","0","0","24","太好了！"
