b4334de78565ea1458cd176cacd1469d489f7066e2cf797904d5bb30e7c1fa30,97ed277dd44ce950df19c5da190b601a4940c2aa713c79daf0840da9145c96e0,a176e7842f5744e831f522e9036bbcdb9d0f699d883cbcf48e672e5837cd6c1c,d7234051f4f9a0183e565caaad02fc786395fb2c4b670327cf6f1f5093d49a99,03e37db56815c771918da9ba4758938084f463a2cad4ffe4277f3e4e781f20e3,6e1680d8bae5dfba6395ed683cc9221cc58bc9390cf53c2d2d9abeec55197c7e,2469d364b0546ec2f3e9b039c9ba31bf9618e567ad98e6b4034105837808eb39,8b73de67d3d02353f704a91e7ee0214754ac49e8fd0f994ae0be2bcbca8324fe,e6033a7557cb645a31d48ea567572b11697c13b5d663e0e79befb5b34adcd56b,46c59a800bddee7204ac9a0f62dfecd318971a047474ae3ad0d2aa5f43fc9eeb,774db97149792bdd2d4b3b6a108de3d9eb92320b33bcb28ac6a52edf5f743b1a,73e1cb8c8658fdc585fdec8e5c99f7be8f29a173e30d1b7671caced59a9b7281,c347d68123f7262fb58354058240bca90e92177e72ada7922f6d5341f2a62702,d160bb07b364e915ff9d4d888de786c13f0ba007b7e3d5a7bea32139ed79d40f,80cdcd1089a4d33309fb97b71d0d9aad086b06b6027dac7df84ee6a8b921184d,07078984e8947c3742b1042a395172ef425c8775fdbe41b0bd7cf74a4cedd6f0,5f7daaeeb33cb5c37e3fbefa4877f25fbd58cd81f3f8bf7609961dc0272903bf,88c8e9491e7239b1434acd6e0772b5455d5d653bcf1a8ad3427f8a67cd8919be,1b87a993d163aa3d926cf26c9e41f0900474b097df3ea522aefe83ea157b9455,297e12ab9f7a13faf47c8d33a54bb0ddc552f883ec8819c9b94fe14a55a498ff,28f45009950de77a2537e3608f2cd868feb2a20a86b9f7a6a35031e7df170542,2adc318833cde1f555171b77f262c54ee0a13d65b172a7c08cdb429bf851693c,cc7955568c755a31539f2af7a6140d87c38c24bed738df21c0954bac70e8ad03,41df8d04fe7edc9ed241e4366eb81c3c9a342c382ea430844a050ad7280af267,50b4f23de9202d547771570054019f6e274ea1ce6330362ef2a074c06f769b79,634f2a8a2d863535d2cda0dca466478230745df5811a0e7f742222b81bc60e91
"0","bgm_MC022","90","105630103","105630104","105630105","0","103171","150630011","","0","0","","105630101","0","","0","0","0","0","1","bgm_MC022","","105630102","15063001","0"
"0","bgm_MC022","90","105630203","105630204","105630205","0","103171","150630021","","0","0","","105630201","0","","0","0","0","0","1","bgm_MC022","","105630202","15063002","0"
"0","bgm_MC022","90","105630303","105630304","105630305","0","103201","150630031","","0","0","","105630301","0","","0","0","0","0","1","bgm_MC022","","105630302","15063003","0"
"0","bgm_MC022","90","105630403","105630404","105630405","0","103201","150630041","","0","0","","105630401","0","","0","0","0","0","1","bgm_MC022","","105630402","15063004","0"
"0","bgm_MC022","90","105630503","105630504","105630505","0","103171","150630051","","0","0","","105630501","0","","0","0","0","0","1","bgm_MC022","","105630502","15063005","0"
"0","bgm_MC022","90","105630603","105630604","105630605","0","103201","150630061","","0","0","","105630601","0","","0","0","0","0","1","bgm_MC022","","105630602","15063006","0"
"0","bgm_MC022","90","105630703","105630704","105630705","0","103201","150630071","","0","0","","105630701","0","","0","0","0","0","1","bgm_MC022","","105630702","15063007","0"
"0","bgm_MC022","90","105640103","105640104","105640105","0","103201","150640011","","0","0","","105640101","0","","0","0","0","0","1","bgm_MC022","","105640102","15064001","0"
"0","bgm_MC022","90","105640203","105640204","105640205","0","103171","150640021","","0","0","","105640201","0","","0","0","0","0","1","bgm_MC022","","105640202","15064002","0"
"0","bgm_MC022","90","0","0","0","0","103171","150640031","","0","0","","105640301","0","","0","0","0","0","1","bgm_MC022","","105640302","15064003","0"
"0","bgm_MC022","90","105640403","105640405","105640404","0","103171","150640041","","0","0","","105640401","0","","0","0","0","0","1","bgm_MC022","","105640402","15064004","0"
"0","bgm_MC022","90","105640503","105640504","105640505","0","103171","150640051","","0","0","","105640501","0","","0","0","0","0","1","bgm_MC022","","105640502","15064005","0"
"0","bgm_MC022","90","105640602","0","0","0","103201","150640061","","0","0","","105640603","0","","0","0","0","0","1","bgm_MC022","","105640601","15064006","0"
"0","bgm_MC022","90","105650103","105650104","105650105","0","103171","150650011","","0","0","","105650101","0","","0","0","0","0","1","bgm_MC022","","105650102","15065001","0"
"0","bgm_MC022","90","105650203","105650204","105650205","0","103171","150650021","","0","0","","105650201","0","","0","0","0","0","1","bgm_MC022","","105650202","15065002","0"
"0","bgm_MC022","90","105650303","105650304","105650305","0","103171","150650031","","0","0","","105650301","0","","0","0","0","0","1","bgm_MC022","","105650302","15065003","0"
"0","bgm_MC022","90","105650403","105650404","105650405","0","103171","150650041","","0","0","","105650401","0","","0","0","0","0","1","bgm_MC022","","105650402","15065004","0"
"0","bgm_MC022","90","105650503","105650504","105650505","0","103171","150650051","","0","0","","105650501","0","","0","0","0","0","1","bgm_MC022","","105650502","15065005","0"
"0","bgm_MC022","90","0","0","0","0","103201","150650061","","0","0","","105650602","0","","0","0","0","0","1","bgm_MC022","","105650601","15065006","0"
"0","bgm_MC022","90","105660103","105660104","105660105","0","103171","150660011","","0","0","","105660101","0","","0","0","0","0","1","bgm_MC022","","105660102","15066001","0"
"0","bgm_MC022","90","105660203","105660204","105660205","0","103171","150660021","","0","0","","105660201","0","","0","0","0","0","1","bgm_MC022","","105660202","15066002","0"
"0","bgm_MC081","90","0","0","0","0","103201","150660031","","0","0","","105660301","0","","0","9066158","9066157","0","1","bgm_MC081_Fubuki","","0","15066003","0"
"0","bgm_MC022","90","105660403","105660404","105660405","0","103171","150660041","","0","0","","105660401","0","","0","0","0","0","1","bgm_MC022","","105660402","15066004","0"
