5d0fd1179470c152e8c811cba8ad8ae2e575333ec7a69b6c520d64ed2df191a1,a4ac8c1a7b7cc57ae2676f76da1a6724a41c34d2509ee309b98e33c0f90aaa80,d31024687d5b9a4a27962ebb206d5dc75b159c13d872b8d14e0a528e8d3cb7ed,c8406266df815ab51ffb002c768d8ea709fdaf48e7ac43aa959d1edac50bc22f,9c2e39f51f836610a2306327500f1668d386e82bf71fe38d12b68f263237d703,b8fe86a6ec5c4374bc179c7cc04d14cae1f30e26ed1ad1a1b8c58043f889e0cc,f9471545d9d4566c8ea3266d7f88305ea4922d51cc00d29e1fce56681e3697d7,e9131d897d53d07d1151d1b43c1efab349ce99a57a74a73469bb4a4039d0228e,2cae970e2910d8b6696db4d0aa7c70f7ed7091082ff18d3165c71494575bc809,327b79d61f00a739bbe4c79f36f46e1843621776a4fa88740ac184a7a053ee9b,16dfd975938ef4d296f559e4b43d294d418a7bf318814e9df2c462fb2787e577,98d5e6dfe9faebcd917e2c00f8644aeb407c6636f1d34f33715cca98ec032e1f,804c653345bf376f3bcdc20c6fc8f6878ed2ea37b5931462ec3fe7a41ac9d3b6,61db5cdd41139d3fa7edfaf2d1c5cd97a997a74150b9d53deb7e18ad6ada44be,68c1d3badd934348af527edb697fffb1b2670061f22ad917788cd59554fbc8db,815bc32469b5e9a9fb7fe9b105b22300a580569ca887a4b595e3004952d25be8,e867965ae2e8c53c1e7c3a4b8a651fdd91a9799bf6d599dbd5360e0dd0202bd3,8ddeccb4e61a924efa356e2383c355ac66d045ebb57787b352c4372f4171e935
"91002","1","0","0","0","50","0","8","0","0","0","0","10","1","0","0","0","0"
"91002","2","0","0","0","10","0","8","0","0","0","0","100","11","0","0","0","0"
"91002","3","0","0","0","5","0","8","0","0","0","0","200","101","0","0","0","0"
"91002","4","0","0","0","3","0","8","0","0","0","0","500","201","0","0","0","0"
"91002","5","0","0","0","2","0","8","0","0","0","0","1000","501","0","0","0","0"
"91002","6","0","0","0","2","0","8","0","0","0","0","2000","1001","0","0","0","0"
"91002","7","0","0","0","1","0","8","0","0","0","0","3999","2001","0","0","0","0"
"91002","8","0","0","0","50","0","8","0","0","0","0","4000","4000","0","0","0","0"
"91002","9","0","0","0","50","0","8","0","0","0","0","4100","4100","0","0","0","0"
"91002","10","0","0","0","50","0","8","0","0","0","0","4200","4200","0","0","0","0"
"91002","11","0","0","0","50","0","8","0","0","0","0","4300","4300","0","0","0","0"
"91002","12","0","0","0","50","0","8","0","0","0","0","4400","4400","0","0","0","0"
"91002","13","0","0","0","50","0","8","0","0","0","0","4500","4500","0","0","0","0"
"91002","14","0","0","0","50","0","8","0","0","0","0","4600","4600","0","0","0","0"
"91002","15","0","0","0","50","0","8","0","0","0","0","4700","4700","0","0","0","0"
"91002","16","0","0","0","50","0","8","0","0","0","0","4800","4800","0","0","0","0"
"91002","17","0","0","0","50","0","8","0","0","0","0","4900","4900","0","0","0","0"
"91002","18","0","0","0","50","0","8","0","0","0","0","5000","5000","0","0","0","0"
"91002","19","0","0","0","50","0","8","0","0","0","0","5100","5100","0","0","0","0"
"91002","20","0","0","0","50","0","8","0","0","0","0","5200","5200","0","0","0","0"
"91002","21","0","0","0","50","0","8","0","0","0","0","5300","5300","0","0","0","0"
"91002","22","0","0","0","50","0","8","0","0","0","0","5400","5400","0","0","0","0"
"91002","23","0","0","0","50","0","8","0","0","0","0","5500","5500","0","0","0","0"
"91002","24","0","0","0","50","0","8","0","0","0","0","5600","5600","0","0","0","0"
"91002","25","0","0","0","50","0","8","0","0","0","0","5700","5700","0","0","0","0"
"91002","26","0","0","0","50","0","8","0","0","0","0","5800","5800","0","0","0","0"
"91002","27","0","0","0","50","0","8","0","0","0","0","5900","5900","0","0","0","0"
"91002","28","0","0","0","50","0","8","0","0","0","0","6000","6000","0","0","0","0"
"91002","29","0","0","0","50","0","8","0","0","0","0","6100","6100","0","0","0","0"
"91002","30","0","0","0","50","0","8","0","0","0","0","6200","6200","0","0","0","0"
"91002","31","0","0","0","50","0","8","0","0","0","0","6300","6300","0","0","0","0"
"91002","32","0","0","0","50","0","8","0","0","0","0","6400","6400","0","0","0","0"
"91002","33","0","0","0","50","0","8","0","0","0","0","6500","6500","0","0","0","0"
"91002","34","0","0","0","50","0","8","0","0","0","0","6600","6600","0","0","0","0"
"91002","35","0","0","0","50","0","8","0","0","0","0","6700","6700","0","0","0","0"
"91002","36","0","0","0","50","0","8","0","0","0","0","6800","6800","0","0","0","0"
"91002","37","0","0","0","50","0","8","0","0","0","0","6900","6900","0","0","0","0"
"91002","38","0","0","0","50","0","8","0","0","0","0","7000","7000","0","0","0","0"
"91002","39","0","0","0","50","0","8","0","0","0","0","7100","7100","0","0","0","0"
"91002","40","0","0","0","50","0","8","0","0","0","0","7200","7200","0","0","0","0"
"91002","41","0","0","0","50","0","8","0","0","0","0","7300","7300","0","0","0","0"
"91002","42","0","0","0","50","0","8","0","0","0","0","7400","7400","0","0","0","0"
"91002","43","0","0","0","50","0","8","0","0","0","0","7500","7500","0","0","0","0"
"91002","44","0","0","0","50","0","8","0","0","0","0","7600","7600","0","0","0","0"
"91002","45","0","0","0","50","0","8","0","0","0","0","7700","7700","0","0","0","0"
"91002","46","0","0","0","50","0","8","0","0","0","0","7800","7800","0","0","0","0"
"91002","47","0","0","0","50","0","8","0","0","0","0","7900","7900","0","0","0","0"
