ae55a51fb0e1a212aec9adc47aee9fa3938bb5cd6ce4b8bd94c83b45d0a4f2f0,05330e3c8a5208abb747af16637d30d7c4ff8274c8173db0c562e1e0ccf80ff0,4ccf8ee788eade76b60ec97b99f60771aa0f13031a66151ae7b346aa8efc5340,a303ea7c7dca5f8864e5e2cc0a348d800b3bc1fc257bc5b3b8d8defddad7e5c1,e1a0fa51383d782e09582787d67579ad791ab642733fd127522c3e7f8cebf8b6,8be550d5b7efbb35d88bb1bcb827df5938a2ebde9ffdfeca0b175a4d900f369a,6e546b27cc5d8f13af5e0430cc14524aec59c018c79152228b23cb49c2b24f7f,c903eba0440dfa4999d2c6ccc62dfbe308b21a0f97f362c3a55dfd212b086488,579947bdf85a00bd3f71accfdefe4fffdb34753224051d393ebaf6c9f515bc62,80068bc88a88395222645bcc1ee860bfe50c9fd0840e3810c0cfdd320c1c6f11,8ba463ddb62d4f7053338846e4d428b2a612db9f2db78c0c9fb5961d3f1cefe4,12b09a52e32827cb03328c493811f7716aaf53d914012876252bbc9a5941fbc3,8bd389054a4a09531db71862a54cc4b21ca3919e3ca6dca9a53bfeb12eadc564,f07250ec4e34b328736e02f6ba5d84474301b3508ed15a998187fb55cdf9157f,5562823bc4b792d8475838260fea8a4f617c3a23b9b6fad0e02efbe85982d41c,5f6d92e73c2c6d3e6741810bddc48b20e71dd2a39fce494da90127408f5c3c3a,d549bc43aad0f6aec8fc40baf557ae90b4a8f735c8e0ba48adc1dcf524daff1a,22d493a50bb4b0ea058e8ddf7b5dd3f45ba42063fddcb4264413b90827eb6653,5de013e98a9e901dea57bd6d8b21929f253f06470a01533e3b99e745a2bb8105,f92dbd5caa113e4761b32f1f3b2da5a4a6b3c1d7bab199282d3aa438be3c7b0d,060a25516340a9ce8901063086d6e1b5337e849bb478ab501911430d7aacd5e5,afe167ac194be22f90c7beeb3f4e346ee0bf2ab3e496b52ba46e4a71d7a072db,c8704d65066b4a0eaf1097a2aeb72b50f0ce036c03682d35631c4310aeb9a531,171c402114a736c1beb7ecc836b0f7b75f9c3893d225ab70ab22d9b0d7611273,d873d2b8e56987f463651affaa9ae0ab4f2a4a604d246db0360f5cf75461f614,71e0e344c9856b711cd3402430290c7547865e26ffb016924a571d4149dda52e,c0797cd61bf6c9d28178e6795f189e69ebe03a0df5d0fb2d0ea7edcaa74245b5,615dffd78b0ec7da033370635d4497f086854b8195667b758adcbd07abc0fdf4,d394d5565778b8ac0bb2be2dd18b7a074dd1d3cc974575567711881b178dd0ee,987c6a6189fe3490284811137f7532e32d4e34fbcc830debdd9407afb767a3e8,833bb198cf8df68ffb9e232b9997a925e6e3062a2059f4b51d26680f5b92dfdf,5dfa41b21c3090f7c3b8e95426ce19a4894385c4998a94c4b9bb50431f4af2cc,e68ce9cfcc1580d73b9b6a34b4f003f80f395a5d42b26696e6e2d1cd1bbefddd,719b7d8362a05d613e1f3507d800b7737c3862cf9567bf055d0d2d3f5f406ded,af25dba0dbe1f4c6307347fa647415f8cbc3316466e1594a3bcc42a5ab7e53e4,c703ad4b36e10ddb7c8eb9ea046c998d11edbdd04a02aff6b10033fcab85c0c1,900c858778ffa662005a868d62aa090a850726b1122b9fb1ccd4ad10061d4619,171ddae2873b844181a92f3b1babd15e3d1c3c80eda001749f34d0014160b31b,d1b158aa1efaefa69890f9742657e016dcfda358f9172b6853a62b010b1a0c51,ee22ad80d3b12905297228516932fbc3e6cc08538d471865799d71b903dc1a9a,07266a2fa3a16ae1f05ab7590ebe918680f7d7d78e6216ab8bfaf48d5f7d697d,ab4596c7768925fefbd6d3e4c031eec1b65c63f26f945dd15f1b9da4a34adddd,fa3e3992b83b29b0863408ab2d95613d2852fbade34d22094693fc628d9015ec,9ce6f332d84bc5e2deff10f5cf209e8ed16a1fb493ec3c4a3ccf7b902266e420,906242966b4b27419e966cae8823bae7803b294a663f2f1bb248ca955bbd4b2d,dd73caebed24d30b4018d49ecbab1943b5bae02c0af01d53ed0f98707f4e46c4,20d3913f5f39414c9202fc0a492a49e3b4f47db03fa45fb600b298908a1770fc,d8fc73eca191afbf6a00b2ad4ba27580a859a96c94ea765c040ba3e5e41fb727,11be9e00c89ccc1a3e86127bd6bdfeb500f31f97f94b01978228c502fdaa822b,5257306cf2e0eed57e71504c3823dfd8ed9906adaad98caf8a606456561dd8a6,a942aa0a8932f2520543d14f55ef6e2b6e399d7dc18592df8cdbf9e080326c12,bdf7f2b449d303acc3e77af846d912b43d67b44c553f166af57cf6be9f90975b,a414a08d13dacec2cdfd9118765adbbbb3d0ab9b837abea4f9e9ca49d5402836
"6","101281","100022","0","0","bgm_M06","110010011","101010102","0","bgm_M06","0","110010011","bgm_M06","110010013","-20","0","朱諾平原 1-1","0","100022","8","0","100023","90","0","101010103","bgm_M06","0","0","101581","2030/12/31 14:59:59","1","11001001","-500","6","100021","11001","0","0","211001000","96","0","bgm_M06","101011","0","0","110010012","bgm_M06","0","100050","0","2015/12/17 15:00:00","0","101010104"
"8","101521","100062","0","0","bgm_M06","110010021","101010203","0","bgm_M06","0","110010021","bgm_M06","110010023","30","0","朱諾平原 1-2","0","100062","8","0","100063","90","0","101010203","bgm_M06","0","0","101551","2030/12/31 14:59:59","1","11001002","-330","8","100061","11001","0","0","211001000","120","0","bgm_M06","101251","0","0","110010022","bgm_M06","0","100010","0","2015/12/17 15:00:00","101010202","101010202"
"8","101431","100068","0","0","bgm_M06","110010031","101010303","0","bgm_M06","0","110010031","bgm_M06","110010033","-100","0","朱諾平原 1-3","0","100068","8","0","100069","90","0","101010303","bgm_M06","0","0","101611","2030/12/31 14:59:59","1","11001003","-220","8","100067","11001","0","0","211001000","120","0","bgm_M06","101161","0","0","110010032","bgm_M06","0","100010","0","2015/12/17 15:00:00","0","101010304"
"8","101371","100112","0","0","bgm_M06","110010041","101010402","0","bgm_M06","0","110010041","bgm_M06","110010043","30","0","朱諾平原 1-4","0","100112","8","0","100113","90","0","101010403","bgm_M06","0","0","101551","2030/12/31 14:59:59","1","11001004","-135","8","100111","11001","0","0","211001000","120","0","bgm_M06","101101","0","0","110010042","bgm_M06","0","100050","0","2015/12/17 15:00:00","0","101010404"
"8","101521","100073","0","0","bgm_M06","110010051","101010504","0","bgm_M06","0","110010051","bgm_M06","110010053","-75","0","朱諾平原 1-5","0","100073","8","0","100074","90","0","101010504","bgm_M06","0","0","101011","2030/12/31 14:59:59","1","11001005","-43","8","100072","11001","0","0","211001000","120","0","bgm_M06","101161","0","0","110010052","bgm_M06","0","100010","0","2015/12/17 15:00:00","101010505","101010503"
"8","101431","100112","0","0","bgm_M06","110010061","101010601","0","bgm_M06","0","110010061","bgm_M06","110010063","-101","0","朱諾平原 1-6","0","100112","8","0","100113","90","0","101010605","bgm_M06","0","0","101401","2030/12/31 14:59:59","1","11001006","100","8","100111","11001","0","0","211001000","120","0","bgm_M06","101071","0","0","110010062","bgm_M06","0","100050","0","2015/12/17 15:00:00","0","101010606"
"8","101251","100112","0","0","bgm_M06","110010071","101010705","0","bgm_M06","0","110010071","bgm_M06","110010073","-48","0","朱諾平原 1-7","0","100112","8","0","100113","90","0","101010705","bgm_M06","0","0","101611","2030/12/31 14:59:59","1","11001007","227","8","100111","11001","0","0","211001000","120","0","bgm_M06","101191","0","0","110010072","bgm_M06","0","100050","0","2015/12/17 15:00:00","101010704","101010706"
"8","101281","100078","0","0","bgm_M06","110010081","101010804","0","bgm_M06","0","110010081","bgm_M06","110010083","70","0","朱諾平原 1-8","0","100078","8","0","100079","90","0","101010804","bgm_M06","0","0","122311","2030/12/31 14:59:59","1","11001008","188","8","100077","11001","0","0","211001000","120","0","bgm_M06","101101","0","0","110010082","bgm_M06","0","100010","0","2015/12/17 15:00:00","0","101010805"
"8","101551","100015","0","0","bgm_M06","110010091","101010902","0","bgm_M06","0","110010091","bgm_M06","110010093","25","0","朱諾平原 1-9","0","100015","8","0","100016","90","0","101010905","bgm_M06","0","0","122371","2030/12/31 14:59:59","1","11001009","360","8","100014","11001","0","0","211001000","120","0","bgm_M06","101131","0","0","110010092","bgm_M06","0","100020","0","2015/12/17 15:00:00","101010904","101010906"
"8","101401","100358","0","0","bgm_M63","110010101","0","0","bgm_M17_02","0","110010101","bgm_M17","110010103","-120","0","朱諾平原 1-10","9001105","100358","8","0","100359","90","0","0","bgm_M63","0","9001106","102611","2030/12/31 14:59:59","1","11001010","455","8","100357","11001","0","0","211001000","120","0","bgm_M17","101011","0","0","110010102","bgm_M17_02","0","100020","0","2015/12/17 15:00:00","0","101011001"
"8","101191","100032","0","0","bgm_M06","110020011","101020106","0","bgm_M06","0","110020011","bgm_M06","110020013","-200","0","帕拉斯高原 2-1","0","100032","8","0","100033","90","0","101020101","bgm_M06","0","0","101011","2030/12/31 14:59:59","1","11002001","-470","8","100031","11002","0","0","211001000","130","0","bgm_M06","102011","0","0","110020012","bgm_M06","0","100010","0","2015/12/17 15:00:00","0","101020105"
