ba429504613a067dc1a4b09ae838b7ebb375b8f51fc3288a5abe71bee1fbf936,fa940ec48d3fc2fafac95e5f45f3584686b362e371d45cf222a95ebe20a3d7cc,d512cd5ca40184c7f765367e3278cddb6fb252bec98e8b91f4b42168a319cce8,2110e4a425eb56e077ec09cbecec423fa862cdb6fa20bd3074ed16c60d1954d8,47d54c551f4a890e35c247f914ecb1746560ddfbc87424fe17c84a904c0c9156,9ca97300aa74e506b05dd1609f32bdba6336f2d90165d12ca9decfbb4b418872,29b1edeff857c72bca05e93043424eb819c0756bda374e91fe232a10f8faf4c6,c456b751ae795f4a95bffd43aeb8e14812437983c45861845227b4825a8649a4,f12e4fa33617ff4196a0fd0846232c303a40983e1cc2785691cf6b2b12ac9f42,b2ee596ff35c69f5bb6cc2ba5407fdc2adac950af8ea89eb53f329b97896f298,e8d623eac3ec496f006fecdbef267d9e16f7a5fbb386d8b22bf98304b74f02fb,08b91f1e6a4fa996257b542481d9a23055670aec4e8fb0e4228096163ac4f842,7c20f5dec0e956d42f568c57497714aaca0f2c84e0dfb2135c62ed068368216d,8241a9cf1abe9729994f26a7ce3d31c9116e5d7c8a778829047a8c4663389909,871f33e863b0ce3d167912a5bdd581de8f3e44c41c4a8918ac1bae53d61c2613,416eceeff5e99487589ec44503f2f85a13098d48aacc6d816dafcfd2ec3ec804,282e8c59c438bd58465c74795d6ed880328aee51db9cdee6b940666e0550211e,1bbef6f6315df33fcb532597959ca39dbbf1902a0b3a161ca3aa7fa673732daa,8fe2ea939691c2e174fca7c80e9f4413e127edf89295250e95f51b31f513b7e5,13a670bd17ef6f915b99b3f653c5a487bf9eec8d1a3228573322625527807d78,0b6e7aa905d79b0f6e2599d2fbd0b3643190b3c1d67e74397e1598da099baced
"0","0","0","1","130011","1300110","4.7","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0.25","0","0","0","130021","1300210","0","2.3","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","0"
"0","0","0","0","130031","1300310","4.75","0","-1","0","0","0","0","0","0","0","2","0","0","0","5.5"
"0","0","0","0","130041","1300410","3.35","0","-1","0","0","0","0","0","0.3","0","2","0","0.1","0","0"
"0","0","0","0","130051","1300510","0","0","-1","0","0","0","0","0","0.45","0","2","0","0.4","0","6.5"
"0","0","0","0","130061","1300610","0","3.6","-1","0","0","0","0","0","0.15","0","2","0","0.15","0","0"
"0","0","0","0","130071","1300710","0","0","300","0","0","0","0.15","0","0.45","0","2","0","0.15","0","11.5"
"0","0","0","0","130071","1300711","0","0","-1","0","0","0","0","0","0.65","0","301","0","0.15","0","11.5"
"0","0","0","0","130081","1300810","0","3.15","-1","0","0","0","0","0","0.2","0","2","0","0.2","0","0"
"0","0","0","0","130091","1300910","0","4.5","-1","0","0","0.5","0","0","0","0","2","0","0","0","0"
"0.25","0","0","0","130101","1301010","0","2.1","-1","0","0","0","0","0","0.3","0","2","0","0.25","0","0"
"0","0","0","1","130111","1301110","4.6","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","90","130112","1301120","500","0","-1","0","0","0","0","0","25","0","1","0","0","0","0"
"0","0","0","0","130121","1301210","0","4.4","-1","0","0","0.5","0","0","0.05","0","2","0","0","0","0"
"0","0","0","0","130131","1301310","0","4.5","-1","0","0","0.75","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130132","1301320","0","0","-1","0","0","0","0","0","50","0","1","0","50","0","830"
"0","0","0","0","130141","1301410","0","3.5","-1","0","0","0","0","0","0.15","0","2","0","0.2","0","0"
"0.15","0","0","0","130151","1301510","0","2.55","-1","0","0","0","0","0","0.15","0","2","0","0.35","0","0"
"0","0","0","0","130161","1301610","4.9","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","130161","1301611","5.4","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","70","130162","1301620","700","0","-1","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","1","130171","1301710","4.7","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130181","1301810","0","4.25","260","0","0","0.5","0","0.05","0","0","2","0","0","0","0"
"0","0","0","0","130181","1301811","0","4.5","-1","0","0","0.5","0","0","0","0","261","0","0","0","0"
"0","0","0","0.75","130201","1302010","4.4","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130211","1302110","0","0","-1","0","0","0","0","0","0.4","0","2","10","0.4","0","5"
"0","0","0","0","130221","1302210","0","4.25","-1","0","0","0.5","0","0","0","0","2","0","0.05","0","0"
"0","0","0","0.6","130231","1302310","2.5","0","-1","0","0","0","0","0","0.3","0","2","0","0.2","0","0"
"0","0","0","0","130251","1302510","0","4.8","-1","0","0","0.5","0","0","0","0","2","0","0","0","0"
"10","0","0","0","130252","1302520","0","800","-1","0","0","0","0","0","10","0","1","0","10","0","0"
"0.5","0","0","0","130261","1302610","3","0","-1","0","0","0","0","0","0.1","0","2","0","0.15","0","0"
"0","0","0","1","130271","1302710","4.25","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","1","130271","1302711","4.75","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130281","1302810","5.25","0","-1","0","0","0","0","0","0","0","2","0","0","0","1.25"
"0","0","0","0","130291","1302910","0","0","300","0","0","0","0.05","0","0.3","0","2","0","0.3","0","15"
"0","0","0","0","130291","1302911","0","0","-1","0","0","0","0","0","0.4","0","301","0","0.3","0","15"
"0","0","0","0.75","130301","1303010","4.75","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130311","1303110","3.2","0","260","0","0","0","0","0.1","0","0","2","0","0","0","12.5"
"0","0","0","0","130311","1303111","3.7","0","-1","0","0","0","0","0","0","0","261","0","0","0","12.5"
"0","0","0","0","130321","1303210","3","0","-1","0","0","0","0","0","0.1","0","2","0","0","0","7.5"
"0","0","0","0","130331","1303310","4.25","0","260","0","0","0","0","0.1","0.05","0","2","0","0.05","0","0"
"0","0","0","0","130331","1303311","4.75","0","-1","0","0","0","0","0","0.05","0","261","0","0.05","0","0"
"0","0","0","70","130332","1303320","700","0","-1","0","0","0","0","0","0","0","1","0","0","0","0"
"0.6","0","0","0","130341","1303410","3.2","0","-1","0","0","0","0","0","0","0","2","0","0.15","0","0"
"0","0","0","0","130361","1303610","0","4.4","-1","0","0","0.9","0","0","0","0","2","0","0","0","0"
"0","0","0","1.2","130371","1303710","3","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.2","130381","1303810","3.75","0","260","0","0","0","0","0.15","0","0","2","0","0","0","0"
"0","0","0","1.2","130381","1303811","4.5","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130401","1304010","3","0","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","0"
"0.3","0","0","0","130421","1304210","0","2.2","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","0"
"0","0","0","0.6","130431","1304310","5","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130441","1304410","0","4","-1","0.05","0","0","0","0","0","0","2","0","0.2","0","0"
"0.6","0","0","0","130451","1304510","0","0","-1","0","0","0","0","0","0.35","0","2","0","0.45","0","0"
"0","0","0","0.25","130461","1304610","3.75","0","-1","0","0","0","0","0","0","0","2","0","0.25","0","0"
"0","0","0","0","130471","1304710","1","0","-1","0","0","0","0","0","0.4","0","2","0","0.45","0","0"
"0","0","0","0","130481","1304810","3.75","0","-1","0","0","0","0","0","0.15","0","2","0","0.15","0","0"
"0.25","0","0","0","130491","1304910","3.2","0","-1","0","0","0","0","0","0.3","0","2","0","0","0","0"
"0","0","0","0","130492","1304920","0","0","-1","0","0","0","0","0","50","0","1","0","50","0","1250"
"0","0","0","0","130501","1305010","0","4.85","-1","0","0","0.4","0","0","0","0","2","0","0","0","0"
"0","0","0","0.25","130511","1305110","4","0","260","0","0","0","0","0.1","0","0","2","0","0","0","5"
"0","0","0","0.25","130511","1305111","4.5","0","-1","0","0","0","0","0","0","0","261","0","0","0","5"
"0","0","0","0","130521","1305210","1.25","0","-1","0","0","0","0","0","0.45","0","2","0","0.35","0","0"
"0","0","0","0.2","130531","1305310","2.6","0","-1","0","0","0","0","0","0.3","0","2","0","0.2","0","0"
"0","0","0","0.2","130541","1305410","2.5","0","-1","0","0","0","0","0","0.3","0","2","0","0.2","0","0"
"0","0","0","0","130551","1305510","0.7","0","-1","0","0","0","0","0","0.45","0","2","0","0.45","0","0"
"0","0","0","0","130561","1305610","1","0","-1","0","0","0","0","0","0.45","0","2","0","0.4","0","0"
"0","0","0","1.1","130571","1305710","4.5","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.1","130571","1305711","4.75","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0.25","0","0","0","130581","1305810","0","0","-1","0","0","0","0","0","0.5","0","2","0","0.45","0","0"
"0","0","0","0","130582","1305820","800","0","-1","0","0","0","0","0","50","0","1","0","40","0","1500"
"0.25","0","0","0","130591","1305910","2.5","0","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","0"
"0","0","0","0","130592","1305920","0","0","-1","0","0","0","0","2","20","0","1","0","20","0","1000"
"0","0","0","0","130601","1306010","0","4.7","-1","0","0","0.5","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130602","1306020","0","400","-1","0","0","0","0","0","20","0","1","0","20","0","1000"
"0","0","0","0.45","130611","1306110","4.95","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","0.45","130611","1306111","5.2","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0.8","130631","1306310","4.75","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.25","130641","1306410","4.3","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.25","130641","1306411","4.55","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","1.55","130651","1306510","4.8","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130661","1306610","3.2","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","0","130661","1306611","3.45","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","2.5","130681","1306810","3.5","0","260","0","0","0","0","0.15","0","0","2","0","0","0","0"
"0","0","0","2.5","130681","1306811","4.25","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130701","1307010","0","4.55","260","0","0","0.7","0","0.05","0","0","2","0","0","0","0"
"0","0","0","0","130701","1307011","0","4.8","-1","0","0","0.7","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130711","1307110","5","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","130711","1307111","5.5","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0.05","1.25","130751","1307510","4","0","260","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.25","130751","1307511","4.4","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0.25","0","0","0","130761","1307610","2.1","0","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","0"
"0","0","0","0","130771","1307710","0","2","-1","0","0","0","0","0","0.3","0","2","0","0.3","0","0"
"0","0","0","0","130772","1307720","0","0","-1","0","0","0","0","0","35","0","1","0","45","0","1000"
"0","0","0","0","130781","1307810","0","4.25","-1","0","0","0.75","0","0","0","0","2","0","0","0","0"
"0","0","0","1.5","130791","1307910","4","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.5","130791","1307911","4.25","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130792","1307920","800","0","-1","0","0","0","0","0","8","0","1","0","8","0","500"
"0","0","0","0","130801","1308010","4.3","0","260","0","0","0","0","0.15","0","0","2","0","0","0","0"
"0","0","0","0","130801","1308011","5.05","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130802","1308020","550","0","-1","0","0","0","0","0","18","0","1","0","18","0","800"
"0","0","0","1.75","130811","1308110","3.75","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.75","130811","1308111","4","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130812","1308120","600","0","-1","0","0","0","0","0","10","0","1","0","10","0","500"
"0","0","0","0.5","130821","1308210","3.3","0","-1","0","0","0","0","0","0.15","0","2","0","0.15","0","0"
"0","0","0","50","130822","1308220","750","0","-1","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0.05","0","130831","1308310","0","3","260","0.05","0","0","0","0","0","0","2","0","0.25","0","0"
"0","0","0","0","130831","1308311","0","3.4","-1","0.05","0","0","0","0","0","0","261","0","0.25","0","0"
"0","0","0","0","130832","1308320","0","500","-1","0","0","0","0","0","15","0","1","0","15","0","1000"
"0","0","0","0","130841","1308410","0","2.3","-1","0","0","0","0","0","0.25","0","2","0","0.25","0","4"
"0","0","0","0","130842","1308420","0","700","-1","0","0","0","0","0","0","0","1","0","0","0","700"
"0","0","0","0","130851","1308510","0","0","-1","0","0","0","0","0","0.5","0","2","0","0.4","0","6.25"
"0","0","0","0","130852","1308520","0","0","-1","0","0","0","0","0","50","0","1","0","50","0","1500"
"0","0","0","0","130861","1308610","4","0","-1","0.05","0","0","0","0","0.15","0","2","0","0","0","2.5"
"0","0","0","125","130862","1308620","500","0","-1","0","0","0","0","0","0","0","1","0","0","0","1000"
"0","0","0.05","1","130871","1308710","4.3","0","260","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1","130871","1308711","4.7","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130881","1308810","0","2.5","260","0","0","0","0","0.05","0","0","2","0","0.25","1.5","0"
