591751b0aea7783d2deb5b958c0cdcb9cff83b3737ecc04e65c316c253c05e62,9ccd7493b25ba257763a320efbb5b4c448938a819f4be403824e248fd6ca0b29,a04b49417e15eb020a71df5730259120266d136cbf2ed8b7ade32115b6f49018,1debaa9c13936af3bbbad75409254bc2cf1db76a5f92397e2edd2b7f7c618018,979ab4a2ffc7e8bdbac291e6709df6521918fcffb6875b4d46cd090f04cc9017,ba58f1bbb69709f8b70142fafbce20a81455c1b058dd43f846ee02aaf1062e4d,8f30888ba4b53ca5ab9a7f9bfa2e616246fdaf76a095ed46825cfed705494db2,1ece293fc5d114972113a790be5ee32a513658251cfa7b6a27a63b1d2203b4f8,92a031022bd55c919322a4d6df7ad041f4539fe36783de33fc8c2e52f7cf642f,b57187e869eecf56e51c96af47514a1fc2d91722e7812c65294634f67a6b06b3,99c14f6e04113e56ce19e4d0f6246404f0747f512119de4b3d26d9ea4d894bd2,02c8acae4bba237f628407ffa21a86595d28e802d1d5f0b950a24fb96b4d500f
"2","0","2030/08/01 14:59:59","20000","隨機 EXP 藥水BOX","0","可獲得隨機的 EXP 藥水。","0","2015/12/17 15:00:00","0","1","6"
"1","0","2030/08/01 14:59:59","20001","小型 EXP 藥水","80","用來強化角色的 Lv，使用後增加 60 的 EXP。","0","2015/12/17 15:00:00","60","999999","1"
"2","0","2030/08/01 14:59:59","20002","普通 EXP 藥水","400","用來強化角色的 Lv，使用後增加 300 的 EXP。","0","2015/12/17 15:00:00","300","999999","1"
"3","0","2030/08/01 14:59:59","20003","高劑量 EXP 藥水","2000","用來強化角色的 Lv，使用後增加 1500 的 EXP。","0","2015/12/17 15:00:00","1500","999999","1"
"4","0","2030/08/01 14:59:59","20004","特級 EXP 藥水","10000","用來強化角色的 Lv，使用後增加 7500 的 EXP。","0","2015/12/17 15:00:00","7500","999999","1"
"5","0","2030/08/01 14:59:59","20005","究極EXP藥水","50000","用來強化角色的 Lv，使用後增加 37500 的 EXP。","0","2015/12/17 15:00:00","37500","999999","1"
"1","0","2030/08/01 14:59:59","21001","優花梨（聖誕節）專用水晶球 / Lv180","0","優花梨（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/04/01 16:00:00","1","999","21"
"1","0","2030/08/01 14:59:59","21002","矛依未（新年）專用水晶球 / Lv180","0","矛依未（新年）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/05/04 16:00:00","2","999","21"
"1","0","2030/08/01 14:59:59","21003","優衣（祭服）專用水晶球 / Lv180","0","優衣（祭服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/06/02 16:00:00","3","999","21"
"1","0","2030/08/01 14:59:59","21004","莉瑪（灰姑娘）專用水晶球 / Lv180","0","莉瑪（灰姑娘）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/07/05 16:00:00","5","999","21"
"1","0","2030/08/01 14:59:59","21005","珠希（工作服）專用水晶球 / Lv180","0","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/05/31 12:00:00","6","999","21"
"1","0","2030/08/01 14:59:59","21006","紡希（夏日）專用水晶球 / Lv180","0","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/07/31 12:00:00","7","999","21"
"1","0","2030/08/01 14:59:59","21007","妮諾（萬聖節）專用水晶球 / Lv180","0","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","2021/09/30 12:00:00","8","999","21"
"1","0","2030/08/01 14:59:59","21008","真陽（聖誕節）專用水晶球 / Lv215","0","真陽（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/04/01 16:00:00","9","999","21"
"1","0","2030/08/01 14:59:59","21009","流夏（新年）專用水晶球 / Lv215","0","流夏（新年）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/05/02 16:00:00","10","999","21"
"1","0","2030/08/01 14:59:59","21010","拉比林斯達（超載）專用水晶球 / Lv215","0","拉比林斯達（超載）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/06/08 16:00:00","12","999","21"
"1","0","2030/08/01 14:59:59","21011","碧（露營）專用水晶球 / Lv215","0","碧（露營）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/10/02 16:00:00","13","999","21"
"1","0","2030/08/01 14:59:59","21012","日和（夏日）專用水晶球 / Lv215","0","日和（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/11/01 16:00:00","14","999","21"
"1","0","2030/08/01 14:59:59","21013","禊（夏日）專用水晶球 / Lv215","0","禊（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2022/12/01 16:00:00","15","999","21"
"1","0","2030/08/01 14:59:59","21014","鈴（萬聖節）專用水晶球 / Lv215","0","鈴（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","2023/02/01 16:00:00","16","999","21"
"1","0","2030/08/01 14:59:59","21015","依里（聖誕節）專用水晶球 / Lv250","0","依里（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/04/01 16:00:00","17","999","21"
"1","0","2030/08/01 14:59:59","21016","深月（新年）專用水晶球 / Lv250","0","深月（新年）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/05/01 16:00:00","20","999","21"
"1","0","2030/08/01 14:59:59","21017","嘉夜（解放者）專用水晶球 / Lv250","0","嘉夜（解放者）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/01/31 12:00:00","21","999","21"
"1","0","2030/08/01 14:59:59","21018","花凜（煉金術士）專用水晶球 / Lv250","0","花凜（煉金術士）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/09/01 16:00:00","22","999","21"
"1","0","2030/08/01 14:59:59","21019","秋乃（夏日）專用水晶球 / Lv250","0","秋乃（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/11/01 16:00:00","24","999","21"
"1","0","2030/08/01 14:59:59","21020","空花（夏日）專用水晶球 / Lv250","0","空花（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","2023/12/01 16:00:00","25","999","21"
"1","0","2030/08/01 14:59:59","21021","祈梨（新年）專用水晶球 / Lv280","0","祈梨（新年）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","2024/05/01 16:00:00","27","999","21"
"1","0","2030/08/01 14:59:59","21022","怜（星素）專用水晶球 / Lv280","0","怜（星素）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","2024/06/01 16:00:00","28","999","21"
"1","0","2030/08/01 14:59:59","21900","輝光水晶球 / Lv180","0","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv180/RANK19。","0","2021/08/02 16:00:00","4","999","21"
"1","0","2030/08/01 14:59:59","21901","輝光水晶球 / Lv215","0","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv215/RANK23。","0","2022/06/01 16:00:00","11","999","21"
