a942a79cfcb9a7b857db9da6e4a5308591f7f9681a8b1cc48548048bc6abb9a0,072458f74b76230bcd1106d04bb6d3fc943a5c2ab7789e089fb759c4b6ee53b3,2a2e84bcfe46dc6705c0d2aef73e17b944d84e765188eed160d9a152a773cfbe,76892a6224f34044ebcebb37c9a2ece6ce7cbe68d09ac76e5adcbd9ac45c6bb2,f4eb9851aa4cf5f93c3770567e60324259658419a9a51b8dce5283fa83c98a4e,40abe3ab26794c6dd07f84eebd523add3f20b0ab7b64148b67e4f1a2147bff0d,10331dfcd01f1cd3f6401718ad6af6612fac9677982694b52eddfdc79936ec9b,2c85122b83807d9ffbfd9475d8fb073af2a36ada40d6d4b1ad1659b64498eb3a,d5e0910218a99025bac8bc8028d9ff354b7dce4aad92d6beccfd82eeb4f58ae6,02656f1a2aea11a73d0a7fdab3c0d8e06a40f372757282ebd33f67158bc63b43,2e345a5b73f7412cc16645998bbe51c075111f84a2fece9f50614965ef229f8d,7480f98223366675e3bbc56d59ae4b12fa887efdc985175ec2ac547d06e446cf,dacd2dbcd3cc90ba0863fcb755cdb0095147f8ee9dd45705700a9c66e18a4287,a475fdad9d28e7c0fb597e1282a4d5a62852108eb9d6480b8d9a1f1b3ac4809a,59be9216cd734785de04e5eda95fbfd8d502f17c993efe454a0806fb8c22d9f3,0fcd6bff1d89ffa772223029b77032b5e2a92b1db56295e58d32058021d93f51,7545b65219d91f94ea1e6ac9e56dbfac065511b1e984e86f183b5636602887f7,76211f9e4028bff6d91530d0bd9c04b8d4e0ce72c63fb0d1d99276186c9d2eec,e9d9176dfec13b01d2ec7c1e44831ac9d49da38ca6493ea3eea42efe78484906
"0","1002200","0","23001","20004","94002","0","0","50","50","2000000","2","1","2","0","0","12","1","80"
"0","1002200","0","23001","20004","94002","0","0","40","100","1600000","2","51","2","0","0","12","2","80"
"0","1002200","0","23001","20004","94002","0","0","40","200","1400000","2","101","2","0","0","12","3","60"
"0","1002200","0","23001","20004","94002","0","0","35","500","1200000","2","201","2","0","0","12","4","60"
"0","1002200","0","23001","20004","94002","0","0","35","1000","1000000","2","501","2","0","0","12","5","40"
"0","1002200","0","23001","20004","94002","0","0","30","1500","800000","2","1001","2","0","0","12","6","40"
"0","1002200","0","23001","20004","94002","0","0","25","2000","600000","2","1501","2","0","0","12","7","40"
"0","1002200","0","23001","20003","94002","0","0","25","3000","600000","2","2001","2","0","0","12","8","80"
"0","1002200","0","23001","20003","94002","0","0","20","5000","400000","2","3001","2","0","0","12","9","60"
"0","1002200","0","23001","20003","94002","0","0","15","10000","300000","2","5001","2","0","0","12","10","40"
"0","1002200","0","23001","20003","94002","0","0","10","100000","200000","2","10001","2","0","0","12","11","20"
"0","1002200","0","23001","20003","94002","0","0","5","200000","100000","2","100001","2","0","0","12","12","12"
"0","1002200","0","23001","20003","94002","0","0","5","300000","80000","2","200001","2","0","0","12","13","8"
"0","1002200","0","23001","20003","94002","0","0","5","400000","60000","2","300001","2","0","0","12","14","5"
"0","1002200","0","23001","20003","94002","0","0","5","-1","50000","2","400001","2","0","0","12","15","3"
