442fc6805c73d6f3cbf9ea4a20beb33eefbc5bb23f41342edcc6d071b59d637e,c014034c8d3879010cab556ec7f5792c9988671c976addfdbb9812a28ab94936,e85d3d170eec3e1322a8587f390434af84661b68d69710c31ff550fd43935732,96129b74752c86742b5f7863df3b1307c96c121ba8bc46a961dc4581d5dd435a,6f8adb1182b23f1084c803429c739041be5ea84484220102e8c6103c5e4d7ff6,5a32b3eb4c6cc8effd950fbc17086de9a63384ea4a01f4c7a1118465aaf481ce,658f61fc2be450fc56ce9aa78649c3a58fc8000c6de3c7d279db0bcd07ce9ae7,8030db3dc1b83c45c3dffa8599206a7b49613a62be8adca9844df85d00ed05a7,3697ba24d4184da50161c260f5819997fac837da28f9f9ebe1ef98b04eecfb66,30ab7f491a847231d4f709251aea464739e165df786ad90acd902d796264271d,3e09f4517e8d343ba1e6296a50763d3fd98f4aa5aa98b8ef47db7b898e55bd06,ff45d985e7dd9b41af230001bd0e6c411a316b2212539b39bba5c250baa04828,3a066abf13dfa7f81e33d8d31042dec6bcb7c33f936e166ff7bec2ddb9fde367,95eb405307fe93c7ff1e42b7203e27d2df3d9e31c4fea5edd5a160728675491f
"2024/08/01 16:00:00","10.85","惠理子","7","0","129901","恭喜你們，訓練成功。\n在該誇獎時，好好地誇獎，\n也是教官的職責。還是說，\n你們比較喜歡被痛罵呢？嘻嘻。","1","2030/12/17 14:59:59","100","0","100","10142","24"
"2024/08/01 16:00:00","11.15","惠理子","2","0","129901","就算是嚴苛的訓練，結束後回顧，\n還是會覺得時光稍縱即逝呢。\n坦白說，我甚至鬧得不夠盡興……\n沒事，沒什麼。嘻嘻。","1","2030/12/17 14:59:59","101","0","101","10142","24"
"2024/08/01 16:00:00","6.4","惠理子","5","0","129901","將擋住去路的可恨礙事者全部擊垮，\n漂亮地抵達終點……！\n簡直就是象徵我與那位大人的\n人生路途……","7","2030/12/17 14:59:59","102","0","102","10142","24"
"2024/08/01 16:00:00","0","惠理子","3","0","129901","這結果太令人失望了。\n但是，還有挽回的機會。\n為了擺脫垃圾蟲的地位，\n你們下次要拚死努力。聽到了嗎？","3","2030/12/17 14:59:59","103","0","103","10142","24"
"2024/08/01 16:00:00","2.43","惠理子","8","0","129901","嘻嘻……啊，您毋須擔心，\n我只是在思考要給予\n留下這種難看成績的傢伙們\n什麼樣的處罰才適合……嘻嘻嘻。","2","2030/12/17 14:59:59","104","0","104","10142","24"
"2024/08/01 16:00:00","9.08","惠理子","3","0","129901","要是我沒能以教官的身分得到認可，\n就會讓那位大人感到失望……\n唯獨這件事絕對不能發生，\n你們也很清楚吧？","4","2030/12/17 14:59:59","105","0","105","10142","24"
"2024/08/01 16:00:00","0","惠理子","6","0","129901","雖然這結果不算差，\n但要是這點程度就感到滿足，\n那可傷腦筋了。身為惠理子班的一員，\n你們還得以更高的境界為目標才行。","6","2030/12/17 14:59:59","106","0","106","10142","24"
"2024/08/01 16:00:00","10.6","惠理子","8","0","129901","接受我的指導，卻交出這種結果……\n我得更認真思考才行呢。\n思考如要讓你們時刻不敢懈怠，\n需要什麼樣的管教……嘻嘻。","3","2030/12/17 14:59:59","107","0","107","10142","24"
"2024/08/01 16:00:00","7.54","惠理子","4","0","129901","要因完成訓練而獎勵，\n還是因沒能完全發揮實力而懲罰……\n這樣的結果該如何處置各位，\n讓我有些傷腦筋呢。","6","2030/12/17 14:59:59","108","0","108","10142","24"
"2024/08/01 16:00:00","11.5","惠理子","7","0","129901","剛才的奮戰英姿值得誇讚。\n這也是你們的努力，\n與我這位優秀教官的教育結果。\n是吧？嘻嘻嘻……","2","2030/12/17 14:59:59","109","0","109","10142","24"
"2024/08/01 16:00:00","8.83","惠理子","1","0","129901","能夠一路挺進到此地，你們及格了。\n不過要是想以更高的境界為目標……\n我就陪你們進行\n更進一步的訓練吧。","2","2030/12/17 14:59:59","110","0","110","10142","24"
"2024/08/01 16:00:00","6.68","惠理子","2","0","129901","曾不成氣候又不靠譜的你們，\n已經有了令人刮目相看的成長。\n原來如此……這份心情，\n就是身為教官的榮幸吧。","1","2030/12/17 14:59:59","111","0","111","10142","24"
"2024/08/01 16:00:00","8.8","惠理子","2","0","129901","沒想到你們能發揮出\n遠超我所預期的力量……真令人吃驚。\n你們已經不是垃圾蟲了，\n作為獨當一面的騎士，引以為傲吧。","6","2030/12/17 14:59:59","112","0","112","10142","24"
"2024/08/01 16:00:00","8.9","惠理子","1","0","129901","嘻嘻，你們表現得很出色。\n我一直深信各位肯定辦得到。\n因為你們是接受我的指導，\n惠理子班優秀的新兵呀。","2","2030/12/17 14:59:59","113","0","113","10142","24"
