591cae24d8d936015f5fd4d9de40fcb8c38bf860a78dcc042dfcae0d531a6b3c,f710432bd7d9de82c98f4ec3db9c6b772f06e72221e7e1151b170df5ae88cfa0,718e6a9e94e48149d0d538b0e6df4f030ca82fd02cd98ca0962aba4bc331ec1d,48fb8625485e254a04a27fbc1bb71355cc80d6b3eaf64a055ae673cf34f23c87,8e230ccac5ad4f74b90c8ca7dbcd1949ba4278293400c2e172d3229bffb14879,80da045a0a24793cee4fcc5b345985dd3f0de17d0469dcddeaa81636c74bbe2e,fcf8bc0cd64aed4345006241db7bc0d3c8d826f3b740cb151965474e01f211eb
"103801001","0","0","0","20001","初音＆栞","101201001"
"104901001","0","0","0","20002","靜流＆璃乃","101101001"
"102501001","0","0","0","20003","咲戀＆鈴莓","102801001"
"102201001","0","0","0","20004","依里＆茜里","100601001"
"105901001","0","0","0","20005","貪吃佩可&可可蘿","105801001"
"106001001","0","0","0","20006","貪吃佩可&凱留","105801001"
"106001001","0","0","0","20007","可可蘿&凱留","105901001"
"100201001","0","0","0","20008","日和&優衣","100101001"
"100301001","0","0","0","20009","日和&怜","100101001"
"100301001","0","0","0","20010","優衣&怜","100201001"
"104201001","0","0","0","20013","望&千歌","102901001"
"105401001","0","0","0","20014","望&紡希","102901001"
"105401001","0","0","0","20015","千歌&紡希","104201001"
"100401001","0","0","0","20016","美美&禊","102001001"
"103601001","0","0","0","20017","美美&鏡華","102001001"
"103601001","0","0","0","20018","禊&鏡華","100401001"
"101201001","0","0","0","20019","美里&初音","101501001"
"104001001","0","0","0","20020","美里&碧","101501001"
"104001001","0","0","0","20021","初音&碧","101201001"
"102201001","0","0","0","20022","伊莉亞&依里","104401001"
"100601001","0","0","0","20023","伊莉亞&茜里","104401001"
"103101001","0","0","0","20024","伊莉亞&忍","104401001"
"100701001","0","0","0","20025","伊莉亞&宮子","104401001"
"103101001","0","0","0","20026","依里＆忍","102201001"
"100701001","0","0","0","20027","依里＆宮子","102201001"
"103101001","0","0","0","20028","茜里＆忍","100601001"
"100701001","0","0","0","20029","茜里＆宮子","100601001"
"100701001","0","0","0","20030","忍＆宮子","103101001"
"107101001","0","0","0","20031","純＆克莉絲提娜","104701001"
"103701001","0","0","0","20032","純＆智","104701001"
