8e113cf074c1ab2169cdab05c5e04bc8db1fdccd6f242d98ea4476df70d55e8e,2956842b61c2e007c7aa41c35e66c9822cd8fe281d1c9ed93142b8feeabf8ad7,19c484ce500a1240214df946652fa3c2f651df7a92ead555a4964604c0df0128,09b0433d2970ec290c8672393bed662960d442f7ee09623ef7fc7a1d344e043f,e481cfd87426479cd75d9a59211c37dd7aea0b6b2a46f7aeaa3848e36ef29ca1,fc50b376250d38f42d47ebd27a95ef03ed6cb600474755b65fda7cc364ab2ae7,b69129c8732e56cc0bb8d8d9315f29a7e23f348fd7003400da43e4493774449f,486b37b9aa9a77ac33e41e24affddeb316a5de3583e5758872c2217f4d22fb2f,5b0a45d667cbaa487e8997a8e6924780677ae2f63f8e55cb5a99050b7fe4b47d,77b88a4ec6823f30ff5c39a8e0cc29dbe99d63efd1bcb5af1962842e2f53f19c,ea479ff9a77d17db412c2bb15c2afc48bd93d6e7ece859f32e468cb9d270917e,9938a7261e059cd12a4d824f64a393a2d4dcb6bce6a000d693ef5c2568f0a66c
"1004","0","0","10004","1","5004401","0","0","107601","107601","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1002","0","1","10004","2","5004402","0","0","107601","1000403","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1001","0","0","10004","3","5004403","0","0","107701","10","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1001","0","0","10004","4","5004404","0","0","107501","20","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1001","0","0","10004","5","5004405","0","0","107601","30","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","6","5004406","0","0","107501","2","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","7","5004407","0","0","107601","5","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","8","5004408","0","0","107801","8","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","9","5004409","0","0","107701","12","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","10","5004410","0","0","107501","16","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1003","0","0","10004","11","5004411","0","0","107601","20","2018/12/20 15:59:59","2018/12/01 16:00:00"
"1004","0","0","10005","12","5005401","0","0","108001","108001","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1002","0","1","10005","13","5005402","0","0","107901","1000503","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1001","0","0","10005","14","5005403","0","0","108001","10","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1001","0","0","10005","15","5005404","0","0","107901","20","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1001","0","0","10005","16","5005405","0","0","108001","30","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","17","5005406","0","0","107901","2","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","18","5005407","0","0","108001","5","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","19","5005408","0","0","107901","8","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","20","5005409","0","0","108001","12","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","21","5005410","0","0","107901","16","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1003","0","0","10005","22","5005411","0","0","108001","20","2019/01/22 15:59:59","2019/01/03 16:00:00"
"1002","0","1","10006","23","5006402","0","0","103701","1000603","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1001","0","0","10006","24","5006403","0","0","100501","10","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1001","0","0","10006","25","5006404","0","0","103701","20","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1001","0","0","10006","26","5006405","0","0","104701","30","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","27","5006406","0","0","100501","2","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","28","5006407","0","0","103701","5","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","29","5006408","0","0","104701","8","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","30","5006409","0","0","107101","12","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","31","5006410","0","0","100501","16","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1003","0","0","10006","32","5006411","0","0","104701","19","2019/02/19 15:59:59","2019/02/01 12:00:00"
"1004","0","0","10007","33","5007401","0","0","108201","108201","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1002","0","1","10007","34","5007402","0","0","108101","1000703","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1001","0","0","10007","35","5007403","0","0","108101","10","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1001","0","0","10007","36","5007404","0","0","108201","20","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1001","0","0","10007","37","5007405","0","0","108101","30","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1003","0","0","10007","38","5007406","0","0","108201","2","2019/03/25 15:59:59","2019/03/06 16:00:00"
"1003","0","0","10007","39","5007407","0","0","108101","5","2019/03/25 15:59:59","2019/03/06 16:00:00"
