e555fe00f374cbadc774d0e868a46e66310ec8e0fb1cfa2d75d5bd98b4d32217,9f3d9f53fb8e1785224414207b180e2dd23ebc95c6747244a4e9cbb7b654ee19,a03a29697ad82c2ee3269412f03617ea7606b0f3033cf2e54e097aadc357388d,a6b06be2141cbdfd849acd7fe19ce5bd6c336cd0004ec3281ec957505a86a376,067f98c3b3175947d8a665f1e37adca81348d93660fdfa56460941f8338169cc,d6ebe8001fef2770f631c02ed19ab659a344971d44772abffb36e35a044c66f0,b51afd35b12e93eba5c399fa7eb614483bc0ae77e08aed992c8492c811f1d903,260aec586e5a006d4d6ed6decda816a65a83962aa293176f060c5b33ed01499a,78781e4529652b4c945c5cc730e968a297998724d9274d01871cdf56a9e59b4a,cf1b7b359095b51e35b179babc5dbff75dcd8af5c0f7845ec11e7c86b4bad672,c42416f0bac7ec7bc6bb2567082d1f112d7c1a84141ce1ec4d7ce7229f542797,e78b41fa382f8098a60cce3595af0a8b60db9e45ffd4ccaf8ff88da78c7cbe38,dbee84cd3e256447b3c69e6a8b95708610289dd33fabf271c72bf3a1cd912908
"0","豹","狼","狗","0","豬","0","0","0","1","1","3110001","0"
"0","四","一","二","0","三","0","0","0","1","1","3110002","0"
"0","鮑","鱷","鱘","0","鰆","0","0","1","0","1","3110003","0"
"0","也","花","要","0","亭","0","0","0","1","1","3110004","0"
"0","椰","杉","松","0","椒","0","1","0","1","1","3110006","0"
"0","容易","快","禁食","0","牢固地","0","0","1","1","1","3110007","0"
"0","得體","正確","收集","0","改正","0","1","1","1","0","3110009","0"
"0","因此","但是","不過","0","然後","0","0","0","1","1","3110010","0"
"0","身高長高","氣球往上身高","步步身高","0","測量身高","0","0","0","1","1","3110011","0"
"0","衝鋒","罷工","打擊","0","好球","0","0","1","1","1","3110012","0"
"0","奘","必","畚","0","要","0","0","0","1","1","3110013","0"
"0","二","六","五","0","一","0","0","0","1","1","3110015","0"
"0","皇后","公主","突襲","0","刀刃","0","0","0","1","1","3111001","0"
"0","炸裂","治癒","全體","0","進攻","0","0","0","1","1","3111002","0"
"0","J","F","G","0","H","0","1","0","1","0","3120001","0"
"0","藍色的","金髮","白皮膚","0","黑髮美女","0","0","0","1","1","3120002","0"
"0","討伐","反對","制裁","0","批准","0","0","1","0","1","3120006","0"
"0","Distilled Water","Salt Water","Sea","0","Dam","0","0","0","1","1","3120007","0"
"0","悠閒的","性感的","美味多汁的","0","豪華的","0","0","0","1","1","3120008","0"
"0","重新再來","茶點","精力恢復","0","提神物","0","0","1","1","1","3120010","0"
"0","熟悉的","大量的","古樸的","0","古怪的","0","0","1","0","1","3120011","0"
"0","七上八下","三心二意","見獵心喜","0","見異思遷","0","0","1","1","0","3120012","0"
"0","精衛填海","百折不撓","滴水穿石","0","滄海桑田","0","1","0","1","1","3120013","0"
"0","豆重榆瞑","愁山悶海","眉頭不伸","0","灰身滅智","0","0","0","1","1","3120014","0"
"0","幸災樂禍","大喜若狂","樂嗟苦咄","0","心花怒放","0","0","1","1","0","3120015","0"
"0","夙興夜寐","宵衣旰食","席不暇暖","0","孜孜不倦","0","1","1","1","0","3120016","0"
"0","該死眼鏡女","羅莉老太婆","垃圾貓","0","混帳精靈族","0","0","0","1","1","3121001","0"
"0","阿瓦隆","物件","創造","0","鏡子","0","0","0","1","1","3121002","0"
"0","龐眉皓髮","秀色可餐","仙姿玉色","0","沈腰潘鬢","0","0","0","1","1","3130001","0"
"0","視如草芥","視若無睹","視如敝屣","0","袖手旁觀","0","0","1","1","0","3130002","0"
"0","嫌妻良母","前所未聞","四面受敵","0","五里夢中","0","0","0","1","1","3130004","0"
"0","一期一繪","專心一意","光明正大","0","自炊自擂","0","0","0","1","1","3130005","0"
"0","單刀直人","眉開眼笑","山明水秀","0","千鈞一髮","0","0","1","1","1","3130006","0"
"0","惺味盎然","三人成虎","三位一體","0","垂頭喪氣","0","0","1","1","1","3130007","0"
"0","當風秉燭","一髮千鈞","間不容髮","0","如箭在弦","0","1","0","1","1","3130010","0"
"0","洪爐燎髮","順水推舟","如魚得水","0","下坂走丸","0","1","1","0","1","3130011","0"
"0","伉儷情深","連枝比翼","山盟海誓","0","漏泄春光","0","1","0","1","0","3130013","0"
"0","身經百戰","事不師古","見多識廣","0","老馬識途","0","1","1","0","1","3130014","0"
"0","龍爭虎鬥","針鋒相對","白眉赤眼","0","水火不容","0","1","1","1","0","3130016","0"
"0","真空","煉獄","血盟","0","戰記","0","0","0","1","1","3131001","0"
"0","妄想","絕頂","銷魂","0","旅行","0","0","0","1","1","3131002","0"
"0","白蘿蔔","番茄","茄子","0","黃瓜","0","0","1","1","1","3210001","0"
"0","心臟","肺","腎臟","0","肝臟","0","0","0","1","1","3210002","0"
"0","排泄系統","呼吸系統","消化系統","0","循環系統","0","0","1","1","1","3210003","0"
"0","海葵","烏賊","章魚","0","海參","0","0","0","1","1","3210005","0"
"0","樹懶","袋鼠","無尾熊","0","山豬","0","0","0","1","1","3210006","0"
"0","月娘","火金姑","丹鳥","0","臭蟲","0","0","0","1","1","3210008","0"
"0","斑緣點赤蝶","斑緣點粉蝶","白粉蝶","0","斑緣點藍蝶","0","0","0","1","1","3210009","0"
"0","拇指","小指","中指","0","食指","0","0","0","1","1","3210010","0"
"0","D型","A型","B型","0","C型","0","0","0","1","1","3210011","0"
"0","蝦子","蜆","蛤蜊","0","寄居蟹","0","0","0","1","1","3210013","0"
"0","狼","兔子","馬","0","獅子","0","0","0","1","1","3210014","0"
"0","無尾熊","犀牛","鹿","0","熊","0","0","0","1","1","3210015","0"
"0","咲戀","鈴奈","初音","0","禊","0","0","0","1","1","3211001","0"
"0","美冬","帆稀","嘉夜","0","祈梨","0","0","1","1","1","3211002","0"
"0","水黽","蜈蚣","蜘蛛","0","螞蟻","0","0","0","1","1","3220001","0"
"0","人類","蝗蟲","蚯蚓","0","青蛙","0","0","0","1","1","3220002","0"
"0","鮟鱇魚","鹿角魚","岩魚","0","飛魚","0","0","0","1","1","3220003","0"
"0","青鱂魚","孔雀魚","鬥魚","0","金魚","0","0","0","1","1","3220006","0"
"0","蒲公英","鬱金香","風信子","0","向日葵","0","0","0","1","1","3220007","0"
"0","鯨鯊","露脊鯨","抹香鯨","0","藍鯨","0","0","1","1","1","3220009","0"
"0","亞洲錦蛙","台灣黑熊","穿山甲","0","日本松雀鷹","0","0","1","1","1","3220011","0"
"0","香蕉","西瓜","哈密瓜","0","草莓","0","0","1","1","1","3220012","0"
"0","氧氣","水","光照","0","二氧化碳","0","0","1","1","1","3220013","0"
"0","寬翅紡織娘","水綿","蚤狀溞","0","團藻","0","0","1","1","1","3220014","0"
"0","索馬利","吉娃娃","巴哥","0","西施","0","0","1","1","1","3220015","0"
"0","眼蟲","綠介殼蟲","毛毛蟲","0","海蟑螂","0","0","0","1","1","3220016","0"
"0","鏡華","莫妮卡","美美","0","優花梨","0","0","0","1","1","3221001","0"
"0","初音","智","栞","0","莫妮卡","0","0","1","1","1","3221002","0"
