8e83678fe80f29a51eb07540c4e364175c2346f1400ede22baa8194742a3788b,148514b54cae18a861d4d0520639e3481306ae90928f354634daaed5381e8835,b17cec4e7c148ae375f3fcd9c7b90d015e5aad93cbd42215a529a46e919ac4ff,09ed0e4cad33f5b6dae8d0af31b189c0fd495b047f735993f6dafffde5005dba,fed9242c4b26518bd920b10e93fdf713bce0ac7383e764a449de91493bc7f92b,44856e44ec8962ac6a64aedb4d2217b52bc86b1f23c5a46cb3f08f260c034f76,7fd54419df0fce9e16839ce7bd1ad51465fa242ede291b9ce4d1135e2ff909aa,256ec14c44472e4198acfaf3381193e43fb7934f354687f8cb69f55705226d3e,8504f0350315ba314c58422d5f1995c243693bd09bf790e99abe0f3e1cd1a593,b415b111afa33a924cc9fea5b774a8ac53686127f7df541ee208c1418752472d
"0","111","25021","0","101","0","500000","220","0","2"
"0","121","25021","0","102","0","500000","220","0","2"
"0","131","25021","0","103","0","500000","220","0","2"
"0","141","25021","0","104","0","500000","220","0","2"
"0","151","25021","0","105","0","500000","220","0","2"
"0","211","25021","0","201","0","500000","220","0","2"
"0","221","25021","0","202","0","500000","220","0","2"
"0","231","25021","0","203","0","500000","220","0","2"
"0","241","25021","0","204","0","500000","220","0","2"
"0","251","25021","0","205","0","500000","220","0","2"
"0","311","25021","0","301","0","500000","220","0","2"
"0","321","25021","0","302","0","500000","220","0","2"
"0","331","25021","0","303","0","500000","220","0","2"
"0","341","25021","0","304","0","500000","220","0","2"
"0","351","25021","0","305","0","500000","220","0","2"
"0","411","25021","0","401","0","500000","220","0","2"
"0","421","25021","0","402","0","500000","220","0","2"
"0","431","25021","0","403","0","500000","220","0","2"
"0","441","25021","0","404","0","500000","220","0","2"
"0","451","25021","0","405","0","500000","220","0","2"
"0","511","25021","0","501","0","500000","220","0","2"
"0","521","25021","0","502","0","500000","220","0","2"
"0","531","25021","0","503","0","500000","220","0","2"
"0","541","25021","0","504","0","500000","220","0","2"
"0","551","25021","0","505","0","500000","220","0","2"
"0","611","25021","0","601","0","500000","220","0","2"
"0","621","25021","0","602","0","500000","220","0","2"
"0","631","25021","0","603","0","500000","220","0","2"
"0","641","25021","0","604","0","500000","220","0","2"
"0","651","25021","0","605","0","500000","220","0","2"
"0","711","25021","0","701","0","500000","220","0","2"
"0","721","25021","0","702","0","500000","220","0","2"
"0","731","25021","0","703","0","500000","220","0","2"
"0","741","25021","0","704","0","500000","220","0","2"
"0","751","25021","0","705","0","500000","220","0","2"
"0","811","25021","0","801","0","500000","1100","0","2"
"0","911","25021","0","901","0","500000","220","0","2"
"0","921","25021","0","902","0","500000","220","0","2"
"0","931","25021","0","903","0","500000","220","0","2"
"0","941","25021","0","904","0","500000","220","0","2"
"0","951","25021","0","905","0","500000","220","0","2"
"0","1011","25021","0","1001","0","500000","1100","0","2"
"0","1111","25021","0","1101","0","500000","220","0","2"
"0","1121","25021","0","1102","0","500000","220","0","2"
"0","1131","25021","0","1103","0","500000","220","0","2"
"0","1141","25021","0","1104","0","500000","220","0","2"
"0","1151","25021","0","1105","0","500000","220","0","2"
"0","1211","25021","0","1201","0","500000","220","0","2"
"0","1221","25021","0","1202","0","500000","220","0","2"
"0","1231","25021","0","1203","0","500000","220","0","2"
"0","1241","25021","0","1204","0","500000","220","0","2"
"0","1251","25021","0","1205","0","500000","220","0","2"
"0","1311","25021","0","1301","0","500000","220","0","2"
"0","1321","25021","0","1302","0","500000","220","0","2"
"0","1331","25021","0","1303","0","500000","220","0","2"
"0","1341","25021","0","1304","0","500000","220","0","2"
"0","1351","25021","0","1305","0","500000","220","0","2"
"0","1411","25021","0","1401","0","500000","220","0","2"
"0","1421","25021","0","1402","0","500000","220","0","2"
"0","1431","25021","0","1403","0","500000","220","0","2"
"0","1441","25021","0","1404","0","500000","220","0","2"
"0","1451","25021","0","1405","0","500000","220","0","2"
"0","1511","25021","0","1501","0","500000","220","0","2"
"0","1521","25021","0","1502","0","500000","220","0","2"
"0","1531","25021","0","1503","0","500000","220","0","2"
"0","1541","25021","0","1504","0","500000","220","0","2"
"0","1551","25021","0","1505","0","500000","220","0","2"
"0","1611","25021","0","1601","0","500000","1100","0","2"
"0","1711","25021","0","1701","0","500000","1100","0","2"
"0","1811","25021","0","1801","0","500000","220","0","2"
"0","1821","25021","0","1802","0","500000","220","0","2"
"0","1831","25021","0","1803","0","500000","220","0","2"
"0","1841","25021","0","1804","0","500000","220","0","2"
"0","1851","25021","0","1805","0","500000","220","0","2"
"0","1911","25021","0","1901","0","500000","220","0","2"
"0","1921","25021","0","1902","0","500000","220","0","2"
"0","1931","25021","0","1903","0","500000","220","0","2"
"0","1941","25021","0","1904","0","500000","220","0","2"
"0","1951","25021","0","1905","0","500000","220","0","2"
"0","2011","25021","0","2001","0","500000","220","0","2"
"0","2021","25021","0","2002","0","500000","220","0","2"
