5a7dab1b4d410285afb2d312ea7f5c0ec801c6e2ef2bb8660f2f29f51e7fe3f2,270c2932e0226d488fef031ed0da87ee02ce90799721d7be1cf58c38265d3d66,be0da31d1bd9546aa0f5d9a641d23fc7e6e4448bbf0c3655efe37d24828fa963,19f3673492c68346d185997051e2fcc6542420727c4cbcf8e08dee7d98340ec7,345dec00482bb0260104c4342d50b2f904b9fc4a83320bb3c3bf3f4a1d76f4e6,725506d689d99efd4c44e7de9cddd47536ae1a03448376b9b5a875bd9200e92a,8bb209b43461fa62862597174956e9f60da122a08303d571bd66a7000e27bbec,deae19f4bb6885bbed942ea41208df419ebd7eceff5b5628fa0ba4b673b5ab4e,a01b42cda1ce9506423124a84a0186c2d10fab3f36bdd845f735a37951e05687,56255fb950d75e3eb5ff553d65397dbf3cf004dff1ba25ddca2814cbdf7dd388,e448179ea550ad15bcb890e9058ac9cae6e026ea0b0a4afe57a43cd75785480b
"8","31","25021","25013","10","283001001","1","91002","2","8","2"
"8","31","25021","25013","10","283001002","2","91002","2","8","2"
"8","32","25021","25013","10","283001003","3","91002","2","8","2"
"8","32","25021","25013","10","283001004","4","91002","2","8","2"
"8","33","25021","25013","10","283001005","5","91002","2","8","2"
"8","33","25021","25013","10","283001006","6","91002","2","9","2"
"8","34","25021","25013","10","283001007","7","91002","2","9","2"
"8","35","25021","25013","10","283001008","8","91002","2","9","2"
"8","35","25021","25013","10","283001009","9","91002","2","9","2"
"8","37","25021","25013","30","283001010","10","91002","2","10","2"
"8","41","25021","25013","10","283001011","11","91002","2","10","2"
"8","43","25021","25013","10","283001012","12","91002","2","11","2"
"8","46","25021","25013","10","283001013","13","91002","2","11","2"
"8","48","25021","25013","10","283001014","14","91002","2","12","2"
"8","50","25021","25013","10","283001015","15","91002","2","12","2"
"8","53","25021","25013","10","283001016","16","91002","2","13","2"
"8","55","25021","25013","10","283001017","17","91002","2","14","2"
"8","58","25021","25013","10","283001018","18","91002","2","14","2"
"8","60","25021","25013","10","283001019","19","91002","2","15","2"
"8","62","25021","25013","30","283001020","20","91002","2","15","2"
"8","68","25021","25013","10","283001021","21","91002","2","16","2"
"8","70","25021","25013","10","283001022","22","91002","2","16","2"
"8","72","25021","25013","10","283001023","23","91002","2","16","2"
"8","75","25021","25013","10","283001024","24","91002","2","17","2"
"8","77","25021","25013","10","283001025","25","91002","2","18","2"
"8","79","25021","25013","10","283001026","26","91002","2","18","2"
"8","82","25021","25013","10","283001027","27","91002","2","19","2"
"8","84","25021","25013","10","283001028","28","91002","2","19","2"
"8","86","25021","25013","10","283001029","29","91002","2","19","2"
"8","89","25021","25013","30","283001030","30","91002","2","20","2"
"8","94","25021","25013","10","283001031","31","91002","2","20","2"
"8","96","25021","25013","10","283001032","32","91002","2","21","2"
"8","99","25021","25013","10","283001033","33","91002","2","21","2"
"8","101","25021","25013","10","283001034","34","91002","2","22","2"
"8","103","25021","25013","10","283001035","35","91002","2","22","2"
"8","106","25021","25013","10","283001036","36","91002","2","23","2"
"8","108","25021","25013","10","283001037","37","91002","2","23","2"
"8","111","25021","25013","10","283001038","38","91002","2","24","2"
"8","113","25021","25013","10","283001039","39","91002","2","25","2"
"8","115","25021","25013","30","283001040","40","91002","2","25","2"
"8","121","25021","25013","10","283001041","41","91002","2","26","2"
"8","123","25021","25013","10","283001042","42","91002","2","27","2"
"8","125","25021","25013","10","283001043","43","91002","2","28","2"
"8","128","25021","25013","10","283001044","44","91002","2","28","2"
"8","130","25021","25013","10","283001045","45","91002","2","29","2"
"8","132","25021","25013","10","283001046","46","91002","2","30","2"
"8","135","25021","25013","10","283001047","47","91002","2","30","2"
"8","137","25021","25013","10","283001048","48","91002","2","31","2"
"8","139","25021","25013","10","283001049","49","91002","2","31","2"
"8","142","25021","25013","30","283001050","50","91002","2","31","2"
"8","144","25021","25013","10","283001051","51","91002","2","32","2"
"8","146","25021","25013","10","283001052","52","91002","2","32","2"
"8","149","25021","25013","10","283001053","53","91002","2","32","2"
"8","152","25021","25013","10","283001054","54","91002","2","33","2"
"8","155","25021","25013","10","283001055","55","91002","2","33","2"
"8","157","25021","25013","10","283001056","56","91002","2","33","2"
"8","160","25021","25013","10","283001057","57","91002","2","34","2"
"8","163","25021","25013","10","283001058","58","91002","2","34","2"
"8","166","25021","25013","10","283001059","59","91002","2","34","2"
"8","169","25021","25013","30","283001060","60","91002","2","35","2"
"8","171","25021","25013","10","283001061","61","91002","2","35","2"
"8","174","25021","25013","10","283001062","62","91002","2","35","2"
"8","177","25021","25013","10","283001063","63","91002","2","36","2"
"8","180","25021","25013","10","283001064","64","91002","2","36","2"
"8","182","25021","25013","10","283001065","65","91002","2","36","2"
"8","185","25021","25013","10","283001066","66","91002","2","37","2"
"8","187","25021","25013","10","283001067","67","91002","2","37","2"
"8","190","25021","25013","10","283001068","68","91002","2","37","2"
"8","193","25021","25013","10","283001069","69","91002","2","38","2"
"8","196","25021","25013","30","283001070","70","91002","2","38","2"
"8","200","25021","25013","10","283001071","71","91002","2","39","2"
"8","204","25021","25013","10","283001072","72","91002","2","39","2"
"8","208","25021","25013","10","283001073","73","91002","2","40","2"
"8","212","25021","25013","10","283001074","74","91002","2","40","2"
"8","216","25021","25013","10","283001075","75","91002","2","41","2"
"8","220","25021","25013","10","283001076","76","91002","2","41","2"
"8","224","25021","25013","10","283001077","77","91002","2","42","2"
"8","228","25021","25013","10","283001078","78","91002","2","42","2"
"8","232","25021","25013","10","283001079","79","91002","2","43","2"
"8","236","25021","25013","30","283001080","80","91002","2","43","2"
"8","240","25021","25013","10","283001081","81","91002","2","44","2"
"8","244","25021","25013","10","283001082","82","91002","2","44","2"
"8","248","25021","25013","10","283001083","83","91002","2","45","2"
"8","252","25021","25013","10","283001084","84","91002","2","45","2"
"8","256","25021","25013","10","283001085","85","91002","2","46","2"
"8","260","25021","25013","10","283001086","86","91002","2","46","2"
"8","264","25021","25013","10","283001087","87","91002","2","47","2"
"8","268","25021","25013","10","283001088","88","91002","2","47","2"
"8","272","25021","25013","10","283001089","89","91002","2","48","2"
"8","276","25021","25013","30","283001090","90","91002","2","48","2"
