d2f63d014af9d5406b53237d587169db0e430c6f50c8fcb497ba2e7270e75884,1a9a12de371705251ce7d610beb0e45a54ff6c60e7b3f8f5547c8c2e4bb38612,b69e2e4f8bb979a1416f0d2df0b808e9ccdb7baabbddb6e7801acc785e1655fc,4d2e0ac8dc956319d5d2dba89587e86d66c7d08f8fcfdb3bf83777d1c14abc1a,7195eca49168f5ae53ffbf0c28e1435aee2b88ecf8684117987a17d2410f8eae,bf24ef535fb4b17555887e114fd2d5aa5b65b27de0f5f775f2caeb3860649d4b,591e5439c81672a436ea2c5be1a6c7b8e069c85ca6a8fdaa5e5513f395cb7c0f,36ecaf9c7f03460ec4adfe0a17f30a12d5d807573905fb09e47aac44ce221454,71d46b7a502ff3bacb54b1bb3c4e051f525dc54a6ce573ce9c9ab98c9e2d2356,d1b85aa3e9d5c0f3f245787db444df04985e0144279af50e5fc35cfe0c07689d
"0","101","0","0","3","0","111","5000000","25101","2"
"0","201","0","0","3","0","211","5000000","25101","2"
"0","301","0","0","2","0","311","5500000","25101","2"
"0","401","0","0","2","0","411","5500000","25101","2"
"0","501","0","0","3","0","511","6000000","25101","2"
"0","601","0","0","2","0","611","6000000","25101","2"
"0","701","0","0","2","0","711","6500000","25101","2"
"0","801","0","0","2","0","811","6500000","25101","2"
"0","901","0","0","3","0","911","7000000","25101","2"
"0","1001","0","0","2","0","1011","7000000","25101","2"
"0","1101","1112","0","2","0","1111","7500000","25101","2"
"0","1201","1212","0","2","0","1211","7500000","25101","2"
"0","1301","0","0","3","0","1311","8000000","25101","2"
"0","1401","0","0","2","0","1411","8000000","25101","2"
"0","1501","0","0","2","0","1511","8500000","25101","2"
"0","1601","0","0","2","0","1611","8500000","25101","2"
"0","1701","0","0","3","0","1711","9000000","25101","2"
"0","1801","1812","0","2","0","1811","9000000","25101","2"
"0","1901","0","0","2","0","1911","9500000","25101","2"
"0","2001","0","0","2","0","2011","9500000","25101","2"
"0","2101","0","0","3","0","2111","10000000","25101","2"
"0","2201","0","0","2","0","2211","10000000","25101","2"
"0","2301","0","0","2","0","2311","10500000","25101","2"
"0","2401","0","0","2","0","2411","10500000","25101","2"
"0","2501","0","0","3","0","2511","11000000","25101","2"
"0","2601","2612","0","2","0","2611","11000000","25101","2"
"0","2701","2712","0","2","0","2711","11500000","25101","2"
"0","2801","2812","0","2","0","2811","11500000","25101","2"
"0","2901","0","0","3","0","2911","12000000","25101","2"
"0","3001","3012","0","2","0","3011","12000000","25101","2"
"0","3101","0","0","2","0","3111","12500000","25101","2"
"0","3201","0","0","2","0","3211","12500000","25101","2"
"0","3301","0","0","3","0","3311","13000000","25101","2"
"0","3401","0","0","3","0","3411","13000000","25101","2"
"0","3501","0","0","3","0","3511","13500000","25101","2"
"0","3601","0","0","3","0","3611","13500000","25101","2"
"0","3701","0","0","3","0","3711","13500000","25101","2"
"0","3801","3812","0","3","0","3811","14000000","25101","2"
"0","3901","0","0","3","0","3911","14000000","25101","2"
"0","4001","0","0","3","0","4011","14000000","25101","2"
"0","4101","0","0","3","0","4111","14500000","25101","2"
"0","4201","4212","0","3","0","4211","14500000","25101","2"
"0","4301","0","0","3","0","4311","14500000","25101","2"
"0","4401","0","0","3","0","4411","15000000","25101","2"
"0","4501","0","0","3","0","4511","15000000","25101","2"
"0","4601","0","0","3","0","4611","15000000","25101","2"
"0","4701","0","0","3","0","4711","15500000","25101","2"
"0","4801","0","0","3","0","4811","15500000","25101","2"
"0","4901","0","0","3","0","4911","15500000","25101","2"
"0","5001","0","0","3","0","5011","16000000","25101","2"
"0","5101","0","0","3","0","5111","16000000","25101","2"
"0","5201","0","0","3","0","5211","16000000","25101","2"
"0","5301","0","0","3","0","5311","16500000","25101","2"
"0","5401","5412","0","3","0","5411","16500000","25101","2"
"0","5501","0","0","3","0","5511","16500000","25101","2"
"0","5601","0","0","3","0","5611","17000000","25101","2"
"0","5701","0","0","3","0","5711","17000000","25101","2"
"0","5801","0","0","3","0","5811","17000000","25101","2"
"0","5901","0","0","3","0","5911","17500000","25101","2"
"0","6001","0","0","3","0","6011","17500000","25101","2"
"0","6101","0","0","3","0","6111","17500000","25101","2"
"0","6201","6212","0","3","0","6211","18000000","25101","2"
"0","6301","0","0","3","0","6311","18000000","25101","2"
"0","6401","0","0","3","0","6411","18000000","25101","2"
"0","6501","0","0","3","0","6511","18500000","25101","2"
"0","6601","0","0","3","0","6611","18500000","25101","2"
"0","6701","6712","0","3","0","6711","18500000","25101","2"
"0","6801","0","0","3","0","6811","18500000","25101","2"
"0","6901","0","0","3","0","6911","19000000","25101","2"
"0","7001","0","0","3","0","7011","19000000","25101","2"
"0","7101","0","0","3","0","7111","19000000","25101","2"
"0","7201","0","0","3","0","7211","19000000","25101","2"
"0","7301","0","0","3","0","7311","19500000","25101","2"
"0","7401","0","0","3","0","7411","19500000","25101","2"
"0","7501","0","0","3","0","7511","19500000","25101","2"
"0","7601","7612","0","3","0","7611","19500000","25101","2"
"0","7701","0","0","3","0","7711","20000000","25101","2"
"0","7801","0","0","3","0","7811","20000000","25101","2"
"0","7901","0","0","3","0","7911","20000000","25101","2"
"0","8001","0","0","3","0","8011","20000000","25101","2"
"0","8101","8112","0","3","0","8111","20000000","25101","2"
"0","8201","0","0","3","0","8211","20000000","25101","2"
"0","8301","8312","0","3","0","8311","20000000","25101","2"
"0","8401","0","0","3","0","8411","20000000","25101","2"
"0","8501","0","0","3","0","8511","20000000","25101","2"
"0","8601","0","0","3","0","8611","20000000","25101","2"
"0","8701","0","0","3","0","8711","20000000","25101","2"
"0","8801","0","0","3","0","8811","20000000","25101","2"
"0","8901","0","0","3","0","8911","20000000","25101","2"
"0","9001","0","0","3","0","9011","20000000","25101","2"
"0","9101","0","0","3","0","9111","20000000","25101","2"
"0","9201","9212","0","3","0","9211","20000000","25101","2"
"0","9301","0","0","3","0","9311","20000000","25101","2"
"0","9401","0","0","3","0","9411","20000000","25101","2"
"0","9501","0","0","3","0","9511","20000000","25101","2"
"0","9601","0","0","3","0","9611","20000000","25101","2"
"0","9701","0","0","3","0","9711","20000000","25101","2"
"0","9801","0","0","3","0","9811","20000000","25101","2"
"0","9901","0","0","3","0","9911","20000000","25101","2"
"0","10001","0","0","3","0","10011","20000000","25101","2"
"0","10101","0","0","3","0","10111","20000000","25101","2"
"0","10201","0","0","3","0","10211","20000000","25101","2"
"0","10301","10312","0","3","0","10311","20000000","25101","2"
"0","10401","0","0","3","0","10411","20000000","25101","2"
"0","10501","0","0","3","0","10511","20000000","25101","2"
"0","10601","0","0","3","0","10611","20000000","25101","2"
"0","10701","0","0","3","0","10711","20000000","25101","2"
"0","10801","0","0","3","0","10811","20000000","25101","2"
"0","10901","0","0","3","0","10911","20000000","25101","2"
"0","11001","0","0","3","0","11011","20000000","25101","2"
"0","11101","0","0","3","0","11111","20000000","25101","2"
"0","11201","0","0","3","0","11211","20000000","25101","2"
"0","11301","0","0","3","0","11311","20000000","25101","2"
