8f0968d9acd54171659ca191da93d8ad62a39bef43ec4ae54c394d4bac52f684,69c72867ec663cadbfac81560528b26f3950a1780fd24f20f6d10ef05f2b7ee7,544e9d63f8f909c5c4e3f50c0632a3388951643d3f683a620026cc1ab863e815,d30191e8283556806a593ba68fc6a455b43fc8e02471cf693e92d940d92ee789,6f6c8cdd2e0f88610701a78c69a1a94759768d5427c85619ed44c1d0079949bf,3584beef3e8e6e85e552e4bd2b2a77817000cdc0b9153d5097967fb180092c45,70eec10949729918d76dc5bfebd9deecbfbe23253ac97fef469002af65105353,89a1ee49f0c5424f5d7a4af7c5961be3b0b9ef21a640eab19b5afed3e11a4e56,427c177dff569fe8799697285257da53f926a12ad08c0bd5abba7edbd161e440,ad8451a43bae5eaff6193fb08f3ec3ea6ba6fdc9fc6151618072e6aacf23229f,b9924a3ca6154ebf27ac35693080bee66a07a1623c8591124d9f81a8c3b7a67d,4c41d32e33a443a535b274f9593aef1b82c647049d77f776ced8b5c37127f178,678ed46fd7dc37b0d192cf5ee9654de6d450c27b88e997a6661359c3bdf3391e,2f657de46371b70d6c72336791dfcec4670b227dc50137803a19087638498e0f,8d4ee32b60b5df65ef7b0389d708e25dbf035c0f9566a3a7afad01995489232b,29c2a7d372a0a7821c9c2fa7c0e8790d1ebaff7fdfdec3e2b6db0c97d3addc78
"0","0","0","40","1001101","2","40","1","2","0","90006","22002","0","0","91002","8"
"0","0","0","60","1001102","2","50","2","2","0","90006","22002","0","0","91002","8"
"0","0","0","80","1001103","2","60","3","2","0","90006","22002","0","0","91002","8"
"0","0","0","100","1001104","2","80","4","2","0","90006","22002","0","0","91002","8"
"0","0","0","200","1001105","2","150","2","2","0","90006","22003","0","0","91002","8"
"0","0","0","20","1001106","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","20","1001107","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","20","1001108","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","20","1001109","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","20","1001110","2","1","0","0","0","22003","0","0","0","90006","2"
"0","0","0","40","1002101","2","40","1","2","0","90006","22002","0","0","91002","8"
"0","0","0","60","1002102","2","50","2","2","0","90006","22002","0","0","91002","8"
"0","0","0","80","1002103","2","60","3","2","0","90006","22002","0","0","91002","8"
"0","0","0","100","1002104","2","80","4","2","0","90006","22002","0","0","91002","8"
"0","0","0","200","1002105","2","150","2","2","0","90006","22003","0","0","91002","8"
"0","0","0","40","1002106","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1002107","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1002108","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1002109","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1002110","2","1","0","0","0","22003","0","0","0","90006","2"
"0","0","0","40","1003101","2","40","1","2","0","90006","22002","0","0","91002","8"
"0","0","0","60","1003102","2","50","2","2","0","90006","22002","0","0","91002","8"
"0","0","0","80","1003103","2","60","3","2","0","90006","22002","0","0","91002","8"
"0","0","0","100","1003104","2","80","4","2","0","90006","22002","0","0","91002","8"
"0","0","0","200","1003105","2","150","2","2","0","90006","22003","0","0","91002","8"
"0","0","0","40","1003106","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1003107","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1003108","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1003109","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1003110","2","1","0","0","0","22003","0","0","0","90006","2"
"0","0","0","40","1004101","2","40","1","2","0","90006","22002","0","0","91002","8"
"0","0","0","60","1004102","2","50","2","2","0","90006","22002","0","0","91002","8"
"0","0","0","80","1004103","2","60","3","2","0","90006","22002","0","0","91002","8"
"0","0","0","100","1004104","2","80","4","2","0","90006","22002","0","0","91002","8"
"0","0","0","200","1004105","2","150","2","2","0","90006","22003","0","0","91002","8"
"0","0","0","40","1004106","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1004107","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1004108","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1004109","2","1","0","0","0","22002","0","0","0","90006","2"
"0","0","0","40","1004110","2","1","0","0","0","22003","0","0","0","90006","2"
