b0b7595173119ba94b12ab0d144747f077158d110bc67a0e5e0599d3bb34758d,ac78150fdceec2376c0a610f4ef9207464082ab5b2cf915fdce7621a79ab3e6b,02d8da4ad315bca517ceb6fe245de17cafbe86969d519403615913746928996f,393434e61c9fbebc55915817acb39c120756bcbb40d8d14db7857db0cbfc1b8f,39c7312e2dc3380bb4e1b7bc4fa7457b69ac4f7e86e94b4a04e14dccc7ab1521,3e01d44ad84aaf8cea27d41be58fa4a3498fb30594fa17c2e864b4c83374e2c2,db5b472c56c522b5d73f6e8904750525606c023a2353cd6cb12a31651a62d0e3,36ab3b904c15ae05662560e1305d6c253607cb245add9924bde814e6045c2a96,49405b578150c9e5902e4c3db390f588b06c9f1df02740da505157c299be21c7,e26734ac34d27a540816665600008aa4e9b9ce279c006b11c4f6418da22e9b2c,f07d60eab2e6ad828cd07c7d0165affcb9e3966c57756dee8e4890d0c507059d
"25011","2","10","1","31","2","8","281001001","8","25021","91002"
"25011","2","10","2","31","2","8","281001002","8","25021","91002"
"25011","2","10","3","32","2","8","281001003","8","25021","91002"
"25011","2","10","4","32","2","8","281001004","8","25021","91002"
"25011","2","10","5","33","2","8","281001005","8","25021","91002"
"25011","2","10","6","33","2","8","281001006","9","25021","91002"
"25011","2","10","7","34","2","8","281001007","9","25021","91002"
"25011","2","10","8","35","2","8","281001008","9","25021","91002"
"25011","2","10","9","35","2","8","281001009","9","25021","91002"
"25011","2","30","10","37","2","8","281001010","10","25021","91002"
"25011","2","10","11","41","2","8","281001011","10","25021","91002"
"25011","2","10","12","43","2","8","281001012","11","25021","91002"
"25011","2","10","13","46","2","8","281001013","11","25021","91002"
"25011","2","10","14","48","2","8","281001014","12","25021","91002"
"25011","2","10","15","50","2","8","281001015","12","25021","91002"
"25011","2","10","16","53","2","8","281001016","13","25021","91002"
"25011","2","10","17","55","2","8","281001017","14","25021","91002"
"25011","2","10","18","58","2","8","281001018","14","25021","91002"
"25011","2","10","19","60","2","8","281001019","15","25021","91002"
"25011","2","30","20","62","2","8","281001020","15","25021","91002"
"25011","2","10","21","68","2","8","281001021","16","25021","91002"
"25011","2","10","22","70","2","8","281001022","16","25021","91002"
"25011","2","10","23","72","2","8","281001023","16","25021","91002"
"25011","2","10","24","75","2","8","281001024","17","25021","91002"
"25011","2","10","25","77","2","8","281001025","18","25021","91002"
"25011","2","10","26","79","2","8","281001026","18","25021","91002"
"25011","2","10","27","82","2","8","281001027","19","25021","91002"
"25011","2","10","28","84","2","8","281001028","19","25021","91002"
"25011","2","10","29","86","2","8","281001029","19","25021","91002"
"25011","2","30","30","89","2","8","281001030","20","25021","91002"
"25011","2","10","31","94","2","8","281001031","20","25021","91002"
"25011","2","10","32","96","2","8","281001032","21","25021","91002"
"25011","2","10","33","99","2","8","281001033","21","25021","91002"
"25011","2","10","34","101","2","8","281001034","22","25021","91002"
"25011","2","10","35","103","2","8","281001035","22","25021","91002"
"25011","2","10","36","106","2","8","281001036","23","25021","91002"
"25011","2","10","37","108","2","8","281001037","23","25021","91002"
"25011","2","10","38","111","2","8","281001038","24","25021","91002"
"25011","2","10","39","113","2","8","281001039","25","25021","91002"
"25011","2","30","40","115","2","8","281001040","25","25021","91002"
"25011","2","10","41","121","2","8","281001041","26","25021","91002"
"25011","2","10","42","123","2","8","281001042","27","25021","91002"
"25011","2","10","43","125","2","8","281001043","28","25021","91002"
"25011","2","10","44","128","2","8","281001044","28","25021","91002"
"25011","2","10","45","130","2","8","281001045","29","25021","91002"
"25011","2","10","46","132","2","8","281001046","30","25021","91002"
"25011","2","10","47","135","2","8","281001047","30","25021","91002"
"25011","2","10","48","137","2","8","281001048","31","25021","91002"
"25011","2","10","49","139","2","8","281001049","31","25021","91002"
"25011","2","30","50","142","2","8","281001050","31","25021","91002"
"25011","2","10","51","144","2","8","281001051","32","25021","91002"
"25011","2","10","52","146","2","8","281001052","32","25021","91002"
"25011","2","10","53","149","2","8","281001053","32","25021","91002"
"25011","2","10","54","152","2","8","281001054","33","25021","91002"
"25011","2","10","55","155","2","8","281001055","33","25021","91002"
"25011","2","10","56","157","2","8","281001056","33","25021","91002"
"25011","2","10","57","160","2","8","281001057","34","25021","91002"
"25011","2","10","58","163","2","8","281001058","34","25021","91002"
"25011","2","10","59","166","2","8","281001059","34","25021","91002"
"25011","2","30","60","169","2","8","281001060","35","25021","91002"
"25011","2","10","61","171","2","8","281001061","35","25021","91002"
"25011","2","10","62","174","2","8","281001062","35","25021","91002"
"25011","2","10","63","177","2","8","281001063","36","25021","91002"
"25011","2","10","64","180","2","8","281001064","36","25021","91002"
"25011","2","10","65","182","2","8","281001065","36","25021","91002"
"25011","2","10","66","185","2","8","281001066","37","25021","91002"
"25011","2","10","67","187","2","8","281001067","37","25021","91002"
"25011","2","10","68","190","2","8","281001068","37","25021","91002"
"25011","2","10","69","193","2","8","281001069","38","25021","91002"
"25011","2","30","70","196","2","8","281001070","38","25021","91002"
"25011","2","10","71","200","2","8","281001071","39","25021","91002"
"25011","2","10","72","204","2","8","281001072","39","25021","91002"
"25011","2","10","73","208","2","8","281001073","40","25021","91002"
"25011","2","10","74","212","2","8","281001074","40","25021","91002"
"25011","2","10","75","216","2","8","281001075","41","25021","91002"
"25011","2","10","76","220","2","8","281001076","41","25021","91002"
"25011","2","10","77","224","2","8","281001077","42","25021","91002"
"25011","2","10","78","228","2","8","281001078","42","25021","91002"
"25011","2","10","79","232","2","8","281001079","43","25021","91002"
"25011","2","30","80","236","2","8","281001080","43","25021","91002"
"25011","2","10","81","240","2","8","281001081","44","25021","91002"
"25011","2","10","82","244","2","8","281001082","44","25021","91002"
