61cbe78ed17a208b76d9c190479af8fa67d10f98f5ca564137d362b53d53f755,7f97d6d8ded12e5274ee3e8583e19ce8d447162777c6c8207e61ffc5d3a5a565,e38fdf71d45b8e17dda2a16696920e5a6bc7b891387d13aeb3fd192846259490,cdb7a435bc1c1b72aee77223d838c5f871e5ed2b2d33cde610ce191a6b2b0be5,4f671c9da57a8df4cc2b277fe4bd625b1d55e12fd9eee7b62897a978d8090429,1902bce09d44bd8ea63a98f967c013905de418260722202dd859ab49b3e57902,48f8482b337fe0590839ec72d0e93857b9c6dc83c01f119d66a16aee4d455cfa,354f24d9329b95cdd08328e3bed44d73bb64a1aa6c243b4a08b78cdacf1fa754,6b13512fb259b491fe3c0360c8ad36bb938b2970d8235255770624fad17460c0,4a4b945b3a39d0886fffd6d18610456719c5f80f4f0309c42f5dc0228fd250d6,5cc68e16ad4e4232a859cefefe639f498b5af6488f2fee8ae365950ddeb3ca66,fdd8b699fb4f0282ace44d0cc1bb40c15d2b3be8c3e5febd05a568c969a14ad7,5ac7b94e8b0457d98e3a42460c8fe01b768765ba1762c4781fe0eaeefe8e5ea7,7786a0ee38a2884316bce2908389fc7a746ee7fd2152c154bd6c408f1d6da90c,5bacc03f6d8275f9b33bcc1becfb00e90d0255a0bb1a98bb29d1ee5f0f094987,d43982e50c6e1649beaea79dd9bf66d9c5f8899a77fbf2891fb2e6587397ffb6,e5e4db0d49e527cbef3e3948a456f371c78cb1343f83f200a461676bfc9f9a7c,a8dd0235c080a3e69ca5cabe5bdf72769504e958590ec5caa20b90160cbbaed8,cb0284ca593702b2ab52b2fd52b0469f2c4e2a20a13e20ba7a2677df7beedc0c,748f56db5006ec32a0af38209bb0a47cec3d42032c8e75dcd365b518dc929344,0ab2d79b02d01d173fb7a9245c9d1dd120d6cdf11f0835d0c35bb9c4d1b780a2,e9ea59c544070b2ea79b4bb97049255212c4fff869a21f5d9bf64e3fcaa603f0,3ef81df5bf31977118e95ef400558b4e4eefb6c871414a0f436a0a19631ea174,bda5f5a0ca5a3245ddb0f67b5904313598b515ccca92886fc8b5915675d2c803,aafb1c60732296cb6fa09b2780fef4f944c01d69be40ccc71253c41b978781bd,39267916fad145aa4e1c16f3ee4cda5145a406a029c481a57cc6ffd25f96f246,14a17b3d60bf2083b08b5b1f942e08d536e3c6478da9fe95acbffe3b96400595,5f5537f3a1a2fa8527dc1631352218576b681ec9054ad257004a63b5c71c25dc,dd003ce81f67026d705e4601c8f533f4a4577f170e58b2c3330b4371a5e56d4a,23ffafad34aae925de14357d3fcdee0866e3a502f9039bb1db7e5b565d493ae0,9cd82d07a322974a2a04be759e9c1c78b98ba281a7a3db74cad6d68523cc8853,9c846e0bcb6789524544e711bf6eb4c143aab9c82e2354447ee47eca30fd0dcb,f4709d1a127df293ec735eb6ecac92df9fdf0df62c65ace00d32d66c9507855b,4f24d6842e204e33acf65a96b12dd589eacb51799dbc064189b84ab66838e541,b56ca79de617247ac58eec30409206a1dee01651b4f2696bddb56055c434b692,a0bcd021104cff161430204b8f4fb531733d2d589d22ecc476be693b634bd8b8,43e14160e5b7da78c4b736d68df8371d1741349da2a6ffc32469363b2ec02996,ba6b9653e5e5a50ef4e37f6f616240a64ac78decbea4a83353fb41f6a50b532a,e6e5affce04f7ca770b08d7bf8e85105e0400836797f23c12a25402434cef84f,f308a937771882dfa69cb47a83581344feae22d64fc1dcf255e6d60cb70df1de,e4afaa3c4613a52468f0fc2cc7306c66b2e33d37a64aed18c15dd159ad4823af
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000003","0","0","0","620090001","258","61001004","620130001","600110031","0","1","1","1","0","0","61001007","0","30","3001","0","0","0","620060001","0","0","3001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000004","0","0","0","620090001","258","61001004","620130001","600110041","0","1","1","1","0","0","61001007","0","30","4001","0","0","0","620060001","0","0","4001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000005","0","0","0","620090002","268","61001004","620130002","600110051","0","1","1","1","0","0","61001007","0","30","5001","0","0","0","620060002","0","0","5001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000006","0","0","0","620090003","273","61001004","620130003","600110061","0","1","1","1","0","0","61001007","0","30","6001","0","0","0","620060003","0","0","6001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000007","0","0","0","620090004","281","61001004","620130004","600110071","0","1","1","1","0","0","61001007","0","30","7001","0","0","0","620060004","0","0","7001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000008","0","0","0","620090005","288","61001004","620130005","600110081","0","1","1","1","0","0","61001007","0","30","8001","0","0","0","620060005","0","0","8001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000009","0","0","0","620090006","298","61001004","620130006","600110091","0","1","1","1","0","0","61001007","0","30","9001","0","0","0","620060006","0","0","9001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000010","0","0","0","620090007","309","61001004","620130007","600110101","0","1","1","1","0","0","61001007","0","30","10001","0","0","0","620060007","0","0","10001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000011","0","0","0","620090008","313","61001004","620130008","600110111","0","1","1","1","0","0","61001007","0","30","11001","0","0","0","620060008","0","0","11001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000012","0","0","0","620090009","321","61001004","620130009","600110121","0","1","1","1","0","0","61001007","0","30","12001","0","0","0","620060009","0","0","12001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000013","0","0","0","620090010","326","61001004","620130010","600110131","0","1","1","1","0","0","61001007","0","30","13001","0","0","0","620060010","0","0","13001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000014","0","0","0","620090011","336","61001004","620130011","600110141","0","1","1","1","0","0","61001007","0","30","14001","0","0","0","620060011","0","0","14001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000015","0","0","0","620090012","341","61001004","620130012","600110151","0","1","1","1","0","0","61001007","0","30","15001","0","0","0","620060012","0","0","15001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000016","0","0","0","620090013","351","61001004","620130013","600110161","0","1","1","1","0","0","61001007","0","30","16001","0","0","0","620060013","0","0","16001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000017","0","0","0","620090014","356","61001004","620130014","600110171","0","1","1","1","0","0","61001007","0","30","17001","0","0","0","620060014","0","0","17001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000018","0","0","0","620090015","366","61001004","620130015","600110181","0","1","1","1","0","0","61001007","0","30","18001","0","0","0","620060015","0","0","18001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000019","0","0","0","620090016","371","61001004","620130016","600110191","0","1","1","1","0","0","61001007","0","30","19001","0","0","0","620060016","0","0","19001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000020","0","0","0","620090017","375","61001004","620130017","600110201","0","1","1","1","0","0","61001007","0","30","20001","0","0","0","620060017","0","0","20001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000021","0","0","0","620090018","381","61001004","620130018","600110211","0","1","1","1","0","0","61001007","0","30","21001","0","0","0","620060018","0","0","21001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000022","0","0","0","620090019","386","61001004","620130019","600110221","0","1","1","1","0","0","61001007","0","30","22001","0","0","0","620060019","0","0","22001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000023","0","0","0","620090020","390","61001004","620130020","600110231","0","1","1","1","0","0","61001007","0","30","23001","0","0","0","620060020","0","0","23001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000024","0","0","0","620090021","396","61001004","620130021","600110241","0","1","1","1","0","0","61001007","0","30","24001","0","0","0","620060021","0","0","24001","1","0"
"18","0","61001005","0","0","36","0","0","0","0","0","0","1","600000025","0","0","0","620090022","401","61001004","620130022","600110251","0","1","1","1","0","0","61001007","0","30","25001","0","0","0","620060022","0","0","25001","1","0"
