ce2c10dc48cd4a1f05d3ad371672c946d8c2f53067a2a373f1177a8f6c882f4b,e7770485e1d2a7cd8cb6726793cfb7fef4a0e40cadb2168756e304b7f22be242,dc6c17cf65206581556b94444641df8f94d5f250886e6324e90fe16a0861bc57,71a65af529fc6d22fe3e4a66491bab8b975cdcef6d89556ccf708e20377cc48f,edee69fa74bd6162120fe86bdcbeb933b92f1226582ccedc5aba2481813488bd,8782ee877fa5fb076a0cc6ba1e175113557ddde4e90777ab6fd73703de39a1ee,bad56a4bd00350af43288eeb8abfabbc83b84890032cb3965ede2be0543c5b4b,302499c7d1ae61f82e2101cd186b9b9d146a00a70de06cd307be6c974d107b67,14d70038821a7a1d75d93305d4512481a973f9b562708a27030c19f0fc9834c1,7826dc54e447f1b706219b292fb917e9e33366b3dc3a6e9d2796489aeb03c8c6,598b4aeabbba4962d96544733c61e24a53b633cf33568523972859d2984669bb,1f21d83d43441ecd6d18b35de27edbd68bbb8c24d5fbc38a059bc1e7d1e28ed4,db12811da48b26b8bd8f9de013b5707868600904abeb5d07b197bd45ef180648,aa4035b2c503e3a89a07b9bfa10daa45f38a61c8b6075f4f17221c8d060dffe4,37c20e48b623b2cf8f081d1c0ba8553dbf0604379ba8eed0b1cac7db0b38c1ce,affcd56ce06e4c01bc8f41007894d4166b6af19e861bdff4a66b645c1655c1e4,ce624065be2372ebcafb37ca70f5828268c9d3032f20c0462883fbbb7683dfb2,502309e3c70145d49e4979bb79df5d7fd80cb3adff106ed6486af64030bce6b0,513960924e9ecf47c0f965829188a69d62c64f1d2b85d25dcba6a0ea7a8f1aaf,2d693f7c5052b0419c164a576f710654e4656417d12c22a9ef14b3c8f95c159e,54e76c02d43206131b3241c224bbc504cecce00b6e09faef36dadb8a68c0813a,97c4f099c45ea5b78e7bff2541d4a638dcf7e6c3329b83bd92933b84f8ace42d,3e2df07d56491bcf734cdf60bae47d8b03308eb268f596546355b8916d488d5d,c1180fa63a1341487c1ebeae10a5bded84760897875930b2894f4fb58b3cff68,fc346c10a3768cf763346a0b96564b492c19fead02d7eb6c8e0ea7ea0df753f8,ba6c1bfd72badd0777a4c9f646d4e04098bd72ef6ac338e4803c2044b724a1ee,649cf0a4da2e210f24bf35880130783797ea1f0833370578f54bebd641829a9c,c83c14b31f68102eb41707674a936608a21ef6ec0dd03839f1dc9ddd6323b2bf,96d8f925b91f76aaf8c404fde9543eeb6e063ae59e68d2f58b2bf429923d0bfc,8b9b38027bb323ebf0673ba8a3c51f70582fe4fc462e111f96874a81f37c926a,30675ece26cec4317d308a22c245499b1d924627433540c8b1b3c26054f199f1,cd44852f72200226ad6a7b15665b52ad2546b31199029bb63b8130121bb8c581,11b2454531eb12e3042e1d14f9ec0ffcfab92a6244b177f3c472ec1e5cadf979,dc01dddbe86484685f02eca81102002d40ed53845341fd5856a403c5184ed797,dc585143747ea7ca8de89b6e475f4d715db5c765118857af598846c3d79842a5,55358bed973800d76cf3af0a5e3255a02632207281ca0acaf8c9e32d28405911,95efa63f4010249bdd011e06dbe3cbf385865cd740ab6a68334417478485743d,0b46ad2be3e55a9b8a0a1ff53259953c76f185cdb51dbfe973a79d3929054a73,137def326a2bde3ba41423b0a748c164008bf326355bc484079548689da69e16,a8d032503e12ec7c6c0af6e49c16ac4a3326125dfab610eccec470b390a8a0d3,5dec1f7c6f2117889810fcb1696fd740a49dce3341f260b322418467656445c3,8aaf83c4ca6baa429b9de512c11ba3258c3469406515400330dd2379f40224a9,8a8e5f092d645e6a3dc7efecdcfbaad540c28b82dd9d57c3f136d25ff47858bb
"0","bgm_M41","bgm_M41","100016","0","0","bgm_M41","8","0","610001121","10001","0","120","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100014","1","0","bgm_M41","0","100014","8","-820","90","塔爾格姆地區 1-1","8","10001101","610001101","0","100020","-50","10001101","100015","1","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100016","0","0","bgm_M41","8","0","610001121","10001","0","120","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100014","1","0","bgm_M41","0","100014","8","-710","90","塔爾格姆地區 1-2","8","10001102","610001102","0","100020","-140","10001101","100015","2","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100093","0","0","bgm_M41","8","0","610001121","10001","0","120","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100091","1","0","bgm_M41","0","100091","8","-620","90","塔爾格姆地區 1-3","8","10001103","610001103","0","100030","0","10001101","100092","3","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100043","0","0","bgm_M41","8","0","610001121","10001","0","120","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100041","1","0","bgm_M41","0","100041","8","-500","90","塔爾格姆地區 1-4","8","10001104","610001104","0","100040","-90","10001101","100042","4","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100093","0","0","bgm_M41","8","0","610001121","10001","0","120","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100091","1","0","bgm_M41","0","100091","8","-425","90","塔爾格姆地區 1-5","8","10001105","610001105","0","100030","45","10001101","100092","5","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100063","0","0","bgm_M41","9","0","610001121","10001","0","135","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100061","1","0","bgm_M41","0","100061","9","-280","90","塔爾格姆地區 1-6","9","10001106","610001106","0","100010","0","10001101","100062","6","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100023","0","0","bgm_M41","9","0","610001122","10001","0","135","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100021","1","0","bgm_M41","0","100021","9","-220","90","塔爾格姆地區 1-7","9","10001107","610001107","0","100050","-160","10001101","100022","7","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100043","0","0","bgm_M41","9","0","610001121","10001","0","135","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100041","1","0","bgm_M41","0","100041","9","-100","90","塔爾格姆地區 1-8","9","10001108","610001108","0","100040","-10","10001101","100042","8","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100016","0","0","bgm_M41","9","0","610001121","10001","0","135","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100014","1","0","bgm_M41","0","100014","9","30","90","塔爾格姆地區 1-9","9","10001109","610001109","0","100020","30","10001101","100015","9","0","2018/09/19 15:59:59","1"
"0","bgm_M41","bgm_M41","100093","0","0","bgm_M41","9","0","610001121","10001","0","135","0","bgm_M41","0","0","bgm_M41","0","2018/08/28 16:00:00","0","100091","1","0","bgm_M41","0","100091","9","140","90","塔爾格姆地區 1-10","9","10001110","610001110","0","100030","-80","10001101","100092","10","0","2018/09/19 15:59:59","1"
