d9531d583cb004e84895b9969585e9b7548d762c704ea587289f6d0b49ccc188,93210aac5974ad35c4626382b801a4b48d9e57a4a2be3e28bd11fd27801208ad,87b5d5625a92b96a263391b3d290caf11d8650fd93693cefc94480294d180ff9,74465ad4ba665e36e3cdf1e5e9869ed3011a7f2bd0c974dd3f54808ba0d989df,356073ab5884bb904d9d750587f5a75d0f9a56df641a20e81f5ab3aa4dac0802,c2a9c0d8186f55f03a30e35eb23f482a99997b5ffd10674b8dfdd4b680eed3af,68d05f80ea8129199e7e461747264e315f5fa5f136693f34fdf403c98266b770,f8dcd58a4316b946b0918c1b85fd71e2dc17d0d83f3bf2951d9fee8949ef9a40,0cb16173a14d8981699beb8a50ff3796be22fab845f9cab9b88b7ce4361a3778,f1eacb25467b0cc0126f30242239e23cca7d340671a92919d111c1a2e1c146db,b0076207e6716bb9389f75de27993ee494cb170779d4269006f81ef98f2ddfa0,9d0edafc96d02b5ac2feb6e6ec5956c8176d54f8e2ecbff26bd2db3bdab52c9c,82c734d9b3670c7c6860fc4f619cda5b16849ea5cdf14746ab5369cadc6d2ff1,72e58cce23e217d20d0c664363ef7a3a249c6fb0a542ebc630ada183703f224c,0d0089594e2729186f778b0aa705e98a1dd0aa0f07191af9664564cebc1b273c,a0f703f68fbff1563c9c2affa1208bb765ba7577deb89351653a6d5d265884ed,b685628cc93ddc128e96911bdbc2bf92833e1834effa8a64aab019d68a79ab59,adaa4d07e622f77f7c40c3ca8cc89b0b270ef745ef82fd8dddbadd302e8c1860,a6bc18fa6776f0480b62fc0d6869b00915e66b6a847fd6892d9eeb6be23e7c55,25f79fc292d18fa24dae8b11b196a4d364061d2ce2fbf629bcde39802ca3244f,4e0ed35ed3ee7cd3fd1d062c83f64cb1a4b4ae4ae0af241bbf23b261382b683f,8ce28a9564a91a1e954354656e141c452ab385207dac4c9c13c8ccdce76fdcbb,4178ca879cbcce70e19e9af17cb9da2a8c72cedb2d95f3d2689cb472fc53aa55,a85f1b51fb19665a710fbcc93644e191440a5a4e294c51b21d89c2b9fd32888c,ebd8de27325a6a935b869499881427fd400536f302ded49d3d523c43f633bde6,932cb812af73bb78cead1a4ca6b4dedccc942f16c572e11ee3de0168a115eaa0,9bbf120eba6e480f611fab2ec323d024920382c7145497161be001146c805897,cbab38e9a780faead3e5c6822c13f411520a82eef141a435fe349c4ca3d9591c,2b489bb5b005f36e86826180e71f93258cb9dab0448e420d5bcdb90900d27a9f,3dac38bd7c23aad946996393d634baeda3b82a855483c0e39f676e0b8cbc38d5,88e2d6d73dd593e412b6c01b5428b6e0bdd4689ad58842152759bafee9c3caa1,41db531b0582b13f9a6b26e9382de3e909984794bffc38dd2f4037f1ebefbc3a,d30e90439b7e3419d500aa5e268ea1554987a4dc99446557b493b03b9332df35,e20ce8d7832d60e97a1f2d88db9fb32d03931e09d691eea4ae04892729bcf4a6,36e9bf4ff4f28e1f02d6170b9d2124c757127665874d275f29dbbfdd8131baae,e9924f933fdcd0ef0ed2e70284657dd1fc0b362ffac1917ae835156202ed2570,a9a989e2bc179bf7997e36717c6358e2f0fdb25df23d8d3144b1c707c5cb1324,b470d54df62ffe1cf7633024b55c9442e4b9785af96e9cb959a9b2d609d68464,bf7f3703793a3fbc44c542901b7c832e030a67905738a1bfc080aae81f9f02d6,9ef5a9f862a8fc9326688416771350f2d3e4b47ef2bc81b11cc21919bdc724a8,086621f10e75327d75a708508b2d126110332ed52c16c47f627a6f60900a07f8,6da33f2ccf104c8b260d77238a90183ae1829333ab7e8ffcc69dc7807454a456,507625e6caa539350968cd5661f541ac8c3d9a72f70c5102eed657ac87ab079d,e7b2b4ecfe9e9c8c03ee6555b31235116144aa4eedef17278a57027f7c239ffc
"0","50","100","50","1","0","0","0","50","100","1","100","0","0","50","0","316800","0","50","50","0","50","803100201","0","50","0","0","10","50","100","0","0","0","300000008","100","0","0","0","0","100","黑之王賈巴沃克","6500000","0","50"
"0","400","100","50","1","0","0","0","100","1000","1","100","0","100","400","0","316800","0","100","100","0","100","803100202","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位A","600000","0","100"
"0","200","100","50","1","0","0","0","100","1000","1","100","0","100","200","0","316800","0","100","100","0","100","803100203","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位B","400000","0","100"
"0","100","100","50","1","0","0","0","100","1000","1","100","0","100","100","0","316800","0","100","100","0","100","803100204","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位C","200000","0","100"
"0","200","300","50","1","0","0","0","300","5000","1","200","0","0","200","0","316800","0","300","300","0","300","803100205","0","300","0","0","30","300","200","0","0","0","300000008","5000","0","0","0","0","200","黑之王賈巴沃克","13000000","0","300"
"0","800","100","50","1","0","0","0","100","1000","1","100","0","100","800","0","316800","0","100","100","0","100","803100206","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位A","1200000","0","100"
"0","400","100","50","1","0","0","0","100","1000","1","100","0","100","400","0","316800","0","100","100","0","100","803100207","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位B","800000","0","100"
"0","200","100","50","1","0","0","0","100","1000","1","100","0","100","200","0","316800","0","100","100","0","100","803100208","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位C","400000","0","100"
"0","300","500","50","1","0","0","0","500","15000","1","300","0","50","300","0","316800","0","500","500","0","500","803100209","0","500","0","0","50","500","300","0","0","0","300000008","15000","0","0","0","0","300","黑之王賈巴沃克","20000000","0","500"
"0","900","100","50","1","0","0","0","100","1000","1","100","0","100","1600","0","316800","0","100","100","0","100","803100210","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位A","2400000","0","100"
"0","600","100","50","1","0","0","0","100","1000","1","100","0","100","800","0","316800","0","100","100","0","100","803100211","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位B","1600000","0","100"
"0","300","100","50","1","0","0","0","100","1000","1","100","0","100","400","0","316800","0","100","100","0","100","803100212","0","100","0","0","50","100","100","0","0","0","300000008","1000","0","0","0","0","100","部位C","800000","0","100"
"0","50","140","50","1","0","0","0","50","100","1","0","0","50","50","0","316900","0","50","50","0","50","803100213","0","50","0","0","10","50","50","0","0","0","300000008","100","0","0","0","0","50","失控的純潔之弓","8000000","0","50"
"0","200","340","50","1","0","0","0","300","1500","1","0","0","300","200","0","316900","0","300","300","0","300","803100214","0","300","0","0","30","300","300","0","0","0","300000008","1500","0","0","0","0","300","失控的純潔之弓","16000000","0","300"
"0","250","540","50","1","0","0","0","500","3000","1","25","0","500","300","0","316900","0","500","500","0","500","803100215","0","500","0","0","50","500","500","0","0","0","300000008","3000","0","0","0","0","500","失控的純潔之弓","24000000","0","500"
"0","0","120","50","1","0","0","0","50","500","1","0","0","50","0","0","317000","0","50","50","0","50","803100216","0","50","0","0","10","50","50","0","0","0","300000008","500","0","0","0","0","50","幻影男爵","6500000","0","50"
"0","100","320","50","1","0","0","0","300","5000","1","0","0","300","100","0","317000","0","300","300","0","300","803100217","0","300","0","0","30","300","300","0","0","0","300000008","5000","0","0","0","0","300","幻影男爵","13000000","0","300"
"0","300","520","50","1","0","0","0","500","10000","1","50","0","500","400","0","317000","0","500","500","0","500","803100218","0","500","0","0","50","500","500","0","0","0","300000008","10000","0","0","0","0","500","幻影男爵","20000000","0","500"
