eee99c605c3b89dfc7b94a78ebff9d70593c9a004f262721dac4b93ceca9d9c2,8f06b55cefa38b74531fc8140cfb3e62178aee5cd468f3ecbff9308307434049,37edfd2a9d55734b104e205af3b50f5e79c74964383db65e637eeca978af0c62,4f4fcb843944e60c5ab0667f6cafd11000a2084cb92740fd93967bbbe8c0724e,4d2f7da05921e069762029ff71982bb5469d3a56eab050d607936073cefe90fa,c47c12f4ae2616f47306d7a89617aa8bd7c78e60630d1498749a75cae2190da8,39afe09a559a8c3b1636357ccbf5437e23fb3f215645440de0eb58e3d5c030b9,e80ae92effac2a2a913a5104962af311c8a160f200997afbf552087da4386773,2a57a37281406f660eade3ec3a5483c0bc7d1a09802ace2e3c1c1c50409fbe81,851c138e6ca49bd152fdcac121bab6a904106703e6b594e31efa581050a9cf61
"10000","2018/01/01 15:00:00","1","302","0","0","0","0","2018/02/28 14:59:59","0"
"10001","2018/02/28 15:00:00","1","302","0","0","0","1","2018/03/15 14:59:59","0"
"10002","2018/03/15 15:00:00","1","302","0","0","0","1","2018/03/31 14:59:59","0"
"10003","2018/12/21 16:00:00","1","302","0","0","0","1","2018/12/27 15:59:59","0"
"10004","2018/04/16 15:00:00","1","302","0","0","0","1","2018/04/30 11:59:59","0"
"10005","2019/01/03 16:00:00","1","302","0","0","0","1","2019/01/09 15:59:59","0"
"10006","2018/10/09 16:00:00","1","302","0","0","0","1","2018/10/22 15:59:59","0"
"10007","2018/10/22 16:00:00","1","302","0","0","0","1","2018/11/08 15:59:59","0"
"10008","2018/11/08 16:00:00","1","302","0","0","0","1","2018/11/15 15:59:59","0"
"10009","2018/11/15 16:00:00","1","302","0","0","0","1","2018/11/30 15:59:59","0"
"10010","2018/11/30 16:00:00","1","302","0","0","0","1","2018/12/13 15:59:59","0"
"10011","2018/12/13 16:00:00","1","302","0","0","0","1","2018/12/27 15:59:59","0"
"10012","2018/12/27 16:00:00","1","302","0","0","0","1","2019/01/09 15:59:59","0"
"10013","2019/01/09 16:00:00","1","302","0","0","0","1","2019/01/22 15:59:59","0"
"10014","2019/01/22 16:00:00","1","302","0","0","0","1","2019/02/01 11:59:59","0"
"10015","2019/02/13 16:00:00","1","302","0","0","0","1","2019/02/27 15:59:59","0"
"10016","2019/02/27 16:00:00","1","302","0","0","0","1","2019/03/13 15:59:59","0"
"10017","2019/03/13 16:00:00","1","302","0","0","0","1","2019/03/27 15:59:59","0"
"10018","2019/03/27 16:00:00","1","302","0","0","0","1","2019/04/03 15:59:59","0"
"10019","2019/04/03 16:00:00","1","302","0","0","0","1","2019/04/19 15:59:59","0"
"10020","2019/04/19 16:00:00","1","302","0","0","0","1","2019/05/07 15:59:59","0"
"10021","2019/05/14 16:00:00","1","302","0","0","0","1","2019/06/03 15:59:59","0"
"10022","2019/06/03 16:00:00","1","302","0","0","0","1","2019/06/17 15:59:59","0"
"10023","2019/06/17 16:00:00","1","302","0","0","0","1","2019/07/01 15:59:59","0"
"10024","2019/07/15 16:00:00","1","302","0","0","0","1","2019/07/26 15:59:59","0"
"10025","2019/07/26 16:00:00","1","302","0","0","0","1","2019/08/01 15:59:59","0"
"10026","2019/08/28 16:00:00","1","302","0","0","0","1","2019/09/02 15:59:59","0"
"10027","2019/08/01 16:00:00","1","302","0","0","0","1","2019/08/15 15:59:59","0"
"10028","2019/08/15 16:00:00","1","302","0","0","0","1","2019/08/28 15:59:59","0"
"10029","2019/09/09 16:00:00","1","302","0","0","0","1","2019/09/17 15:59:59","0"
"10030","2019/09/17 16:00:00","1","302","0","0","0","1","2019/09/20 15:59:59","0"
"10031","2019/09/20 16:00:00","1","302","0","0","0","1","2019/10/01 15:59:59","0"
"10032","2019/10/01 16:00:00","1","302","0","0","0","1","2019/10/15 15:59:59","0"
"10033","2019/10/15 16:00:00","1","302","0","0","0","1","2019/10/18 15:59:59","0"
"10034","2019/10/18 16:00:00","1","302","0","0","0","1","2019/11/01 15:59:59","0"
"10035","2019/11/01 16:00:00","1","302","0","0","0","1","2019/11/15 15:59:59","0"
"10036","2020/12/01 16:00:00","1","302","0","90001","0","1","2020/12/04 15:59:59","0"
"10037","2019/11/19 16:00:00","1","302","0","0","0","1","2019/12/02 15:59:59","0"
"10038","2019/12/02 16:00:00","1","302","0","0","0","1","2019/12/13 15:59:59","0"
"10039","2020/12/21 16:00:00","1","302","0","90002","0","1","2020/12/26 15:59:59","0"
"10040","2019/12/16 16:00:00","1","302","0","0","0","1","2019/12/30 15:59:59","0"
"10041","2019/12/30 16:00:00","1","302","0","0","0","1","2020/01/02 15:59:59","0"
"10042","2020/01/02 16:00:00","1","302","0","0","0","1","2020/01/10 15:59:59","0"
"10043","2020/01/28 16:00:00","1","302","0","90003","0","1","2020/02/04 15:59:59","0"
"10044","2020/01/10 16:00:00","1","302","0","0","0","1","2020/01/21 15:59:59","0"
"10045","2020/02/04 16:00:00","1","302","0","0","0","1","2020/02/14 15:59:59","0"
"10046","2020/02/14 16:00:00","1","302","0","90004","0","1","2020/02/19 15:59:59","0"
"10047","2020/02/19 16:00:00","1","302","0","0","0","1","2020/03/04 15:59:59","0"
"10048","2020/03/04 16:00:00","1","302","0","0","0","1","2020/03/13 15:59:59","0"
"10049","2020/03/13 16:00:00","1","302","0","0","0","1","2020/03/19 15:59:59","0"
"10050","2020/03/19 16:00:00","1","302","0","0","0","1","2020/04/01 15:59:59","0"
"10051","2020/04/01 16:00:00","1","302","0","0","0","1","2020/04/14 15:59:59","0"
"10052","2020/04/14 16:00:00","1","302","0","90005","0","1","2020/04/22 15:59:59","0"
"10053","2020/04/22 16:00:00","1","302","0","0","0","1","2020/05/05 15:59:59","0"
"10054","2020/05/08 16:00:00","1","302","0","0","0","1","2020/05/15 15:59:59","0"
"10055","2020/05/15 16:00:00","1","302","0","90006","0","1","2020/05/22 15:59:59","0"
"10056","2020/05/22 16:00:00","1","302","0","0","0","1","2020/06/03 15:59:59","0"
"10057","2020/06/03 16:00:00","1","302","0","0","0","1","2020/06/15 15:59:59","0"
"10058","2020/06/15 16:00:00","1","302","0","0","0","1","2020/06/22 15:59:59","0"
"10059","2020/08/03 16:00:00","1","302","0","90007","0","1","2020/08/06 15:59:59","0"
"10060","2020/09/30 16:00:00","1","302","0","0","0","1","2020/10/13 15:59:59","0"
"10061","2020/10/13 16:00:00","1","302","0","0","0","1","2020/10/26 15:59:59","0"
"10062","2020/11/13 16:00:00","1","302","0","90008","0","1","2020/11/18 15:59:59","0"
"10063","2020/07/02 16:00:00","1","302","0","0","0","1","2020/07/13 15:59:59","0"
"10064","2020/07/13 16:00:00","1","302","0","90009","0","1","2020/07/20 15:59:59","0"
"10065","2020/07/20 16:00:00","1","302","0","0","0","1","2020/07/30 15:59:59","0"
"10066","2020/07/30 16:00:00","1","302","0","0","0","1","2020/08/03 15:59:59","0"
"10067","2020/08/06 16:00:00","1","302","0","0","0","1","2020/08/17 15:59:59","0"
"10068","2020/09/11 16:00:00","1","302","0","90010","0","1","2020/09/16 15:59:59","0"
"10069","2020/08/21 16:00:00","1","302","0","0","0","1","2020/09/01 15:59:59","0"
"10070","2020/09/04 16:00:00","1","302","0","0","0","1","2020/09/11 15:59:59","0"
"10071","2020/10/26 16:00:00","1","302","0","90011","0","1","2020/11/02 15:59:59","0"
"10072","2020/09/16 16:00:00","1","302","0","0","0","1","2020/09/24 15:59:59","0"
"10073","2020/09/24 16:00:00","1","302","0","0","0","1","2020/09/30 15:59:59","0"
"10074","2020/11/05 16:00:00","1","302","0","0","0","1","2020/11/13 15:59:59","0"
"10075","2020/11/18 16:00:00","1","302","0","0","0","1","2020/11/26 15:59:59","0"
"10076","2020/11/26 16:00:00","1","302","0","90012","0","1","2020/12/01 15:59:59","0"
"10077","2020/12/04 16:00:00","1","302","0","0","0","1","2020/12/14 15:59:59","0"
"10078","2020/12/14 16:00:00","1","302","0","90013","0","1","2020/12/18 15:59:59","0"
"10079","2020/12/26 16:00:00","1","302","0","0","0","1","2021/01/06 15:59:59","0"
"10080","2021/01/06 16:00:00","1","302","0","0","0","1","2021/01/14 15:59:59","0"
"10081","2021/01/15 16:00:00","1","302","0","90014","0","1","2021/01/20 15:59:59","0"
"10082","2021/01/20 16:00:00","1","302","0","0","0","1","2021/02/01 15:59:59","0"
"10083","2021/02/01 16:00:00","1","302","0","0","0","1","2021/02/11 15:59:59","0"
"10084","2021/02/15 16:00:00","1","302","0","90015","0","1","2021/02/19 15:59:59","0"
"10085","2021/02/19 16:00:00","1","302","0","0","0","1","2021/03/02 15:59:59","0"
"10086","2021/03/12 16:00:00","1","302","0","90016","0","1","2021/03/17 15:59:59","0"
"10087","2021/03/02 16:00:00","1","302","0","0","0","1","2021/03/12 15:59:59","0"
"10088","2021/04/16 16:00:00","1","302","0","90017","0","1","2021/04/27 15:59:59","0"
"10089","2021/03/28 16:00:00","1","302","0","0","0","1","2021/04/06 15:59:59","0"
"10090","2021/04/06 16:00:00","1","302","0","0","0","1","2021/04/16 15:59:59","0"
"10091","2021/03/17 16:00:00","1","302","0","90018","0","1","2021/03/28 15:59:59","0"
"10092","2021/04/27 16:00:00","1","302","0","0","0","1","2021/05/07 15:59:59","0"
