12f6552194ca5841c933851de894ea335295f395b2571d9b536a89f42c7ea07d,7cdb1a187ff94af5d2127f6687243c57233979afba80242512dcf339eee22461,cf768cdd270b9472d38308e9b878c75c2e18864db4293da146c3e759dda5b453,c74bb6db10cac366257f5a0b189010916dbda3ba92b2687d1563a092ce011a10,6bb3803c7a0949c911d989dfc9533e120b6f2ba6361ac762655c8bf92fb0f83e,2c94ddbc0b11c6f2a800f72c94bd54482ec0897af5d05b6f470351c576f9bd9b,f9ae35e3d9616daa8eda67879292a3b671978f139db984bfc8a4214206bea10a
"306700","1","1001101","81001105","0","0","1"
"306700","1","1001102","81001106","0","0","1"
"306800","1","1001201","81001205","0","0","1"
"306800","1","1001202","81001206","0","0","1"
"307000","1","1001301","81001305","0","0","1"
"307000","1","1001302","81001306","0","0","1"
"307500","1","1001401","81001405","0","0","1"
"307500","1","1001402","81001406","0","0","1"
"307300","1","1001501","81001505","0","0","1"
"307300","1","1001502","81001506","0","0","1"
"307700","1","1001601","81001605","0","0","1"
"307700","1","1001602","81001606","0","0","1"
"307400","1","1001701","81001705","0","0","1"
"307400","1","1001702","81001706","0","0","1"
"307900","1","1001801","81001805","0","0","1"
"307900","1","1001802","81001806","0","0","1"
"307800","1","1001901","81001905","0","0","1"
"307800","1","1001902","81001906","0","0","1"
"308100","1","1002001","81002005","0","0","1"
"308100","1","1002002","81002006","0","0","1"
"308000","1","1002101","81002101","0","0","1"
"308000","1","1002102","81002102","0","0","1"
"308300","1","1002201","81002205","0","0","1"
"308300","1","1002202","81002206","0","0","1"
"308200","1","1002301","81002301","0","0","1"
"308200","1","1002302","81002302","0","0","1"
"304705","1","1002401","81002405","0","0","1"
"304705","1","1002402","81002406","0","0","1"
"308400","1","1002501","81002501","0","0","1"
"308400","1","1002502","81002502","0","0","1"
"305004","1","1002601","81002605","0","0","1"
"305004","1","1002602","81002606","0","0","1"
"308600","1","1002701","81002701","0","0","1"
"308600","1","1002702","81002702","0","0","1"
"305205","1","1002801","81002805","0","0","1"
"305205","1","1002802","81002806","0","0","1"
"309300","1","1002901","81002901","0","0","1"
"309300","1","1002902","81002902","0","0","1"
"305500","1","1003001","81003005","0","0","1"
"305500","1","1003002","81003006","0","0","1"
"310000","1","1003101","81003101","0","0","1"
"310000","1","1003102","81003102","0","0","1"
"306000","1","1003201","81003205","0","0","1"
"306000","1","1003202","81003206","0","0","1"
"310300","1","1003301","81000605","0","0","1"
"310300","1","1003302","81003301","0","0","1"
"306700","1","1003401","81001105","0","0","1"
"306700","1","1003402","81001106","0","0","1"
"310500","2.5","1003501","100021","0","0","2.5"
"310500","2.5","1003502","100531","0","0","2.5"
"310600","0.4","1003601","81003601","0","0","0.4"
"310600","0.4","1003602","81003602","0","0","0.4"
"306800","1","1003701","81001205","0","0","1"
"306800","1","1003702","81001206","0","0","1"
"310700","1.2","1003801","81003801","0","0","1.2"
"310700","1.2","1003802","81003802","0","0","1.2"
"307000","1","1003901","81001305","0","0","1"
"307000","1","1003902","81001306","0","0","1"
"310800","1","1004001","81004001","0","0","1"
"310800","1","1004002","81004002","0","0","1"
"307300","1","1004101","81001505","0","0","1"
"307300","1","1004102","81001506","0","0","1"
"311100","1","1004201","81004201","0","0","1"
"311100","1","1004202","81004202","0","0","1"
"307800","1","1004301","81001905","0","0","1"
"307800","1","1004302","81001906","0","0","1"
"311300","1","1004401","81004401","0","0","1"
"311300","1","1004402","81004402","0","0","1"
"308000","1","1004501","81002101","0","0","1"
"308000","1","1004502","81002102","0","0","1"
"311400","1","1004601","81004601","0","0","1"
"311400","1","1004602","81004602","0","0","1"
"308200","1","1004701","81002301","0","0","1"
"308200","1","1004702","81002302","0","0","1"
"311500","1","1004801","81002405","0","0","1"
"311500","1","1004802","81002406","0","0","1"
"308400","1","1004901","81002501","0","0","1"
"308400","1","1004902","81002502","0","0","1"
"311600","1.4","1005001","81005001","0","-28","1.4"
"311600","1.4","1005002","81005002","0","-28","1.4"
"308600","1","1005101","81002701","0","0","1"
"308600","1","1005102","81002702","0","0","1"
"312100","1","1005201","81000605","0","0","1"
"312100","1","1005202","81003301","0","0","1"
"307400","1","1005301","81001705","0","0","1"
"307400","1","1005302","81001706","0","0","1"
"312200","1","1005401","81003005","0","0","1"
"312200","1","1005402","81003006","0","0","1"
"309300","1","1005501","81002901","0","0","1"
"309300","1","1005502","81002902","0","0","1"
"312300","1","1005601","81005601","0","0","1"
"312302","1","1005602","81005602","0","0","1"
"310000","1","1005701","81003101","0","0","1"
"310000","1","1005702","81003102","0","0","1"
"312600","1.75","1005801","100021","0","0","1.75"
"312600","1.75","1005802","100531","0","0","1.75"
"312700","1","1005901","101821","0","0","1"
"312700","1","1005902","101841","0","0","1"
"310300","1","1006001","81000605","0","0","1"
"310300","1","1006002","81003301","0","0","1"
"312800","0.65","1006101","81006101","0","-27","0.65"
"312800","0.65","1006102","81006102","0","-27","0.65"
"310500","2.5","1006201","100021","0","0","2.5"
"310500","2.5","1006202","100531","0","0","2.5"
"310600","0.4","1006301","81003601","0","0","0.4"
"310600","0.4","1006302","81003602","0","0","0.4"
"313200","1","1006401","81006401","0","-30","1"
"313200","1","1006402","81006402","0","-30","1"
"310700","1.2","1006501","81003801","0","0","1.2"
"310700","1.2","1006502","81003802","0","0","1.2"
"313100","0.7","1006601","81006601","0","-25","0.7"
"313100","0.7","1006602","81006602","0","-25","0.7"
"310800","1","1006701","81004001","0","0","1"
"310800","1","1006702","81004002","0","0","1"
"313300","1.25","1006801","81006801","0","-26","1.25"
"313300","1.25","1006802","81006802","0","-26","1.25"
"311100","1","1006901","81004201","0","0","1"
"311100","1","1006902","81004202","0","0","1"
"314001","1.25","1007001","81007001","0","-30","1.25"
"314002","1.25","1007002","81007002","0","-30","1.25"
"311300","1","1007101","81004401","0","0","1"
"311300","1","1007102","81004402","0","0","1"
"314100","0.77","1007201","81007201","0","-27","0.77"
"314100","0.77","1007202","81007202","0","-27","0.77"
"311400","1","1007301","81004601","0","0","1"
"311400","1","1007302","81004602","0","0","1"
"314200","1.33","1007401","81007401","0","-33","1.33"
"314200","1.33","1007402","81007402","0","-33","1.33"
"311500","1","1007501","81002405","0","0","1"
"311500","1","1007502","81002406","0","0","1"
"314300","1.7","1007601","81007601","0","-20","1.7"
"314300","1.7","1007602","81007602","0","-20","1.7"
"311600","1.4","1007701","81005001","0","-28","1.4"
"311600","1.4","1007702","81005002","0","-28","1.4"
"314400","1.25","1007801","81007801","0","-33","1.25"
"314400","1.25","1007802","81007802","0","-33","1.25"
"312100","1","1007901","81000605","0","0","1"
"312100","1","1007902","81003301","0","0","1"
"314500","1","1008001","81003006","0","-20","1"
"314500","1","1008002","81008002","0","-20","1"
"312200","1","1008101","81003005","0","0","1"
"312200","1","1008102","81003006","0","0","1"
"314600","1.6","1008201","81003205","0","-25","1.6"
"314600","1.6","1008202","81003206","0","-25","1.6"
"312300","1","1008301","81005601","0","0","1"
"312302","1","1008302","81005602","0","0","1"
"314700","1","1008401","100111","0","0","1"
"314700","1","1008402","100431","0","0","1"
"314800","0.9","1008501","81008501","0","0","0.9"
"314800","0.9","1008502","81008504","0","0","0.9"
"312600","1.75","1008601","100021","0","0","1.75"
"312600","1.75","1008602","100531","0","0","1.75"
"312700","1","1008701","101821","0","0","1"
"312700","1","1008702","101841","0","0","1"
"315100","0.8","1008801","81008801","0","-20","0.8"
"315100","0.8","1008802","81008802","0","-20","0.8"
"312800","0.65","1008901","81006101","0","-27","0.65"
"312800","0.65","1008902","81006102","0","-27","0.65"
"315400","0.85","1009001","102994","0","-25","0.85"
"315400","0.85","1009002","102997","0","-25","0.85"
"313200","1","1009101","81006401","0","-30","1"
"313200","1","1009102","81006402","0","-30","1"
"316000","0.95","1009201","103021","0","-20","0.95"
"316000","0.95","1009202","103011","0","-20","0.95"
"313100","0.7","1009301","81006601","0","-25","0.7"
"313100","0.7","1009302","81006602","0","-25","0.7"
"316200","1.5","1009401","102091","0","-20","1.5"
"316200","1.5","1009402","102111","0","-20","1.5"
"313300","1.25","1009501","81006801","0","-26","1.25"
"313300","1.25","1009502","81006802","0","-26","1.25"
"316300","0.77","1009601","102591","0","-27","0.77"
"316300","0.77","1009602","102601","0","-27","0.77"
"314001","1.25","1009701","81007001","0","-30","1.25"
"314002","1.25","1009702","81007002","0","-30","1.25"
"316400","0.8","1009801","81000405","0","-27","0.8"
"316400","0.8","1009802","81000406","0","-27","0.8"
"314100","0.77","1009901","81007201","0","-27","0.77"
"314100","0.77","1009902","81007202","0","-27","0.77"
"316500","0.95","1010001","81010001","0","-20","0.95"
"316500","0.95","1010002","81010002","0","-20","0.95"
"314200","1.33","1010101","81007401","0","-33","1.33"
"314200","1.33","1010102","81007402","0","-33","1.33"
"316700","0.8","1010201","81010201","0","-27","0.8"
"316700","0.8","1010202","81010202","0","-27","0.8"
"314300","1.7","1010301","81007601","0","-20","1.7"
"314300","1.7","1010302","81007602","0","-20","1.7"
"318000","1","1010401","100091","0","-20","1"
"318000","1","1010402","100381","0","-20","1"
"314400","1.25","1010501","81007801","0","-33","1.25"
"314400","1.25","1010502","81007802","0","-33","1.25"
"318200","1","1010601","101361","0","-27","1"
"318200","1","1010602","102961","0","-27","1"
"314500","1","1010701","81003006","0","-20","1"
"314500","1","1010702","81008002","0","-20","1"
"318100","1.1","1010801","81001505","0","-17","1.1"
"318100","1.1","1010802","81010802","0","-17","1.1"
"314600","1.6","1010901","81003205","0","-25","1.6"
"314600","1.6","1010902","81003206","0","-25","1.6"
"318500","0.7","1011001","101581","0","-25","0.7"
"318500","0.7","1011002","103141","0","-25","0.7"
"318600","0.92","1011101","103151","0","-28","0.92"
"318600","0.92","1011102","103161","0","-28","0.92"
"314700","1","1011201","100111","0","0","1"
"314700","1","1011202","100431","0","0","1"
"314800","0.9","1011301","81008501","0","0","0.9"
"314800","0.9","1011302","81008504","0","0","0.9"
"318300","1.1","1011401","81011401","0","-27","1.1"
"318300","1.1","1011402","81011402","0","-27","1.1"
"315100","0.8","1011501","81008801","0","-20","0.8"
"315100","0.8","1011502","81008802","0","-20","0.8"
"318800","1.18","1011601","102091","0","0","1.18"
"318800","1.18","1011602","102111","0","0","1.18"
"315400","0.85","1011701","102994","0","-25","0.85"
"315400","0.85","1011702","102997","0","-25","0.85"
"319100","1.1","1011801","81011801","0","-25","1.1"
"319100","1.1","1011802","81011802","0","-25","1.1"
"316000","0.95","1011901","103021","0","-20","0.95"
"316000","0.95","1011902","103011","0","-20","0.95"
"318900","1.1","1012001","81012001","0","-17","1.1"
"318900","1.1","1012002","81012002","0","-17","1.1"
"316200","1.5","1012101","102091","0","-20","1.5"
"316200","1.5","1012102","102111","0","-20","1.5"
"319000","1.4","1012201","81012207","0","0","1.4"
"319000","1.4","1012202","81012208","0","0","1.4"
"316300","0.77","1012301","102591","0","-27","0.77"
"316300","0.77","1012302","102601","0","-27","0.77"
"319300","0.77","1012401","103051","0","-55","0.77"
"319300","0.77","1012402","102601","0","-55","0.77"
"316400","0.8","1012501","81000405","0","-27","0.8"
"316400","0.8","1012502","81000406","0","-27","0.8"
"319500","1.18","1012601","81012601","0","-30","1.18"
"319500","1.18","1012602","81012602","0","-30","1.18"
"316500","0.95","1012701","81010001","0","-20","0.95"
"316500","0.95","1012702","81010002","0","-20","0.95"
"320000","1.5","1012801","101111","0","0","1.5"
"320000","1.5","1012802","101131","0","0","1.5"
"316700","0.8","1012901","81010201","0","-27","0.8"
"316700","0.8","1012902","81010202","0","-27","0.8"
"313702","1","1013001","81011401","0","0","1"
"313702","1","1013002","81013002","0","0","1"
"318000","1","1013101","100091","0","-20","1"
"318000","1","1013102","100381","0","-20","1"
"320200","0.7","1013201","100941","0","-50","0.7"
"320200","0.7","1013202","100961","0","-50","0.7"
"320200","0.7","1013203","100961","0","-50","0.7"
"318200","1","1013301","101361","0","-27","1"
"318200","1","1013302","102961","0","-27","1"
"318200","1","1013303","102961","0","-27","1"
"320300","1","1013401","81013401","-20","-50","1"
"320300","1","1013402","81013402","-20","-50","1"
"320300","1","1013403","81013402","-20","-50","1"
"318100","1.1","1013501","81001505","0","-17","1.1"
"318100","1.1","1013502","81010802","0","-17","1.1"
"318100","1.1","1013503","81010802","0","-17","1.1"
"320400","1","1013601","81013601","0","0","1"
"320400","1","1013602","81013602","0","0","1"
"320400","1","1013603","81013602","0","0","1"
"320500","0.65","1013701","81013701","0","10","0.65"
"320500","0.65","1013702","81013702","0","10","0.65"
"320500","0.65","1013703","81013702","0","10","0.65"
"318500","0.7","1013801","101581","0","-25","0.7"
"318500","0.7","1013802","103141","0","-25","0.7"
"318500","0.7","1013803","103141","0","-25","0.7"
"318600","0.9","1013901","103151","0","0","0.9"
"318600","0.9","1013902","103161","0","0","0.9"
"318600","0.9","1013903","103161","0","0","0.9"
"320700","1.2","1014001","101951","0","-20","1.2"
"320700","1.2","1014002","101951","0","-20","1.2"
"320700","1.2","1014003","101951","0","-20","1.2"
"318300","1.1","1014101","81011401","0","-27","1.1"
"318300","1.1","1014102","81011402","0","-27","1.1"
"318300","1.1","1014103","81011402","0","-27","1.1"
"320900","1","1014201","100371","0","-10","1"
"320900","1","1014202","100381","0","-10","1"
"320900","1","1014203","100381","0","-10","1"
"318800","1.18","1014301","102091","0","0","1.18"
"318800","1.18","1014302","102111","0","0","1.18"
"318800","1.18","1014303","102111","0","0","1.18"
"321100","0.75","1014401","100021","0","-10","0.75"
"321100","0.75","1014402","100691","0","-10","0.75"
"321100","0.75","1014403","100691","0","-10","0.75"
"319100","1.1","1014501","81011801","0","-25","1.1"
"319100","1.1","1014502","81011802","0","-25","1.1"
"319100","1.1","1014503","81011802","0","-25","1.1"
"321200","0.85","1014601","81014601","0","-25","0.85"
"321200","0.85","1014602","81014602","0","-25","0.85"
"321200","0.85","1014603","81014602","0","-25","0.85"
"318900","1.1","1014701","81012001","0","-17","1.1"
"318900","1.1","1014702","81012002","0","-17","1.1"
"318900","1.1","1014703","81012002","0","-17","1.1"
"321300","1.1","1014801","81014801","0","-30","1.1"
"321300","1.1","1014802","81014802","0","-30","1.1"
"321300","1.1","1014803","81014802","0","-30","1.1"
"319000","1.4","1014901","81012207","0","0","1.4"
"319000","1.4","1014902","81012208","0","0","1.4"
"319000","1.4","1014903","81012208","0","0","1.4"
"321400","0.91","1015001","81015001","0","-10","0.91"
"321400","0.91","1015002","81015001","0","-10","0.91"
"321400","0.91","1015003","81015001","0","-10","0.91"
"319300","0.77","1015101","103051","0","-55","0.77"
"319300","0.77","1015102","102601","0","-55","0.77"
"319300","0.77","1015103","102601","0","-55","0.77"
