15f5c5a7bd481cc3631214be209925bbadb68c66eb8339195285c726dcecadac,16e0da855f059c47320e73126e391f5122ac00310f40c6cf8817a20931de76e8,79b7f0f9b4f38a70a4799c737e421cafe1900657800219f8b5ea6823cd60d88c,52e16bd8ae861ae8f869655dd1ccf0e6a2291732c698259490200852dd98a97f,b49e4119185b0c405ec098af0ca115ffc02ea019ca400b8917bc15366217290d,dce7333b1d1f366c794199ad15bc88ab062b9072c0e97429944cc9b12b77fb0e,2e5cef40d938168e39859c218a00e591ce784fd7c16a9baba5f126075107d0a5,a022c63945588e6e38b18099e0b8d73ad579911267b6fb14e7d80c77eae2639a,52849bc349c790117d3fc9e55802f28cb06db61eb46836399a8dd06d0df8aa4d,a0d5c07ed4bce0efcad11952da7f5f7434783f8f72942a855fb0f3032ff2b386,c2d8398542ec4de9fc1f863419dfd026d2acde5f6c837dc3b1cf2faf8b3c7740,9fd2f8ef7522eb896bd169703587e08aec4bb5bbd76291f64507d6e8790df1ed,2e7d295156463f4d9cdb750557a109f783333825872c0a34ca9787c9c793371c
"2030/03/26 14:59:00","0","0","1","0","0","380000","bgm_M33","2018/08/24 16:00:00","bgm_M33","10001","380000","1"
"2030/03/26 14:59:00","0","0","2","0","0","380000","bgm_M99","2018/10/01 16:00:00","bgm_M99","10002","380000","1"
"2030/03/26 14:59:00","0","0","3","0","0","380000","bgm_M107","2018/10/30 16:00:00","bgm_M107","10003","380000","1"
"2030/03/26 14:59:00","0","0","4","0","0","380000","bgm_M113","2018/11/29 16:00:00","bgm_M113","10004","380000","1"
"2030/03/26 14:59:00","0","0","5","0","0","380000","bgm_M121","2019/01/01 16:00:00","bgm_M121","10005","380000","1"
"2030/03/26 14:59:00","0","0","6","0","0","380000","bgm_M128","2019/01/30 16:00:00","bgm_M128","10006","380000","1"
"2030/03/26 14:59:00","0","0","7","0","0","380000","bgm_M135","2019/03/04 16:00:00","bgm_M135","10007","380000","1"
"2030/03/26 14:59:00","0","0","8","0","0","380000","bgm_M162","2019/04/01 16:00:00","bgm_M162","10008","380000","1"
"2030/03/26 14:59:00","0","0","9","0","0","380000","bgm_M171","2019/04/30 16:00:00","bgm_M171","10009","380000","1"
"2030/03/26 14:59:00","0","0","10","0","0","380000","bgm_M182","2019/05/31 16:00:00","bgm_M182","10010","380000","1"
"2030/03/26 14:59:00","0","0","11","0","0","380000","bgm_M189","2019/06/28 16:00:00","bgm_M189","10011","380000","1"
"2030/03/26 14:59:00","0","0","12","0","0","380000","bgm_M206","2019/07/15 16:00:00","bgm_M206","10012","380000","1"
"2030/03/26 14:59:00","0","0","13","0","0","380000","bgm_M215","2019/07/30 16:00:00","bgm_M215","10013","380000","1"
"2030/03/26 14:59:00","0","0","14","0","0","380000","bgm_M33","2019/08/15 16:00:00","bgm_M33","10014","380000","1"
"2030/03/26 14:59:00","0","0","15","0","0","380000","bgm_M223","2019/08/30 16:00:00","bgm_M223","10015","380000","1"
"2030/03/26 14:59:00","0","0","16","0","0","380000","bgm_M99","2019/09/15 16:00:00","bgm_M99","10016","380000","1"
"2030/03/26 14:59:00","0","0","17","0","0","380000","","2019/09/27 16:00:00","","10017","380000","1"
"2030/03/26 14:59:00","0","0","18","0","0","380000","bgm_M107","2019/10/15 16:00:00","bgm_M107","10018","380000","1"
"2030/03/26 14:59:00","0","0","19","0","0","380000","bgm_M237","2019/10/30 16:00:00","bgm_M237","10019","380000","1"
"2030/03/26 14:59:00","0","0","20","0","0","380000","bgm_M113","2019/11/15 16:00:00","bgm_M113","10020","380000","1"
"2030/03/26 14:59:00","0","0","21","0","0","380000","bgm_M245","2019/11/29 16:00:00","bgm_M245","10021","380000","1"
"2030/03/26 14:59:00","0","0","22","0","0","380000","bgm_M121","2019/12/15 16:00:00","bgm_M121","10022","380000","1"
"2030/03/26 14:59:00","0","0","23","0","0","380000","bgm_M254","2019/12/31 16:00:00","bgm_M254","10023","380000","1"
"2030/03/26 14:59:00","0","0","24","0","0","380000","bgm_M128","2020/01/14 16:00:00","bgm_M128","10024","380000","1"
"2030/03/26 14:59:00","0","0","25","0","0","380000","bgm_M265_Top","2020/01/31 16:00:00","bgm_M265","10025","380000","1"
"2030/03/26 14:59:00","0","0","26","0","0","380000","bgm_M135","2020/02/14 16:00:00","bgm_M135","10026","380000","1"
