e28b6341f58ef7299e39e84f10c2dc8ef86c26eb8f81465c1842dcfdcdffa632,3067fd49d9ef00e32df474c0af9cc58794b2747e9fd5cce55558366e35cbd241,fb22f2117a7e292d5ce82ee6cf1aee4d58ded34b121a041afbf9aefe13e83223,dfbc223d37188b9f172fb99b681ce28b7147ed868149b73ac2d56f338820eb18,0ccacc5540d8ba506c4273604eb9fc868c2ad6c7549b0d5dbdaf154d765774d1,91454be6d6f22916cee837fe209fd4ac70463a9dd97e289960135f893b04e0e5,b535a7f4cdef750479bde7d9ff9ed04c0555688a05fb3dcd65b430fbd526e82d,68024533ab81b31a14bbf25e179ccff04749d40b40b3998bddd1108ceac8df8c,08d9dd181598415c6e0ed49420b6b99007da1a408c468915701bf8cdd7e9a712,9191f4ec25a7e721fe5aa4a66f601c74a954acca45f566f6a2eca8ebecb01af2,df5948f61ce982903f0654936360a1c079ce9e25823a6610c81850d810cbd21b,773d9726751cca5977ef4da6e9021f07200c044b4be015681d5a7c6c04a54739,8743c664815f458fa13574bd14ffec34e076f72b7b0a1938bd9daf8ca761bad5,cb57122770668b4bdc302ad1ac32f156d76921b9aa6fd101c713a5ff95f12501,ec212319d8b32dc801d607f7ac4d23f69b3dc6d7f85381f31d09b78dbdeb6b64,e6bcf3c5e7db17b8a2c4bc51d6dd15bfb2bb6a73fa5e41c2125f318e09d08130,c23f4765f0a13cb8a7ba3017dd31c8cf7ba6ad78effab7494202fa14604293c4,94bac185a11c4bafc961ba6c5f624c9d10882b3859088fff38fae7475efbe1fc,ec2d57233721b8c71174de4800a5af900f646bf6e574835f9184ed096361fe87,4e65bf075100dfc6caee541ac5aa01338dbc2bccc6134592713f4849d90bc73a,949e870a69b8f546b0167f1163d1d925dc0e1c207d76fb7cd0ee7eac1d8c7ab3
"0","1","0","5000","5000","2","30","1","90006","0","0","2","0","0","1001","30","91002","31043","0","1","8"
"0","31","0","4500","4500","2","25","1","90006","0","0","2","0","0","1001","100","91002","31043","0","2","8"
"0","101","0","4000","4000","2","20","1","90006","0","0","2","0","0","1001","300","91002","31043","0","3","8"
"0","301","0","3500","3500","2","18","1","90006","0","0","2","0","0","1001","1000","91002","31043","0","4","8"
"0","1001","0","3000","3000","2","16","1","90006","0","0","2","0","0","1001","2000","91002","31043","0","5","8"
"0","2001","0","2000","2000","2","14","1","90006","0","0","2","0","0","1001","5000","91002","31043","0","6","8"
"0","5001","0","1500","1500","2","12","1","90006","0","0","2","0","0","1001","10000","91002","31043","0","7","8"
"0","10001","0","1000","1000","2","10","1","90006","0","0","2","0","0","1001","20000","91002","31043","0","8","8"
"0","20001","0","500","500","2","5","1","90006","0","0","2","0","0","1001","-1","91002","31043","0","9","8"
"0","1","0","5000","20000","2","30","1","90006","0","0","2","0","0","1002","1","91002","31022","0","10","8"
"0","2","0","5000","15000","2","30","1","90006","0","0","2","0","0","1002","2","91002","31022","0","11","8"
"0","3","0","5000","12000","2","30","1","90006","0","0","2","0","0","1002","3","91002","31022","0","12","8"
"0","4","0","5000","10000","2","30","1","90006","0","0","2","0","0","1002","20","91002","31022","0","13","8"
"0","21","0","4500","8000","2","25","1","90006","0","0","2","0","0","1002","50","91002","31022","0","14","8"
"0","51","0","4500","6000","2","25","1","90006","0","0","2","0","0","1002","100","91002","31022","0","15","8"
"0","101","0","4000","4000","2","20","1","90006","0","0","2","0","0","1002","250","91002","31022","0","16","8"
"0","251","0","3500","3500","2","18","1","90006","0","0","2","0","0","1002","500","91002","31022","0","17","8"
"0","501","0","3000","3000","2","16","1","90006","0","0","2","0","0","1002","1000","91002","31022","0","18","8"
"0","1001","0","2500","2500","2","14","1","90006","0","0","2","0","0","1002","2000","91002","31022","0","19","8"
"0","2001","0","2000","2000","2","12","1","90006","0","0","2","0","0","1002","3000","91002","31022","0","20","8"
"0","3001","0","1500","1500","2","10","1","90006","0","0","2","0","0","1002","5000","91002","31022","0","21","8"
"0","5001","0","1000","1000","2","8","1","90006","0","0","2","0","0","1002","10000","91002","31022","0","22","8"
"0","10001","0","500","500","2","5","1","90006","0","0","2","0","0","1002","-1","91002","31022","0","23","8"
"0","1","0","5000","20000","2","30","1","90006","0","0","2","0","0","1003","1","91002","31042","0","24","8"
"0","2","0","5000","15000","2","30","1","90006","0","0","2","0","0","1003","2","91002","31042","0","25","8"
"0","3","0","5000","12000","2","30","1","90006","0","0","2","0","0","1003","3","91002","31042","0","26","8"
"0","4","0","5000","10000","2","30","1","90006","0","0","2","0","0","1003","20","91002","31042","0","27","8"
"0","21","0","4500","8000","2","25","1","90006","0","0","2","0","0","1003","50","91002","31042","0","28","8"
"0","51","0","4500","6000","2","25","1","90006","0","0","2","0","0","1003","100","91002","31042","0","29","8"
"0","101","0","4000","4000","2","20","1","90006","0","0","2","0","0","1003","250","91002","31042","0","30","8"
"0","251","0","3500","3500","2","18","1","90006","0","0","2","0","0","1003","500","91002","31042","0","31","8"
"0","501","0","3000","3000","2","16","1","90006","0","0","2","0","0","1003","1000","91002","31042","0","32","8"
"0","1001","0","2500","2500","2","14","1","90006","0","0","2","0","0","1003","2000","91002","31042","0","33","8"
"0","2001","0","2000","2000","2","12","1","90006","0","0","2","0","0","1003","3000","91002","31042","0","34","8"
"0","3001","0","1500","1500","2","10","1","90006","0","0","2","0","0","1003","5000","91002","31042","0","35","8"
"0","5001","0","1000","1000","2","8","1","90006","0","0","2","0","0","1003","10000","91002","31042","0","36","8"
"0","10001","0","500","500","2","5","1","90006","0","0","2","0","0","1003","-1","91002","31042","0","37","8"
"0","1","0","5000","20000","2","30","1","90006","0","0","2","0","0","1004","1","91002","31018","0","38","8"
"0","2","0","5000","15000","2","30","1","90006","0","0","2","0","0","1004","2","91002","31018","0","39","8"
"0","3","0","5000","12000","2","30","1","90006","0","0","2","0","0","1004","3","91002","31018","0","40","8"
"0","4","0","5000","10000","2","30","1","90006","0","0","2","0","0","1004","20","91002","31018","0","41","8"
"0","21","0","4500","8000","2","25","1","90006","0","0","2","0","0","1004","50","91002","31018","0","42","8"
"0","51","0","4500","6000","2","25","1","90006","0","0","2","0","0","1004","100","91002","31018","0","43","8"
"0","101","0","4000","4000","2","20","1","90006","0","0","2","0","0","1004","250","91002","31018","0","44","8"
"0","251","0","3500","3500","2","18","1","90006","0","0","2","0","0","1004","500","91002","31018","0","45","8"
