b5f64c886600e4a3da0170415993b4840a494233ccee51128c86f8cd8ddc6810,30b69a7bcbb3a947180494aae9718800b3c704ed1c3fe1af77d9219a485196f7,9375ee5e7489b1236807b778a69f6cd2c0941d2584df4048815243d48607ed77,a8db794a71a16a5359fbc0a181fcc8b9d158bcdcda504443cf1b9eca211c7bee,193a167b46319498de286584de7a782f8afe26ac41116a58b8ea6b886cbfb466,f2e96199ee29847805aaf835cf268a0c1a210f62783ca1b8bdbc1ffdb8a9703c,10b7b941d8e548f8fb8ea52158e286fff4a66301f3c75c7315ee9825bb7c5ca0,20e672b47f123177d489cbb24dec5a1992ba7a51a00786d660b57e9a9df32783,f5267708c8fd00413666e7049118707bf232564c4bb7d17561fa93879e02c32e,bba0a86b7f8edf10217f7a137f83cb337ef55cb7a33c3a3903deb6830fa5e137,a9bd21d0eac5aebe95105c53355f94ebd6b0295f75ac3a300e3029f1ebff1413,eaa017549e3d3a9dcfda800488b9fd34aae41cf88220f046e29dff56518a54ad
"0","1","2","0","0","vo_10011600_1501","15","0","0","vo_10011600","1150001","0"
"0","2","1","0.997402597402597","0","0","15","1","240","0","1150002","0"
"0","3","4","0","1","0","15","1","0","0","1150003","2.4974025974026"
"0","4","2","0","0","vo_10011600_1502","15","0","0","vo_10011600","1150004","0"
"0","5","1","0.748051948051948","0","0","15","2","118","0","1150005","0"
"0","6","4","0","1","0","15","2","0","0","1150006","0.848051948051948"
"0","7","2","0","0","vo_10011600_1503","15","0","0","vo_10011600","1150007","0"
"118","8","1","1.16363636363636","0","0","15","2","460","0","1150008","0"
"0","9","4","0","1","0","15","2","0","0","1150009","1.96363636363636"
"0","10","2","0","0","vo_10011600_1504","15","0","0","vo_10011600","1150010","0"
"0","11","1","2.07792207792208","0","0","15","3","500","0","1150011","0"
"0","12","4","0","1","0","15","3","0","0","1150012","3.47792207792208"
"0","13","2","0","0","vo_10011600_1505","15","0","0","vo_10011600","1150013","0"
"0","14","1","1.24675324675325","0","0","15","4","248","0","1150014","0"
"0","15","4","0","1","0","15","4","0","0","1150015","2.24675324675325"
"0","16","2","0","0","vo_10011600_1506","15","0","0","vo_10011600","1150016","0"
"248","17","1","1.95324675324675","0","0","15","4","770","0","1150017","0"
"0","18","4","0","1","0","15","4","0","0","1150018","1.95324675324675"
"0","19","2","0","0","vo_10011600_1507","15","0","0","vo_10011600","1150019","0"
"0","20","1","2.07792207792208","0","0","15","5","359","0","1150020","0"
"0","21","4","0","1","0","15","5","0","0","1150021","2.97792207792208"
"0","22","2","0","0","vo_10011600_1508","15","0","0","vo_10011600","1150022","0"
"359","23","1","1.12207792207792","0","0","15","5","770","0","1150023","0"
"0","24","4","0","1","0","15","5","0","0","1150024","2.02207792207792"
"0","25","2","0","0","vo_10011600_1509","15","0","0","vo_10011600","1150025","0"
"0","26","1","1.32987012987013","0","0","15","6","277","0","1150026","0"
"0","27","4","0","1","0","15","6","0","0","1150027","2.57987012987013"
"0","28","2","0","0","vo_10011600_1510","15","0","0","vo_10011600","1150028","0"
"277","29","1","1.87012987012987","0","0","15","6","770","0","1150029","0"
"0","30","4","0","1","0","15","6","0","0","1150030","2.87012987012987"
"0","31","2","0","0","vo_10011600_1511","15","0","0","vo_10011600","1150031","0"
"0","32","1","1.55844155844156","0","0","15","7","361","0","1150032","0"
"0","33","4","0","1","0","15","7","0","0","1150033","1.75844155844156"
"0","34","2","0","0","vo_10011600_1512","15","0","0","vo_10011600","1150034","0"
"361","35","1","1.26753246753247","0","0","15","7","726","0","1150035","0"
"0","36","4","0","1","0","15","7","0","0","1150036","2.51753246753247"
"0","37","2","0","0","vo_10011600_1513","15","0","0","vo_10011600","1150037","0"
"0","38","1","1.99480519480519","0","0","15","8","793","0","1150038","0"
"0","39","4","0","1","0","15","8","0","0","1150039","2.49480519480519"
"0","40","2","0","0","vo_10011600_1514","15","0","0","vo_10011600","1150040","0"
"793","41","1","1.03896103896104","0","0","15","8","793","0","1150041","0"
"0","42","4","0","1","0","15","8","0","0","1150042","2.53896103896104"
"0","43","1","0.01","0","0","15","9","400","0","1150043","0"
"0","44","4","0","1","0","15","9","0","0","1150044","0"
"0","45","2","0","0","vo_10011600_1515","15","0","0","vo_10011600","1150045","0"
"400","46","1","1.32987012987013","0","0","15","9","720","0","1150046","0"
"0","1","2","0","0","vo_10011600_1601","16","0","0","vo_10011600","1160001","0"
"0","2","1","0.623376623376623","0","0","16","1","150","0","1160002","0"
"0","3","4","0","1","0","16","1","0","0","1160003","2.12337662337662"
"0","4","2","0","0","vo_10011600_1602","16","0","0","vo_10011600","1160004","0"
"0","5","1","3.63636363636364","0","0","16","2","716","0","1160005","0"
"0","6","4","0","1","0","16","2","0","0","1160006","5.13636363636364"
"0","7","2","0","0","vo_10011600_1603","16","0","0","vo_10011600","1160007","0"
"0","8","1","1.18441558441558","0","0","16","3","396","0","1160008","0"
"0","9","4","0","1","0","16","3","0","0","1160009","2.18441558441558"
"0","10","2","0","0","vo_10011600_1604","16","0","0","vo_10011600","1160010","0"
"396","11","1","0.353246753246753","0","0","16","3","460","0","1160011","0"
"0","12","4","0","1","0","16","3","0","0","1160012","0.553246753246753"
"0","13","2","0","0","vo_10011600_1605","16","0","0","vo_10011600","1160013","0"
"460","14","1","1.1012987012987","0","0","16","3","704","0","1160014","0"
"0","15","4","0","1","0","16","3","0","0","1160015","1.1012987012987"
"0","16","1","1.95324675324675","0","0","16","4","458","0","1160016","0"
"0","17","4","0","1","0","16","4","0","0","1160017","2.45324675324675"
"0","18","2","0","0","vo_10011600_1606","16","0","0","vo_10011600","1160018","0"
"458","19","1","0.78961038961039","0","0","16","4","758","0","1160019","0"
"0","20","4","0","1","0","16","4","0","0","1160020","1.78961038961039"
"0","21","2","0","0","vo_10011600_1607","16","0","0","vo_10011600","1160021","0"
"0","22","1","1.99480519480519","0","0","16","5","492","0","1160022","0"
"0","23","4","0","1","0","16","5","0","0","1160023","2.99480519480519"
"0","24","2","0","0","vo_10011600_1608","16","0","0","vo_10011600","1160024","0"
"492","25","1","0.748051948051948","0","0","16","5","712","0","1160025","0"
"0","26","4","0","1","0","16","5","0","0","1160026","1.99805194805195"
"0","27","2","0","0","vo_10011600_1609","16","0","0","vo_10011600","1160027","0"
"0","28","1","1.53766233766234","0","0","16","6","260","0","1160028","0"
"0","29","4","0","1","0","16","6","0","0","1160029","2.13766233766234"
"0","30","2","0","0","vo_10011600_1610","16","0","0","vo_10011600","1160030","0"
"260","31","1","1.41298701298701","0","0","16","6","728","0","1160031","0"
"0","32","4","0","1","0","16","6","0","0","1160032","1.41298701298701"
"0","33","1","0.78961038961039","0","0","16","7","165","0","1160033","0"
"0","34","4","0","1","0","16","7","0","0","1160034","2.33961038961039"
"0","35","2","0","0","vo_10011600_1611","16","0","0","vo_10011600","1160035","0"
"165","36","1","0.706493506493507","0","0","16","7","341","0","1160036","0"
"0","37","4","0","1","0","16","7","0","0","1160037","1.00649350649351"
"0","38","2","0","0","vo_10011600_1612","16","0","0","vo_10011600","1160038","0"
"341","39","1","1.45454545454545","0","0","16","7","710","0","1160039","0"
"0","40","4","0","1","0","16","7","0","0","1160040","2.95454545454545"
"0","41","2","0","0","vo_10011600_1613","16","0","0","vo_10011600","1160041","0"
"710","42","1","0.249350649350649","0","0","16","7","770","0","1160042","0"
"0","43","4","0","1","0","16","7","0","0","1160043","0.749350649350649"
"0","44","2","0","0","vo_10011600_1614","16","0","0","vo_10011600","1160044","0"
"0","45","1","2.31896103896104","0","0","16","8","522","0","1160045","0"
"0","46","4","0","1","0","16","8","0","0","1160046","3.71896103896104"
"0","47","2","0","0","vo_10011600_1615","16","0","0","vo_10011600","1160047","0"
"522","48","1","0.714805194805195","0","0","16","8","730","0","1160048","0"
"0","49","4","0","1","0","16","8","0","0","1160049","2.71480519480519"
"0","50","1","0.01","0","0","16","9","560","0","1160050","0"
"0","51","4","0","1","0","16","9","0","0","1160051","0"
"0","52","2","0","0","vo_10011600_1616","16","0","0","vo_10011600","1160052","0"
"560","53","1","0.623376623376623","0","0","16","9","710","0","1160053","0"
"0","1","2","0","0","vo_10011600_1701","17","0","0","vo_10011600","1170001","0"
"0","2","1","0.664935064935065","0","0","17","1","160","0","1170002","0"
"0","3","4","0","1","0","17","1","0","0","1170003","2.16493506493507"
