247b40f44b6dd78ee8fbc398dd149e39d7766de9f52efc32a80920b19efec672,95faf2d53551d8db5878d1397601548f1106809d0956e650a54dd071c3336579,58aba929304509567ae09066429ea55019dfcf1310232a5986bbc510051dfcc5,029be54ae1ec8b41d5c7bf915f14b6906c3df13855c70c4f76ffd0b9c6c1e27b,9d212e3760361ba19173b81588ef60c58bc7c5bf76d6e30b28750f8983dc9feb,62594f2537074e1bfef589a737319fe854909b3269c1fc898812acc5eeecd3bf,5571e514c59129188e49d4dea728e3f7c20bc645ebb0620737909c818148df23,e7b4595ffa412c5e612bff39b21a45615b85ff0b11c610e6d7f2aa31bb29f56f,1f8c97cdfe12331d57e5915d5447ab3a22062110a30cb94fc4aefaeac0c85b13,e2e71d600d4c3105f6d6449f70cce1781ccf2b097ae92ac7642edd4f6a20be29,99eccabd2d788c59c4685a09631b06e3c525f4ac25082f96d78524189a6737d8
"23001","2","1","30000","0","0","","","30","11","0"
"90007","2","2","30000","0","0","","","2000","12","0"
"20003","2","3","30000","0","0","","","20","13","0"
"91002","8","4","30000","0","0","","","50","14","0"
"94002","12","5","30000","0","0","","","50000","15","0"
"91002","8","6","30000","0","0","","","50","16","0"
"90007","2","7","30000","0","0","","","3000","17","0"
"20003","2","8","30000","0","0","","","20","18","0"
"91002","8","9","30000","0","0","","","80","19","0"
"24001","2","10","30000","0","0","","","1","20","0"
"91002","8","11","30000","0","0","","","80","21","0"
"22002","2","12","30000","0","0","","","20","22","0"
"20003","2","13","30000","0","0","","","20","23","0"
"91002","8","14","30000","0","0","","","100","24","0"
"24001","2","15","30000","0","0","","","1","25","0"
"91002","8","1","40001","0","1","貪吃佩可","今天是紀念日，要慶祝才行呢！\n燒肉、壽司、披薩、蛋糕～☆\n能和你一起開派對，\n我好幸福～♪","150","27","107501"
"91002","8","2","40001","0","1","可可蘿","能夠在今天迎來這個紀念日，\n全拜主人的器量所賜。\n真不愧是主人呢。\n真了不起真了不起♪","150","28","107601"
"91002","8","3","40001","0","1","凱留","你還挺能幹的嘛！\n我有點…還蠻…非、非常\n對你刮目相看了呢。\n我就誇誇你吧♪","150","29","107801"
"91002","8","4","40001","0","1","鈴莓","對您和我來說，\n今天是個特別的日子。\n因為有了您的支持，\n我才能夠如此努力！","150","30","107701"
"91002","8","5","40001","0","1","珠希","今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪","150","31","107901"
"91002","8","6","40001","0","2","貪吃佩可","嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪","150","32","107501"
"91002","8","7","40001","0","2","可可蘿","夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。","150","33","107601"
"91002","8","8","40001","0","2","凱留","嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！","150","34","107801"
"91002","8","9","40001","0","2","鈴莓"," 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪","150","35","107701"
"91002","8","10","40001","0","2","珠希","明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？","150","36","107901"
"91002","8","1","20000","0","0","","","300","47","0"
"23001","2","1","20000","0","0","","","20","48","0"
"91002","8","2","20000","0","0","","","300","49","0"
"23001","2","2","20000","0","0","","","20","50","0"
"91002","8","3","20000","0","0","","","300","51","0"
"23001","2","3","20000","0","0","","","20","52","0"
"91002","8","4","20000","0","0","","","300","53","0"
"23001","2","4","20000","0","0","","","20","54","0"
"91002","8","5","20000","0","0","","","500","55","0"
"23001","2","5","20000","0","0","","","20","56","0"
"91002","8","6","20000","0","0","","","300","57","0"
"23001","2","6","20000","0","0","","","20","58","0"
"91002","8","7","20000","0","0","","","300","59","0"
"23001","2","7","20000","0","0","","","20","60","0"
"91002","8","8","20000","0","0","","","300","61","0"
"23001","2","8","20000","0","0","","","20","62","0"
"91002","8","9","20000","0","0","","","300","63","0"
"23001","2","9","20000","0","0","","","20","64","0"
"91002","8","10","20000","0","0","","","600","65","0"
"23001","2","10","20000","0","0","","","20","66","0"
"91002","8","1","49001","0","0","","","150","67","0"
"91002","8","2","49001","0","0","","","150","68","0"
"91002","8","3","49001","0","0","","","150","69","0"
"91002","8","4","49001","0","0","","","150","70","0"
"91002","8","5","49001","0","0","","","150","71","0"
"91002","8","6","49001","0","0","","","150","72","0"
"91002","8","7","49001","0","0","","","150","73","0"
"91002","8","8","49001","0","0","","","150","74","0"
"91002","8","9","49001","0","0","","","150","75","0"
"91002","8","10","49001","0","0","","","150","76","0"
"91002","8","1","49002","0","0","","","150","77","0"
"91002","8","2","49002","0","0","","","150","78","0"
"91002","8","3","49002","0","0","","","150","79","0"
"91002","8","4","49002","0","0","","","150","80","0"
"91002","8","5","49002","0","0","","","150","81","0"
"91002","8","6","49002","0","0","","","150","82","0"
"91002","8","7","49002","0","0","","","150","83","0"
"91002","8","8","49002","0","0","","","150","84","0"
"91002","8","9","49002","0","0","","","150","85","0"
"91002","8","10","49002","0","0","","","150","86","0"
"91002","8","1","49003","0","0","","","150","87","0"
"91002","8","2","49003","0","0","","","150","88","0"
"91002","8","3","49003","0","0","","","150","89","0"
"91002","8","4","49003","0","0","","","150","90","0"
"91002","8","5","49003","0","0","","","150","91","0"
"91002","8","6","49003","0","0","","","150","92","0"
"91002","8","7","49003","0","0","","","150","93","0"
"91002","8","8","49003","0","0","","","150","94","0"
"91002","8","9","49003","0","0","","","150","95","0"
"91002","8","10","49003","0","0","","","150","96","0"
"91002","8","1","49004","0","0","","","1500","97","0"
"91002","8","2","49004","0","0","","","1500","98","0"
"91002","8","3","49004","0","0","","","1500","99","0"
"91002","8","4","49004","0","0","","","1500","100","0"
"91002","8","5","49004","0","0","","","1500","101","0"
"91002","8","6","49004","0","0","","","1500","102","0"
"91002","8","7","49004","0","0","","","1500","103","0"
"91002","8","8","49004","0","0","","","1500","104","0"
"91002","8","1","49005","0","0","","","150","105","0"
"91002","8","2","49005","0","0","","","150","106","0"
"91002","8","3","49005","0","0","","","150","107","0"
"91002","8","4","49005","0","0","","","150","108","0"
"91002","8","5","49005","0","0","","","150","109","0"
"91002","8","6","49005","0","0","","","150","110","0"
"91002","8","7","49005","0","0","","","150","111","0"
"91002","8","8","49005","0","0","","","150","112","0"
"91002","8","9","49005","0","0","","","150","113","0"
"91002","8","10","49005","0","0","","","150","114","0"
"91002","8","1","49006","0","0","","","300","115","0"
"91002","8","2","49006","0","0","","","300","116","0"
"91002","8","3","49006","0","0","","","300","117","0"
"91002","8","4","49006","0","0","","","300","118","0"
"91002","8","5","49006","0","0","","","300","119","0"
"91002","8","1","49007","0","0","","","150","120","0"
"91002","8","2","49007","0","0","","","150","121","0"
"91002","8","3","49007","0","0","","","150","122","0"
"91002","8","4","49007","0","0","","","150","123","0"
"91002","8","5","49007","0","0","","","150","124","0"
"91002","8","6","49007","0","0","","","150","125","0"
"91002","8","7","49007","0","0","","","150","126","0"
"91002","8","8","49007","0","0","","","150","127","0"
"91002","8","9","49007","0","0","","","150","128","0"
"91002","8","10","49007","0","0","","","150","129","0"
"91002","8","1","49008","0","0","","","150","130","0"
"91002","8","2","49008","0","0","","","150","131","0"
"91002","8","3","49008","0","0","","","150","132","0"
"91002","8","4","49008","0","0","","","150","133","0"
"91002","8","5","49008","0","0","","","150","134","0"
"91002","8","6","49008","0","0","","","150","135","0"
"91002","8","7","49008","0","0","","","150","136","0"
"91002","8","8","49008","0","0","","","150","137","0"
"91002","8","9","49008","0","0","","","150","138","0"
"91002","8","10","49008","0","0","","","150","139","0"
"91002","8","1","49009","0","0","","","150","140","0"
"91002","8","2","49009","0","0","","","150","141","0"
"91002","8","3","49009","0","0","","","150","142","0"
"91002","8","4","49009","0","0","","","150","143","0"
"91002","8","5","49009","0","0","","","150","144","0"
"91002","8","6","49009","0","0","","","150","145","0"
"91002","8","7","49009","0","0","","","150","146","0"
"91002","8","8","49009","0","0","","","150","147","0"
"91002","8","9","49009","0","0","","","150","148","0"
"91002","8","10","49009","0","0","","","150","149","0"
"91002","8","1","49010","0","0","","","150","150","0"
"91002","8","2","49010","0","0","","","150","151","0"
"91002","8","3","49010","0","0","","","150","152","0"
"91002","8","4","49010","0","0","","","150","153","0"
"91002","8","5","49010","0","0","","","150","154","0"
"91002","8","6","49010","0","0","","","150","155","0"
"91002","8","7","49010","0","0","","","150","156","0"
"91002","8","8","49010","0","0","","","150","157","0"
"91002","8","9","49010","0","0","","","150","158","0"
"91002","8","10","49010","0","0","","","150","159","0"
"91002","8","1","49011","0","0","","","150","160","0"
"91002","8","2","49011","0","0","","","150","161","0"
"91002","8","3","49011","0","0","","","150","162","0"
"91002","8","4","49011","0","0","","","150","163","0"
"91002","8","5","49011","0","0","","","150","164","0"
"91002","8","6","49011","0","0","","","150","165","0"
"91002","8","7","49011","0","0","","","150","166","0"
"91002","8","8","49011","0","0","","","150","167","0"
"91002","8","9","49011","0","0","","","150","168","0"
"91002","8","10","49011","0","0","","","150","169","0"
"91002","8","1","49012","0","0","","","300","170","0"
"91002","8","2","49012","0","0","","","300","171","0"
"91002","8","3","49012","0","0","","","300","172","0"
"91002","8","4","49012","0","0","","","300","173","0"
"91002","8","5","49012","0","0","","","300","174","0"
"91002","8","6","49012","0","0","","","300","175","0"
"91002","8","7","49012","0","0","","","300","176","0"
"91002","8","8","49012","0","0","","","300","177","0"
"91002","8","9","49012","0","0","","","300","178","0"
"91002","8","10","49012","0","0","","","300","179","0"
"91002","8","1","80003","500371","1","","","100","180","0"
"91002","8","2","80003","500371","1","","","100","181","0"
"91002","8","3","80003","500033","1","","","100","182","0"
"91002","8","4","80003","500371","1","","","100","183","0"
"91002","8","5","80003","500033","1","","","100","184","0"
"91002","8","6","80003","500371","1","","","100","185","0"
"91002","8","7","80003","500367","1","","","100","186","0"
"91002","8","8","80003","500367","1","","","100","187","0"
"91002","8","9","80003","500367","1","","","100","188","0"
"91002","8","10","80003","500033","1","","","100","189","0"
"91002","8","11","80003","500033","1","","","100","190","0"
"91002","8","12","80003","500033","1","","","100","191","0"
"91002","8","13","80003","509020","1","","","100","192","0"
