fa635f68d8468bb2baf412f911387536b6af41caf4856cac25372fcdb794552d,5507766054e6686f11ba4c997e69e20a10cf97c3a387316470cd929e10382587,25c98539cfea1602ae8bc5f27505a2f298ed49ac297d2766cac5cfd47086fd69,f7071941b36700987c4b43d70a639fc5fad381ff2f018d6c47a0e262f5bc4b42,e18d5456487d735ca0b7722c79076c4c54e0bd8add096b0f84b9d12e4734f0c0,e8b7a369e0e912a3dca0c58a0b66ecf3124ee0db51c4cc9e4a2ad48ed97a8602,462a4292449dd3ed52f155aafe2620ac8eb34ff02e398b004c927f82b7651b33,b5d7d76ae65eb4cc5815628159efb985b0be23cdb644c3f7fcb276c51f1a534a,40e871815edf5afeb32659798551cab4c6b6b8a41aa76ff96a0bcd141ef4f0f4,68f1548342b6feb4ea46b761acbbb72505fa5848130a9feb77b1777af6d4ea1c,cc836e1eabb96e06bc38059ae727220fe6362e86f8b38d4430c9c3ad285b2dfd,687f540680fe336d6aacbeaacd7794a9904e83eb53b9acd056a8e9cf3e520fca,c6d03cf9017693f4dcb8682a0ac76d637067ed76a8f2fc3274f40980fc3e178d
"60002","0","31038","60001","10001","0","0","0","0","0","0","0","31012"
"60012","0","31004","60011","10002","0","0","0","0","0","0","0","31020"
"60022","0","31017","60021","10003","0","0","0","0","0","0","0","31010"
"60032","0","31028","60031","10004","0","0","0","0","0","0","0","31076"
"60042","0","31032","60041","10005","0","0","0","0","0","0","0","31080"
"60052","0","31034","60051","10006","0","0","0","0","0","0","0","31047"
"60062","0","31022","60061","10007","0","0","0","0","0","0","0","31082"
"60072","0","31051","60071","10008","0","0","0","0","0","0","0","31009"
"60082","0","31029","60081","10009","0","0","0","0","0","0","0","31085"
"60092","0","31002","60091","10010","0","0","0","0","0","0","0","31089"
"60102","0","31011","60101","10011","0","0","0","0","0","0","0","31090"
"60112","0","31008","60111","10012","0","0","0","0","0","0","0","31043"
"60122","0","31018","60121","10013","0","0","0","0","0","0","0","31093"
"60132","0","31038","60131","10014","0","0","0","0","0","0","0","31012"
"60142","0","31045","60141","10015","0","0","0","0","0","0","0","31053"
"60152","0","31004","60151","10016","0","0","0","0","0","0","0","31020"
"60162","0","31025","60161","10017","0","0","0","0","0","0","0","31098"
"60172","0","31017","60171","10018","0","0","0","0","0","0","0","31010"
"60182","0","31050","60181","10019","0","0","0","0","0","0","0","31101"
"60192","0","31028","60191","10020","0","0","0","0","0","0","0","31076"
"60202","0","31014","60201","10021","0","0","0","0","0","0","0","31105"
"60212","0","31032","60211","10022","0","0","0","0","0","0","0","31080"
"60222","0","31040","60221","10023","0","0","0","0","0","0","0","31056"
"60232","0","31034","60231","10024","0","0","0","0","0","0","0","31047"
"60242","0","31036","60241","10025","0","0","0","0","0","0","0","31112"
"60252","0","31022","60251","10026","0","0","0","0","0","0","0","31082"
"60262","0","31005","60261","10027","0","0","0","0","0","0","0","31037"
"60272","0","31051","60271","10028","0","0","0","0","0","0","0","31009"
"60282","0","31044","60281","10029","0","0","0","0","0","0","0","31116"
"60292","0","31029","60291","10030","0","0","0","0","0","0","0","31085"
"60302","0","31021","60301","10031","0","0","0","0","0","0","0","31121"
"60312","0","31002","60311","10032","0","0","0","0","0","0","0","31089"
"60322","0","31049","60321","10033","0","0","0","0","0","0","0","31123"
"60332","0","31011","60331","10034","0","0","0","0","0","0","0","31090"
"60342","0","31042","60341","10035","0","0","0","0","0","0","0","31126"
"60342","0","31042","60341","10036","0","0","0","0","0","0","0","31126"
"60362","0","31008","60361","10037","0","0","0","0","0","0","0","31043"
"60372","0","31046","60371","10038","0","0","0","0","0","0","0","31107"
"60382","0","31018","60381","10039","0","0","0","0","0","0","0","31093"
