7582eb49302364ce24c8c60f2878217455f6e91084aeec30c799e9bbe9c730f0,abf8aaf40727408cfcc3f722612e527e37a15b4af4988ce0982eed664785a0c8,31678c37b276485703cdb819812f7d9b70dbe28f9388e0c09083397017f43be0,4f7331a37d3f2bc1f41e84d57e0be9ab7773639ff1f35f7079ab1209b377679c,80fa1129de2bc9e23b599d44877f26ec348678d80b8fda24ce1feb60833dcb87,82b1142313c81d677a367b0f88891327f01552e85c16fce696eb4570987e3e37,d66aaa8e972d56d7d2130c9f9523be87f36090abfcbae79587e073b8ef912705
"18001001","1","180010111","59","180010112","180010113","1"
"18001001","2","180010211","99","180010212","180010213","60"
"18001001","3","180010311","119","180010312","180010313","100"
"18001001","4","180010411","139","180010412","180010413","120"
"18001001","5","180010511","149","180010512","180010513","140"
"18001001","6","180010611","159","180010612","180010613","150"
"18001001","7","180010711","169","180010712","180010713","160"
"18001001","8","180010811","-1","180010812","180010813","170"
"18001002","9","180010121","59","180010122","180010123","1"
"18001002","10","180010221","99","180010222","180010223","60"
"18001002","11","180010321","119","180010322","180010323","100"
"18001002","12","180010421","139","180010422","180010423","120"
"18001002","13","180010521","149","180010522","180010523","140"
"18001002","14","180010621","159","180010622","180010623","150"
"18001002","15","180010721","169","180010722","180010723","160"
"18001002","16","180010821","-1","180010822","180010823","170"
"18001003","17","180010131","59","180010132","180010133","1"
"18001003","18","180010231","99","180010232","180010233","60"
"18001003","19","180010331","119","180010332","180010333","100"
"18001003","20","180010431","139","180010432","180010433","120"
"18001003","21","180010531","149","180010532","180010533","140"
"18001003","22","180010631","159","180010632","180010633","150"
"18001003","23","180010731","169","180010732","180010733","160"
"18001003","24","180010831","-1","180010832","180010833","170"
"18001004","25","180010141","59","180010142","180010143","1"
"18001004","26","180010241","99","180010242","180010243","60"
"18001004","27","180010341","119","180010342","180010343","100"
"18001004","28","180010441","139","180010442","180010443","120"
"18001004","29","180010541","149","180010542","180010543","140"
"18001004","30","180010641","159","180010642","180010643","150"
"18001004","31","180010741","169","180010742","180010743","160"
"18001004","32","180010841","179","180010842","180010843","170"
"18001004","33","180010941","189","180010942","180010943","180"
"18001004","34","180011041","199","180011042","180011043","190"
"18001004","35","180011141","-1","180011142","180011143","200"
"18001005","36","180010151","59","180010152","180010153","1"
"18001005","37","180010251","99","180010252","180010253","60"
"18001005","38","180010351","119","180010352","180010353","100"
"18001005","39","180010451","139","180010452","180010453","120"
"18001005","40","180010551","149","180010552","180010553","140"
"18001005","41","180010651","159","180010652","180010653","150"
"18001005","42","180010751","169","180010752","180010753","160"
"18001005","43","180010851","179","180010852","180010853","170"
"18001005","44","180010951","189","180010952","180010953","180"
"18001005","45","180011051","199","180011052","180011053","190"
"18001005","46","180011151","209","180011152","180011153","200"
"18001005","47","180011251","219","180011252","180011253","210"
"18001005","48","180011351","229","180011352","180011353","220"
"18001005","49","180011451","239","180011452","180011453","230"
"18001005","50","180011551","-1","180011552","180011553","240"
"18001006","51","180010161","59","180010162","180010163","1"
"18001006","52","180010261","99","180010262","180010263","60"
"18001006","53","180010361","119","180010362","180010363","100"
"18001006","54","180010461","139","180010462","180010463","120"
"18001006","55","180010561","149","180010562","180010563","140"
"18001006","56","180010661","159","180010662","180010663","150"
"18001006","57","180010761","169","180010762","180010763","160"
"18001006","58","180010861","179","180010862","180010863","170"
"18001006","59","180010961","189","180010962","180010963","180"
"18001006","60","180011061","199","180011062","180011063","190"
"18001006","61","180011161","209","180011162","180011163","200"
"18001006","62","180011261","219","180011262","180011263","210"
"18001006","63","180011361","229","180011362","180011363","220"
"18001006","64","180011461","239","180011462","180011463","230"
"18001006","65","180011561","249","180011562","180011563","240"
"18001006","66","180011661","259","180011662","180011663","250"
"18001006","67","180011761","-1","180011762","180011763","260"
"18001007","68","180010171","59","180010172","180010173","1"
"18001007","69","180010271","99","180010272","180010273","60"
"18001007","70","180010371","119","180010372","180010373","100"
"18001007","71","180010471","139","180010472","180010473","120"
"18001007","72","180010571","149","180010572","180010573","140"
"18001007","73","180010671","159","180010672","180010673","150"
"18001007","74","180010771","169","180010772","180010773","160"
"18001007","75","180010871","179","180010872","180010873","170"
"18001007","76","180010971","189","180010972","180010973","180"
"18001007","77","180011071","199","180011072","180011073","190"
"18001007","78","180011171","209","180011172","180011173","200"
"18001007","79","180011271","219","180011272","180011273","210"
"18001007","80","180011371","229","180011372","180011373","220"
"18001007","81","180011471","239","180011472","180011473","230"
"18001007","82","180011571","249","180011572","180011573","240"
"18001007","83","180011671","259","180011672","180011673","250"
"18001007","84","180011771","269","180011772","180011773","260"
"18001007","85","180011871","279","180011872","180011873","270"
"18001007","86","180011971","-1","180011972","180011973","280"
"18001008","87","180010181","59","180010182","180010183","1"
"18001008","88","180010281","99","180010282","180010283","60"
"18001008","89","180010381","119","180010382","180010383","100"
"18001008","90","180010481","139","180010482","180010483","120"
"18001008","91","180010581","149","180010582","180010583","140"
"18001008","92","180010681","159","180010682","180010683","150"
"18001008","93","180010781","169","180010782","180010783","160"
"18001008","94","180010881","179","180010882","180010883","170"
"18001008","95","180010981","189","180010982","180010983","180"
"18001008","96","180011081","199","180011082","180011083","190"
"18001008","97","180011181","209","180011182","180011183","200"
"18001008","98","180011281","219","180011282","180011283","210"
"18001008","99","180011381","229","180011382","180011383","220"
"18001008","100","180011481","239","180011482","180011483","230"
"18001008","101","180011581","249","180011582","180011583","240"
"18001008","102","180011681","259","180011682","180011683","250"
"18001008","103","180011781","269","180011782","180011783","260"
"18001008","104","180011881","279","180011882","180011883","270"
"18001008","105","180011981","289","180011982","180011983","280"
"18001008","106","180012081","-1","180012082","180012083","290"
"19001001","1001","190010111","59","190010112","190010113","1"
"19001001","1002","190010211","99","190010212","190010213","60"
"19001001","1003","190010311","119","190010312","190010313","100"
"19001001","1004","190010411","139","190010412","190010413","120"
"19001001","1005","190010511","149","190010512","190010513","140"
"19001001","1006","190010611","159","190010612","190010613","150"
"19001001","1007","190010711","169","190010712","190010713","160"
"19001001","1008","190010811","-1","190010812","190010813","170"
"19001002","1009","190010121","59","190010122","190010123","1"
"19001002","1010","190010221","99","190010222","190010223","60"
"19001002","1011","190010321","119","190010322","190010323","100"
"19001002","1012","190010421","139","190010422","190010423","120"
"19001002","1013","190010521","149","190010522","190010523","140"
"19001002","1014","190010621","159","190010622","190010623","150"
"19001002","1015","190010721","169","190010722","190010723","160"
"19001002","1016","190010821","-1","190010822","190010823","170"
"19001003","1017","190010131","59","190010132","190010133","1"
"19001003","1018","190010231","99","190010232","190010233","60"
"19001003","1019","190010331","119","190010332","190010333","100"
"19001003","1020","190010431","139","190010432","190010433","120"
"19001003","1021","190010531","149","190010532","190010533","140"
"19001003","1022","190010631","159","190010632","190010633","150"
"19001003","1023","190010731","169","190010732","190010733","160"
"19001003","1024","190010831","179","190010832","190010833","170"
"19001003","1025","190010931","189","190010932","190010933","180"
"19001003","1026","190011031","199","190011032","190011033","190"
"19001003","1027","190011131","209","190011132","190011133","200"
"19001003","1028","190011231","219","190011232","190011233","210"
"19001003","1029","190011331","229","190011332","190011333","220"
"19001003","1030","190011431","239","190011432","190011433","230"
"19001003","1031","190011531","249","190011532","190011533","240"
"19001003","1032","190011631","259","190011632","190011633","250"
"19001003","1033","190011731","269","190011732","190011733","260"
"19001003","1034","190011831","279","190011832","190011833","270"
"19001003","1035","190011931","289","190011932","190011933","280"
"19001003","1036","190012031","299","190012032","190012033","290"
"19001003","1037","190012131","309","190012132","190012133","300"
"19001003","1038","190012231","-1","190012232","190012233","310"
