12a43e9854f6a8eec0f542c5d23ad0d777bc77a94a8c900a128ce21a6e2f0baa,2b8a0ad46833d54de334eeba7a7f164e1ab761e98d152ac57ed94e4f98db3a35,7616bf59929842884d144b0228a8b9a20e351b1be8c77a003cbe0da947250e5d,91b5bb9188892debbffdbd2818651974f48b410b8762b5d8ab57059e6511808b,b3aeaddedc1c861360ea826d86eba8251e303babfcdf7164eec06911519390db,b6aaa480acf6b5bd662780524ec90faec0a4005925ce92595d123dbb17e26ce1,fe2280fd6100db07ff52759603413e189ecedc760829f2439b62aaa2652f6210,625c6a0bc00bce5744a73b8db80a9345df67c08cc70b9304b1a80b9965b0fbd1,0117d93f4fe1e16c686d6a60f9cba114186b4fcb04727d60dac272012f5fca50,504a7047c5deea782a6da6cda1f2500cbc56e6c9885e0474b5428ad2aefa05d6,acc01b21e0edf02192a6e4138859d3b9457ad1823e56d980e3f08f3ee052df9f
"25012","10","282001001","31","91002","8","1","2","2","25021","8"
"25012","10","282001002","31","91002","8","2","2","2","25021","8"
"25012","10","282001003","32","91002","8","3","2","2","25021","8"
"25012","10","282001004","32","91002","8","4","2","2","25021","8"
"25012","10","282001005","33","91002","8","5","2","2","25021","8"
"25012","10","282001006","33","91002","8","6","2","2","25021","9"
"25012","10","282001007","34","91002","8","7","2","2","25021","9"
"25012","10","282001008","35","91002","8","8","2","2","25021","9"
"25012","10","282001009","35","91002","8","9","2","2","25021","9"
"25012","30","282001010","37","91002","8","10","2","2","25021","10"
"25012","10","282001011","41","91002","8","11","2","2","25021","10"
"25012","10","282001012","43","91002","8","12","2","2","25021","11"
"25012","10","282001013","46","91002","8","13","2","2","25021","11"
"25012","10","282001014","48","91002","8","14","2","2","25021","12"
"25012","10","282001015","50","91002","8","15","2","2","25021","12"
"25012","10","282001016","53","91002","8","16","2","2","25021","13"
"25012","10","282001017","55","91002","8","17","2","2","25021","14"
"25012","10","282001018","58","91002","8","18","2","2","25021","14"
"25012","10","282001019","60","91002","8","19","2","2","25021","15"
"25012","30","282001020","62","91002","8","20","2","2","25021","15"
"25012","10","282001021","68","91002","8","21","2","2","25021","16"
"25012","10","282001022","70","91002","8","22","2","2","25021","16"
"25012","10","282001023","72","91002","8","23","2","2","25021","16"
"25012","10","282001024","75","91002","8","24","2","2","25021","17"
"25012","10","282001025","77","91002","8","25","2","2","25021","18"
"25012","10","282001026","79","91002","8","26","2","2","25021","18"
"25012","10","282001027","82","91002","8","27","2","2","25021","19"
"25012","10","282001028","84","91002","8","28","2","2","25021","19"
"25012","10","282001029","86","91002","8","29","2","2","25021","19"
"25012","30","282001030","89","91002","8","30","2","2","25021","20"
"25012","10","282001031","94","91002","8","31","2","2","25021","20"
"25012","10","282001032","96","91002","8","32","2","2","25021","21"
"25012","10","282001033","99","91002","8","33","2","2","25021","21"
"25012","10","282001034","101","91002","8","34","2","2","25021","22"
"25012","10","282001035","103","91002","8","35","2","2","25021","22"
"25012","10","282001036","106","91002","8","36","2","2","25021","23"
"25012","10","282001037","108","91002","8","37","2","2","25021","23"
"25012","10","282001038","111","91002","8","38","2","2","25021","24"
"25012","10","282001039","113","91002","8","39","2","2","25021","25"
"25012","30","282001040","115","91002","8","40","2","2","25021","25"
"25012","10","282001041","121","91002","8","41","2","2","25021","26"
"25012","10","282001042","123","91002","8","42","2","2","25021","27"
"25012","10","282001043","125","91002","8","43","2","2","25021","28"
"25012","10","282001044","128","91002","8","44","2","2","25021","28"
"25012","10","282001045","130","91002","8","45","2","2","25021","29"
"25012","10","282001046","132","91002","8","46","2","2","25021","30"
"25012","10","282001047","135","91002","8","47","2","2","25021","30"
"25012","10","282001048","137","91002","8","48","2","2","25021","31"
"25012","10","282001049","139","91002","8","49","2","2","25021","31"
"25012","30","282001050","142","91002","8","50","2","2","25021","31"
"25012","10","282001051","144","91002","8","51","2","2","25021","32"
"25012","10","282001052","146","91002","8","52","2","2","25021","32"
"25012","10","282001053","149","91002","8","53","2","2","25021","32"
"25012","10","282001054","152","91002","8","54","2","2","25021","33"
"25012","10","282001055","155","91002","8","55","2","2","25021","33"
"25012","10","282001056","157","91002","8","56","2","2","25021","33"
"25012","10","282001057","160","91002","8","57","2","2","25021","34"
"25012","10","282001058","163","91002","8","58","2","2","25021","34"
"25012","10","282001059","166","91002","8","59","2","2","25021","34"
"25012","30","282001060","169","91002","8","60","2","2","25021","35"
"25012","10","282001061","171","91002","8","61","2","2","25021","35"
"25012","10","282001062","174","91002","8","62","2","2","25021","35"
"25012","10","282001063","177","91002","8","63","2","2","25021","36"
"25012","10","282001064","180","91002","8","64","2","2","25021","36"
"25012","10","282001065","182","91002","8","65","2","2","25021","36"
"25012","10","282001066","185","91002","8","66","2","2","25021","37"
"25012","10","282001067","187","91002","8","67","2","2","25021","37"
"25012","10","282001068","190","91002","8","68","2","2","25021","37"
"25012","10","282001069","193","91002","8","69","2","2","25021","38"
"25012","30","282001070","196","91002","8","70","2","2","25021","38"
"25012","10","282001071","200","91002","8","71","2","2","25021","39"
"25012","10","282001072","204","91002","8","72","2","2","25021","39"
"25012","10","282001073","208","91002","8","73","2","2","25021","40"
"25012","10","282001074","212","91002","8","74","2","2","25021","40"
"25012","10","282001075","216","91002","8","75","2","2","25021","41"
"25012","10","282001076","220","91002","8","76","2","2","25021","41"
"25012","10","282001077","224","91002","8","77","2","2","25021","42"
"25012","10","282001078","228","91002","8","78","2","2","25021","42"
"25012","10","282001079","232","91002","8","79","2","2","25021","43"
"25012","30","282001080","236","91002","8","80","2","2","25021","43"
"25012","10","282001081","240","91002","8","81","2","2","25021","44"
"25012","10","282001082","244","91002","8","82","2","2","25021","44"
"25012","10","282001083","248","91002","8","83","2","2","25021","45"
"25012","10","282001084","252","91002","8","84","2","2","25021","45"
"25012","10","282001085","256","91002","8","85","2","2","25021","46"
"25012","10","282001086","260","91002","8","86","2","2","25021","46"
"25012","10","282001087","264","91002","8","87","2","2","25021","47"
"25012","10","282001088","268","91002","8","88","2","2","25021","47"
"25012","10","282001089","272","91002","8","89","2","2","25021","48"
"25012","30","282001090","276","91002","8","90","2","2","25021","48"
