7c4c493a2379eb43506807f27dc11eb0250d27839250dcd37eff4a8394081873,4fbdacb4d8d10539135680b9bfb1e2b861c5e4cb8a99dc93a846a84b93187ea0,d67439ed7d8ea3cc1edbef0206b578fbcd6374d58ef9e811ab2274d0f48d1970,3849fc31c419f7d6ceb338450e886ac18db56af08aaa058ac40db5c44c7b6b19,749e558c107d7d11b0002b137679e4e7478d504bb76bf049999df327a26d1266,6d77da4bfb3f08483b357a94ae5c1aa86748a8b1bb83329405b653aa89248f2f,7e3a6c60838d6aabdd2a6a6d4643b9b672cc5df7bb6cb6269f464956d9326bc5,d046b3c99566f3ed04c0ff2eda9da4cffb2627c29fe9475e876466ee99ab9486,1a89b5d38ee5ce7df9b3e217a62f3b34ca552ada63eb14e7a26a9815134c60aa,c3357e2f079224ca01ab65b25e2bd1d0f8e111095b011b845f1ed49208d1f5fc,8dad61760bfd7fb2eeea2f24e4c19e222616492e5c71ab95e4adf038a89a2be3,7d15bdf7e93d276529febb303fb0b1546e0a82b9071d04fd1702712551dfc61f,dcd89ea0e348ac7347e09c3aac9ba7da45dc85bd040d5a7c05297908b5801bd8,0535f735e18a94122df39cca35c0972e206c80b4f64f357484f74dee32fa08e0,0faf555912f8da795a71f16422d8a69dad50cadafc91c8df38973160b8323dc3,75102e1ee6d1e5176b4dc6eeeed2217916c71970dbe7c0e70c495b2dd859299c,476c282d3174a0a5b36420b3ef275e172c45c05ef94474559a79c2b896977785,cad97c6f7f85a2a4188e1e19c0209250afa6f1c1f8824ed7e8b5939eb2ba8516,96d57af96f306212ca01452fc360c5c2db594dcc416ef2285897c68573932b70,01a7269129158d0945cc0749c41b273afe312e66892afe65cfe0035c26a873f6,dee58570f2ceb8629667c80c2549147b4daceaf7a55c4ace9987bb8f628e0527,0202cc09b2fd78c9faab1479ef48b6be3a41c857d7922ca26fab313a2d970743,96e2041d22251993cd870fda9220fd7fc786d7e19da5208e9b17053b33f292a2,123fef5be86f6579da9564b63a4ee46ea769348dfe6f83d84002cf42401438be,cf221f04a8054171337608ece7688ed28070a35dbec64925924ae0d68157fc9e,7b2771c5c330de8eaefad99b7cef0b7fefe587608856ee9c63ca7b0b056146c3,445d886e1d3fcea7b87d4000b3bb8a80f7a76f7f03e8910bbe73eeb0c4b905ee,991450eaeaad2d4bbe9da6de27df458830ad6d0a975d5f5aaa466e7b7a60a2c4,73e1bbe75c2d48534432ac569416451374eb88bcf6eef89ed4123315e9d0fff9,b3f187736edcb713531262b32e2b0747729e3db7a0df002abff8ee183063f4e4,8e6291369fcc95791965ca1f820a9b3c452efdf79504da2491acea74f6ca0a75,4ea119aab5282b14a8d8c01cf27d7371056c9397337e12195549dab6898357ed,497e25ba95f2eb8567e5bd72f5d87bb749566d2dbc085fdc05481124e9136ebd,5bc88cb80055badbfc060bdbb25e0bae0e8d22c270160e39e63cae8142803b1c,8640ee6b8ef9070d97699240400344bca32d85169362d240550cb1497175348f,539f03ef13c01e2b1caa2f65019b0d1466cc41cbf53fe7e4515880ad73cf9038,00c47f36b00f5be07e87463ae0a54d68cec76f94d01e73c1947d5aafe69245da,6eef1d40f5a072ecfa359674050f593afb648a68977196fa12ae184b32e788b6,42fd9db1cde25598d927c800f09e479b46e4eda44f4e22552d735c498cc4c982,14deb5ab35b73cbe6e4c94b9f6299f12c6d10656cf4817791130cc4eede1521b,2673ccfd008c11a2d719ce98393d19f288fb438f899f55308cdd90fd74a16338,d33c70d95ab3a42310cf0a41250d0f60699ef387f6e3a5171428fc8cabe2a2fa,5b0b9c8f5d473d1f49298b7bdf928c7dfaa47bd93aa231b0e81dad489681f5c0,8bce08eee20d51b319f49cad94a2559cd12ed5079495962bd467a8a7a512d84b,7becf3c594bf817e0ab0647382e8da6348b7429b35cbcc4afb6a23f0033dc25f,38f12204686fb7bb102adbf12a5c0a7180718f57048f7b6d8b899d7fce1e6873
"0","0","0","4101101","木劍","50","0","0","0","0","0","101","0","0","0","0","0","0","0","0","200","0","見習騎士們訓練時使用的木劍。最初\n會先用它來學習騎士們的基礎戰鬥技\n術。","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4101201","鋼劍","80","0","0","0","0","0","101","0","0","0","0","0","0","0","0","400","0","廣泛普及的鐵製的劍。價格低廉，\n卻十分堅固，作為旅行者的防身武器\n也很受歡迎。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4101202","海盜彎刀","40","0","0","0","20","0","101","0","0","0","100","0","0","0","0","200","0","稍短且劍身彎曲的劍。因為即使在狹\n窄的空間也能盡情揮舞，在船上戰鬥\n的海盜們常會攜帶。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","200","0","4101203","鐵製西洋劍","40","0","0","0","0","0","101","0","0","0","0","0","0","0","0","200","0","為刺擊而特化的鐵劍。相對於士兵，\n貴族更愛使用，經常被用於決鬥。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0"
"0","0","0","4101251","【戰隊】騎士之願","80","0","0","0","0","0","101","0","0","0","0","0","0","0","0","400","0","工匠以閃耀虹色光芒的礦石精心鍛造\n而成的劍。對他人的心意越強烈，力\n量會寄宿於礦石，使劍身更加強韌。","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4101301","貴族閃光","117","0","0","0","0","0","101","0","0","0","0","0","0","0","0","700","0","為了某貴族製作的長劍。那華麗又高\n雅的裝飾。灌注了想成為堅強與優雅\n兼具的貴族的願望。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4101301","0"
"0","0","0","4101302","暗殺者的裝飾劍","84","0","0","0","17","0","101","0","0","0","100","0","0","0","0","500","0","自遺跡中挖掘到，帶有裝飾的曲劍。\n相傳暗殺者帶著這把劍假裝要獻給國\n王，藉機接近後使其一刀斃命。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4101302","0"
"200","0","0","4101303","黃金劍","84","0","0","0","0","0","101","0","0","0","0","0","0","0","0","500","0","劍身帶有金色刺棘的西洋劍。據說是\n聖者用祝福過的薔薇所製作，並將其\n賜予擁有堅定信仰、能克服忍受所有\n困難的信徒。","0","0","0","3","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","4101303","0"
"0","0","0","4101351","【戰隊】騎士的希望","117","0","0","0","0","0","101","0","0","0","0","0","0","0","0","700","0","一流工匠注入心血，以閃耀虹色光芒\n的礦石鍛造成的劍。將人們的羈絆轉\n化為鋒利程度，擁有能斬斷所有威\n脅羈絆之物的力量。","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4101401","元素之劍","150","0","0","0","0","0","101","0","0","0","0","0","0","0","0","900","0","傳說中寄宿著精靈庇佑之力的靈劍。\n據說其劍身纏繞了風之元素，\n斬斷所有鎧甲，使該劍士\n獲得了勝利。","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4101401","0"
"0","0","0","4101402","斯考夫諾恩","200","0","0","0","0","0","101","0","0","0","0","0","0","0","0","800","0","長劍呼應著願替痛苦哀嘆的人們\n斬斷邪惡的意志，並釋放真實姿態。\n拯救深陷絕望深淵的人心，\n將心存邪念的惡人消滅，帶來安寧。","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4101402","0"
"0","0","0","4101403","量產型倭的蛇腹劍","117","0","0","0","0","0","101","0","0","0","0","0","0","0","0","700","0","倭御用的蛇腹劍……的複製品。\n布武機在修理斷掉的劍時，順便加了\n伸縮結構。使其能作為鞭子般使用，\n但須注意別誤傷自己。","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4101403","0"
"0","0","0","4101404","某個騎士愛用的球棒","117","0","0","0","0","0","101","0","0","0","0","0","0","0","0","700","0","一支充滿那個夏天打沙灘棒球的回憶的球棒。\n交織著汗水與淚水的刻苦訓練的日子\n成為力量的來源，揮出奇蹟般的全壘打，\n飛向了夏日的天空。","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4101404","0"
