762d5c2c029154323c57d5c6d74404e5818412b486d01a3dc2ec36e56887241d,ef9576d1ad85eb0a58539ec3bd7fde20f81543d11201db59fb6456554d66c8b1,489df84727b5015e8fb9b20a11bfc8de4f3feeb13da3bfcb221ac14dcc88b106,c855e95c6fe83c2f114dad9379031a3ba4847de093ff73e375b620b0a1bc7527,5fcadce8d2b5c42f822e9bafa71f6b099a9900ad4e5d21489dadd53d17f67281,c9f1beec4ec4f145d784328cd79635335263447613eff8b890e2e2856cece415,3b9528eec1f519b3e33edb1e61e70309bb0d1818d33bcee09735ed42ac34c096,9428b249b1ffce806aa3ccfaebab718ff387285226445254f2f4b00dd86efc7e,82bce2d0cd6f2af8943efccc030e7d55860c0bde026bb1bd0c7bf5c267d7badf,a636a40b1d71c4c475f7e5a5208fd87818f2dda01b54f0b46458037815282379,43927465f36da06d91bf25ff49c76d4bedf22d3d9ce7126ff97076fe3cbec263,43c2bbef7e884182acebf88ebd2ef3034f3cebf140a0fd457948b77350e63807,26f895afc6aab9b2f407af9963599ffd438d3eb0d04dbd706b229f3933b902e2,85d7fd0e6b2a0f7d7de27dd05844d63bdcc258f79b085ccbef85aa9302f4430f,f06b0baaa85c16ed9b4ab5a0621ae84df49d4447ec730668798836a38d36ee96
"0","0","0","20012","1","20011","1","40001","0","0","7","0","2001","2","1"
"0","0","0","20022","1","20021","1","40001","0","0","7","0","2002","2","1"
"0","0","0","20032","1","20031","1","40001","0","0","7","0","2003","2","1"
"0","0","0","20042","1","20041","1","40001","0","0","7","0","2004","2","1"
"0","0","0","20052","1","20051","1","40001","0","0","7","0","2005","2","1"
"0","0","0","20062","1","20061","1","40001","0","0","7","0","2006","2","1"
"0","0","0","20072","1","20071","1","40001","0","0","7","0","2007","2","1"
"0","0","0","20082","1","20081","1","40001","0","0","7","0","2008","2","1"
"0","0","0","20092","1","20091","1","40001","0","0","7","0","2009","2","1"
"0","0","0","20102","1","20101","1","40001","0","0","7","0","2010","2","1"
"0","0","0","20112","1","20111","1","40001","0","0","7","0","2011","2","1"
"0","0","0","20122","1","20121","1","40001","0","0","7","0","2012","2","1"
"0","0","0","20132","1","20131","1","40001","0","0","7","0","2013","2","1"
"0","0","0","20142","1","20141","1","40001","0","0","7","0","2014","2","1"
"0","0","0","20152","1","20151","1","40001","0","0","7","0","2015","2","1"
"0","0","0","20162","1","20161","1","40001","0","0","7","0","2016","2","1"
"0","0","0","20172","1","20171","1","40001","0","0","7","0","2017","2","1"
"0","0","0","20182","1","20181","1","40001","0","0","7","0","2018","2","1"
"0","0","0","20192","1","20191","1","40001","0","0","7","0","2019","2","1"
"0","0","0","20202","1","20201","1","40001","0","0","7","0","2020","2","1"
"0","0","0","20212","1","20211","1","40001","0","0","7","0","2021","2","1"
"0","0","0","20222","1","20221","1","40001","0","0","7","0","2022","2","1"
"0","0","0","20232","1","20231","1","40001","0","0","7","0","2023","2","1"
"0","0","0","20242","1","20241","1","40001","0","0","7","0","2024","2","1"
"0","0","0","20252","1","20251","1","40001","0","0","7","0","2025","2","1"
"0","0","0","20262","1","20261","1","40001","0","0","7","0","2026","2","1"
"0","0","0","20272","1","20271","1","40001","0","0","7","0","2027","2","1"
"0","0","0","20282","1","20281","1","40001","0","0","7","0","2028","2","1"
"0","0","40","30012","1","30011","1","40001","0","0","7","0","3001","1","1"
"0","0","40","30022","1","30021","5","40001","0","0","7","0","3002","1","1"
"0","0","40","30032","1","30031","6","40001","0","0","7","0","3003","1","1"
"0","0","-58","30042","2","30041","6","40001","0","0","0","0","3004","1","1"
"0","0","-42","30052","1","30051","1","40001","0","0","-20","0","3005","1","1"
"0","0","-42","30062","1","30061","5","40001","0","0","-20","0","3006","1","1"
"0","0","0","30072","1","30071","1","40001","0","0","40","0","3007","1","1"
"0","0","0","30082","1","30081","5","40001","0","0","40","0","3008","1","1"
"0","0","0","30092","1","30091","6","40001","0","0","40","0","3009","1","1"
"0","0","0","40012","1","40011","1","40001","0","0","0","0","4001","1","2"
"0","0","0","40022","1","40021","5","40001","0","0","0","0","4002","1","2"
"0","0","0","40052","1","40051","1","40001","0","0","0","0","4005","1","2"
"0","0","0","40062","1","40061","5","40001","0","0","0","0","4006","1","2"
"0","0","0","40072","2","40071","6","40001","0","0","0","0","4007","1","2"
"0","0","0","40092","2","40091","6","40004","0","0","0","0","4009","1","2"
"0","0","0","40102","1","40101","1","40004","0","0","0","0","4010","1","2"
"0","0","0","40112","1","40111","5","40004","0","0","0","0","4011","1","2"
"0","0","0","40122","1","40121","6","40001","0","0","0","0","4012","1","2"
"0","0","0","40132","1","40131","1","40004","0","0","0","0","4013","1","2"
"0","0","0","40142","1","40141","5","40004","0","0","0","0","4014","1","2"
"0","0","0","40152","1","40151","6","40001","0","0","0","0","4015","1","2"
"0","0","0","40162","1","40161","1","40004","0","0","0","0","4016","1","2"
"0","0","0","40172","1","40171","5","40004","0","0","0","0","4017","1","2"
"0","0","0","40182","1","40181","6","40001","0","0","0","0","4018","1","2"
