0933bd5b72ed9fea3e04143f7f827c734adfb36de8b9c0448329cd8ee636356d,1203c373b452dd31c39fa76a7c6fb3fd972b3d669a37285e1080c75f7997ae6a,275e51616f2f1023c6d9af7ce3438b9aff04fec667c9f0dcaa9e62fd3433f646,5d04b0cc3f3aae39256b09dddca7ba4f4980bf826148e7f47e39f7a97c67e517,f3859d5e6945f6e7f35084968a8d79cbb1cd8ecbeceba3f6b7430fe40e7a292a,6de2f87ce99df5bdd062dbd08704858034bf6c1fef0a269835516e9457209747,d075abb5632542c5c9a462f23718c032a91fe6dd1f8448ab9ff7d461e43c44c2,b32e82edf92ba681543bd53367e0d089327bad4de3484cea7edde4a82d5d9a36,cda98b0b30dbd71868726f7052ac74ef3837db242178f40c743e52211a0ccfe3,73c5cdef4e83d5518bd9b3af89054799ae809beb27cf13ea1996097c2724a9e0,554af160301f81af1270b509768cfb454aa2208efb60b27fc6623c384a1749a0,3441dbc8f01c826859b2ba911bc379abae9c4b00ba2fe35fe4b7fb2e011d79ac,f38a11e7e8b1c1b67b055c9d1fcf29360d1ee5d23a2d2d849697e6f3b6ee2554
"1","0","0","0","1","57","10010001","0","0","0","10010484","0","0"
"2","0","0","1","1","59","10010099","0","0","0","10010100","0","10010674"
"11","0","0","10001","1","58","10010100","0","0","0","10010101","0","10010099"
"12","0","0","0","1","57","10010101","0","0","0","10010102","0","10010100"
"2","0","0","1","1","56","10010102","0","0","0","10010103","0","10010101"
"2","0","0","2","1","55","10010103","0","0","0","10010104","0","10010102"
"4","0","0","0","1","54","10010104","0","0","0","10010105","0","10010103"
"3","0","0","1","1","53","10010105","0","0","0","10010106","0","10010104"
"12","0","0","0","1","52","10010106","0","0","0","10010107","0","10010105"
"5","0","0","0","1","51","10010107","0","0","0","10010559","0","10010106"
"2","0","0","2","1","48","10010110","0","0","0","10010111","0","10010560"
"6","0","0","0","1","47","10010111","0","0","0","10010561","0","10010110"
"2","0","0","3","1","45","10010113","0","0","0","10010114","0","10010561"
"11","0","0","10001","1","44","10010114","0","0","0","10010562","0","10010113"
"4","0","0","0","1","42","10010116","0","0","0","10010117","0","10010562"
"6","0","0","0","1","41","10010117","0","0","0","10010118","0","10010116"
"3","0","0","3","1","40","10010118","0","0","0","10010563","0","10010117"
"11","0","0","10001","1","49","10010119","0","0","0","10010120","0","10010559"
"4","0","0","0","1","48","10010120","0","0","0","10010121","0","10010119"
"2","0","0","3","1","47","10010121","0","0","0","10010565","0","10010120"
"2","0","0","2","1","45","10010123","0","0","0","10010566","0","10010565"
"7","0","0","10003","1","43","10010125","0","0","0","10010126","0","10010566"
"4","0","0","0","1","42","10010126","0","0","0","10010127","0","10010125"
"7","0","0","10001","1","41","10010127","0","0","0","10010128","0","10010126"
"2","0","0","2","1","40","10010128","0","0","0","10010563","0","10010127"
"7","0","0","10001","1","38","10010130","0","0","0","10010131","0","10010563"
"6","0","0","0","1","37","10010131","0","0","0","10010132","0","10010130"
"11","0","0","10001","1","36","10010132","0","10010702","0","10010701","0","10010131"
"12","0","0","0","1","34","10010153","0","0","0","10010705","0","10010701"
"14","0","0","5","1","29","10010158","0","0","0","10010161","0","10010708"
"4","0","0","0","1","28","10010161","0","0","0","10010162","0","10010158"
"2","0","0","2","1","27","10010162","0","0","0","10010163","0","10010161"
"3","0","0","1","1","26","10010163","0","0","0","10010164","0","10010162"
"14","0","0","3","1","25","10010164","0","0","0","10010165","0","10010163"
"11","0","0","10001","1","24","10010165","0","0","0","10010166","0","10010164"
"12","0","0","0","1","23","10010166","0","0","0","10010167","0","10010165"
"3","0","0","2","1","22","10010167","0","0","0","10010568","0","10010166"
"7","0","0","10002","1","20","10010169","0","0","0","10010570","0","10010568"
"3","0","0","2","1","18","10010173","0","0","0","10010174","0","10010570"
"7","0","0","10001","1","17","10010174","0","0","0","10010175","0","10010173"
"4","0","0","0","1","16","10010175","0","0","0","10010176","0","10010174"
"2","0","0","1","1","15","10010176","0","0","0","10010177","0","10010175"
"2","0","0","2","1","14","10010177","0","0","0","10010178","0","10010176"
"3","0","0","2","1","13","10010178","0","0","0","10010179","0","10010177"
"12","0","0","0","1","12","10010179","0","0","0","10010180","0","10010178"
"6","0","0","0","1","11","10010180","0","0","0","10010181","0","10010179"
"4","0","0","0","1","10","10010181","0","0","0","10010182","0","10010180"
"2","0","0","2","1","9","10010182","0","0","0","10010183","0","10010181"
"2","0","0","3","1","8","10010183","0","0","0","10010184","0","10010182"
"14","0","0","3","1","7","10010184","0","0","0","10010555","0","10010183"
"14","0","0","1","1","3","10010186","0","0","0","10010187","0","10010558"
"3","0","0","3","1","2","10010187","0","0","0","10010188","0","10010186"
"2","0","0","2","1","1","10010188","0","0","0","10010189","0","10010187"
"13","0","0","0","1","0","10010189","0","0","0","10010190","0","10010188"
"12","0","0","0","1","60","10010190","0","0","0","10010191","0","10010189"
"6","0","0","0","1","59","10010191","0","0","0","10010192","0","10010190"
"3","0","0","1","1","58","10010192","0","0","0","10010193","0","10010191"
"7","0","0","10001","1","57","10010193","0","0","0","10010194","0","10010192"
"5","0","0","0","1","56","10010194","0","0","0","10010195","0","10010193"
"3","0","0","2","1","55","10010195","0","0","0","10010196","0","10010194"
"11","0","0","10001","1","54","10010196","0","0","0","10010197","0","10010195"
"4","0","0","0","1","53","10010197","0","0","0","10010198","0","10010196"
"2","0","0","1","1","52","10010198","0","0","0","10010199","0","10010197"
"14","0","0","2","1","51","10010199","0","0","0","10010200","0","10010198"
"2","0","0","1","1","50","10010200","0","0","0","10010201","0","10010199"
"3","0","0","1","1","49","10010201","0","10010716","0","10010214","0","10010200"
"4","0","0","0","1","48","10010214","0","0","0","10010215","0","10010201"
"12","0","0","0","1","47","10010215","0","0","0","10010710","0","10010214"
"11","0","0","10001","1","44","10010218","0","0","0","10010219","0","10010711"
"2","0","0","2","1","43","10010219","0","0","0","10010220","0","10010218"
"4","0","0","0","1","42","10010220","0","0","0","10010221","0","10010219"
"3","0","0","2","1","41","10010221","0","0","0","10010222","0","10010220"
"2","0","0","1","1","40","10010222","0","0","0","10010223","0","10010221"
"2","0","0","2","1","39","10010223","0","0","0","10010224","0","10010222"
"4","0","0","0","1","38","10010224","0","0","0","10010225","0","10010223"
"7","0","0","10002","1","37","10010225","0","0","0","10010226","0","10010224"
"11","0","0","10001","1","36","10010226","0","0","0","10010227","0","10010225"
"14","0","0","4","1","35","10010227","0","0","0","10010228","0","10010226"
"5","0","0","0","1","34","10010228","0","0","0","10010229","0","10010227"
"2","0","0","1","1","33","10010229","0","0","0","10010230","0","10010228"
"14","0","0","3","1","32","10010230","0","0","0","10010231","0","10010229"
"4","0","0","0","1","31","10010231","0","0","0","10010232","0","10010230"
"7","0","0","10001","1","30","10010232","0","0","0","10010233","0","10010231"
"6","0","0","0","1","29","10010233","0","10010236","0","10010234","0","10010232"
"7","0","0","10001","1","28","10010234","0","0","0","10010573","0","10010233"
"2","0","0","3","1","28","10010236","0","0","0","10010237","0","10010233"
"3","0","0","2","1","27","10010237","0","0","0","10010574","0","10010236"
"3","0","0","3","1","25","10010239","0","0","0","10010240","0","10010574"
"2","0","0","3","1","24","10010240","0","0","0","10010241","0","10010239"
"4","0","0","0","1","23","10010241","0","0","0","10010575","0","10010240"
"14","0","0","2","1","24","10010244","0","0","0","10010564","0","10010245"
"7","0","0","10003","1","25","10010245","0","0","0","10010244","0","10010246"
"14","0","0","1","1","26","10010246","0","0","0","10010245","0","10010573"
"4","0","0","0","1","21","10010247","0","0","0","10010248","0","10010575"
"11","0","0","10001","1","20","10010248","0","10010250","0","10010249","0","10010247"
"7","0","0","10003","1","19","10010249","0","0","0","10010253","0","10010248"
"5","0","0","0","1","19","10010250","0","0","0","10010251","0","10010248"
"6","0","0","0","1","18","10010251","0","0","0","10010577","0","10010250"
"3","0","0","2","1","18","10010253","0","0","0","10010576","0","10010249"
"14","0","0","5","1","16","10010255","10010577","0","0","10010256","0","10010576"
"2","0","0","2","1","15","10010256","0","0","0","10010257","0","10010255"
"12","0","0","0","1","14","10010257","0","0","0","10010258","0","10010256"
"2","0","0","1","1","13","10010258","0","0","0","10010259","0","10010257"
"7","0","0","10001","1","12","10010259","0","0","0","10010260","0","10010258"
"2","0","0","2","1","11","10010260","0","0","0","10010261","0","10010259"
"7","0","0","10001","1","10","10010261","0","0","0","10010262","0","10010260"
"3","0","0","1","1","9","10010262","0","0","0","10010263","0","10010261"
"7","0","0","10001","1","8","10010263","0","0","0","10010264","0","10010262"
"6","0","0","0","1","7","10010264","0","10010717","0","10010719","0","10010263"
"3","0","0","2","1","5","10010272","0","0","0","10010273","0","10010719"
"7","0","0","10002","1","4","10010273","10010721","0","0","10010274","0","10010272"
"4","0","0","0","1","3","10010274","0","0","0","10010275","0","10010273"
"2","0","0","3","1","2","10010275","0","0","0","10010276","0","10010274"
"3","0","0","3","1","1","10010276","0","0","0","10010277","0","10010275"
"13","0","0","0","1","0","10010277","0","0","0","10010278","0","10010276"
"2","0","0","1","1","60","10010278","0","0","0","10010279","0","10010277"
"3","0","0","2","1","59","10010279","0","0","0","10010280","0","10010278"
"2","0","0","2","1","58","10010280","0","0","0","10010281","0","10010279"
"5","0","0","0","1","57","10010281","0","0","0","10010282","0","10010280"
"7","0","0","10002","1","56","10010282","0","10010285","0","10010283","0","10010281"
"12","0","0","0","1","55","10010283","0","0","0","10010296","0","10010282"
"2","0","0","3","1","61","10010285","0","0","0","10010695","0","10010282"
"7","0","0","10003","1","58","10010287","0","0","0","10010697","0","10010696"
"14","0","0","3","1","56","10010290","0","0","0","10010291","0","10010697"
"3","0","0","3","1","55","10010291","0","0","0","10010292","0","10010290"
"7","0","0","10002","1","54","10010292","0","0","0","10010699","0","10010291"
"2","0","0","2","1","51","10010295","0","0","0","10010300","0","10010700"
"6","0","0","0","1","54","10010296","0","0","0","10010578","0","10010283"
"4","0","0","0","1","51","10010299","0","0","0","10010300","0","10010723"
"5","0","0","0","1","50","10010300","10010299","0","0","10010301","0","10010295"
"3","0","0","1","1","49","10010301","0","0","0","10010580","0","10010300"
"11","0","0","10001","1","46","10010304","0","10010307","0","10010305","0","10010581"
"2","0","0","1","1","45","10010305","0","0","0","10010306","0","10010304"
"3","0","0","1","1","44","10010306","0","0","0","10010316","0","10010305"
"3","0","0","3","1","47","10010307","0","0","0","10010308","0","10010304"
"2","0","0","3","1","46","10010308","0","0","0","10010583","0","10010307"
"7","0","0","10003","1","44","10010310","0","0","0","10010584","0","10010583"
"2","0","0","3","1","42","10010312","0","0","0","10010582","0","10010584"
"12","0","0","0","1","40","10010314","0","0","0","10010315","0","10010582"
"2","0","0","3","1","39","10010315","0","0","0","10010586","0","10010314"
"4","0","0","0","1","43","10010316","0","0","0","10010317","0","10010306"
"2","0","0","2","1","42","10010317","0","0","0","10010318","0","10010316"
"6","0","0","0","1","41","10010318","0","0","0","10010319","0","10010317"
"4","0","0","0","1","40","10010319","0","0","0","10010320","0","10010318"
"7","0","0","10001","1","39","10010320","0","0","0","10010586","0","10010319"
"3","0","0","2","1","37","10010322","0","0","0","10010323","0","10010586"
"4","0","0","0","1","36","10010323","0","0","0","10010324","0","10010322"
"6","0","0","0","1","35","10010324","0","0","0","10010325","0","10010323"
"2","0","0","2","1","34","10010325","0","0","0","10010326","0","10010324"
"14","0","0","3","1","33","10010326","0","0","0","10010327","0","10010325"
"7","0","0","10001","1","32","10010327","0","0","0","10010328","0","10010326"
