972358936194c3d24fd32040a8364e19b5e86bebf8f96131988bea6eee5b52aa,8f60793655b0bb2839f7be41539b838640c5b21bfdb96af7085cdf11073f7acf,0941b004bcd09be6b182b0662abc3c2f3aa8d89e7d9fec7669b94d5853b8a135,48744173f8538565e172846f110b2ee66ae325892556cb73a263f06c5dc609ce,de4a60bc2e19622fb753893b8881f44a0c86dc0787819ab84fb7ab246b927085,456a56ba23d95e12a672eea4ec7852f3cbc3ec136cd99b4f5f0d6d12e1e3fac7,d6788736844c10535cc63b089a0f360c9372757760620004965b3e0b36289689,33d0d84fc3628901d6495a8c84f6bc8b6b6608f0b3a771cfcfef95be5bab2bdf,1bc33557fbbca0a2ec91cfd4441916cf70f3ef646d00df5b0799887d9fa2a96d,64e9ff7b38f6beaee29660d00b4b8a7f5634f634f69f1735d3fd2fce6a309087,7bc78ef4c782b63df749e07eac3a78efb79d301e81735d7dc1a8a2d84793374d,827d3714640cab633e1af509f6faf92f2aef641f99655890b333631a5d0a8e59,ebe840059c20f40e73d8fd2556bc294239e149fbffdc1d314008b1c5fc3fa22a,430cd7570a1d720d5e954e215fcf2bab9ba64ab5979ed8793d42c86934b17ed0,38f1a92d21f527d52accb3ae05f95244766fc03ea293eedf94c2e976dabe4850,cf875d1cb42542eb6c6b1f901a32c7874794bf9aa0611434982ca5b4a10a1d73,9ad3c33f13ab8309d44b39bc3f8edba04f28de0d916a2090eec6e8878556ae19,a34528bf1b7977a80ba364c437e4da167b00d5956b15062bc60fcc1a04643a7c
"0","0","0","0","32000","94002","0","0","1","分數累積獲得 32000 分","0","0","0","20000","0","12","0","0"
"0","0","0","0","64000","94002","0","0","2","分數累積獲得 64000 分","0","0","0","30000","0","12","0","0"
"0","0","0","0","96000","94002","0","0","3","分數累積獲得 96000 分","0","0","0","40000","0","12","0","0"
"0","0","0","0","128000","94002","0","0","4","分數累積獲得 128000 分","0","0","0","50000","0","12","0","0"
"0","0","0","0","160000","91002","0","0","5","分數累積獲得 160000 分","0","0","0","25","0","8","0","0"
"0","0","0","0","192000","11001071","0","0","6","分數累積獲得 192000 分","0","0","0","1","0","15","0","0"
"0","0","0","0","224000","23001","0","0","7","分數累積獲得 224000 分","0","0","0","20","0","2","0","0"
"0","0","0","0","256000","91002","0","0","8","分數累積獲得 256000 分","0","0","0","50","0","8","0","0"
"0","0","0","0","288000","94002","0","0","9","分數累積獲得 288000 分","0","0","0","70000","0","12","0","0"
"0","0","0","0","320000","94002","0","0","10","分數累積獲得 320000 分","0","0","0","80000","0","12","0","0"
"0","0","0","0","352000","91002","0","0","11","分數累積獲得 352000 分","0","0","0","75","0","8","0","0"
"0","0","0","0","384000","94002","0","0","12","分數累積獲得 384000 分","0","0","0","100000","0","12","0","0"
"0","0","0","0","416000","23001","0","0","13","分數累積獲得 416000 分","0","0","0","45","0","2","0","0"
"0","0","0","0","448000","91002","0","0","14","分數累積獲得 448000 分","0","0","0","100","0","8","0","0"
"0","0","0","0","480000","11001072","0","0","15","分數累積獲得 480000 分","0","0","0","1","0","15","0","0"
