31f1a17a95371e43834ee3289b161191751bbcf7f08a66f0f18bde15cb4d0a97,2f225cf9cdf7114e34013b47a1966daf12ddf85c90dc0e40a6b93987b42e1f55,0319645168428a4b114a12e37dd6e49e12d690bd1e65055e6648f0a51d35c96e,2976fc60d995196cab5e8f04faa900f9f50e2f8dc55c4c30e715f6708ff66329,d4b871135b873c6b344235636e86e053e08bc9791d243575d2bda3221e73ece3,6bb18719372d60a42c9fc7e03325da81c22e1f67351cbe27e4f510af8f86558b,ae2a3212347280ba2a2cfaed428516dbce8c90d350a5120e62d3fb912e2bfbc7,f3d6420e220d87949313fff6401882070d93b5fba1e58c18ca8f06085308260d,1430621d03e8ac2484e690c4d26e11832ba0b70e44ff5a2485f82228052375fa,d550322e3f6436a785165e5ee757f7e18e834c0935314352eaf44f811f41531c
"12000","1","1","90001","0","30000","10000","0","10","90043"
"24000","2","2","90002","0","30000","10000","0","20","90047"
"24000","3","3","90002","0","30000","10000","0","20","90047"
"24000","4","4","90002","0","30000","10000","0","20","90047"
"24000","5","5","90002","0","30000","10000","0","20","90047"
"24000","6","6","90002","0","30000","10000","0","20","90047"
"24000","7","7","90002","0","30000","10000","0","20","90047"
"24000","8","8","90002","0","30000","10000","0","20","90047"
"24000","9","9","90002","0","30000","10000","0","20","90047"
"24000","10","10","90002","1","30000","10000","0","20","90047"
"48000","11","11","90003","2","30000","10000","90011","40","90051"
"48000","12","12","90003","3","30000","10000","90011","40","90051"
"48000","13","13","90003","4","30000","10000","90011","40","90051"
"48000","14","14","90003","5","30000","10000","90011","40","90051"
"48000","15","15","90003","6","30000","10000","90011","40","90051"
"48000","16","16","90003","7","30000","10000","90011","40","90051"
"48000","17","17","90003","8","30000","10000","90011","40","90051"
"48000","18","18","90003","9","30000","10000","90011","40","90051"
"48000","19","19","90003","10","30000","10000","90011","40","90051"
"48000","20","20","90003","11","30000","10000","90011","40","90051"
"72000","21","21","90004","12","30000","10000","90015","60","90055"
"72000","22","22","90004","13","30000","10000","90015","60","90055"
"72000","23","23","90004","14","30000","10000","90015","60","90055"
"72000","24","24","90004","15","30000","10000","90015","60","90055"
"72000","25","25","90004","16","30000","10000","90015","60","90055"
"72000","26","26","90004","17","30000","10000","90015","60","90055"
"72000","27","27","90004","18","30000","10000","90015","60","90055"
"72000","28","28","90004","19","30000","10000","90015","60","90055"
"72000","29","29","90004","20","30000","10000","90015","60","90055"
"72000","30","30","90004","21","30000","10000","90015","60","90055"
"96000","31","31","90005","22","30000","10000","90015","80","90059"
"96000","32","32","90005","23","30000","10000","90015","80","90059"
"96000","33","33","90005","24","30000","10000","90015","80","90059"
"96000","34","34","90005","25","30000","10000","90015","80","90059"
"96000","35","35","90005","26","30000","10000","90015","80","90059"
"96000","36","36","90005","27","30000","10000","90015","80","90059"
"96000","37","37","90005","28","30000","10000","90015","80","90059"
"96000","38","38","90005","29","30000","10000","90015","80","90059"
"96000","39","39","90005","30","30000","10000","90015","80","90059"
"96000","40","40","90005","31","30000","10000","90015","80","90059"
"144000","41","41","90005","33","30000","10000","90017","120","90063"
"144000","42","42","90005","35","30000","10000","90017","120","90063"
"144000","43","43","90005","37","30000","10000","90017","120","90063"
"144000","44","44","90005","39","30000","10000","90017","120","90063"
"144000","45","45","90005","41","30000","10000","90017","120","90063"
"144000","46","46","90005","43","30000","10000","90017","120","90063"
"144000","47","47","90005","45","30000","10000","90017","120","90063"
"144000","48","48","90005","47","30000","10000","90017","120","90063"
"144000","49","49","90005","49","30000","10000","90017","120","90063"
"144000","50","50","90005","51","30000","10000","90017","120","90063"
"180000","51","51","90006","53","30000","10000","90019","150","90067"
"180000","52","52","90006","55","30000","10000","90019","150","90067"
"180000","53","53","90006","57","30000","10000","90019","150","90067"
"180000","54","54","90006","59","30000","10000","90019","150","90067"
"180000","55","55","90006","61","30000","10000","90019","150","90067"
"180000","56","56","90006","63","30000","10000","90019","150","90067"
"180000","57","57","90006","65","30000","10000","90019","150","90067"
"180000","58","58","90006","67","30000","10000","90019","150","90067"
"180000","59","59","90006","69","30000","10000","90019","150","90067"
"180000","60","60","90006","71","30000","10000","90019","150","90067"
"216000","61","61","90007","74","30000","10000","90021","180","90071"
"216000","62","62","90007","77","30000","10000","90021","180","90071"
"216000","63","63","90007","80","30000","10000","90021","180","90071"
"216000","64","64","90007","83","30000","10000","90021","180","90071"
"216000","65","65","90007","86","30000","10000","90021","180","90071"
"216000","66","66","90007","89","30000","10000","90021","180","90071"
"216000","67","67","90007","92","30000","10000","90021","180","90071"
"216000","68","68","90007","95","30000","10000","90021","180","90071"
"216000","69","69","90007","98","30000","10000","90021","180","90071"
"216000","70","70","90007","101","30000","10000","90021","180","90071"
